AAAA,AAAB,AABB,ABBB,BBBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.924315613545783e-10,7.510461919144505e-10,1.316874986716236e-09,2.2306421125697033e-09,2.5087609906883156e-09,7.499755843243284e-09,0.001
5.5063152869149236e-09,5.9624814977882244e-09,1.0437130661595466e-08,1.7649916077650143e-08,1.98174701022489e-08,5.937331362619765e-08,0.002
1.8472645049416536e-08,1.9969685741441054e-08,3.489807586312077e-08,5.891680434191347e-08,6.604210774513625e-08,1.982993187410281e-07,0.003
4.352507501679889e-08,4.697403308408174e-08,8.195289072732251e-08,1.3812686441947685e-07,1.5457386696567472e-07,4.6515273021335474e-07,0.004
8.450137979197896e-08,9.104546059344893e-08,1.5857725684562556e-07,2.668277246662019e-07,2.981021081743664e-07,8.990539300716218e-07,0.005
1.4514489705698718e-07,1.5612499750281982e-07,2.7147586394436817e-07,4.560342400685103e-07,5.086367341597887e-07,1.537416732732474e-06,0.006
2.2910595290478574e-07,2.460272556858915e-07,4.27088795096264e-07,7.162433145664496e-07,7.975299981819883e-07,2.415995316435379e-06,0.007
3.39943270040334e-07,3.6444288186710384e-07,6.315977924441688e-07,1.0574483963164907e-06,1.1754977576812991e-06,3.5689300983493964e-06,0.008
4.811253590307258e-07,5.149409720806208e-07,8.909324053880231e-07,1.4891536521871834e-06,1.6526401858853964e-06,5.028792574571949e-06,0.009000000000000001
6.560318927824976e-07,7.009714488848906e-07,1.21077602315676e-06,2.0203878276702527e-06,2.2384619533490824e-06,6.826629145843483e-06,0.010000000000000002
8.679550644225017e-07,9.258674018335028e-07,1.5965717936582972e-06,2.65971779828104e-06,2.941891891217669e-06,8.992003949413011e-06,0.011000000000000003
1.1201009287570396e-06,1.192847391696909e-06,2.053528430472454e-06,3.415261818415252e-06,3.771302147765829e-06,1.1553040717107482e-05,0.012000000000000004
1.4155907274822766e-06,1.5050177189235085e-06,2.5866259098237664e-06,4.294702473523854e-06,4.734526849529316e-06,1.453646367928272e-05,0.013000000000000005
1.7574621983172973e-06,1.8653746568225888e-06,3.2006210593436563e-06,5.305299341364491e-06,5.838880278116908e-06,1.796763753396494e-05,0.014000000000000005
2.1486708682295032e-06,2.2768066499456973e-06,3.900053040404373e-06,6.453901367986159e-06,7.091174573564337e-06,2.187060650013007e-05,0.015000000000000006
2.5920913309204383e-06,2.742096478137116e-06,4.689248725780291e-06,7.74695896400372e-06,8.497736974870543e-06,2.626813247371211e-05,0.016000000000000007
3.0905185087384904e-06,3.263923386718386e-06,5.5723279743659555e-06,9.190535826620661e-06,1.0064426608139492e-05,3.1181732304582986e-05,0.017000000000000008
3.6466688991833205e-06,3.844865183265987e-06,6.553208804654094e-06,1.0790320492761426e-05,1.1796650832537832e-05,3.6631714212402655e-05,0.01800000000000001
4.263181806165298e-06,4.4874003014357524e-06,7.63561246865142e-06,1.2551637628579945e-05,1.3699381154069555e-05,4.263721335890197e-05,0.01900000000000001
4.942620556181612e-06,5.193909832281858e-06,8.82306842788457e-06,1.4479459060516911e-05,1.577716871696416e-05,4.9216226593829106e-05,0.02000000000000001
5.687473699569183e-06,5.966679523512809e-06,1.0118919233123824e-05,1.6578414552986803e-05,1.80341593822735e-05,5.638564639146612e-05,0.02100000000000001
6.5001561969929996e-06,6.8079017471212944e-06,1.152632530942755e-05,1.8852802337684774e-05,2.0474108403075484e-05,6.41612939943021e-05,0.022000000000000013
7.383010591326839e-06,7.719677435819418e-06,1.3048269648086235e-05,2.130659939941482e-05,2.310039470548935e-05,7.255795178013667e-05,0.023000000000000013
8.338308165082017e-06,8.704017988705447e-06,1.4687562407020969e-05,2.3943471523252915e-05,2.591603478451744e-05,8.158939486857879e-05,0.024000000000000014
9.368250083538063e-06,9.762847146582971e-06,1.6446845421167905e-05,2.6766783107772975e-05,2.8923696223542598e-05,9.126842198260449e-05,0.025000000000000015
1.0474968523727967e-05,1.0898002837348054e-05,1.832859662435678e-05,2.9779606748978592e-05,3.212571084612747e-05,0.00010160688558053886,0.026000000000000016
1.1660527789428988e-05,1.2111238991854955e-05,2.033513438416902e-05,3.298473259950059e-05,3.552408750858317e-05,0.00011261572127353672,0.027000000000000017
1.2926925412308583e-05,1.3404227330665698e-05,2.2468621751238066e-05,3.638467750753837e-05,3.912052454159958e-05,0.0001243049765433503,0.028000000000000018
1.4276093239373689e-05,1.4778559122083898e-05,2.473107062443261e-05,3.998169393994275e-05,4.29164218490566e-05,0.00013668383877488954,0.02900000000000002
1.570989850687e-05,1.623574691186822e-05,2.7124345833341558e-05,4.3777778693758825e-05,4.691289267196767e-05,0.00014976066261780625,0.03000000000000002
1.7230144900776442e-05,1.7777226225015784e-05,2.9650169139457342e-05,4.7774681400469286e-05,5.111077502534097e-05,0.00016354299669105984,0.03100000000000002
1.8838573604038882e-05,1.9404357240001177e-05,3.2310123157434e-05,5.1973912827103e-05,5.551064281558091e-05,0.000178037609644158,0.03200000000000002
2.0536864330685333e-05,2.111842643585185e-05,3.5105655197774247e-05,5.637675297829725e-05,6.0112816645894405e-05,0.0001932505155885031,0.03300000000000002
2.2326636346963885e-05,2.292064821243579e-05,3.803808103228012e-05,6.0984259003329286e-05,6.491737431700884e-05,0.00020918699891201792,0.03400000000000002
2.4209449479642974e-05,2.4812166484332734e-05,4.1108588583580414e-05,6.579727291205907e-05,6.992416103035679e-05,0.00022585163848997197,0.035000000000000024
2.6186805111612354e-05,2.6794056248655783e-05,4.431824154002889e-05,7.081642910365462e-05,7.51327993007318e-05,0.00024324833130468345,0.036000000000000025
2.826014716492179e-05,2.8867325127185205e-05,4.7667982897246926e-05,7.604216171190007e-05,8.054269858527203e-05,0.000261380315486526,0.037000000000000026
3.0430863071392994e-05,3.103291488317214e-05,5.1158638427564755e-05,8.147471177081869e-05,8.615306463548518e-05,0.00028025019278843377,0.03800000000000003
3.2700284730939376e-05,3.3291702913165035e-05,5.479092007859623e-05,8.71141342042736e-05,9.196290857888548e-05,0.0002998599505058597,0.03900000000000003
3.5069689457726356e-05,3.564450371420766e-05,5.8565429302163316e-05,9.296030464314364e-05,9.797105573667511e-05,0.00032021098285391606,0.04000000000000003
3.7540300914304125e-05,3.809207032675266e-05,6.248266031476725e-05,9.901292607360565e-05,0.00010417615418376714,0.00034130411181319684,0.04100000000000003
4.011329003384317e-05,4.063509575363081e-05,6.654300329078556e-05,0.00010527153531998919,0.00011057668305731219,0.0003631396074555609,0.04200000000000003
4.278977593060183e-05,4.327421435541112e-05,7.074674748955526e-05,0.00011173550936560727,0.00011717096061976101,0.0003857172077609365,0.04300000000000003
4.5570826798753626e-05,4.601000322248373e-05,7.50940843174847e-05,0.00011840407151490412,0.00012395715208236773,0.0004090361379359939,0.04400000000000003
4.845746079970108e-05,4.8842983524192384e-05,7.958511032632009e-05,0.00012527629740019872,0.00013093327719491049,0.00043309512924532276,0.04500000000000003
5.1450646938001485e-05,5.177362183533972e-05,8.42198301486732e-05,0.00013235112083624442,0.00013809721760728584,0.0004578924373655446,0.046000000000000034
5.455130592602841e-05,5.480233144038419e-05,8.899815937190102e-05,0.00013962733952576308,0.00014544672400850975,0.00048342586027258646,0.047000000000000035
5.7760311037492416e-05,5.792947361564385e-05,9.391992735141126e-05,0.00014710362061905676,0.00015297942304854165,0.0005096927556721459,0.048000000000000036
6.107848894994228e-05,6.115535888981756e-05,9.898487996445028e-05,0.00015477850613074092,0.0001606928240482298,0.0005366900579831808,0.04900000000000004
6.450662057636744e-05,6.448024828313118e-05,0.00010419268230541389,0.0001626504182165868,0.0001685843255025658,0.000564414294884065,0.05000000000000004
6.804544188602087e-05,6.790435452541111e-05,0.00010954292132370482,0.00017071766431340626,0.00017665122138231878,0.0005928616034308619,0.05100000000000004
7.169564471458085e-05,7.142784325338527e-05,0.00011503510840514605,0.0001789784421448577,0.00018489070723901757,0.0006220277457569875,0.05200000000000004
7.545787756376815e-05,7.505083418750645e-05,0.00012066868189794153,0.00018743084459599724,0.00019329988611813532,0.0006519081243633486,0.05300000000000004
7.933274639053482e-05,7.877340228858995e-05,0.00012644300958416225,0.00019607286445934885,0.00020187577428523016,0.000682497797007866,0.05400000000000004
8.332081538593926e-05,8.25955788945531e-05,0.00013235739109771765,0.00020490239905521191,0.0002106153067696916,0.0007137914912031134,0.05500000000000004
8.742260774382098e-05,8.651735283754209e-05,0.00013841106028976178,0.00021391725472887972,0.00021951534273063902,0.0007457836183306436,0.05600000000000004
9.163860641938769e-05,9.053867154172534e-05,0.00014460318754246326,0.00022311515122738591,0.00022857267064942406,0.0007784682873803863,0.057000000000000044
9.596925487782576e-05,9.465944210203143e-05,0.0001509328820320572,0.0002324937259583504,0.00023778401335308705,0.0008118393183233518,0.058000000000000045
0.0001004149578330445,9.887953234410537e-05,0.00015739919394208314,0.00024205053813345073,0.00024714603287302517,0.0008458902551257089,0.059000000000000045
0.00010497608197666347,0.00010319877186575234,0.00016400111662769528,0.0002517830727989899,0.0002566553351430386,0.0008806143784121398,0.060000000000000046
0.00010965295669735053,0.0001076169530601363,0.00017073758873192038,0.00026168874475599276,0.00026630847454082356,0.0009160047177862235,0.06100000000000005
0.00011444587479061823,0.00011213383212099667,0.00017760749625472585,0.0002717649023722142,0.000276101958276899,0.0009520540638154539,0.06200000000000005
0.00011935509315918312,0.00011674913003014196,0.0001846096745757409,0.0002820088312883945,0.00028603225063486033,0.0009887549796883208,0.06300000000000004
0.00012438083350399515,0.00012146253352747876,0.00019174291043147046,0.00029241775802106167,0.0002960957770667714,0.0010260998125507775,0.06400000000000004
0.0001295232830060383,0.0001262736960638264,0.00019900594384781502,0.00030298885346412334,0.0003062889281474187,0.0010640807045292219,0.06500000000000004
0.00013478259499900708,0.00013118223873677048,0.0002063974700287118,0.0003137192362914661,0.0003166080633910726,0.001102689603447028,0.06600000000000004
0.00014015888963296033,0.00013618775120979922,0.00021391614120168487,0.000324605976262719,0.0003270495149343156,0.0011419182732414792,0.06700000000000005
0.00014565225452905248,0.00014128979261496754,0.00022156056842109037,0.00033564609743431283,0.0003376095910884226,0.0011817583040878458,0.06800000000000005
0.00015126274542544217,0.00014648789243932973,0.00022932932332982666,0.0003468365812779175,0.00034828457976469716,0.0012222011222372132,0.06900000000000005
0.00015699038681447788,0.00015178155139537584,0.00023722093988026193,0.00035817436970829973,0.00035907075177609327,0.0012632379995745086,0.07000000000000005
0.00016283517257125694,0.0001571702422757091,0.0002452339160151318,0.0003696563680226128,0.0003699643640183781,0.0013048600629030887,0.07100000000000005
0.00016879706657365568,0.00016265341079219233,0.00025336671530913315,0.0003812794477530781,0.00038096166253401596,0.0013470583029620753,0.07200000000000005
0.00017487600331392636,0.00016823047639979386,0.0002616177685719403,0.0003930404494349936,0.00039205888546188587,0.00138982358318254,0.07300000000000005
0.00018107188850195532,0.00017390083310535697,0.00026998547541335114,0.00040493618529196043,0.0004032522658758714,0.0014331466481884952,0.07400000000000005
0.00018738459966027664,0.00017966385026151649,0.0002784682057712634,0.00041696344184018137,0.000414538034515294,0.0014770181320485317,0.07500000000000005
0.0001938139867109343,0.00018551887334597897,0.0002870643014031665,0.0004291189824136534,0.00042591242241009575,0.001521428566283829,0.07600000000000005
0.0002003598725542846,0.0001914652247263874,0.0002957720773418272,0.00044139954961204086,0.00043737166340360916,0.001566368387638149,0.07700000000000005
0.00020702205363983052,0.00019750220441097982,0.00030458982331583247,0.000453801867672974,0.00044891199657568745,0.0016118279456153043,0.07800000000000006
0.00021380030052917662,0.00020362909078525587,0.0003135158051356463,0.00046632264477049847,0.0004605296685689066,0.001657797509789484,0.07900000000000006
0.00022069435845119625,0.0002098451413348582,0.00032254826604582293,0.0004789585752413499,0.00047222093582048916,0.0017042672768937165,0.08000000000000006
0.00022770394784949786,0.0002161495933548733,0.0003316854280440084,0.0004917063417407097,0.00048398206670253546,0.0017512273776916247,0.08100000000000006
0.00023482876492227685,0.00022254166464575695,0.00034092549316736015,0.000504562617329059,0.0004958093435730936,0.0017986678836375467,0.08200000000000006
