AAAA,AAAB,AABB,ABBB,BBBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0364713324923773e-09,0.0,0.0,0.0,1.63366445551126e-08,1.7373115887604978e-08,0.001
8.250415281243065e-09,0.0,0.0,0.0,1.2810525855364316e-07,1.3635567383488622e-07,0.002
2.770627330133613e-08,0.0,0.0,0.0,4.237940401129121e-07,4.515003134142482e-07,0.003
6.534657822045034e-08,0.0,0.0,0.0,9.846574361457454e-07,1.0500040143661957e-06,0.004
1.2699347812868912e-07,0.0,0.0,0.0,1.8850779542415836e-06,2.0120714323702727e-06,0.005
2.183502450484143e-07,0.0,0.0,0.0,3.1929135721817682e-06,3.4112638172301827e-06,0.006
3.4500276851702633e-07,0.0,0.0,0.0,4.969831245696509e-06,5.314834014213536e-06,0.007
5.124210342145723e-07,0.0,0.0,0.0,7.271626999178341e-06,7.784048033392914e-06,0.008
7.259605877670103e-07,0.0,0.0,0.0,1.0148533068646963e-05,1.0874493656413974e-05,0.009000000000000001
9.908639838549108e-07,0.0,0.0,0.0,1.3645512551299711e-05,1.4636376535154622e-05,0.010000000000000002
1.3122622207563414e-06,0.0,0.0,0.0,1.7802542001467667e-05,1.911480422222401e-05,0.011000000000000003
1.695176160451649e-06,0.0,0.0,0.0,2.265488239871677e-05,2.435005855916842e-05,0.012000000000000004
2.1445179344168304e-06,0.0,0.0,0.0,2.8233338900173958e-05,3.0377856834590788e-05,0.013000000000000005
2.6650923352311713e-06,0.0,0.0,0.0,3.456450977590857e-05,3.722960211113974e-05,0.014000000000000005
3.261598194123822e-06,0.0,0.0,0.0,4.1671024913346696e-05,4.493262310747052e-05,0.015000000000000006
3.938629744582984e-06,0.0,0.0,0.0,4.957177426423071e-05,5.3510404008813696e-05,0.016000000000000007
4.70067797215038e-06,0.0,0.0,0.0,5.828212659554512e-05,6.29828045676955e-05,0.017000000000000008
5.552131950522718e-06,0.0,0.0,0.0,6.781413889410435e-05,7.336627084462707e-05,0.01800000000000001
6.497280164080843e-06,0.0,0.0,0.0,7.817675676312596e-05,8.467403692720681e-05,0.01900000000000001
7.54031181696634e-06,0.0,0.0,0.0,8.93760061380854e-05,9.691631795505174e-05,0.02000000000000001
8.685318128824395e-06,0.0,0.0,0.0,0.00010141517663845419,0.00011010049476727859,0.02100000000000001
