AAAA,AAAB,AABB,ABBB,BBBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.644360483794929e-09,3.075510465649812e-10,1.9791036700999353e-10,2.501247318093764e-10,1.9292816007615995e-09,5.329228229940879e-09,0.001
2.0977927104768454e-08,2.4403155171590064e-09,1.5706672028082346e-09,1.985450783610049e-09,1.5317397098918683e-08,4.229175770726443e-08,0.002
7.020827060765939e-08,8.168805279673778e-09,5.258762975610976e-09,6.648832715118273e-09,5.130481318490089e-08,1.415894847629633e-07,0.003
1.6502753460486712e-07,1.9204965836991224e-08,1.2365892039987191e-08,1.563774471724069e-08,1.2069066557919878e-07,3.32926802778285e-07,0.004
3.1962326019082823e-07,3.720337700558083e-08,2.3959686638861058e-08,3.030516557466416e-08,2.3393924463656156e-07,6.450307340464958e-07,0.005
5.476890290798144e-07,6.376243394282418e-08,4.1072441152743814e-08,5.19604498496259e-08,4.011863825541198e-07,1.105670736579128e-06,0.006
8.624349279270641e-07,1.004255088042581e-07,6.470182476027598e-08,8.187018547443447e-08,6.322457434886409e-07,1.7416781904546736e-06,0.007
1.2765978364575286e-06,1.4868209330825046e-07,9.58115826720668e-08,1.212590379379781e-07,9.366150178722992e-07,2.5789655682481233e-06,0.008
1.802451541991337e-06,2.0996892248199123e-07,1.353322260977506e-07,1.7131058124915133e-07,1.3234820222007012e-06,3.6425452940209315e-06,0.009000000000000001
2.4518166829203336e-06,2.8567107985909294e-07,1.841617111041339e-07,2.3316811585785068e-07,1.8017307055514406e-06,4.956548295292852e-06,0.010000000000000002
3.236070523655751e-06,3.77123084395551e-07,2.4316610652029e-07,3.079354737119364e-07,2.379947064076166e-06,6.5442422523596946e-06,0.011000000000000003
4.166156563533196e-06,4.856099593673173e-07,3.1318025104346164e-07,3.9667781062633483e-07,3.066424964694039e-06,8.42804954926435e-06,0.012000000000000004
5.252593982127692e-06,6.12368283509277e-07,3.950083996976605e-07,5.004223861382481e-07,3.869171879199483e-06,1.062956493067236e-05,0.013000000000000005
6.505486923398492e-06,7.585872246520117e-07,4.894248597949059e-07,6.201593310202707e-07,4.795914529982422e-06,1.3169572868848103e-05,0.014000000000000005
7.934533621050752e-06,9.254095561093548e-07,5.971746165471216e-07,7.568424026210591e-07,5.854104448544489e-06,1.6068064644872777e-05,0.015000000000000006
9.549035367469012e-06,1.113932656066413e-06,7.189739484748046e-07,9.11389728201076e-07,7.050923447980391e-06,1.9344255148191695e-05,0.016000000000000007
1.1357905328545527e-05,1.3252094902144416e-06,8.555110327567079e-07,1.0846845364288318e-06,8.3932890105792e-06,2.301659939852471e-05,0.017000000000000008
1.3369677206695272e-05,1.5602495778757119e-06,1.0074465406629176e-06,1.2775758772009767e-06,9.887859591686332e-06,2.710280879412121e-05,0.01800000000000001
1.559251375431827e-05,1.8200199418582912e-06,1.175414223211873e-06,1.4908793299475345e-06,1.1541039840952977e-05,3.161986709028895e-05,0.01900000000000001
1.8034215139939413e-05,2.105446042277502e-06,1.3600214871900746e-06,1.725377700581556e-06,1.3358985742085971e-05,3.6584046112074514e-05,0.02000000000000001
2.07022271692257e-05,2.4174126945776816e-06,1.5618499616714194e-06,1.9818217072504608e-06,1.5347609672197486e-05,4.2010921204922754e-05,0.02100000000000001
2.360364936305096e-05,2.7567649719847687e-06,1.7814560551713481e-06,2.2609306550443504e-06,1.7512585381840336e-05,4.7915386427091766e-05,0.022000000000000013
2.674524289474865e-05,3.124309092617222e-06,2.019371503569246e-06,2.5633930998146415e-06,1.9859352896801568e-05,5.431166948755133e-05,0.023000000000000013
3.013343838866445e-05,3.520813291479703e-06,2.2761039089307925e-06,2.889867501254406e-06,2.239312334271366e-05,6.1213346433043e-05,0.024000000000000014
3.377434358209118e-05,3.947008677561039e-06,2.552137269360275e-06,3.2409828653899206e-06,2.5118883693529667e-05,6.863335608793208e-05,0.025000000000000015
3.767375085264092e-05,4.403590076254996e-06,2.847932500011188e-06,3.617339376631032e-06,2.804140144489598e-05,7.658401425043412e-05,0.026000000000000016
4.183714461308043e-05,4.891216857319492e-06,3.1639279453817564e-06,4.019509019526056e-06,3.1165229213443125e-05,8.507702764875084e-05,0.027000000000000017
4.62697085756291e-05,5.410513748587052e-06,3.5005398830204276e-06,4.4480361903651455e-06,3.449470926300331e-05,9.412350766060503e-05,0.028000000000000018
5.0976332887690775e-05,5.962071635636393e-06,3.858163018764684e-06,4.903438298774156e-06,3.803397795875e-05,0.00010373398379961601,0.02900000000000002
5.596162114096422e-05,6.546448347632339e-06,4.237170973634996e-06,5.386206359439327e-06,4.178697015024337e-05,0.00011391841697191425,0.03000000000000002
6.122989725585026e-05,7.164169429538362e-06,4.637916762504092e-06,5.896805574101231e-06,4.575742348435284e-05,0.00012468621250634677,0.03100000000000002
6.678521224304735e-05,7.815728900903487e-06,5.060733264660195e-06,6.435675903954783e-06,4.9948882649015844e-05,0.00013604623296158163,0.03200000000000002
7.263135084420166e-05,8.501590001422407e-06,5.505933686381298e-06,7.003232632590246e-06,5.436470354878078e-05,0.0001480068107133764,0.03300000000000002
7.877183805345173e-05,9.22218592346519e-06,5.973812015636067e-06,7.599866919608566e-06,5.900805741306931e-05,0.00016057576032523085,0.03400000000000002
8.520994552168282e-05,9.977920531770189e-06,6.464643469025401e-06,8.225946345042635e-06,6.388193483808255e-05,0.00017376039070560357,0.035000000000000024
9.194869784528134e-05,1.0769169070491182e-05,6.9786849310772006e-06,8.881815444714313e-06,6.89891497632639e-05,0.00018756751705482794,0.036000000000000025
9.899087874115428e-05,1.1596278857787353e-05,7.51617538600549e-06,9.56779623665559e-06,7.433234338321905e-05,0.00020200347260482176,0.037000000000000026
0.00010633903710975541,1.2459569968141944e-05,8.077336342043442e-06,1.0284188738720384e-05,7.991398799598477e-05,0.00021707412015464596,0.03800000000000003
0.00011399549298783513,1.3359335902593174e-05,8.66237224845858e-06,1.103127147751208e-05,8.573639078852415e-05,0.00023278486340492312,0.03900000000000003
0.00012196234339260734,1.4295844247058298e-05,9.271470905356899e-06,1.180930198875013e-05,9.180169756031693e-05,0.0002491406580940896,0.04000000000000003
0.00013024146805900403,1.5269337318929495e-05,9.904803866381277e-06,1.2618517309197627e-05,9.811189638590304e-05,0.0002661460229394155,0.04100000000000003
0.00013883453507166385,1.6280032802117637e-05,1.056252683440818e-05,1.345913446027003e-05,0.0001046688212172243,0.000283805050385684,0.04200000000000003
0.00014774300639327955,1.7328124370717742e-05,1.1244780050345288e-05,1.4331350923443831e-05,0.00011147415542660221,0.0003021214171643886,0.04300000000000003
0.00015696814329090584,1.841378230146766e-05,1.1951688675131326e-05,1.5235345107582379e-05,0.000118529435291176,0.0003210983946662632,0.04400000000000003
0.0001665110116618068,1.9537154075168794e-05,1.2683363165037951e-05,1.617127680829442e-05,0.00012583605341961684,0.0003407388591299248,0.04500000000000003
0.00017637248726040165,2.069836496723609e-05,1.3439899640372452e-05,1.7139287659439786e-05,0.00013339526212192404,0.00036104530164937404,0.046000000000000034
0.00018655326082784327,2.1897518627541524e-05,1.4221380247678469e-05,1.813950157689478e-05,0.00014120817672309604,0.0003820198380030541,0.047000000000000035
0.00019705384312574542,2.3134697649713562e-05,1.5027873515530794e-05,1.9172025194688636e-05,0.00014927577882146463,0.000403664218307143,0.048000000000000036
0.00020787456987555184,2.4409964130052775e-05,1.5859434704019087e-05,2.023694829362093e-05,0.00015759891949246403,0.0004259798364957087,0.04900000000000004
0.00021901560660501934,2.572336021622134e-05,1.6716106148013784e-05,2.1334344222468247e-05,0.0001661783224386028,0.0004489677396303255,0.05000000000000004
0.00023047695340326846,2.707490864586251e-05,1.7597917594306782e-05,2.246427031188735e-05,0.00017501458708639363,0.00047262863704171875,0.05100000000000004
0.00024225844958583186,2.8464613275303506e-05,1.8504886532717684e-05,2.3626768281120282e-05,0.00018410819163098698,0.0004969629093059604,0.05200000000000004
0.00025435977827111423,2.9892459598493616e-05,1.9437018521255585e-05,2.4821864637605933e-05,0.00019345949602924596,0.0005219706170577153,0.05300000000000004
0.0002667804708696543,3.1358415256326734e-05,2.039430750542487e-05,2.6049571069600683e-05,0.00020306874494199043,0.000547651509642997,0.05400000000000004
0.0002795199114875623,3.286243053649618e-05,2.1376736131762714e-05,2.730988483191007e-05,0.00021293607062612753,0.0005740050336138587,0.05500000000000004
0.00029257734124548665,3.440443886402696e-05,2.2384276055694364e-05,2.8602789124831535e-05,0.0002230614957773796,0.0006010303410674191,0.05600000000000004
0.00030595186251444365,3.5984357282629066e-05,2.3416888243791457e-05,2.9928253466407282e-05,0.00023344493632430848,0.0006287262978315798,0.057000000000000044
0.0003196424430698257,3.760208692701334e-05,2.4474523270517347e-05,3.128623405808505e-05,0.00024408620417432962,0.000657091491499771,0.058000000000000045
0.0003336479201648862,3.9257513486309374e-05,2.5557121609542273e-05,3.267667414388298e-05,0.00025498500991239626,0.0006861242393170171,0.059000000000000045
0.0003479670045249787,4.095050765872315e-05,2.6664613919710266e-05,3.4099504363153984e-05,0.00026614096545302964,0.0007158225959195956,0.060000000000000046
0.0003625982842638128,4.268092559757012e-05,2.7796921325738303e-05,3.555464309704347e-05,0.00027755358664636163,0.0007461843609305262,0.06100000000000005
0.00037754022872296726,4.444860934881789e-05,2.895395569372751e-05,3.7041996808733076e-05,0.00028922229583884333,0.0007772070864130891,0.06200000000000005
0.0003927911922358891,4.6253387280269844e-05,3.013561990156464e-05,3.856146037756184e-05,0.00030114642438927336,0.0008088880841845587,0.06300000000000004
0.00040834941781758475,4.809507450252099e-05,3.1341808104291725e-05,4.011291742711533e-05,0.0003133252151407816,0.0008412244329922944,0.06400000000000004
0.0004242130407811934,4.997347328181331e-05,3.2572405994519815e-05,4.1696240647371586e-05,0.0003257578248494048,0.000874212985554303,0.06500000000000004
0.0004403800922826198,5.1888373444918234e-05,3.382729105796274e-05,4.331129211099197e-05,0.0003384433265698753,0.000907850375466368,0.06600000000000004
0.00045684850279438137,5.38395527761704e-05,3.510633282416477e-05,4.49579235838436e-05,0.0003513807119992402,0.0009421330239778004,0.06700000000000005
0.00047361610550981166,5.582677740677645e-05,3.6409393112496063e-05,4.6635976829839256e-05,0.00036456889377892143,0.0009770571466378448,0.06800000000000005
0.0004906806396787443,5.784980219651985e-05,3.773632627348778e-05,4.834528391017885e-05,0.0003780067077558136,0.0010126187598147444,0.06900000000000005
0.0005080397538757882,5.990837110798176e-05,3.908697942557869e-05,5.008566747707632e-05,0.00039169291520301555,0.0010488136870894405,0.07000000000000005
0.0005256910092022839,6.200221757339603e-05,4.046119268734346e-05,5.1856941062053925e-05,0.00040562620500078097,0.001085637565525858,0.07100000000000005
0.0005436318824230213,6.41310648542549e-05,4.1858799405272363e-05,5.365890935888552e-05,0.0004198051957782629,0.0011230858518196968,0.07200000000000005
0.0005618597690387787,6.629462639377973e-05,4.327962637717051e-05,5.54913685012684e-05,0.0004342284380166264,0.0011611538283276233,0.07300000000000005
0.0005803719862957311,6.849260616237086e-05,4.4723494071244825e-05,5.735410633530343e-05,0.00044889441611409135,0.0011998366089787415,0.07400000000000005
0.0005991657761327604,7.072469899614736e-05,4.619021684094495e-05,5.9246902686861134e-05,0.00046380155041345864,0.0012391291450701725,0.07500000000000005
0.0006182383080676803,7.29905909286877e-05,4.767960313562417e-05,6.116952962391095e-05,0.0004789481991926731,0.0012790262309485764,0.07600000000000005
0.0006375866820233852,7.528995951607871e-05,4.919145570708502e-05,6.312175171388917e-05,0.0004943326606189601,0.0013195225095793983,0.07700000000000005
0.0006572079310949042,7.762247415538124e-05,5.0725571812073893e-05,6.510332627618148e-05,0.0005099531746670742,0.001360612478005615,0.07800000000000006
0.0006770990242583378,7.998779639661688e-05,5.228174341078743e-05,6.711400362979301e-05,0.0005258079250021852,0.0014022904926977203,0.07900000000000006
0.0006972568690226363,8.238558024838057e-05,5.385975736145322e-05,6.915352733627975e-05,0.0005418950408279244,0.0014445507747966743,0.08000000000000006
0.0007176783140251667,8.481547247718146e-05,5.545939561104626e-05,7.122163443801299e-05,0.0005582125987001032,0.0014873874152515106,0.08100000000000006
0.0007383601515719969,8.727711290061263e-05,5.7080435382201275e-05,7.331805569184745e-05,0.0005747586243066121,0.0015307943798532704,0.08200000000000006
0.000759299120123819,8.97701346744506e-05,5.872264935638144e-05,7.544251579826442e-05,0.0005915310942140032,0.0015747655141669183,0.08300000000000006
0.0007804919067284183,9.229416457378175e-05,6.0385805853361775e-05,7.75947336260577e-05,0.000608527937581248,0.0016192945483628676,0.08400000000000006
0.0008019351494005753,9.484882326825302e-05,6.206966900708536e-05,7.977442243263131e-05,0.0006257470378411587,0.0016643751019497035,0.08500000000000006
0.0008236254394502847,9.743372559154295e-05,6.377399893795045e-05,8.198129007997665e-05,0.0006431862343499553,0.0017100006884097098,0.08600000000000006
0.0008455593237601571,0.00010004848080514638,6.549855192158381e-05,8.42150392463947e-05,0.0006608433240054562,0.001756164719738738,0.08700000000000006
0.000867733307012853,0.000102692692856566,6.724308055415688e-05,8.647536763402918e-05,0.0006787160628343547,0.0018028605108919597,0.08800000000000006
0.0008901438538693981,0.00010536596063200307,6.900733391429976e-05,8.876196817227606e-05,0.0006968021675490528,0.0018500812841370296,0.08900000000000007
0.0009127873910992032,0.00010806787820363599,7.079105772166655e-05,9.107452921713157e-05,0.0007150993170745034,0.0018978201733161407,0.09000000000000007
0.0009356603096626069,0.00011079803507157738,7.259399449220628e-05,9.341273474654363e-05,0.0007336051540455141,0.0019460702280184484,0.09100000000000007
0.0009587589667467476,0.00011355601640059614,7.441588369019169e-05,9.577626455182706e-05,0.0007523172862749564,0.001994824417664319,0.09200000000000007
0.0009820796877555577,0.00011634140325169122,7.625646187705767e-05,9.816479442520481e-05,0.0007712332881933201,0.0020440756355028316,0.09300000000000007
0.0010056187682546615,0.00011915377280860312,7.811546285710184e-05,0.00010057799634353567,0.0007903507022600501,0.002093816702523952,0.09400000000000007
0.0010293724758719456,0.00012199269859934548,7.999261782009549e-05,0.00010301553864828704,0.0008096670403470856,0.0021440403712867594,0.09500000000000007
0.0010533370521545627,0.0001248577507128416,8.188765548085765e-05,0.00010547708622181336,0.0008291797850950301,0.0021947393296651053,0.09600000000000007
