empirical_min_dist,estimated_true_dist,best_x,min_error,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
99.988,100.01269168449383,0.09879841842291753,0.0006760299778813126,0.5,0.25,0.25,100
199.915,200.03873557251666,0.19960962771339985,0.0009533132138043025,0.5,0.25,0.25,200
299.7619999999999,299.9411807577722,0.29838912549399693,0.0009739746522167991,0.5,0.25,0.25,300
399.427,400.212714647813,0.39967781254293283,0.0014155553361340188,0.5,0.25,0.25,400
498.33600000000024,499.69133843812045,0.49839661399830254,0.0007694484116513873,0.5,0.25,0.25,500
593.3170000000002,600.2318618500672,0.5993794920618323,0.0009839801173828432,0.5,0.25,0.25,600
675.303,700.6730003077367,0.7004325200032635,0.0012455762586709145,0.5,0.25,0.25,700
741.0369999999997,799.559593590569,0.7989679694280873,0.0007073865400836559,0.5,0.25,0.25,800
793.4890000000001,900.686150086877,0.9008667773664563,0.0008369175187492847,0.5,0.25,0.25,900
834.6559999999995,1000.1650619756844,1.0002785175648434,0.000683761213846514,0.5,0.25,0.25,1000
866.7069999999994,1097.5619315340173,1.097083719487622,0.0005221846020043722,0.5,0.25,0.25,1100
892.174,1195.8152692431884,1.195138655692437,0.0006094819028811073,0.5,0.25,0.25,1200
912.4979999999994,1291.6660838718212,1.2900754381057873,0.00055879779435851,0.5,0.25,0.25,1300
928.7199999999995,1390.198908875456,1.388495502134289,0.0006573582626940334,0.5,0.25,0.25,1400
941.6610000000001,1484.3796599041773,1.4819344838810697,0.0006252451472271401,0.5,0.25,0.25,1500
