empirical_min_dist,estimated_true_dist,best_x,min_error,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
99.972,99.97749014696018,0.0988125150788467,0.0007759415734047588,0.53,0.48,0.45,100
199.84400000000002,199.97891319484287,0.19960962771339985,0.0012127888150289708,0.53,0.48,0.45,200
299.59899999999993,299.9068213959572,0.3002463599126615,0.0011149757439746573,0.53,0.48,0.45,300
399.07700000000017,399.86532523730074,0.4000584222530196,0.0013752630632101015,0.53,0.48,0.45,400
497.666,499.75264833200686,0.4994397665370592,0.0013899135926979402,0.53,0.48,0.45,500
592.05,599.3620545097461,0.5993794920618323,0.0009305341523709078,0.53,0.48,0.45,600
673.8230000000002,698.6105115629158,0.6981783766160938,0.0008015029410341738,0.53,0.48,0.45,700
739.8290000000001,799.221501058244,0.7995567250733779,0.0011649706548694776,0.53,0.48,0.45,800
792.0750000000007,899.0789691515164,0.8992230852590932,0.0012556589201151926,0.53,0.48,0.45,900
833.3140000000003,998.2715131859876,0.9980477217640562,0.001205226025233944,0.53,0.48,0.45,1000
865.4889999999999,1095.546199842023,1.09475694528338,0.0010475878175759,0.53,0.48,0.45,1100
891.1239999999998,1192.4412748219795,1.1911251560347051,0.0008841576075488285,0.53,0.48,0.45,1200
911.5619999999998,1291.6016638805045,1.290546795038418,0.0009077415966043245,0.53,0.48,0.45,1300
927.853999999999,1384.5846966786876,1.3823310785485243,0.0007483927389147886,0.53,0.48,0.45,1400
940.6729999999995,1478.67133348975,1.4759848140379759,0.0007608664068436639,0.53,0.48,0.45,1500
