n,k,all-cycles,A-cycles,B-cycles,AA-cycles,AB-cycles,BB-cycles,AAA-cycles,AAB-cycles,ABB-cycles,BBB-cycles,AAAA-cycles,AAAB-cycles,AABB-cycles,ABBB-cycles,BBBB-cycles,AAAAA-cycles,AAAAB-cycles,AAABB-cycles,AABBB-cycles,ABBBB-cycles,BBBBB-cycles,max_cycle_len
1000,0,1000.0,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,899.421,98.579,0.19,0.199,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,898.815,97.207,0.38,0.419,1.157,0.0,0.0,0.006,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022
1000,3,997.0,898.269,95.797,0.555,0.602,1.713,0.001,0.001,0.014,0.046,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.066
1000,4,996.001,897.688,94.442,0.752,0.769,2.227,0.001,0.002,0.031,0.084,0.0,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.128
1000,5,995.001,897.109,93.106,0.93,0.962,2.69,0.001,0.005,0.054,0.135,0.0,0.0,0.0,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,2.21
1000,6,994.001,896.495,91.818,1.147,1.119,3.126,0.002,0.006,0.07,0.203,0.0,0.0,0.0,0.004,0.011,0.0,0.0,0.0,0.0,0.0,0.0,2.299
1000,7,993.001,895.888,90.549,1.33,1.313,3.52,0.003,0.01,0.1,0.255,0.0,0.0,0.0,0.01,0.022,0.0,0.0,0.0,0.0,0.0,0.001,2.397
1000,8,992.001,895.294,89.277,1.519,1.487,3.907,0.004,0.013,0.13,0.319,0.0,0.0,0.0,0.013,0.037,0.0,0.0,0.0,0.0,0.0,0.001,2.502
1000,9,991.001,894.684,88.028,1.716,1.658,4.285,0.004,0.02,0.152,0.377,0.0,0.0,0.0,0.021,0.053,0.0,0.0,0.0,0.0,0.001,0.002,2.597
1000,10,990.001,894.093,86.811,1.909,1.81,4.594,0.004,0.024,0.181,0.465,0.0,0.0,0.002,0.029,0.071,0.0,0.0,0.0,0.001,0.003,0.004,2.713
1000,11,989.001,893.508,85.6,2.099,1.945,4.909,0.006,0.029,0.215,0.542,0.0,0.0,0.004,0.041,0.087,0.0,0.0,0.0,0.002,0.005,0.007,2.837
1000,12,988.001,892.916,84.396,2.293,2.091,5.211,0.008,0.032,0.247,0.625,0.0,0.0,0.006,0.047,0.1,0.0,0.0,0.0,0.001,0.008,0.016,2.938
1000,13,987.002,892.317,83.22,2.493,2.233,5.472,0.008,0.036,0.282,0.719,0.0,0.0,0.007,0.056,0.122,0.0,0.0,0.0,0.001,0.01,0.02,3.042
1000,14,986.005,891.709,82.085,2.689,2.368,5.707,0.012,0.04,0.32,0.803,0.0,0.0,0.007,0.069,0.142,0.0,0.0,0.001,0.001,0.015,0.027,3.16
1000,15,985.007,891.117,80.933,2.881,2.478,5.979,0.017,0.049,0.351,0.865,0.0,0.0,0.008,0.091,0.172,0.0,0.0,0.002,0.001,0.019,0.031,3.269
1000,16,984.009,890.537,79.785,3.064,2.61,6.208,0.021,0.055,0.384,0.951,0.0,0.0,0.01,0.103,0.198,0.0,0.0,0.002,0.002,0.021,0.037,3.372
1000,17,983.01,889.939,78.65,3.265,2.727,6.44,0.023,0.061,0.416,1.037,0.0,0.0,0.012,0.124,0.22,0.0,0.0,0.002,0.002,0.021,0.042,3.455
1000,18,982.011,889.335,77.561,3.465,2.834,6.636,0.027,0.065,0.456,1.112,0.0,0.0,0.016,0.135,0.238,0.0,0.0,0.002,0.003,0.034,0.058,3.569
1000,19,981.016,888.756,76.493,3.652,2.952,6.771,0.029,0.066,0.495,1.196,0.0,0.0,0.021,0.147,0.279,0.0,0.0,0.004,0.003,0.042,0.064,3.684
1000,20,980.017,888.162,75.43,3.84,3.064,6.934,0.034,0.068,0.525,1.256,0.0,0.001,0.03,0.171,0.315,0.0,0.0,0.004,0.003,0.047,0.074,3.802
1000,21,979.021,887.583,74.377,4.022,3.159,7.08,0.039,0.074,0.569,1.328,0.0,0.001,0.029,0.194,0.342,0.0,0.0,0.004,0.007,0.055,0.083,3.918
1000,22,978.025,886.996,73.342,4.217,3.243,7.19,0.043,0.079,0.624,1.419,0.0,0.001,0.029,0.21,0.38,0.0,0.0,0.004,0.008,0.061,0.092,4.004
1000,23,977.031,886.423,72.31,4.396,3.325,7.319,0.047,0.088,0.688,1.472,0.0,0.001,0.029,0.228,0.411,0.0,0.0,0.004,0.009,0.07,0.104,4.118
1000,24,976.031,885.869,71.266,4.574,3.409,7.434,0.051,0.094,0.734,1.555,0.0,0.001,0.033,0.239,0.422,0.0,0.0,0.005,0.011,0.08,0.119,4.244
1000,25,975.032,885.244,70.286,4.765,3.509,7.547,0.055,0.11,0.768,1.607,0.0,0.001,0.038,0.248,0.444,0.0,0.0,0.006,0.016,0.096,0.136,4.357
1000,26,974.041,884.708,69.245,4.924,3.592,7.676,0.061,0.11,0.818,1.666,0.0,0.003,0.044,0.265,0.465,0.0,0.0,0.006,0.019,0.108,0.152,4.468
1000,27,973.044,884.107,68.27,5.115,3.679,7.766,0.064,0.115,0.852,1.721,0.001,0.003,0.05,0.293,0.489,0.0,0.0,0.007,0.021,0.121,0.173,4.573
1000,28,972.052,883.455,67.386,5.331,3.757,7.793,0.067,0.118,0.889,1.779,0.001,0.003,0.067,0.32,0.519,0.0,0.0,0.007,0.02,0.127,0.183,4.697
1000,29,971.057,882.911,66.398,5.497,3.834,7.894,0.072,0.121,0.919,1.812,0.003,0.003,0.069,0.334,0.546,0.0,0.0,0.007,0.024,0.153,0.2,4.84
1000,30,970.061,882.313,65.477,5.676,3.896,7.947,0.08,0.127,0.966,1.867,0.003,0.005,0.074,0.361,0.569,0.0,0.0,0.009,0.024,0.16,0.208,4.957
1000,31,969.067,881.711,64.617,5.866,3.951,7.966,0.082,0.14,1.009,1.887,0.003,0.004,0.083,0.373,0.595,0.0,0.0,0.01,0.029,0.168,0.218,5.13
1000,32,968.072,881.147,63.674,6.038,4.032,8.028,0.084,0.15,1.039,1.923,0.003,0.006,0.086,0.394,0.615,0.0,0.0,0.01,0.032,0.178,0.232,5.262
1000,33,967.085,880.546,62.828,6.225,4.071,8.025,0.093,0.164,1.08,1.967,0.004,0.007,0.089,0.422,0.642,0.0,0.0,0.01,0.034,0.186,0.249,5.395
1000,34,966.094,879.95,61.961,6.416,4.131,8.036,0.099,0.176,1.122,1.984,0.004,0.008,0.095,0.441,0.679,0.0,0.0,0.01,0.034,0.195,0.269,5.522
1000,35,965.103,879.321,61.147,6.606,4.198,8.018,0.107,0.184,1.161,2.037,0.004,0.009,0.104,0.45,0.686,0.0,0.0,0.012,0.043,0.202,0.28,5.7
1000,36,964.11,878.756,60.255,6.779,4.268,8.033,0.109,0.199,1.182,2.075,0.005,0.01,0.107,0.47,0.715,0.0,0.0,0.014,0.047,0.216,0.293,5.832
1000,37,963.114,878.175,59.377,6.955,4.316,8.055,0.117,0.207,1.215,2.118,0.005,0.01,0.111,0.486,0.736,0.0,0.0,0.017,0.056,0.24,0.308,5.949
1000,38,962.124,877.547,58.591,7.159,4.371,8.037,0.122,0.214,1.234,2.14,0.005,0.012,0.116,0.518,0.755,0.0,0.0,0.017,0.055,0.244,0.317,6.122
1000,39,961.134,877.024,57.751,7.297,4.403,8.004,0.129,0.236,1.27,2.172,0.005,0.013,0.117,0.549,0.777,0.0,0.0,0.02,0.06,0.259,0.322,6.27
1000,40,960.138,876.432,56.934,7.488,4.442,7.985,0.132,0.248,1.296,2.21,0.005,0.014,0.124,0.557,0.8,0.0,0.0,0.019,0.067,0.272,0.332,6.421
1000,41,959.15,875.847,56.15,7.667,4.486,7.979,0.137,0.255,1.326,2.196,0.005,0.014,0.124,0.565,0.816,0.0,0.0,0.021,0.073,0.292,0.349,6.582
1000,42,958.162,875.273,55.385,7.828,4.524,7.961,0.148,0.265,1.346,2.164,0.005,0.014,0.137,0.588,0.843,0.0,0.0,0.02,0.081,0.303,0.361,6.763
1000,43,957.165,874.74,54.572,7.99,4.546,7.929,0.154,0.273,1.379,2.18,0.006,0.015,0.144,0.591,0.861,0.0,0.0,0.02,0.085,0.318,0.377,6.937
1000,44,956.175,874.15,53.822,8.179,4.595,7.864,0.159,0.276,1.396,2.204,0.006,0.017,0.149,0.614,0.876,0.0,0.0,0.02,0.086,0.328,0.387,7.131
1000,45,955.185,873.52,53.089,8.372,4.644,7.816,0.168,0.287,1.426,2.226,0.006,0.016,0.155,0.63,0.89,0.0,0.001,0.021,0.085,0.332,0.388,7.342
1000,46,954.194,872.915,52.356,8.548,4.67,7.763,0.176,0.303,1.461,2.235,0.006,0.015,0.164,0.649,0.899,0.0,0.002,0.022,0.088,0.35,0.401,7.508
1000,47,953.204,872.355,51.611,8.693,4.698,7.714,0.187,0.314,1.503,2.243,0.006,0.014,0.175,0.662,0.903,0.0,0.002,0.023,0.097,0.349,0.413,7.7
1000,48,952.214,871.795,50.861,8.87,4.721,7.688,0.189,0.328,1.522,2.215,0.006,0.015,0.184,0.689,0.915,0.0,0.002,0.024,0.095,0.355,0.425,7.915
1000,49,951.223,871.244,50.159,9.031,4.742,7.601,0.196,0.329,1.556,2.226,0.006,0.016,0.191,0.703,0.918,0.0,0.001,0.025,0.09,0.355,0.425,8.15
1000,50,950.233,870.64,49.461,9.207,4.789,7.557,0.205,0.34,1.559,2.228,0.006,0.017,0.203,0.698,0.925,0.0,0.001,0.028,0.096,0.37,0.427,8.39
1000,51,949.24,870.072,48.77,9.375,4.81,7.499,0.213,0.345,1.579,2.227,0.007,0.019,0.209,0.705,0.922,0.0,0.001,0.029,0.102,0.371,0.435,8.668
1000,52,948.254,869.512,48.095,9.538,4.832,7.43,0.218,0.354,1.584,2.231,0.007,0.021,0.214,0.747,0.91,0.0,0.001,0.028,0.107,0.366,0.442,8.961
1000,53,947.269,868.918,47.404,9.715,4.891,7.366,0.226,0.358,1.586,2.247,0.007,0.021,0.217,0.76,0.909,0.0,0.001,0.028,0.109,0.375,0.449,9.21
1000,54,946.292,868.356,46.741,9.884,4.915,7.311,0.232,0.358,1.594,2.236,0.009,0.022,0.225,0.765,0.916,0.0,0.001,0.029,0.113,0.383,0.436,9.483
1000,55,945.303,867.777,46.084,10.054,4.934,7.249,0.24,0.367,1.62,2.219,0.009,0.023,0.231,0.768,0.918,0.0,0.001,0.029,0.116,0.386,0.432,9.751
1000,56,944.324,867.16,45.456,10.256,4.936,7.198,0.246,0.378,1.652,2.197,0.009,0.023,0.227,0.766,0.922,0.0,0.001,0.031,0.124,0.392,0.429,10.019
1000,57,943.33,866.588,44.808,10.433,4.971,7.119,0.252,0.385,1.659,2.186,0.01,0.025,0.233,0.769,0.924,0.0,0.001,0.032,0.124,0.395,0.43,10.369
1000,58,942.349,865.972,44.225,10.619,4.961,7.055,0.265,0.395,1.676,2.172,0.012,0.027,0.229,0.781,0.912,0.0,0.001,0.037,0.13,0.4,0.429,10.709
1000,59,941.368,865.368,43.609,10.807,4.975,6.995,0.272,0.411,1.684,2.153,0.013,0.027,0.232,0.788,0.906,0.0,0.001,0.038,0.132,0.403,0.428,10.998
1000,60,940.385,864.765,42.988,10.998,5.019,6.909,0.28,0.417,1.695,2.129,0.013,0.027,0.231,0.792,0.909,0.0,0.001,0.043,0.136,0.42,0.446,11.326
1000,61,939.401,864.169,42.383,11.177,5.036,6.804,0.291,0.42,1.697,2.138,0.013,0.03,0.237,0.813,0.912,0.0,0.001,0.044,0.136,0.428,0.433,11.621
1000,62,938.423,863.548,41.828,11.362,5.058,6.695,0.301,0.433,1.705,2.116,0.013,0.032,0.239,0.827,0.91,0.0,0.001,0.041,0.147,0.429,0.432,11.933
1000,63,937.442,862.975,41.22,11.529,5.068,6.637,0.313,0.446,1.703,2.099,0.013,0.033,0.245,0.825,0.9,0.0,0.001,0.038,0.148,0.443,0.431,12.275
1000,64,936.454,862.424,40.632,11.697,5.072,6.537,0.319,0.449,1.687,2.068,0.013,0.034,0.258,0.849,0.909,0.0,0.001,0.038,0.156,0.441,0.435,12.617
1000,65,935.479,861.854,40.071,11.859,5.071,6.445,0.331,0.456,1.686,2.062,0.014,0.034,0.258,0.837,0.908,0.0,0.002,0.038,0.172,0.456,0.431,12.988
1000,66,934.504,861.262,39.504,12.036,5.075,6.376,0.338,0.457,1.689,2.035,0.014,0.036,0.269,0.842,0.907,0.0,0.002,0.04,0.173,0.456,0.439,13.338
1000,67,933.529,860.695,38.923,12.198,5.077,6.323,0.352,0.465,1.706,2.013,0.014,0.038,0.274,0.826,0.909,0.0,0.002,0.038,0.174,0.453,0.43,13.697
1000,68,932.557,860.128,38.416,12.346,5.064,6.214,0.37,0.474,1.712,1.985,0.015,0.037,0.283,0.813,0.898,0.0,0.002,0.045,0.182,0.458,0.429,14.078
1000,69,931.584,859.553,37.888,12.5,5.069,6.135,0.387,0.475,1.7,1.956,0.015,0.038,0.289,0.807,0.906,0.0,0.002,0.046,0.186,0.467,0.427,14.49
1000,70,930.61,858.964,37.371,12.687,5.048,6.037,0.396,0.479,1.705,1.937,0.016,0.038,0.286,0.82,0.899,0.0,0.002,0.049,0.189,0.469,0.415,14.882
1000,71,929.636,858.402,36.841,12.861,5.046,5.958,0.406,0.48,1.695,1.92,0.016,0.039,0.295,0.811,0.887,0.0,0.002,0.051,0.192,0.488,0.406,15.358
1000,72,928.661,857.853,36.308,13.013,5.035,5.869,0.416,0.493,1.7,1.907,0.016,0.039,0.296,0.806,0.887,0.0,0.002,0.049,0.197,0.482,0.386,15.838
1000,73,927.687,857.255,35.835,13.181,5.029,5.798,0.427,0.495,1.686,1.859,0.02,0.038,0.299,0.815,0.872,0.0,0.003,0.052,0.201,0.487,0.383,16.309
1000,74,926.715,856.682,35.328,13.343,5.028,5.711,0.438,0.497,1.7,1.839,0.022,0.039,0.305,0.802,0.853,0.0,0.003,0.057,0.202,0.493,0.374,16.728
1000,75,925.732,856.094,34.83,13.508,5.012,5.62,0.455,0.5,1.687,1.815,0.022,0.041,0.312,0.813,0.839,0.0,0.003,0.055,0.21,0.494,0.376,17.241
1000,76,924.764,855.52,34.317,13.663,5.009,5.556,0.467,0.504,1.702,1.796,0.024,0.04,0.322,0.815,0.816,0.0,0.003,0.055,0.211,0.484,0.375,17.766
1000,77,923.806,854.944,33.83,13.821,5.0,5.467,0.482,0.507,1.709,1.774,0.025,0.04,0.324,0.823,0.796,0.0,0.003,0.059,0.214,0.493,0.371,18.176
1000,78,922.843,854.362,33.326,13.974,5.012,5.419,0.496,0.505,1.71,1.73,0.028,0.043,0.322,0.827,0.782,0.0,0.003,0.06,0.22,0.498,0.37,18.672
1000,79,921.877,853.796,32.856,14.137,4.99,5.325,0.508,0.518,1.709,1.713,0.028,0.044,0.324,0.813,0.76,0.0,0.003,0.062,0.226,0.508,0.377,19.258
1000,80,920.929,853.284,32.383,14.269,4.984,5.241,0.521,0.522,1.689,1.699,0.03,0.046,0.324,0.806,0.754,0.0,0.003,0.061,0.221,0.504,0.359,19.781
1000,81,919.963,852.663,31.946,14.454,4.973,5.171,0.534,0.535,1.673,1.653,0.031,0.046,0.324,0.796,0.731,0.0,0.001,0.067,0.217,0.505,0.362,20.297
1000,82,919.005,852.13,31.46,14.599,4.957,5.103,0.543,0.543,1.678,1.63,0.032,0.047,0.315,0.787,0.718,0.001,0.001,0.066,0.22,0.506,0.348,20.899
1000,83,918.051,851.589,30.981,14.754,4.945,5.044,0.554,0.554,1.68,1.602,0.032,0.045,0.317,0.777,0.703,0.002,0.002,0.07,0.218,0.495,0.335,21.496
1000,84,917.111,851.058,30.561,14.904,4.946,4.952,0.566,0.551,1.661,1.569,0.032,0.045,0.325,0.779,0.69,0.002,0.002,0.068,0.221,0.494,0.321,22.156
1000,85,916.171,850.507,30.092,15.065,4.932,4.894,0.573,0.554,1.644,1.537,0.034,0.045,0.325,0.783,0.678,0.002,0.002,0.069,0.219,0.495,0.321,22.677
1000,86,915.214,849.917,29.686,15.239,4.935,4.796,0.576,0.552,1.635,1.496,0.034,0.046,0.33,0.774,0.668,0.002,0.002,0.067,0.22,0.494,0.318,23.324
1000,87,914.265,849.351,29.276,15.388,4.933,4.715,0.584,0.565,1.612,1.484,0.036,0.047,0.331,0.764,0.642,0.002,0.002,0.066,0.218,0.493,0.314,24.017
1000,88,913.315,848.8,28.844,15.539,4.919,4.644,0.596,0.566,1.609,1.457,0.037,0.048,0.332,0.755,0.632,0.002,0.002,0.065,0.219,0.492,0.308,24.751
1000,89,912.384,848.27,28.411,15.69,4.891,4.574,0.606,0.572,1.597,1.432,0.039,0.048,0.335,0.745,0.625,0.002,0.002,0.063,0.221,0.494,0.3,25.428
1000,90,911.455,847.722,28.023,15.853,4.865,4.502,0.619,0.577,1.587,1.4,0.038,0.048,0.334,0.741,0.617,0.003,0.002,0.062,0.22,0.474,0.288,26.208
1000,91,910.513,847.156,27.6,16.02,4.851,4.417,0.624,0.585,1.584,1.385,0.038,0.046,0.337,0.732,0.603,0.003,0.003,0.063,0.218,0.475,0.281,26.941
1000,92,909.583,846.56,27.271,16.173,4.834,4.324,0.645,0.589,1.569,1.344,0.038,0.046,0.342,0.716,0.597,0.003,0.004,0.063,0.215,0.477,0.276,27.705
1000,93,908.645,846.024,26.869,16.331,4.8,4.255,0.653,0.592,1.555,1.329,0.037,0.049,0.343,0.702,0.567,0.004,0.004,0.066,0.218,0.476,0.27,28.575
1000,94,907.72,845.488,26.501,16.466,4.787,4.187,0.661,0.598,1.536,1.289,0.035,0.05,0.346,0.702,0.552,0.005,0.005,0.066,0.214,0.455,0.258,29.391
1000,95,906.807,844.891,26.172,16.643,4.755,4.104,0.668,0.595,1.545,1.267,0.035,0.052,0.345,0.694,0.53,0.005,0.006,0.067,0.209,0.451,0.254,30.254
1000,96,905.899,844.343,25.805,16.779,4.726,4.039,0.686,0.593,1.53,1.253,0.037,0.055,0.355,0.7,0.525,0.005,0.006,0.066,0.196,0.437,0.242,31.043
1000,97,904.996,843.817,25.445,16.924,4.701,3.969,0.699,0.587,1.521,1.223,0.038,0.057,0.358,0.706,0.504,0.005,0.006,0.064,0.193,0.421,0.239,31.799
1000,98,904.096,843.249,25.089,17.079,4.687,3.901,0.712,0.594,1.499,1.207,0.038,0.059,0.355,0.708,0.491,0.005,0.006,0.068,0.2,0.414,0.232,32.508
1000,99,903.203,842.669,24.762,17.246,4.67,3.823,0.726,0.591,1.487,1.173,0.038,0.06,0.352,0.704,0.469,0.005,0.005,0.067,0.201,0.413,0.22,33.215
1000,100,902.308,842.071,24.427,17.419,4.655,3.77,0.737,0.599,1.491,1.148,0.037,0.062,0.351,0.697,0.465,0.006,0.006,0.07,0.208,0.403,0.211,34.208
1000,101,901.404,841.522,24.124,17.562,4.651,3.678,0.752,0.597,1.468,1.117,0.038,0.062,0.349,0.685,0.443,0.006,0.007,0.072,0.214,0.385,0.203,35.336
1000,102,900.504,840.991,23.759,17.708,4.628,3.605,0.768,0.599,1.453,1.109,0.039,0.062,0.345,0.659,0.433,0.006,0.007,0.075,0.216,0.375,0.194,36.042
1000,103,899.598,840.378,23.446,17.875,4.606,3.536,0.783,0.607,1.449,1.076,0.039,0.062,0.346,0.652,0.417,0.007,0.007,0.075,0.216,0.365,0.195,36.748
1000,104,898.707,839.754,23.109,18.049,4.601,3.486,0.789,0.607,1.438,1.063,0.041,0.064,0.341,0.642,0.405,0.007,0.008,0.076,0.217,0.366,0.186,37.51
1000,105,897.831,839.187,22.772,18.183,4.581,3.43,0.807,0.614,1.429,1.048,0.041,0.065,0.335,0.628,0.386,0.007,0.009,0.072,0.224,0.362,0.183,38.155
1000,106,896.947,838.629,22.469,18.325,4.555,3.353,0.821,0.622,1.407,1.034,0.042,0.069,0.339,0.614,0.377,0.007,0.009,0.071,0.212,0.348,0.181,39.006
1000,107,896.092,838.083,22.145,18.479,4.493,3.305,0.83,0.625,1.386,1.006,0.045,0.07,0.341,0.621,0.363,0.007,0.009,0.07,0.215,0.348,0.176,39.466
1000,108,895.214,837.49,21.831,18.655,4.468,3.23,0.841,0.63,1.372,0.989,0.047,0.074,0.344,0.614,0.355,0.007,0.008,0.072,0.215,0.34,0.169,40.491
1000,109,894.364,836.915,21.536,18.796,4.436,3.186,0.851,0.635,1.354,0.965,0.05,0.079,0.352,0.602,0.346,0.007,0.008,0.073,0.213,0.333,0.168,41.24
1000,110,893.514,836.385,21.233,18.931,4.421,3.128,0.864,0.636,1.335,0.938,0.053,0.08,0.352,0.597,0.34,0.007,0.01,0.073,0.213,0.333,0.161,42.241
1000,111,892.643,835.838,20.905,19.087,4.402,3.071,0.868,0.635,1.326,0.918,0.056,0.077,0.355,0.599,0.331,0.007,0.011,0.077,0.21,0.323,0.158,43.296
1000,112,891.809,835.294,20.598,19.214,4.396,3.018,0.888,0.635,1.307,0.9,0.057,0.079,0.35,0.599,0.331,0.007,0.011,0.075,0.211,0.315,0.154,44.246
1000,113,890.946,834.722,20.292,19.377,4.376,2.964,0.901,0.63,1.299,0.875,0.061,0.083,0.348,0.589,0.321,0.007,0.011,0.075,0.212,0.307,0.153,45.254
1000,114,890.089,834.142,20.024,19.528,4.358,2.901,0.911,0.628,1.297,0.854,0.065,0.085,0.351,0.583,0.31,0.007,0.012,0.074,0.21,0.308,0.152,46.457
1000,115,889.26,833.594,19.753,19.665,4.337,2.859,0.926,0.623,1.271,0.824,0.067,0.089,0.347,0.57,0.293,0.007,0.012,0.076,0.213,0.305,0.149,47.194
1000,116,888.419,833.044,19.501,19.816,4.319,2.784,0.937,0.619,1.258,0.804,0.068,0.09,0.346,0.566,0.279,0.007,0.012,0.073,0.203,0.296,0.141,48.375
1000,117,887.604,832.511,19.247,19.952,4.293,2.726,0.953,0.62,1.243,0.787,0.068,0.094,0.337,0.546,0.27,0.007,0.013,0.076,0.205,0.281,0.136,49.216
1000,118,886.763,831.928,18.971,20.099,4.269,2.685,0.973,0.624,1.229,0.772,0.07,0.096,0.334,0.53,0.261,0.007,0.014,0.079,0.201,0.282,0.133,50.107
1000,119,885.979,831.385,18.73,20.251,4.24,2.631,0.981,0.634,1.212,0.758,0.07,0.097,0.326,0.524,0.252,0.006,0.014,0.082,0.194,0.277,0.13,50.909
1000,120,885.159,830.831,18.479,20.393,4.205,2.599,0.998,0.632,1.188,0.731,0.071,0.099,0.331,0.521,0.24,0.006,0.015,0.08,0.197,0.269,0.127,52.13
1000,121,884.371,830.28,18.219,20.533,4.188,2.55,1.015,0.637,1.171,0.715,0.073,0.099,0.329,0.514,0.242,0.006,0.015,0.079,0.196,0.256,0.126,52.888
1000,122,883.565,829.746,17.981,20.671,4.143,2.506,1.032,0.639,1.153,0.704,0.073,0.099,0.322,0.509,0.231,0.006,0.015,0.081,0.198,0.245,0.123,54.113
1000,123,882.755,829.211,17.71,20.82,4.112,2.464,1.039,0.638,1.131,0.691,0.078,0.101,0.325,0.503,0.219,0.006,0.015,0.081,0.198,0.244,0.122,55.1
1000,124,881.966,828.634,17.456,20.976,4.087,2.436,1.056,0.64,1.119,0.673,0.08,0.1,0.323,0.493,0.214,0.006,0.016,0.081,0.196,0.239,0.112,55.888
1000,125,881.21,828.052,17.247,21.137,4.064,2.385,1.065,0.643,1.107,0.656,0.08,0.099,0.319,0.491,0.202,0.006,0.016,0.083,0.2,0.235,0.109,56.379
1000,126,880.469,827.504,17.021,21.29,4.029,2.338,1.077,0.646,1.099,0.63,0.081,0.096,0.323,0.487,0.2,0.006,0.017,0.084,0.196,0.229,0.107,56.864
1000,127,879.666,826.936,16.782,21.449,4.0,2.29,1.092,0.656,1.088,0.607,0.081,0.097,0.32,0.476,0.191,0.006,0.017,0.084,0.196,0.22,0.106,57.811
1000,128,878.912,826.402,16.575,21.594,3.964,2.248,1.101,0.656,1.067,0.587,0.081,0.1,0.323,0.47,0.181,0.006,0.015,0.081,0.19,0.213,0.104,58.578
