n,k,all-cycles,A-cycles,B-cycles,AA-cycles,AB-cycles,BB-cycles,AAA-cycles,AAB-cycles,ABB-cycles,BBB-cycles,AAAA-cycles,AAAB-cycles,AABB-cycles,ABBB-cycles,BBBB-cycles,AAAAA-cycles,AAAAB-cycles,AAABB-cycles,AABBB-cycles,ABBBB-cycles,BBBBB-cycles,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,498.987,499.013,0.448,0.117,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,498.023,497.981,0.878,0.211,0.903,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004
1000,3,997.0,497.03,496.98,1.31,0.326,1.344,0.006,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1000,4,996.0,496.02,496.002,1.757,0.417,1.782,0.014,0.003,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022
1000,5,995.0,495.037,495.006,2.19,0.501,2.224,0.021,0.007,0.004,0.009,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042
1000,6,994.0,494.062,494.001,2.614,0.602,2.661,0.028,0.006,0.006,0.017,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062
1000,7,993.0,493.09,492.999,3.037,0.696,3.092,0.035,0.009,0.011,0.028,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.086
1000,8,992.0,492.067,492.057,3.483,0.786,3.486,0.047,0.01,0.014,0.047,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121
1000,9,991.0,491.1,491.053,3.897,0.881,3.92,0.057,0.013,0.018,0.057,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148
1000,10,990.0,490.104,490.092,4.325,0.961,4.33,0.068,0.019,0.021,0.072,0.003,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188
