estimated_true_dist,empirical_min_dist,empirical_true_dist
1.0005008846151666,1.0,1
1.9998350342643838,2.0,2
2.999333585104052,3.0,3
3.999995136981305,4.0,4
5.000647823971952,5.0,5
5.999627053832348,6.0,6
6.999898398625897,7.000000000000001,7
7.9998268651673525,8.0,8
9.002039461831853,9.0,9
10.001901871299648,10.0,10
11.001559930047598,11.0,11
12.000334667719589,11.999999999999998,12
13.000244605283754,13.0,13
14.003147404086334,14.0,14
14.998020040812655,15.0,15
16.000329361302075,16.0,16
17.000213943588545,17.0,17
18.002578665924997,18.0,18
19.00471195272875,19.000000000000004,19
19.995297215737114,19.999999999999996,20
21.003164769958364,20.999666666666666,21
22.00286874992534,21.999666666666666,22
22.998230451737932,22.999666666666666,23
23.999976722782343,23.99966666666667,24
25.00368435931757,24.999666666666666,25
26.004058157026208,25.999,26
27.004676174275655,26.999,27
27.996259989630015,27.998999999999995,28
28.99652699986795,28.999000000000002,29
29.994456127920543,29.997999999999998,30
30.991581259084285,30.997666666666667,31
31.99459668613571,31.997666666666667,32
32.99010158676217,32.99766666666666,33
33.989948112462635,33.99766666666667,34
34.99414529470439,34.99766666666665,35
35.99287013034081,35.99766666666667,36
36.99266364591848,36.99766666666667,37
37.99646331222355,37.99766666666667,38
38.99995202617496,38.99766666666667,39
39.99654428975176,39.997666666666674,40
41.00129696576886,40.997666666666674,41
41.996878545230516,41.99766666666666,42
42.99836899296365,42.99766666666667,43
43.99691503567692,43.99733333333333,44
44.99163392238452,44.99733333333333,45
45.992788580372604,45.99733333333333,46
46.99673231938019,46.99733333333334,47
47.99893126881602,47.99666666666668,48
49.0032202815564,48.995999999999995,49
49.99910808017551,49.995999999999995,50
50.99742006707925,50.99600000000001,51
51.99220148922433,51.995999999999995,52
52.99483981746864,52.995999999999995,53
54.000086947758916,53.996,54
54.998104388778884,54.995666666666665,55
55.99977459898439,55.995666666666665,56
57.000349788139694,56.99566666666668,57
58.00687394509371,57.99500000000001,58
59.004009748858195,58.99399999999999,59
60.0049723808163,59.99366666666667,60
60.97965416458222,60.99366666666666,61
61.98285552410496,61.99366666666668,62
62.9787404028144,62.993,63
63.9795123388843,63.99233333333333,64
65.00639371540466,64.99233333333333,65
66.00749634203916,65.99166666666666,66
66.99464954361716,66.99166666666667,67
67.98934815957153,67.99166666666666,68
68.98697777207573,68.99133333333333,69
69.99093213710323,69.99033333333333,70
70.986943141082,70.99033333333333,71
71.98499154503354,71.98966666666665,72
72.98525848471277,72.98966666666666,73
73.98595612241776,73.98866666666666,74
74.98977052706226,74.98833333333332,75
75.98935123103765,75.98766666666667,76
76.9864779496977,76.98733333333332,77
77.9868921556598,77.98733333333335,78
78.98916026544872,78.98633333333332,79
79.98571923537958,79.98566666666666,80
80.98339961011364,80.98566666666666,81
81.9766065692949,81.985,82
82.96947806587804,82.98466666666667,83
83.96869965703077,83.98366666666665,84
84.97157133830197,84.98333333333333,85
85.98063644745791,85.98333333333333,86
86.98375923000367,86.98333333333333,87
87.9787403529433,87.98266666666669,88
88.97245690025852,88.98233333333333,89
89.96890277525333,89.98133333333335,90
90.97354384461309,90.98133333333331,91
91.97601329690362,91.98133333333332,92
92.97538908744411,92.98133333333334,93
93.97038044779475,93.98066666666668,94
94.96700204016354,94.98066666666666,95
95.97074310296696,95.97999999999999,96
96.96147805179245,96.9793333333333,97
97.96482636379535,97.97866666666664,98
98.9555021962467,98.97699999999999,99
99.95329905876483,99.97666666666667,100
100.99037693762828,100.97566666666667,101
101.99243053195327,101.97466666666666,102
102.98929311808641,102.973,103
103.99145962780143,103.973,104
104.98601787315043,104.97233333333332,105
105.98772669010671,105.97233333333332,106
106.9805095000824,106.97133333333332,107
107.97155820871974,107.97,108
108.97513561462789,108.968,109
109.97624717115424,109.96799999999999,110
110.9778533399063,110.96666666666667,111
111.98515659658993,111.96666666666667,112
112.9883086798388,112.96566666666668,113
113.98487286066755,113.96366666666665,114
114.94219002100446,114.96299999999998,115
115.94018538810005,115.96299999999997,116
116.94985288475726,116.96299999999998,117
117.94095011068698,117.96133333333334,118
118.93567848153538,118.961,119
119.98517285992892,119.96099999999998,120
120.97788984137986,120.96000000000002,121
121.98625290412323,121.95933333333333,122
122.9345189252471,122.958,123
123.9437325608743,123.95799999999997,124
124.95172054967193,124.95633333333335,125
125.94943690222921,125.95533333333334,126
126.94570753000066,126.9546666666667,127
127.93222318883991,127.95400000000001,128
128.92273852907272,128.95299999999997,129
129.978394636511,129.95099999999996,130
130.96792371054798,130.95033333333333,131
131.97093438474496,131.94899999999998,132
132.96735705180646,132.94899999999996,133
133.96115611631774,133.94799999999995,134
134.96163211279818,134.94699999999997,135
135.96480623616105,135.946,136
136.9626861044571,136.94533333333337,137
137.95353781978542,137.94400000000002,138
138.9415344598355,138.94299999999998,139
139.92781003645177,139.94266666666664,140
140.9351000041429,140.94166666666666,141
141.9435651882204,141.9406666666667,142
142.94267351161074,142.93900000000002,143
143.95462868426242,143.9373333333333,144
144.95816806380017,144.936,145
145.9515357182538,145.93300000000002,146
146.96064895182184,146.93266666666668,147
147.96457725547424,147.93200000000002,148
148.89703368983191,148.929,149
