estimated_true_dist,empirical_min_dist,empirical_true_dist
182.86738267797344,182.89399999999998,183
183.8589476519944,183.8896666666667,184
184.86381063745645,184.88866666666664,185
185.85913469379352,185.88733333333332,186
186.85874546768275,186.88666666666666,187
187.87169762243624,187.88600000000002,188
188.87669769043862,188.88566666666665,189
189.87996262839977,189.8836666666667,190
190.87483101027956,190.88066666666668,191
191.87378624719705,191.879,192
192.87380676574077,192.87833333333336,193
193.85831304339692,193.87566666666658,194
194.86307763553424,194.87233333333333,195
195.86344164614135,195.87099999999998,196
196.85999711512585,196.869,197
197.8559769111656,197.86833333333334,198
198.8479221736588,198.86733333333336,199
199.8409015682854,199.8653333333333,200
200.8345074774868,200.86300000000003,201
201.82486708940908,201.86233333333334,202
202.8199211593162,202.86233333333334,203
203.82253758207247,203.86066666666665,204
204.81536659919576,204.85766666666666,205
205.8182155076489,205.856,206
206.81145639235538,206.8533333333333,207
207.89834456868417,207.8513333333333,208
208.8942515484229,208.8476666666667,209
209.80261422072422,209.84600000000003,210
210.79848457477445,210.844,211
211.89197610440158,211.84233333333336,212
212.88803328982104,212.83966666666666,213
213.8838595389452,213.83700000000002,214
214.78526855146725,214.83499999999998,215
215.88079377809245,215.82966666666672,216
216.87363358845806,216.82700000000003,217
217.7794570774642,217.82466666666667,218
218.78649279566417,218.82299999999995,219
219.7754719603117,219.82166666666663,220
220.7892866497486,220.8183333333333,221
221.7860547337772,221.8129999999999,222
222.79732016376698,222.81099999999992,223
223.78650114311907,223.80866666666665,224
224.7733163479913,224.80499999999998,225
225.7625502856706,225.80133333333336,226
226.76714341295627,226.79900000000004,227
227.7616553822287,227.79666666666662,228
228.77218612802656,228.79299999999998,229
229.7675988837719,229.7909999999999,230
230.7807313530185,230.79033333333334,231
231.7791345260757,231.78699999999995,232
232.77556396465508,232.785,233
233.7693805311136,233.782,234
234.76709111536394,234.77833333333342,235
235.7674407320592,235.77500000000003,236
236.7704335000335,236.7726666666667,237
237.77164579867303,237.76866666666666,238
238.78246558131138,238.76566666666665,239
239.7841160368242,239.76333333333324,240
240.78058520591875,240.761,241
241.78243717803554,241.76033333333334,242
242.78057463852915,242.75600000000003,243
243.7885544031903,243.75500000000002,244
244.77838505915577,244.75233333333338,245
245.78740167558811,245.75133333333332,246
246.78248304672354,246.74833333333342,247
247.79253295760742,247.74233333333342,248
248.78606010352848,248.7383333333334,249
249.7783679684027,249.73466666666667,250
250.77286490952127,250.73266666666672,251
251.78151786444548,251.729,252
252.66903713502325,252.72500000000005,253
253.67078604655146,253.72099999999998,254
254.66038918926938,254.71833333333342,255
255.67403365423726,255.71600000000004,256
256.6671579068466,256.71333333333325,257
257.6751344574604,257.71099999999996,258
258.67994598827437,258.7083333333334,259
259.6841621098711,259.7046666666668,260
260.6707649543913,260.70166666666677,261
261.6735438604262,261.701,262
262.6754962595864,262.6973333333333,263
263.68201551248416,263.6946666666667,264
264.6756021848951,264.68966666666677,265
265.6901855996666,265.68700000000007,266
266.6931201595441,266.68233333333336,267
267.690872922789,267.6783333333335,268
268.6862467178513,268.6763333333334,269
269.67401954079736,269.67300000000006,270
270.67851277851116,270.67033333333336,271
271.68758572165694,271.6666666666668,272
272.69123008035405,272.66300000000007,273
273.6894274252994,273.66133333333323,274
274.68325023205165,274.6570000000001,275
275.6890621879979,275.6530000000001,276
276.6747606390846,276.6489999999999,277
277.6761685569788,277.6443333333333,278
278.6790917294032,278.63899999999995,279
279.675420719685,279.6343333333333,280
280.6822475405191,280.6306666666668,281
281.5518195738609,281.625,282
282.5531367127849,282.6203333333333,283
283.5539811663066,283.6173333333332,284
284.54158156382374,284.614,285
285.5366082043746,285.61133333333333,286
286.5326833321054,286.6086666666665,287
287.6534004084951,287.60533333333325,288
288.6471064619752,288.6026666666667,289
289.6498161077342,289.6019999999999,290
290.51971687724176,290.5979999999999,291
291.5221314161623,291.59499999999974,292
292.51228980538326,292.58933333333306,293
293.50080893363287,293.5869999999999,294
294.6198148467263,294.5823333333333,295
295.4958027881326,295.575,296
296.4982981315518,296.572,297
297.4926978830514,297.5643333333333,298
298.4834362072458,298.5593333333334,299
299.4693839285638,299.55466666666644,300
300.4681729871391,300.5519999999998,301
301.4711153382369,301.5466666666668,302
302.474862235467,302.5423333333335,303
303.47582857093977,303.5353333333332,304
304.45696289575756,304.53166666666664,305
305.4619703547782,305.528,306
306.4673274201193,306.525,307
307.469659377194,307.52166666666665,308
308.48515797938,308.51933333333335,309
309.4836727688254,309.5129999999998,310
310.4757503708727,310.5063333333335,311
311.48416209803395,311.50266666666664,312
312.4782313529076,312.49766666666665,313
313.4762279373413,313.49233333333325,314
314.4713710465489,314.4856666666666,315
315.4645557605674,315.4799999999998,316
316.4510129749495,316.4773333333333,317
317.4545464259197,317.4736666666666,318
318.46339000749623,318.47166666666647,319
319.4623246527516,319.4676666666666,320
320.464971908022,320.4633333333335,321
321.45516955821034,321.4573333333334,322
322.45271170603843,322.4546666666667,323
323.4418728895785,323.44833333333344,324
324.43747064683697,324.44233333333324,325
325.4232911662418,325.43199999999996,326
326.41737816186287,326.4266666666664,327
327.26228116101805,327.41966666666684,328
328.2633913787378,328.4123333333334,329
329.28358395138986,329.40699999999987,330
330.2850392121217,330.4039999999997,331
331.2810265081275,331.4,332
332.29314089077394,332.3939999999999,333
333.30416329173397,333.388,334
334.29727265207816,334.38433333333325,335
335.3090749717164,335.3793333333333,336
336.30569624198034,336.3703333333334,337
337.3062627127434,337.3666666666666,338
338.2989919566445,338.3616666666666,339
339.2894130488684,339.35599999999994,340
340.2969711448048,340.3523333333333,341
341.14524706216395,341.3460000000001,342
342.13854552945264,342.33866666666694,343
343.1239478513082,343.33233333333345,344
344.1209457450301,344.3253333333333,345
345.1235216229913,345.31566666666663,346
346.1228430054386,346.31133333333315,347
347.1230914891993,347.30599999999987,348
348.12636523095733,348.30366666666674,349
349.13266949175795,349.29766666666666,350
350.1244897983103,350.29200000000014,351
351.12843802970644,351.28466666666685,352
352.11692997026944,352.2766666666669,353
353.09647930563926,353.2686666666667,354
354.0818287145905,354.25933333333364,355
355.076276147374,355.247666666667,356
356.0558873541663,356.2400000000002,357
357.045772293327,357.22866666666675,358
358.04924985403204,358.22299999999996,359
359.05905344103917,359.21700000000027,360
360.04031236555,360.20933333333323,361
361.035412400128,361.20333333333343,362
362.0240806636739,362.19733333333323,363
362.88225396054213,363.18766666666676,364
363.8808360635176,364.1793333333334,365
364.8848037317076,365.1700000000002,366
365.8636118110381,366.165,367
366.85583487606186,367.1536666666667,368
367.86031969849404,368.1453333333332,369
368.8566704047898,369.13699999999994,370
369.85983889387455,370.131,371
370.86722332290077,371.1196666666667,372
371.8497779007893,372.1123333333331,373
372.84437934131967,373.10166666666663,374
373.8472399534602,374.0926666666665,375
374.6908510737041,375.08533333333327,376
375.6938974802916,376.08000000000015,377
376.677014334929,377.0676666666667,378
377.6722145639212,378.05699999999996,379
378.6637184111485,379.0483333333335,380
379.67021358967304,380.04033333333297,381
380.6713405862289,381.0290000000001,382
381.6625188714075,382.01966666666675,383
382.6675176690965,383.0093333333331,384
383.6579798357342,384.0019999999999,385
384.6502393801252,384.9876666666667,386
385.6508062013906,385.9790000000001,387
386.4884601411067,386.9676666666666,388
387.4826336740097,387.95766666666674,389
388.47957296107603,388.948666666667,390
389.47783190935866,389.9333333333332,391
390.46990934954215,390.9213333333334,392
391.47031876740994,391.9100000000002,393
392.4621097164918,392.89766666666696,394
393.45981499799734,393.88700000000017,395
394.4668475869208,394.87433333333365,396
395.4615961310391,395.86300000000017,397
396.27887557060296,396.84933333333345,398
397.26929238584813,397.83799999999997,399
398.27464555203727,398.8273333333331,400
399.2691264945686,399.8126666666667,401
400.26002483920354,400.8013333333332,402
401.2536790336106,401.7843333333336,403
402.2483823651483,402.77166666666676,404
403.2377730052471,403.7583333333332,405
404.2284465832758,404.7413333333332,406
405.22898300690093,405.7296666666666,407
406.22591217579037,406.7169999999997,408
407.22658840316564,407.704,409
408.0459118208091,408.6896666666662,410
409.04045389883646,409.67300000000023,411
410.0279118252163,410.6603333333333,412
411.02304281668256,411.6430000000002,413
412.01600338430836,412.6296666666667,414
412.99790234175384,413.6123333333333,415
413.9998248797047,414.5963333333334,416
414.98128401864045,415.57866666666683,417
416.0020926568098,416.56633333333366,418
416.9898015225323,417.5476666666665,419
417.81334844829325,418.53399999999965,420
418.8109203615239,419.5193333333332,421
419.79909480283493,420.499666666667,422
420.78306021936675,421.48466666666667,423
421.7662831803581,422.4670000000001,424
422.75945787220996,423.45199999999966,425
423.74293476793594,424.4346666666667,426
424.7403639431717,425.41966666666667,427
425.74878586552444,426.4046666666665,428
426.75149815599605,427.39066666666696,429
427.76722553749164,428.3696666666664,430
428.5783323987148,429.3510000000005,431
429.5799963969565,430.3349999999998,432
430.5656435402039,431.3180000000001,433
431.55603426835887,432.2993333333334,434
432.5504257630565,433.2766666666666,435
433.539786277579,434.2533333333335,436
434.52585928018163,435.23666666666674,437
435.52271972440735,436.21866666666654,438
436.51377724185966,437.19899999999984,439
437.51892020229974,438.1753333333333,440
438.5111978566375,439.15333333333336,441
439.3225501438039,440.13433333333296,442
440.321497783447,441.11433333333343,443
441.3004576191558,442.0906666666668,444
442.30389657815493,443.0689999999998,445
443.3047852772009,444.05133333333293,446
444.29601917407155,445.0303333333333,447
445.29760676838293,446.0080000000001,448
446.3075416957527,446.9833333333333,449
447.31339397680506,447.9583333333332,450
448.1217945879122,448.93466666666677,451
449.1287599207664,449.90733333333276,452
450.09572118305056,450.8806666666664,453
451.0857707865321,451.86333333333374,454
452.0737157816719,452.8419999999999,455
453.0835440644963,453.8129999999996,456
454.0744304865012,454.7896666666673,457
455.0823794358116,455.76,458
456.08158287812023,456.73399999999987,459
457.08405504467015,457.70900000000006,460
458.08313597078063,458.6750000000002,461
458.9001548688574,459.6563333333334,462
459.9172499945868,460.6330000000001,463
460.9055286577274,461.6013333333334,464
461.90065824881253,462.576,465
462.8954474441951,463.55200000000013,466
463.8656786524243,464.5123333333336,467
464.865943691291,465.4859999999999,468
465.84883804192043,466.4509999999998,469
466.8380745872996,467.42133333333373,470
467.8388369285208,468.3876666666667,471
468.8304557004217,469.35866666666635,472
469.81394054446935,470.3276666666666,473
470.8004115637324,471.28699999999986,474
471.5976851656932,472.25600000000003,475
472.59240824048544,473.2183333333333,476
473.5880590445908,474.1833333333333,477
474.5820381750412,475.15033333333366,478
475.55846948340314,476.1133333333334,479
476.54047890944616,477.06599999999986,480
477.54423553407605,478.02566666666667,481
478.5314518708465,478.9803333333331,482
479.5174846640362,479.94333333333356,483
480.49553545216696,480.9009999999999,484
481.4799634046051,481.86066666666665,485
482.47182932976614,482.8170000000001,486
483.4562193403381,483.7819999999999,487
484.449365937379,484.74566666666635,488
485.4562744675893,485.6970000000002,489
486.2546977988183,486.6559999999997,490
487.4308184016853,487.6139999999998,491
488.2296013078206,488.57299999999964,492
489.2332570858662,489.5336666666664,493
490.2338770403541,490.4966666666666,494
491.2129976670119,491.45166666666654,495
492.2204279314902,492.4110000000002,496
493.213194742774,493.3693333333337,497
494.2105515390689,494.32600000000014,498
495.20219147611306,495.2806666666667,499
496.20954159375617,496.23900000000003,500
497.2109123108743,497.18066666666635,501
498.2015125212449,498.1343333333338,502
499.17388074484205,499.0856666666672,503
500.15506358222746,500.03899999999976,504
501.15199364566354,500.987,505
502.1226661805913,501.92233333333337,506
503.12213963797177,502.8693333333336,507
504.1147682034224,503.817666666667,508
505.10906867009936,504.7680000000005,509
506.0924942157492,505.7083333333334,510
507.091736800041,506.6573333333333,511
508.0728686687228,507.5889999999997,512
508.8664601854291,508.5346666666667,513
509.8578191095633,509.4789999999998,514
510.8596865675832,510.4166666666666,515
511.84204434970246,511.34566666666694,516
512.8383985208699,512.2873333333332,517
513.8522751270763,513.2236666666665,518
514.8557489151992,514.167,519
515.8350649409372,515.103,520
516.7966246439089,516.0276666666668,521
517.7727323333783,516.9550000000003,522
518.7728662755459,517.8920000000007,523
519.779801669905,518.8366666666667,524
520.780580062212,519.7653333333334,525
521.7611173881495,520.6949999999997,526
522.7592625673268,521.6290000000001,527
523.7677418105862,522.5579999999999,528
524.7472569430247,523.484666666667,529
525.7284023474607,524.411,530
526.7220454716416,525.3376666666666,531
527.7108159183272,526.2600000000001,532
528.705855062209,527.1846666666661,533
529.69628341735,528.1016666666665,534
530.6837224095344,529.0176666666664,535
531.6752545205386,529.9396666666677,536
532.6555993044627,530.8593333333341,537
533.6353826265237,531.7690000000003,538
534.6241720901251,532.6959999999999,539
535.6132298500443,533.6093333333331,540
536.3940215750405,534.5269999999994,541
537.3967343805213,535.441,542
538.404121543692,536.355666666666,543
539.4159179652262,537.2723333333333,544
540.3972426579502,538.1750000000005,545
541.3988830483157,539.0926666666672,546
542.3963966564465,540.0023333333337,547
543.3762758357158,540.9099999999994,548
544.3649355704324,541.8140000000001,549
545.367085314914,542.7160000000005,550
546.359840422705,543.6116666666665,551
547.3428988619354,544.5089999999994,552
548.340018056619,545.4133333333331,553
549.3310254545246,546.3010000000004,554
550.3067620613765,547.1856666666667,555
551.3032295628402,548.0933333333329,556
552.2957820384443,549.0059999999997,557
553.2910724448674,549.901,558
554.3021683477766,550.8076666666669,559
555.2740299116094,551.7033333333334,560
556.2639070556501,552.5900000000006,561
557.2531743629778,553.475333333333,562
558.2262120998679,554.3680000000002,563
559.2273527929242,555.2636666666668,564
559.9833791006716,556.1423333333332,565
560.9877428068274,557.0283333333339,566
562.0007371016567,557.9226666666665,567
562.9991497681166,558.8136666666662,568
564.0003103072271,559.684666666667,569
565.0129144078672,560.5726666666673,570
566.001914503348,561.4590000000002,571
566.9958936684134,562.3323333333325,572
567.9923325685246,563.2206666666667,573
568.9901099601242,564.106333333333,574
569.9973908944623,564.9920000000002,575
570.9837679907463,565.8590000000002,576
571.9790771661692,566.7309999999998,577
572.9599148389387,567.5993333333334,578
573.9575942496,568.4506666666667,579
574.9506715241758,569.3310000000002,580
575.9490348744804,570.1899999999995,581
576.9362731083347,571.0636666666675,582
577.6966797938181,571.9290000000004,583
578.6825637752331,572.7963333333337,584
579.9089962885447,573.6713333333338,585
580.9074636907593,574.538,586
581.8944653383859,575.4036666666666,587
582.6665103721248,576.2613333333336,588
583.6643838075712,577.1176666666667,589
584.6479125396366,577.9776666666669,590
585.6410089951416,578.8316666666675,591
586.6305684595342,579.6746666666667,592
587.6234341139827,580.5219999999995,593
588.6044636984643,581.3623333333327,594
589.6076659619117,582.2086666666663,595
590.5827073421996,583.0399999999998,596
591.5750728596613,583.8916666666661,597
592.5678845863748,584.74,598
593.5559757952924,585.5626666666667,599
594.5416305774859,586.3886666666668,600
595.5323146229819,587.221666666667,601
596.5381071194789,588.0740000000008,602
597.5230529167624,588.9029999999999,603
598.5234063707315,589.750333333334,604
599.2881671672327,590.5786666666662,605
600.280173485605,591.4149999999997,606
601.2792513432425,592.2573333333332,607
602.2591192474206,593.0906666666668,608
603.239105285353,593.915666666667,609
604.2247071222231,594.7463333333336,610
605.2168054147996,595.5673333333333,611
606.2081660851493,596.3756666666673,612
607.1958837881967,597.1996666666671,613
608.1906917693527,598.0116666666673,614
609.1710994644227,598.8300000000004,615
610.1539393222041,599.633,616
611.1307736510696,600.4386666666668,617
612.1359620736336,601.256666666667,618
613.1290445783086,602.0846666666674,619
614.1336251220713,602.8930000000003,620
615.1123495853988,603.6966666666667,621
615.8522999020769,604.4896666666668,622
616.8347247287506,605.2950000000004,623
617.8391898180994,606.0993333333336,624
618.8306037369487,606.8949999999999,625
619.8224150924694,607.7040000000007,626
620.7952631364114,608.4916666666675,627
621.7699431082307,609.2880000000005,628
622.7473388622357,610.0816666666669,629
623.7386284005713,610.8793333333332,630
624.7291295724908,611.6690000000004,631
625.7232561144331,612.4566666666666,632
626.7372258495035,613.2509999999997,633
627.741586176727,614.0489999999996,634
628.741625843952,614.8626666666667,635
629.4859653713424,615.6560000000004,636
630.4658059737772,616.4336666666665,637
631.4652334433489,617.2333333333335,638
632.4508392068091,618.0209999999996,639
633.4311803572481,618.7863333333333,640
634.4465696938,619.5769999999999,641
635.4451559819213,620.3653333333331,642
636.4402618204093,621.1463333333332,643
637.4363354128058,621.938333333334,644
638.4390291190676,622.7246666666672,645
639.4438911179298,623.516,646
640.4288762023621,624.279333333333,647
641.4350848368127,625.0733333333333,648
642.4181002347581,625.8586666666663,649
643.3892141395389,626.6249999999999,650
644.3773897791054,627.388,651
645.144691003106,628.1550000000003,652
646.1321106400868,628.9266666666667,653
647.1345504593543,629.6810000000002,654
648.1472485910732,630.4443333333331,655
649.1252310238821,631.2123333333334,656
650.1197497166633,631.9753333333329,657
651.1266358569645,632.7473333333332,658
652.1068268645338,633.5216666666671,659
653.1147258302275,634.2883333333336,660
654.1076305537608,635.0379999999993,661
655.101478078667,635.8086666666661,662
656.1038099488856,636.569666666667,663
657.09562540533,637.3199999999998,664
658.0687399920682,638.0496666666662,665
659.0376209643196,638.7843333333332,666
660.0397797214363,639.5376666666664,667
661.0213866639565,640.2860000000003,668
661.7735400289249,641.0359999999998,669
662.7721921260743,641.7919999999998,670
663.7754271505225,642.5380000000001,671
664.7790024219273,643.2829999999997,672
665.7704557947634,644.023,673
666.76040243359,644.754,674
667.7530985611988,645.4806666666674,675
668.7497673780222,646.2189999999997,676
669.7427941793513,646.9580000000004,677
670.7346094581814,647.681666666666,678
671.708718508082,648.4080000000007,679
672.706334898855,649.1266666666671,680
673.6926453715063,649.8589999999996,681
674.6688456726398,650.5849999999999,682
675.4046995964408,651.310333333333,683
676.3928521848505,652.0356666666672,684
677.3809935956932,652.7676666666664,685
678.3906073928517,653.4990000000005,686
679.3722869309448,654.216666666667,687
680.3659287508993,654.9376666666668,688
681.3687902555241,655.6506666666671,689
682.359646130626,656.3816666666665,690
683.3492511934554,657.1060000000003,691
684.3147802231892,657.8086666666674,692
685.3089497331441,658.5323333333336,693
686.287039469307,659.2553333333334,694
687.2743567573168,659.9623333333327,695
688.2557632282991,660.6536666666672,696
689.2485804042018,661.3543333333328,697
690.251284061723,662.0413333333337,698
691.246841244936,662.7433333333332,699
692.2253030631158,663.4426666666661,700
693.2136465629321,664.1389999999999,701
694.1944879863926,664.844,702
695.1898923452452,665.5616666666656,703
696.1908644900421,666.2513333333335,704
696.9266507370395,666.9466666666665,705
697.9132707396503,667.6306666666666,706
698.902331872719,668.3359999999999,707
699.8910287595273,669.0113333333339,708
700.8862311775266,669.7066666666666,709
701.8760726723714,670.3943333333339,710
702.8658576954609,671.0710000000009,711
703.8590285524849,671.7589999999991,712
704.8443104710674,672.4406666666664,713
705.8436352891536,673.1140000000001,714
706.8410278794522,673.8026666666665,715
707.8437059337505,674.5123333333332,716
708.5661130925669,675.1810000000002,717
709.5454636332959,675.8476666666667,718
710.523468491905,676.5273333333331,719
711.4991779483905,677.1810000000006,720
712.49401752611,677.8529999999998,721
713.4818492626628,678.5393333333334,722
714.4730723187247,679.1976666666667,723
715.4705360531643,679.8583333333332,724
716.4669814214618,680.5273333333328,725
717.4608222236146,681.1756666666663,726
718.1777405727493,681.8179999999995,727
719.162287054384,682.475333333333,728
720.1625879496947,683.1673333333324,729
721.1628148191855,683.8243333333335,730
722.1578855589859,684.4819999999996,731
723.1697114195077,685.1446666666668,732
724.1360017051181,685.8053333333332,733
725.1323912419246,686.4596666666669,734
726.1210477558859,687.1179999999999,735
727.1115136235173,687.7776666666667,736
728.0903941403469,688.4126666666673,737
729.1080983215392,689.0770000000008,738
729.8298116371857,689.7309999999999,739
730.8237733272996,690.3606666666668,740
731.815392791682,690.9913333333335,741
732.8043427917642,691.6283333333334,742
733.7874121273917,692.2713333333338,743
734.7818966354779,692.9229999999997,744
735.763438386486,693.565333333334,745
736.7631494770928,694.2040000000005,746
737.7505451144383,694.831,747
738.7329911238194,695.4676666666667,748
739.4469696816878,696.0930000000001,749
740.4385571598021,696.715999999999,750
741.4380745172566,697.3403333333328,751
742.4313516109212,697.9860000000001,752
743.4190177159146,698.5913333333325,753
744.4026728192631,699.2170000000008,754
745.1041397960914,699.8246666666671,755
746.1134397349392,700.4596666666673,756
747.0938375081855,701.089333333333,757
748.1058121385088,701.7339999999995,758
749.1173554915315,702.343333333333,759
750.0908489344403,702.9610000000001,760
751.0758555548358,703.589,761
752.0571358593194,704.2176666666663,762
753.0470302873326,704.8330000000001,763
754.0429547314258,705.4483333333336,764
755.0371089839826,706.0759999999998,765
756.0281842607673,706.6709999999998,766
756.7441652383822,707.2926666666668,767
757.7258822110495,707.8966666666669,768
758.7234209891913,708.4929999999998,769
759.6930479645314,709.0846666666662,770
760.6788259704555,709.6866666666662,771
761.6546203187255,710.2873333333328,772
762.6335014714131,710.900333333333,773
763.6063014718363,711.5209999999998,774
764.593660523543,712.1256666666668,775
765.593641401935,712.7216666666658,776
766.5800019465438,713.3056666666668,777
767.5743980140013,713.8899999999998,778
768.2681588576818,714.4773333333338,779
769.2645871722564,715.0653333333341,780
770.2575538981174,715.6540000000003,781
771.2622057793237,716.2436666666664,782
772.2521890019106,716.8383333333327,783
773.2380280650634,717.4193333333337,784
773.9425151623262,717.9903333333331,785
774.9392914806343,718.5966666666661,786
775.9203505891337,719.166666666666,787
776.9157630117928,719.7533333333332,788
777.895098048748,720.3303333333332,789
778.9043758014898,720.9066666666674,790
779.8766785575857,721.4823333333328,791
