n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,499.001,498.999,0.46,0.079,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,498.035,497.971,0.886,0.175,0.927,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.006
1000,3,997.0,497.036,496.977,1.326,0.278,1.37,0.011,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013
1000,4,996.0,496.05,495.974,1.771,0.363,1.818,0.014,0.001,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.024
1000,5,995.0,495.036,495.001,2.221,0.459,2.246,0.02,0.001,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037
1000,6,994.0,494.011,494.051,2.671,0.545,2.66,0.03,0.004,0.004,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062
1000,7,993.0,493.039,493.048,3.097,0.631,3.098,0.038,0.007,0.008,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.085
1000,8,992.0,492.045,492.065,3.533,0.726,3.522,0.043,0.012,0.009,0.044,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.107
1000,9,991.0,491.074,491.079,3.945,0.806,3.946,0.06,0.016,0.014,0.057,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.148
1000,10,990.0,490.126,490.064,4.34,0.908,4.377,0.076,0.019,0.016,0.069,0.0,0.001,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.179
1000,11,989.0,489.161,489.078,4.738,1.002,4.789,0.096,0.023,0.018,0.088,0.001,0.001,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.217
1000,12,988.0,488.165,488.117,5.153,1.092,5.201,0.114,0.027,0.02,0.101,0.004,0.001,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.249
1000,13,987.0,487.279,487.057,5.514,1.189,5.639,0.126,0.035,0.025,0.122,0.005,0.003,0.0,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.296
