x,interval_begins,interval_ends,mean,analytical
0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,1.992948446817305e-06
0.002,0.0,0.0,2e-06,7.923877974919843e-06
0.003,0.0,0.0,1.1e-05,1.7721564321849316e-05
0.004,0.0,0.0,2.3e-05,3.131564219603464e-05
0.005,0.0,0.0,4.2e-05,4.863659662952025e-05
0.006,0.0,0.001,6.1e-05,6.961575440919385e-05
0.007,0.0,0.001,8.3e-05,9.418527558584708e-05
0.008,0.0,0.001,0.00011800000000000001,0.00012227814506040818
0.009,0.0,0.001,0.000152,0.00015382816424669077
0.01,0.0,0.001,0.000181,0.00018876994281000903
0.011,0.0,0.001,0.000214,0.0002270388904810125
0.012,0.0,0.001,0.000245,0.0002685712089441038
0.013,0.0,0.001,0.000291,0.0003133038837998003
0.014,0.0,0.001,0.000335,0.00036117467660041455
0.015,0.0,0.001,0.000379,0.00041212211695842586
0.016,0.0,0.002,0.00042500000000000003,0.00046608549472692564
0.017,0.0,0.002,0.00047400000000000003,0.0005230048522515207
0.018,0.0,0.002,0.000534,0.0005828209766930869
0.019,0.0,0.002,0.000577,0.0006454753924207674
0.02,0.0,0.002,0.00064,0.0007109103534746154
0.021,0.0,0.002,0.000704,0.0007790688360972904
0.022,0.0,0.002,0.000769,0.0008498945313342132
0.023,0.0,0.002,0.000856,0.0009233318377016001
0.024,0.0,0.003,0.0009350000000000001,0.0009993258539217889
0.025,0.0,0.003,0.001015,0.0010778223717252899
0.026,0.0,0.003,0.001095,0.0011587678687189846
0.027,0.0,0.003,0.001177,0.0012421095013199091
0.028,0.0,0.003,0.001261,0.00132779509775406
0.029,0.0,0.003,0.00134,0.0014157731511196625
0.03,0.0,0.003,0.001433,0.001505992812514357
0.031,0.0,0.004,0.00152,0.001598403884225746
0.032,0.0,0.004,0.001605,0.0016929568129847652
0.033,0.0,0.004,0.001702,0.0017896026832813355
0.034,0.0,0.004,0.0018160000000000001,0.0018882932107417648
0.035,0.0,0.004,0.00191,0.001988980735567368
0.036,0.0,0.004,0.002001,0.002091618216033773
0.037,0.0,0.004,0.002104,0.002196159222050409
0.038,0.0,0.005,0.002198,0.002302557928779635
0.039,0.0,0.005,0.0022990000000000003,0.002410769110315016
0.04,0.0,0.005,0.0023970000000000003,0.0025207481334182263
0.041,0.0,0.005,0.002507,0.002632450951314083
0.042,0.0,0.005,0.002613,0.002745834097543202
0.043,0.0,0.006,0.002729,0.002860854679871784
0.044,0.001,0.006,0.0028150000000000002,0.002977470374258033
0.045,0.001,0.006,0.00294,0.003095639418874737
0.046,0.001,0.006,0.003049,0.003215320608187489
0.047,0.001,0.006,0.003179,0.003336473287088117
0.048,0.001,0.006,0.003314,0.0034590573450827985
0.049,0.001,0.006,0.003443,0.00358303321053443
0.05,0.001,0.007,0.003578,0.0037083618449587387
0.051,0.001,0.007,0.003701,0.003835004737373715
0.052,0.001,0.007,0.0038480000000000003,0.0039629238987018795
0.053,0.001,0.007,0.0039900000000000005,0.004092081856224919
0.054,0.001,0.007,0.004136,0.004222441648090268
0.055,0.002,0.008,0.004285,0.004353966817869165
0.056,0.002,0.008,0.004433,0.004486621409165731
0.057,0.002,0.008,0.004579,0.004620369960276654
0.058,0.002,0.008,0.004717,0.00475517749890101
0.059,0.002,0.008,0.004854,0.004891009536899812
0.06,0.002,0.008,0.005001,0.00502783206510484
0.061,0.002,0.009,0.005134,0.005165611548176318
0.062,0.002,0.009,0.005282,0.005304314919509043
0.063,0.002,0.009,0.005428,0.0054439095761865
0.064,0.002,0.009,0.005551,0.0055843633739825985
0.065,0.003,0.009,0.005698,0.005725644622410562
0.066,0.003,0.009,0.005858,0.005867722079818598
0.067,0.003,0.01,0.005985,0.0060105649485319365
0.068,0.003,0.01,0.006126,0.006154142870040804
0.069,0.003,0.01,0.006278,0.006298425920233983
0.07,0.003,0.01,0.006433,0.006443384604677499
0.071,0.003,0.01,0.006591,0.006588989853938099
