x,interval_begins,interval_ends,mean,analytical
0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,2.0674435155562947e-06
0.002,0.0,0.0,4e-06,8.216668372659572e-06
0.003,0.0,0.0,9e-06,1.8368803973323084e-05
0.004,0.0,0.0,1.8e-05,3.2446020856652106e-05
0.005,0.0,0.001,3e-05,5.03715189942425e-05
0.006,0.0,0.001,5.5e-05,7.206951620612741e-05
0.007,0.0,0.001,7.4e-05,9.746523669609682e-05
0.008,0.0,0.001,0.000109,0.0001264848997052261
0.009,0.0,0.001,0.000148,0.00015905570828246004
0.01,0.0,0.001,0.00017800000000000002,0.0001951058381711106
0.011,0.0,0.001,0.000215,0.00023456442681013594
0.012,0.0,0.001,0.00025,0.0002773615624490808
0.013,0.0,0.002,0.000306,0.00032342827337556666
0.014,0.0,0.002,0.000363,0.0003726965172542328
0.015,0.0,0.002,0.00041,0.0004250991705760374
0.016,0.0,0.002,0.00046,0.00048057001821684116
0.017,0.0,0.002,0.00053,0.0005390437431042007
0.018,0.0,0.002,0.000586,0.0006004559159913177
0.019,0.0,0.002,0.0006580000000000001,0.0006647429853370891
0.02,0.0,0.002,0.0007120000000000001,0.0007318422672912232
0.021,0.0,0.003,0.000767,0.0008016919357833897
0.022,0.0,0.003,0.000835,0.0008742310127153836
0.023,0.0,0.003,0.000924,0.0009493993582552972
0.024,0.0,0.003,0.000998,0.001027137661232692
0.025,0.0,0.003,0.001088,0.0011073874296337843
0.026,0.0,0.003,0.001158,0.0011900909811956625
0.027,0.0,0.004,0.001235,0.0012751914340985624
0.028,0.0,0.004,0.001317,0.0013626326977552357
0.029,0.0,0.004,0.001382,0.001452359463696457
0.03,0.0,0.004,0.001482,0.001544317196551731
0.031,0.0,0.004,0.001562,0.0016384521251242518
0.032,0.0,0.004,0.001642,0.0017347112335591953
0.033,0.0,0.004,0.00175,0.0018330422526044244
0.034,0.0,0.004,0.001841,0.0019333936509626914
0.035,0.0,0.005,0.001958,0.002035714626734448
0.036,0.0,0.005,0.002062,0.0021399550989503508
0.037,0.0,0.005,0.002186,0.0022460656991926033
0.038,0.0,0.005,0.0022660000000000002,0.002353997763304229
0.039,0.0,0.005,0.002377,0.0024637033231854322
0.04,0.0,0.005,0.002481,0.0025751350986761776
0.041,0.0,0.005,0.00262,0.002688246489524128
0.042,0.0,0.006,0.002736,0.002802991567437116
0.043,0.0,0.006,0.00284,0.0029193250682192926
0.044,0.0,0.006,0.002967,0.00303720238399015
0.045,0.0,0.006,0.0030830000000000002,0.003156579555485567
0.046,0.001,0.006,0.0031940000000000002,0.0032774132644400964
0.047,0.001,0.006,0.003326,0.0033996608260496745
0.048,0.001,0.007,0.0034490000000000002,0.0035232801815139494
0.049,0.001,0.007,0.003565,0.0036482298906574595
0.05,0.001,0.007,0.003679,0.003774469124628861
0.051,0.001,0.007,0.003824,0.0039019576586774374
0.052,0.001,0.007,0.003952,0.004030655865006135
0.053,0.001,0.008,0.00409,0.004160524705700337
0.054,0.001,0.008,0.004207,0.00429152572573166
0.055,0.001,0.008,0.004348,0.004423621046035995
0.056,0.001,0.008,0.004476,0.004556773356665082
0.057,0.001,0.008,0.004628,0.004690945910010855
0.058,0.002,0.009,0.004762,0.004826102514101879
0.059,0.002,0.009,0.004902,0.00496220752597111
0.06,0.002,0.009,0.005027,0.005099225845094313
0.061,0.002,0.009,0.005169,0.0052371229068983935
0.062,0.002,0.009,0.005295,0.0053758646763389945
0.063,0.002,0.009,0.005452,0.0055154176415466065
0.064,0.002,0.01,0.005556,0.005655748807540577
0.065,0.002,0.01,0.005718,0.005796825690010274
0.066,0.002,0.01,0.005857,0.005938616309162788
0.067,0.002,0.01,0.006018,0.006081089183636478
0.068,0.003,0.01,0.006161,0.006224213324479698
0.069,0.003,0.011,0.006288,0.006367958229194099
0.07,0.003,0.011,0.006441,0.006512293875841786
0.071,0.003,0.011,0.00658,0.006657190717215759
0.072,0.003,0.011,0.006716,0.006802619675072981
0.073,0.003,0.011,0.006855,0.006948552134429408
