x,AAAA,AAAB,AABB,ABBB,BBBB,all
0.0,0,0,0,0,0,0
0.001,0,0,0,0,0,0
0.002,0,0,0,0,0,0
0.003,0,0,0,0,0,0
0.004,0,0,0,38.12686441947684,22.71306651716265,55.050910071118224
0.005,0,8.954539406551076,0,33.413862333100944,0.6326306085445232,49.84232167860363
0.006,0,21.9375012485901,35.73793197218407,128.01712003425516,1.7273468319577407,39.765157521134
0.007,0,23.013627842945727,113.54439754813197,79.06082864161237,59.50599963639766,85.84579357195223
0.008,239.94327004033394,21.480960622367952,110.53259748138959,51.06405661664154,95.91629294688319,78.44650491746984
0.009000000000000001,60.37511967690862,71.64699069354027,48.48873423133718,14.550280937475655,50.240016898672394,39.6886826269986
0.010000000000000002,64.00797319562439,133.65714962829685,51.34700289459499,1.0193913835126385,49.23079688993882,36.53258291686967
0.011000000000000003,44.659177403750284,208.6224672778343,6.438119577219813,39.98514727794948,110.13513508697636,57.754455252859856
0.012000000000000004,60.014418393862805,138.5694783393818,14.084912804025235,26.491178459824145,50.85208591063314,40.89074045253028
0.013000000000000005,28.690066134752414,88.12721486543855,12.461996079294194,16.073039824969023,43.470510591797435,29.789854279309985
0.014000000000000005,17.164146554486482,86.53746568225888,14.307894976559158,15.332594377488933,45.97200695292272,29.263579381042742
0.015000000000000006,19.370603790527962,75.13897307274597,18.183425466799168,5.801661770264896,44.717848440088524,25.693140805345227
0.016000000000000007,29.604566546021925,82.80643187580773,9.05229594837886,4.688634648698922,39.30716352246792,23.324565604282217
0.017000000000000008,23.62074034953961,63.19616933591931,11.446559487319101,3.2644474901197964,30.706839066746642,19.470238714877336
0.01800000000000001,21.555629972777346,47.8794301256149,12.986358700932657,3.7530816611675704,35.59368773031991,20.103981024271015
0.01900000000000001,15.221129896359402,24.650008373215353,15.691098009869997,2.045834378698731,36.99381154069553,17.782357345033066
0.02000000000000001,23.5655139045403,8.206454839205387,19.230654430872555,2.6911990107582326,29.32105505708329,15.802886103127301
0.02100000000000001,21.010078714237938,14.743836990630962,19.046108624986164,0.1300328133325118,32.60411310495222,16.01984854211137
0.022000000000000013,10.172138932084733,13.465029118688237,16.427528378056053,5.914619874633568,27.963177519221784,15.398010781118892
0.023000000000000013,11.863796838285433,11.879383127817643,23.09688347251165,8.155326900582853,32.002255459939136,18.365337324855904
0.024000000000000014,11.177442201093564,3.6192617703029475,16.567955611277533,15.112843861792877,23.409689450083036,16.058883170097847
0.025000000000000015,5.26123689368611,8.476079406477472,25.548438329525993,13.901204713927559,19.02755647548395,15.822870536300133
0.026000000000000016,0.7208511896920046,12.350544714928388,22.19064416237854,12.375874524447516,17.24711987637763,14.165039978133544
0.027000000000000017,5.049799904765651,3.5148631782474813,21.04246657243465,11.43490743074523,15.71364009310479,12.728449723259981
0.028000000000000018,3.415403298468657,2.322346035616014,17.636763095487254,6.699934039701976,19.269891895120654,11.384387583647221
0.02900000000000002,4.205060141413782,1.921097393682053,15.565750581460803,8.058632270115544,15.057431230714759,10.317868260604978
0.03000000000000002,4.039062959403959,1.6015338674653379,13.018107638923155,8.899946999400058,11.963944324505174,8.75865113856664
0.03100000000000002,3.7960536191351926,3.3846400814359567,9.81544125724942,12.147139437721334,12.578799615288473,9.028664460706553
0.03200000000000002,4.080517149386072,2.490667135672488,8.423232071926176,11.53200177489914,11.243773177516855,8.361296192427275
0.03300000000000002,2.173454381519068,3.126484239211701,10.049075855091695,9.257273213754361,10.705003031113089,7.540631935727936
0.03400000000000002,0.5704339953328099,0.34500777201831023,10.898195429388103,10.880470915144153,12.313796396209078,8.781590697877228
