x,AAAA,AAAB,AABB,ABBB,BBBB,all
0.0,0,0,0,0,0,0
0.001,0,0,0,0,0,0
0.002,0,0,0,0,0,0
0.003,0,0,0,0,48.695186815099106,41.589484762963295
0.004,0,0,0,0,20.69066557919877,232.92680277828498
0.005,219.62326019082823,0,76.04031336113894,0,16.96962231828077,61.257683511623945
0.006,36.92225726995359,0,58.927558847256186,0,33.72879418470661,38.20884207239099
0.007,23.2049897038663,0,35.298175239724024,0,26.449148697728184,33.975245419590294
0.008,16.054348768866234,0,52.094208663966604,0,17.07687723403739,22.807884202291575
0.009000000000000001,28.74653871366694,0,54.88925796741646,0,5.465569842807053,17.501461097449404
0.010000000000000002,6.600725344362331,0,38.612762965288695,16.58405792892533,27.930771777942383,6.4802208435311
0.011000000000000003,15.573947273419686,277.12308439555096,39.208473369927496,53.9677368559682,25.626654247619822,2.3247425020941144
0.012000000000000004,9.635699040347271,385.60995936731723,37.363949791307675,98.3389053131674,14.821528758498918,2.7810920641993895
0.013000000000000005,7.19579555362637,206.18414175463846,20.998320060467897,66.80746204608269,7.876860019059911,5.243217135369926
0.014000000000000005,4.927208441911156,279.29361232600587,18.429190034182348,3.3598885033784613,7.7708744234149565,2.88728803787581
0.015000000000000006,14.993240884793513,362.7047780546774,25.35317293160981,5.394699672367616,5.578960507346945,7.839360032703193
0.016000000000000007,15.048618885168816,271.31088535547104,20.11400572502171,17.146388345356733,4.71725070296769,7.468084156620523
0.017000000000000008,17.09180751077863,231.30237255361035,14.448896724329206,9.609621964264011,2.4036161560558145,10.127269849400522
0.01800000000000001,11.4139767224606,212.04991557514242,0.7446540662917603,8.744580199930232,4.001363187511332,7.55082854810003
0.01900000000000001,9.03855772250537,127.50249273228637,9.58352129139437,6.820041878279099,5.401312779073959,4.70154665658592
0.02000000000000001,7.989312215206071,133.9384491419447,19.99873604764266,17.839157115163996,6.580519286112093,2.4763196416653037
0.02100000000000001,7.265425747283416,101.45105788147347,17.79737043834635,17.424095531230797,5.261668690138977,2.46566147542135
0.022000000000000013,9.276154458569254,83.78433146565123,15.168759277554843,24.635644831854986,4.822905533476433,2.8227176547033586
0.023000000000000013,8.72049957214897,95.26931828857637,32.6876165476918,24.606085299569358,1.6863717980120392,2.8630103930896214
0.024000000000000014,9.576139595143443,67.65777578474777,31.02715427482447,19.725902742933158,1.3518795475169245,3.4009230287888537
0.025000000000000015,6.5436706059658825,64.45869489837662,27.08179230399214,18.975428365251982,2.261152943464336,1.9812126120833367
0.026000000000000016,6.423025007460217,42.051292782419246,28.801687499720295,13.872871984975417,0.5624062237731247,2.2483501340909453
0.027000000000000017,7.274729777129305,32.1950501978241,31.21895770909225,8.647522283498738,2.3033566976704436,1.766779484151725
0.028000000000000018,7.85479854458998,22.96622155879663,22.210224821768264,3.3035610790185754,2.6628251875098554,4.581675178450047
0.02900000000000002,6.422406863655065,16.90336540463516,19.621603775735753,1.9312340245168864,5.357279664127411,4.88774903904549
0.03000000000000002,4.993660677231179,12.869799097109297,20.053377855943467,3.5808915276793836,4.9923873121692655,4.130180047453606
0.03100000000000002,7.232744756305184,8.548021659672148,20.035917887860478,3.3310561622749066,4.231032993970014,4.339926783553776
0.03200000000000002,5.33945148745639,5.617958120317394,15.654445588996747,2.1535857770600466,2.354267723393123,3.1434669913431557
0.03300000000000002,4.807144075327068,2.428795197860318,15.293327901826174,6.109585342276455,1.997567633735046,2.7825074398447205
0.03400000000000002,4.333560335697667,6.002137051324035,12.149823299469592,1.3315589281142206,2.0900647284936222,2.7356112125597387
0.035000000000000024,3.159740341020357,3.9366722059394745,17.119955525315373,2.8243293130329388,3.873064777369991,2.513504841064056
