x,AAA-cycles,AAB-cycles,ABB-cycles,BBB-cycles,all
0.05,2.609910867337816,8.600349396411378,10.30992314226214,1.1569047121024059,1.5097589314494386
0.1,1.301637380958812,2.6384585827590223,0.1204876840372826,3.961044255416629,0.7455963458515978
0.15000000000000002,0.10445891343447729,3.2785033171362032,3.395912872758027,2.741708940272048,1.1255510077767303
0.2,0.16682899278418528,3.1693734969231238,1.8725416347457622,1.7696575863525528,0.5027610134563824
0.25,0.6770441846190647,0.872777711836683,0.7613988103893097,0.5694832399773945,0.34635732525177354
0.3,0.4776865784512766,0.7161577594263707,0.6269486859783219,0.7465007219602093,0.48564633531097956
0.35,0.22385372473205065,0.5352157879419929,1.2413940544644757,0.37111271398711093,0.30960318331757813
0.39999999999999997,0.09307659493660368,0.21169258714176106,0.13891721126147416,1.2925300452702422,0.5319682966866367
0.44999999999999996,0.7617552472321097,1.4410397278098541,1.081403876745477,1.84859560914026,1.0318061973723234
0.49999999999999994,1.8890488079753731,1.4972423808385615,1.7904589919626852,1.1870886553714515,1.2827291750328116
0.5499999999999999,2.720149704102973,2.0144391908695938,0.3246590812243391,0.9611167946429148,1.2902933833928851
0.6,2.214071359468407,3.9456404557737716,0.5348367614207942,0.007499254807494211,0.5003026398409101
0.65,2.184578585986935,2.9081343452785093,3.7369999222779917,0.4682834596142973,0.8094689648300574
0.7000000000000001,1.5752531826095195,0.29369267144217215,3.2509908533281364,0.07144996562119826,0.9592580936234395
0.7500000000000001,2.681473798564705,0.8125309085508577,4.865864981999487,1.1225523005147455,2.0946251036224637
0.8000000000000002,3.82549886807977,1.186778681580929,4.418601608325168,1.402799394222761,2.4532250880115316
0.8500000000000002,3.750512306342449,0.4718949317117006,6.0683630997577485,0.33607517307583945,2.2328400047709827
0.9000000000000002,6.813561117982091,4.649957878177031,7.071950926726013,0.214026257969889,3.9025331359007347
0.9500000000000003,6.391718386990648,4.375095530019011,7.00981737116923,2.744159103461871,4.815324653496603
1.0000000000000002,5.693317844070072,2.8942446254416985,4.275830575892744,3.7493162464166714,4.516480097598009
1.0500000000000003,8.540654015268395,5.256171633465531,2.617735906802547,7.247394032452628,7.1744146412486085
1.1000000000000003,10.033959945972386,4.358222681265901,5.798610893897426,10.336468486839998,9.258802346584913
1.1500000000000004,10.926984634283036,9.56025582708417,4.441025024843638,10.26060297319289,9.94620068130717
1.2000000000000004,13.694976522244085,10.409702994798646,13.811866172211346,9.759825192688377,11.842266169543553
1.2500000000000004,15.865696398034794,13.580567164401144,15.796450057621618,13.580567164401184,14.731689358067266
1.3000000000000005,16.9057462628994,15.66288349332735,13.44348569052018,14.23758215207507,15.399863839237826
1.3500000000000005,16.71151224712382,24.922846401243323,15.23547174333923,15.454327526325674,16.93692505274276
1.4000000000000006,19.594737867941813,23.872189523451958,12.7702171622887,20.490119406160723,19.792546789710425
1.4500000000000006,27.256461344304142,26.871574896390392,22.619922274087497,22.486393235733924,24.920328488424744
1.5000000000000007,29.933218707796613,37.93212794464074,18.83432115837636,25.770835660735024,28.250113903093474
1.5500000000000007,33.861025999140644,42.037672133334645,22.71689617777954,27.97010523793049,31.5742317363518
1.6000000000000008,37.02138655272016,31.368213689268345,45.99465995221115,35.57692294154401,36.95070348487809
1.6500000000000008,40.830768322284136,44.7784922114724,47.0324313048817,37.83906559700637,40.737279003064366
1.7000000000000008,48.51361005463203,51.40423335844309,61.49014718970961,47.89700658223242,50.152101625463686
1.7500000000000009,52.8913071253681,58.91597060157933,65.1678881187303,53.21396940533133,55.143416950212604
1.800000000000001,57.5107486093021,66.0596370272503,71.45924022746048,58.17464316228175,60.540662058390005
1.850000000000001,63.56977225956745,76.03130153181418,71.9223817944109,62.593962587948724,65.8601133508557
1.900000000000001,69.11630450167921,78.06004841847687,78.6694915179636,66.5951865018163,70.60676343145226
1.950000000000001,71.61647737709825,83.80519730224825,86.06493721356243,74.70775211820637,76.72527870200759
2.000000000000001,77.37812724456441,88.88190145588233,87.71157529334363,78.5943569625986,81.16716520052665
