x,interval_begins,interval_ends,mean,analytical
0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,5.329228229940879e-09
0.002,0.0,0.0,0.0,4.229175770726443e-08
0.003,0.0,0.0,0.0,1.415894847629633e-07
0.004,0.0,0.0,0.0,3.32926802778285e-07
0.005,0.0,0.0,0.0,6.450307340464958e-07
0.006,0.0,0.0,2e-06,1.105670736579128e-06
0.007,0.0,0.0,2e-06,1.7416781904546736e-06
0.008,0.0,0.0,2e-06,2.5789655682481233e-06
0.009,0.0,0.0,2e-06,3.6425452940209294e-06
0.01,0.0,0.0,3e-06,4.956548295292849e-06
0.011,0.0,0.0,4e-06,6.5442422523596895e-06
0.012,0.0,0.0,6e-06,8.42804954926434e-06
0.013,0.0,0.0,6e-06,1.062956493067235e-05
0.014,0.0,0.0,1e-05,1.3169572868848086e-05
0.015,0.0,0.0,1.2e-05,1.6068064644872757e-05
0.016,0.0,0.0,1.6e-05,1.9344255148191674e-05
0.017,0.0,0.0,2.2e-05,2.301659939852468e-05
0.018,0.0,0.0,2.3e-05,2.7102808794121163e-05
0.019,0.0,0.001,3e-05,3.1619867090288896e-05
0.02,0.0,0.001,3.4e-05,3.658404611207447e-05
0.021,0.0,0.001,3.8e-05,4.201092120492269e-05
0.022,0.0,0.001,4.3e-05,4.791538642709167e-05
0.023,0.0,0.001,4.8e-05,5.4311669487551235e-05
0.024,0.0,0.001,5.1e-05,6.12133464330429e-05
0.025,0.0,0.001,5.8e-05,6.8633356087932e-05
0.026,0.0,0.001,6.7e-05,7.658401425043397e-05
0.027,0.0,0.001,7.500000000000001e-05,8.507702764875069e-05
0.028,0.0,0.001,7.9e-05,9.412350766060486e-05
0.029,0.0,0.001,9.3e-05,0.00010373398379961583
0.03,0.0,0.001,0.000102,0.00011391841697191403
0.031,0.0,0.001,0.00011,0.00012468621250634658
0.032,0.0,0.001,0.000124,0.0001360462329615814
0.033,0.0,0.001,0.000136,0.00014800681071337613
0.034,0.0,0.001,0.000144,0.00016057576032523058
0.035,0.0,0.001,0.000157,0.00017376039070560333
0.036,0.0,0.001,0.000173,0.0001875675170548275
0.037,0.0,0.001,0.000183,0.0002020034726048213
0.038,0.0,0.001,0.000196,0.0002170741201546456
0.039,0.0,0.001,0.000216,0.00023278486340492266
0.04,0.0,0.001,0.00023600000000000002,0.00024914065809408917
0.041,0.0,0.001,0.000247,0.00026614602293941494
0.042,0.0,0.002,0.000267,0.0002838050503856835
0.043,0.0,0.002,0.000278,0.000302121417164388
0.044,0.0,0.002,0.000296,0.0003210983946662625
0.045,0.0,0.002,0.000312,0.00034073885912992415
0.046,0.0,0.002,0.000334,0.00036104530164937323
0.047,0.0,0.002,0.000357,0.00038201983800305333
0.048,0.0,0.002,0.00037600000000000003,0.00040366421830714225
0.049,0.0,0.002,0.00039600000000000003,0.0004259798364957078
0.05,0.0,0.002,0.000424,0.00044896773963032475
0.051,0.0,0.002,0.00045,0.00047262863704171766
0.052,0.0,0.002,0.00047200000000000003,0.0004969629093059594
0.053,0.0,0.002,0.000499,0.0005219706170577144
0.054,0.0,0.002,0.000525,0.000547651509642996
0.055,0.0,0.002,0.000557,0.0005740050336138577
0.056,0.0,0.002,0.000582,0.0006010303410674179
0.057,0.0,0.002,0.000599,0.0006287262978315788
0.058,0.0,0.002,0.000623,0.00065709149149977
0.059,0.0,0.002,0.000656,0.0006861242393170156
0.06,0.0,0.002,0.00068,0.0007158225959195945
0.061,0.0,0.002,0.0007070000000000001,0.0007461843609305247
