A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10,x
0.4832857523187533,0.4832857523187533,0.9665715046375066,0.007147092622865688,0.007147092622865688,0.0015882428050812644,0.01588242805081264,0.0002113901877501676,0.0002113901877501676,4.958535268213809e-05,4.958535268213809e-05,0.0005219510808646113,8.336408259042813e-06,8.336408259042813e-06,2.241338846052664e-06,1.715310341366834e-06,2.241338846052664e-06,2.287080455155779e-05,3.852604391109311e-07,3.852604391109311e-07,1.189733090826764e-07,8.29639946976151e-08,8.296399469761508e-08,1.189733090826764e-07,1.1743954857824452e-06,6.669158146369221e-08,4.060421130512904e-09,2.6016191383272486e-10,1.7332921019135265e-11,1.1909323616226114e-12,0.017000000000000008
0.4823201467415615,0.4823201467415615,0.964640293483123,0.007537300256070771,0.007537300256070771,0.0016749556124601717,0.016749556124601713,0.0002355733864072036,0.0002355733864072036,5.5257954836257644e-05,5.5257954836257644e-05,0.0005816626824869225,9.816922681948433e-06,9.816922681948433e-06,2.6393921065320896e-06,2.019942938672517e-06,2.639392106532089e-06,2.693257251563356e-05,4.794085833364283e-07,4.794085833364283e-07,1.4804744991153844e-07,1.0323834769461559e-07,1.0323834769461559e-07,1.4804744991153844e-07,1.4613887618851646e-06,8.769551863049115e-08,5.641991906114473e-09,3.819971239227242e-10,2.689323997529229e-11,1.952600789361605e-12,0.01800000000000001
0.48135647044559976,0.48135647044559976,0.9627129408911995,0.007924278566082724,0.007924278566082724,0.0017609507924628278,0.017609507924628277,0.00026090514887957536,0.00026090514887957536,6.119997319397447e-05,6.119997319397447e-05,0.0006442102441470997,1.1453660400620965e-05,1.1453660400620965e-05,3.0794477894673662e-06,2.3567202470413514e-06,3.0794477894673662e-06,3.1422936627218016e-05,5.89233247528407e-07,5.89233247528407e-07,1.8196269889990182e-07,1.2688856436030116e-07,1.2688856436030116e-07,1.8196269889990182e-07,1.7961690215772201e-06,1.1354587105848847e-07,7.69553665517891e-09,5.488820803082251e-10,4.070751516348024e-11,3.1135613931377625e-12,0.01900000000000001
0.4803947195761616,0.4803947195761616,0.9607894391523232,0.008308047117479726,0.008308047117479726,0.0018462326927732732,0.018462326927732725,0.00028736222149635933,0.00028736222149635933,6.740595319050406e-05,6.740595319050406e-05,0.0007095363493737268,1.3252540206002536e-05,1.3252540206002536e-05,3.5630972295973927e-06,2.7268601246918814e-06,3.5630972295973927e-06,3.635813499589174e-05,7.162256627926198e-07,7.162256627926198e-07,2.2117956712351526e-07,1.5423577418784293e-07,1.5423577418784293e-07,2.2117956712351526e-07,2.183282008207956e-06,1.4499124735178753e-07,1.0323266919738045e-08,7.735085233763407e-10,6.026545646177791e-11,4.842382554783053e-12,0.02000000000000001
0.47943489028624225,0.47943489028624225,0.9588697805724845,0.008688625370098933,0.008688625370098933,0.0019308056377997636,0.01930805637799763,0.00031492163941950434,0.00031492163941950434,7.387050801198253e-05,7.387050801198253e-05,0.0007775842948629737,1.5219229701700455e-05,1.5219229701700455e-05,4.091864227068987e-06,3.1315287452058565e-06,4.091864227068987e-06,4.1753716602744746e-05,8.619143859438385e-07,8.619143859438385e-07,2.6617009231039943e-07,1.8560914458349815e-07,1.8560914458349815e-07,2.6617009231039943e-07,2.627387245675472e-06,1.828423302907467e-07,1.364183612963e-08,1.0711282791274431e-09,8.745115348586257e-11,7.363374654654026e-12,0.02100000000000001
0.47847697873652334,0.47847697873652334,0.9569539574730467,0.00906603267956093,0.00906603267956093,0.002014673928791318,0.020146739287913176,0.0003435607237109179,0.0003435607237109179,8.058831790749927e-05,8.058831790749927e-05,0.0008482980832368344,1.7359150733098262e-05,1.7359150733098262e-05,4.667206507115583e-06,3.5718417146292724e-06,4.667206507115583e-06,4.762455619505696e-05,1.0278618070303396e-06,1.0278618070303396e-06,3.174167603201207e-07,2.2134512877869633e-07,2.2134512877869633e-07,3.174167603201207e-07,3.133247392258313e-06,2.2797233332577754e-07,1.77833273171377e-08,1.4598777054668818e-09,1.2461643711198649e-10,1.0970375256587048e-11,0.022000000000000013
0.4775209810953573,0.4775209810953573,0.9550419621907146,0.009440288297791692,0.009440288297791692,0.00209784184395371,0.020978418439537093,0.00037325707842615754,0.00037325707842615754,8.75541295073703e-05,8.75541295073703e-05,0.0009216224158670557,1.9677484726509356e-05,1.9677484726509356e-05,5.290517155549843e-06,4.048865170063654e-06,5.290517155549843e-06,5.398486893418205e-05,1.2156607781893588e-06,1.2156607781893588e-06,3.754114640916055e-07,2.617867398701695e-07,2.617867398701695e-07,3.7541146409160546e-07,3.7057179643022683e-06,2.813172650043619e-07,2.2896222169785895e-08,1.96111856488854e-09,1.74662338760338e-10,1.6042867276795355e-11,0.023000000000000013
0.47656689353875237,0.47656689353875237,0.9531337870775047,0.009811411373542033,0.009811411373542033,0.002180313638564897,0.021803136385648965,0.00040398858773450325,0.00040398858773450325,9.476275514759956e-05,9.476275514759956e-05,0.0009975026857642056,2.2179177939656457e-05,2.2179177939656457e-05,5.963126030415181e-06,4.5636168600116175e-06,5.96312603041518e-06,6.084822480015489e-05,1.4269313608126166e-06,1.4269313608126166e-06,4.4065449912660557e-07,3.0728285033759043e-07,3.0728285033759043e-07,4.4065449912660557e-07,4.349737420553625e-06,3.4387601176171155e-07,2.914634773135899e-08,2.5997942512471616e-09,2.411288728315365e-10,2.3064643812893886e-11,0.024000000000000014
0.475614712250357,0.475614712250357,0.951229424500714,0.01017942095290455,0.01017942095290455,0.002262093545089901,0.022620935450899,0.000435733413065186,0.000435733413065186,0.00010220907220047575,0.00010220907220047575,0.0010758849705313235,2.4868946624743737e-05,2.4868946624743737e-05,6.686301150136867e-06,5.117067206737396e-06,6.686301150136867e-06,6.82275627564986e-05,1.663317688063639e-06,1.663317688063639e-06,5.136535945952599e-07,3.581875164016697e-07,3.5818751640166964e-07,5.136535945952598e-07,5.070317598121138e-06,4.167102491334675e-07,3.671779738313014e-08,3.4048002338318315e-09,3.2829332384481595e-10,3.2645232439132576e-11,0.025000000000000015
0.47466443342144476,0.47466443342144476,0.9493288668428895,0.010544335979828103,0.010544335979828103,0.0023431857732951343,0.02343185773295134,0.00046846999027955536,0.00046846999027955536,0.00010988802241125376,0.00010988802241125376,0.0011567160253816182,2.7751282105372183e-05,2.7751282105372183e-05,7.461250058508849e-06,5.710140350899628e-06,7.461250058508848e-06,7.61352046786617e-05,1.9264849398500317e-06,1.9264849398500317e-06,5.949229791691735e-07,4.1485932659888955e-07,4.1485932659888955e-07,5.949229791691735e-07,5.872534491236189e-06,5.009441910874689e-07,4.5813823043167786e-08,4.409367527950761e-09,4.4127717554786026e-10,4.554428927592261e-11,0.026000000000000016
0.47371605325089916,0.47371605325089916,0.9474321065017983,0.010906175296629789,0.010906175296629789,0.0024235945103621764,0.024235945103621755,0.0005021770268689628,0.0005021770268689628,0.00011779461124086787,0.00011779461124086787,0.0012399432762196614,3.083045576853201e-05,3.083045576853201e-05,8.28912116684812e-06,6.343715178710295e-06,8.28912116684812e-06,8.458286904947057e-05,2.218116427414178e-06,2.218116427414178e-06,6.849824807060534e-07,4.776607739620403e-07,4.776607739620403e-07,6.849824807060534e-07,6.761519364164543e-06,5.977641868206249e-07,5.665769581202626e-08,5.651457956989135e-09,5.861617748986898e-10,6.269916906784748e-11,0.027000000000000017
0.47276956794519814,0.47276956794519814,0.9455391358903963,0.011264957644504508,0.011264957644504508,0.0025033239210010025,0.02503323921001002,0.0005368334991781463,0.0005368334991781463,0.00012592390721462694,0.00012592390721462694,0.0013255148127855466,3.41105239728908e-05,3.41105239728908e-05,9.171005073644168e-06,7.018626331870534e-06,9.171005073644168e-06,9.358168442494047e-05,2.539910784765047e-06,2.539910784765047e-06,7.843566589282357e-07,5.469576512084803e-07,5.469576512084803e-07,7.843566589282356e-07,7.742450189803526e-06,7.08418174026086e-07,6.949353256872726e-08,7.174169935715654e-09,7.701127796687294e-10,8.525587191692614e-11,0.028000000000000018
0.47182497371839927,0.47182497371839927,0.9436499474367985,0.011620701664032024,0.011620701664032024,0.0025823781475626728,0.025823781475626723,0.0005724186496539009,0.0005724186496539009,0.00013427104127684098,0.00013427104127684098,0.0014133793818614836,3.75953328745792e-05,3.75953328745792e-05,1.0107935862026783e-05,7.7356652005307e-06,1.0107935862026783e-05,0.00010314220267374267,2.8935792642318845e-06,2.8935792642318845e-06,8.935739702553732e-07,6.23118468350548e-07,6.23118468350548e-07,8.935739702553732e-07,8.82054340567561e-06,8.342149973049126e-07,8.458708628227346e-08,9.026153477832442e-09,1.0015133947604929e-09,1.1460356028804157e-10,0.02900000000000002
0.47088226679212436,0.47088226679212436,0.9417645335842487,0.011973425895681634,0.011973425895681634,0.002660761310151475,0.026607613101514743,0.000608911984118818,0.000608911984118818,0.00014283120615132775,0.00014283120615132775,0.0015034863805402914,4.128852317166133e-05,4.128852317166133e-05,1.1100892375371228e-05,8.495580899518796e-06,1.1100892375371228e-05,0.00011327441199358392,3.2808431334776144e-06,3.2808431334776144e-06,1.0131659639691613e-06,7.065138921548326e-07,7.065138921548324e-07,1.0131659639691613e-06,1.0001045979203216e-05,9.76523600075104e-07,1.0222649805156206e-07,1.1262033111764579e-08,1.2901063594207293e-09,1.5241283150954194e-10,0.03000000000000002
0.46994144339554444,0.46994144339554444,0.9398828867910889,0.012323148780314382,0.012323148780314382,0.00273847750673653,0.027384775067365294,0.0006462932690698871,0.0006462932690698871,0.00015159965570775132,0.00015159965570775132,0.0015957858495552766,4.519353476846095e-05,4.519353476846095e-05,1.215079947135576e-05,9.299081228078387e-06,1.215079947135576e-05,0.0001239877497077118,3.7034311713657493e-06,3.7034311713657493e-06,1.1436665089052847e-06,7.975162068890783e-07,7.975162068890781e-07,1.1436665089052845e-06,1.1289227774320226e-05,1.1367720980188787e-06,1.227230091210258e-07,1.394283737687912e-08,1.647144605580103e-09,2.0067792131834825e-10,0.03100000000000002
0.46900249976536473,0.46900249976536473,0.9380049995307295,0.01266988865968288,0.01266988865968288,0.002815530813262863,0.028155308132628624,0.0006845425290017419,0.0006845425290017419,0.00016057170433374197,0.00016057170433374197,0.0016902284666709677,4.931361136089936e-05,4.931361136089936e-05,1.3258529254782277e-05,1.014683361335378e-05,1.3258529254782275e-05,0.00013529111484471705,4.16307726012951e-06,4.16307726012951e-06,1.2856110498847136e-06,8.964987958073138e-07,8.964987958073138e-07,1.2856110498847136e-06,1.2690374211643073e-05,1.3164467418062865e-06,1.4641163134113576e-07,1.713643356714849e-08,2.085550466757329e-09,2.617630031344326e-10,0.03200000000000002
0.4680654321458094,0.4680654321458094,0.9361308642916188,0.013013663776928702,0.013013663776928702,0.0028919252837619346,0.028919252837619338,0.0007236400437543504,0.0007236400437543504,0.0001697427263127489,0.0001697427263127489,0.0017867655401341987,5.365180494398619e-05,5.365180494398619e-05,1.4424902289466803e-05,1.1039466037857243e-05,1.4424902289466803e-05,0.0001471928805047632,4.661518071345842e-06,4.661518071345842e-06,1.439535893113129e-06,1.0038356428354088e-06,1.0038356428354086e-06,1.439535893113129e-06,1.4209779214588762e-05,1.5170907765393337e-06,1.736517747525671e-07,2.0917966390200446e-08,2.620083277498909e-09,3.384527357868111e-10,0.03300000000000002
0.46713023678860677,0.46713023678860677,0.9342604735772135,0.013354492277077416,0.013354492277077416,0.0029676649504616483,0.02967664950461648,0.0007635663458849344,0.0007635663458849344,0.00017910815520757724,0.00017910815520757724,0.0018853490021850231,5.821098024258908e-05,5.821098024258908e-05,1.565068878950269e-05,1.1977567951150014e-05,1.5650688789502686e-05,0.00015970090601533354,5.200490843269859e-06,5.200490843269859e-06,1.6059775197936172e-06,1.1199008539306689e-06,1.1199008539306689e-06,1.6059775197936172e-06,1.5852738433988293e-05,1.7403032050756157e-06,2.048278311708342e-07,2.5370299216223842e-08,3.2675151653326372e-09,4.3400719944732865e-10,0.03400000000000002
0.4661969099529741,0.4661969099529741,0.9323938199059482,0.0136923922075312,0.0136923922075312,0.003042753823895823,0.030427538238958222,0.0008043022180639191,0.0008043022180639191,0.00018866348324956134,0.00018866348324956134,0.001985931402626961,6.299381906659337e-05,6.299381906659337e-05,1.6936609790195215e-05,1.296169116596572e-05,1.693660979019521e-05,0.00017282254887954288,5.781731247137197e-06,5.781731247137197e-06,1.7854719272137816e-06,1.2450681976002453e-06,1.2450681976002453e-06,1.7854719272137816e-06,1.762454274390245e-05,1.9877374621137055e-06,2.403497128350219e-07,3.058445660285134e-08,4.046814800820336e-09,5.522213456562573e-10,0.035000000000000024
0.46526544790560287,0.46526544790560287,0.9305308958112057,0.01402738151855913,0.01402738151855913,0.003117195893013141,0.031171958930131402,0.0008458286904947051,0.0008458286904947051,0.00019840426073332594,0.00019840426073332594,0.002088465902456062,6.80028245915493e-05,6.80028245915493e-05,1.8283338298962507e-05,1.3992350739001916e-05,1.8283338298962507e-05,0.00018656467652002553,6.406971340092756e-06,6.406971340092756e-06,1.9785539965841685e-06,1.3797106640741127e-06,1.3797106640741125e-06,1.978553996584168e-06,1.9530472001502073e-05,2.261100005654087e-06,2.80653345360324e-07,3.6660066798468664e-08,4.979338836610417e-09,6.974890726426635e-10,0.036000000000000025
0.46433584692064356,0.46433584692064356,0.9286716938412871,0.014359478063785066,0.014359478063785066,0.0031909951252855713,0.0319099512528557,0.0008881270383570614,0.0008881270383570614,0.00020832609541708848,0.00020832609541708848,0.0021929062675482996,7.324032556588813e-05,7.324032556588813e-05,1.9691500426493933e-05,1.5070025836602495e-05,1.969150042649393e-05,0.00020093367782136662,7.07793760245416e-06,7.07793760245416e-06,2.1857568869203504e-06,1.5242000426391453e-06,1.5242000426391455e-06,2.1857568869203504e-06,2.1575789064027313e-05,2.562148832188995e-06,3.2620111439989327e-07,4.370580294698038e-08,6.089030733503181e-09,8.748720217503403e-10,0.037000000000000026
0.4634081032796911,0.4634081032796911,0.9268162065593822,0.01468869960067322,0.01468869960067322,0.003264155466816272,0.032641554668162716,0.0009311787792739412,0.0009311787792739412,0.00021842465192845541,0.00021842465192845541,0.0022992068624047932,7.870848044577672e-05,7.870848044577672e-05,2.1161676498453013e-05,1.619516058555077e-05,2.1161676498453013e-05,0.00021593547447401024,7.796349057067621e-06,7.796349057067621e-06,2.4076114542761546e-06,1.6789065166513803e-06,1.6789065166513798e-06,2.4076114542761542e-06,2.376573405599031e-05,2.892691921721952e-06,3.77482265577436e-07,5.183982174149504e-08,7.4026266405247514e-09,1.0901731747739528e-09,0.03800000000000003
0.46248221327176964,0.46248221327176964,0.9249644265435393,0.015015063791011383,0.015015063791011383,0.0033366808424469753,0.03336680842446974,0.0009749656708015196,0.0009749656708015196,0.00022869565117566515,0.00022869565117566515,0.0024073226439543694,8.440928145866411e-05,8.440928145866411e-05,2.2694402148008467e-05,1.736816490919015e-05,2.2694402148008467e-05,0.0002315755321225353,8.563915468561654e-06,8.563915468561654e-06,2.6446456956503798e-06,1.8441982757539087e-06,1.8441982757539083e-06,2.6446456956503793e-06,2.610551887993189e-05,3.2545856184728107e-06,4.3501325739843835e-07,6.119019830229816e-08,8.949867966916544e-09,1.3500153154859043e-09,0.03900000000000003
0.4615581731933179,0.4615581731933179,0.9231163463866358,0.015338588201391813,0.015338588201391813,0.003408575155864849,0.03408575155864847,0.0010194697079422544,0.0010194697079422544,0.00023913486976423262,0.00023913486976423262,0.002517209155412974,9.03445585965605e-05,9.03445585965605e-05,2.4290169389473073e-05,1.858941534908653e-05,2.4290169389473073e-05,0.0002478588713211537,9.38233562035166e-06,9.38233562035166e-06,2.897384216903965e-06,2.0204411448380526e-06,2.0204411448380526e-06,2.897384216903965e-06,2.8600321964187357e-05,3.6497329528866644e-06,4.993380669853279e-07,7.189535608550696e-08,1.0763720256831217e-08,1.6619244016867114e-09,0.04000000000000003
0.4606359793481743,0.4606359793481743,0.9212719586963486,0.015659290303689826,0.015659290303689826,0.003479842289708851,0.0347984228970885,0.0010646731206807806,0.0010646731206807806,0.0002497381394189486,0.0002497381394189486,0.0026288225201994584,9.651598354007625e-05,9.651598354007625e-05,2.5949427673326412e-05,1.9859255872443676e-05,2.5949427673326412e-05,0.000264790078299249,1.0253295667294586e-05,1.0253295667294586e-05,3.1663477240388525e-06,2.2079982292954096e-06,2.2079982292954096e-06,3.1663477240388525e-06,3.125528324125769e-05,4.080081910334708e-06,5.710284486105852e-07,8.410449066260836e-08,1.2880597952413253e-08,2.0344178768325606e-09,0.04100000000000003
