A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10,x,a_in_non_trivial_cycles,b_in_non_trivial_cycles
0.55,0.44999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5491007359621477,0.44890134334964027,0.998002079311788,0.0003986930489046906,0.0004975615211385473,9.959275071017542e-05,0.0009958473207534134,5.789689826818068e-07,1.102992766608318e-06,2.2980866855680235e-07,1.556730977093676e-07,2.0674435155562943e-06,1.1210130494407442e-09,3.2601477177640182e-09,7.747155234113701e-10,3.998251520168438e-10,3.4793367663195103e-10,5.903635119264928e-09,2.5435912829383643e-12,1.1292320139062749e-11,3.074362583175467e-12,1.4572321955262166e-12,9.519164150781301e-13,9.100860614838952e-13,2.0229508677264823e-11,7.802211518108403e-14,3.2678183562900433e-16,1.4537004088267655e-18,6.768822218699638e-21,3.265789915405863e-23,0.001,2.4058227083376885e-24,2.6731363425974316e-25
0.5482029422439496,0.4478053690246926,0.9960083112686422,0.0007947807362245901,0.0009902698692708203,0.00019837431988038303,0.0019834249253757935,2.3045349449897934e-06,4.379734955484977e-06,9.132559633609039e-07,6.191425088238973e-07,8.21666837265957e-06,8.909595767518876e-09,2.58274084341899e-08,6.142381056041805e-09,3.172601704096487e-09,2.7630761455243014e-09,4.6815063107371375e-08,4.0365839784777584e-11,1.7848228649419552e-10,4.8631534113795054e-11,2.3069733991948026e-11,1.508216160944746e-11,1.4431058328952492e-11,3.200626143231162e-10,2.4628667671138864e-12,2.0580289554071985e-14,1.8265829955704822e-16,1.6968790563521683e-18,1.6334367208876602e-20,0.002,1.2108099991303603e-21,1.345344443478178e-22
0.5473066164413954,0.4467120704763687,0.9940186869177641,0.001188275831010362,0.0014781605474761795,0.00029634966280721396,0.0029627860412937555,5.159811367690859e-06,9.782402350512102e-06,2.0414613106927136e-06,1.385128944427412e-06,1.8368803973323087e-05,2.9873707383819986e-08,8.631935226133644e-08,2.0545420892250148e-08,1.0620495651962562e-08,9.257058980701137e-09,1.5661603517007027e-07,2.0268691374544025e-10,8.925901983990887e-10,2.434029892228647e-10,1.1555838654786993e-10,7.560898669467085e-11,7.240339900039046e-11,1.6022508736103248e-09,1.844894204196012e-11,2.306820204058357e-13,3.0636130228886445e-15,4.258728474618673e-17,6.134355393922053e-19,0.003,4.575512522473513e-20,5.083902802748348e-21
0.5464117561544057,0.4456214411718691,0.9920331973262748,0.0015791910466842539,0.001961268827971295,0.00039352370788004544,0.003933983582535595,9.128077256167217e-06,1.7263870452267286e-05,3.6056597819568132e-06,2.448413366260789e-06,3.2446020856652106e-05,7.034976932820864e-08,2.026179642770383e-07,4.8265383639246854e-08,2.4969879724452016e-08,2.1781894028289096e-08,3.679848909972349e-07,6.353709256807245e-10,2.7867564582853124e-09,7.605429681591545e-10,3.613684744704484e-10,2.3663182630925465e-10,2.2678255176160437e-10,5.007453204666499e-09,7.669030002402815e-11,1.2754457565233484e-12,2.2530037024156028e-14,4.165719384124167e-16,7.981123503173635e-18,0.004,5.990054802736901e-19,6.655616447485446e-20
0.5455183589868251,0.4445334745943439,0.990051833581169,0.001967539041267296,0.002439629753517534,0.0004899013567180161,0.004897070151502846,1.4192775788887883e-05,2.6777705951972655e-05,5.597200839401629e-06,3.803836413980335e-06,5.03715189942425e-05,1.3650547231421816e-07,3.9188762694637203e-07,9.342654997768338e-08,4.837287995930799e-08,4.223106949590183e-08,7.124235986934834e-07,1.53855870350359e-09,6.720955573186837e-09,1.8357211376379964e-09,8.729395306792503e-10,5.720816255512156e-10,5.487132231863153e-10,1.2088969793745205e-08,2.3086964016859848e-10,4.787833257875344e-12,1.054605425555865e-13,2.4314842650275145e-15,5.809005704488713e-17,0.005,4.386956527683886e-18,4.874396141870984e-19
0.5446264225464159,0.44344816424285377,0.9880745867892697,0.0023533324176056108,0.0029132781388201043,0.0005854874843063294,0.0058520980407320445,2.0337512975810408e-05,3.827815829892187e-05,8.007547094079884e-06,5.446297837315243e-06,7.20695162061274e-05,2.343425467346922e-07,6.705927517335019e-07,1.5999947584432533e-07,8.290889708471829e-08,7.244062995105947e-08,1.220284301348297e-06,3.1643589143437607e-09,1.3767274292165984e-08,3.763349858590076e-09,1.7910305400913914e-09,1.1747021799626456e-09,1.1276287675166136e-09,2.478834455267047e-08,5.666963557715035e-10,1.406839525059389e-11,3.709521519234813e-13,1.0238208404578452e-14,2.928072746844858e-16,0.006,2.2250355961621156e-17,2.4722617735134616e-18
0.5437359444448521,0.44236550363233107,0.9861014480771831,0.0027365837235958303,0.0033822485719190165,0.0006802869391318938,0.006799119234646741,2.754605632664469e-05,5.172015136042875e-05,1.0828273075938364e-05,7.370755933085032e-06,9.746523669609683e-05,3.6969949678896196e-07,1.0545150658862566e-06,2.518044720473265e-07,1.3058610306542332e-07,1.1419024043518306e-07,1.9207953782231515e-06,5.814596426988964e-09,2.5195737789047717e-08,6.892942475380254e-09,3.2830991319903587e-09,2.1550617794827018e-09,2.070375128623657e-09,4.541181273151366e-08,1.208266607752876e-09,3.490956940285194e-11,1.0712868241101287e-12,3.441137340242926e-14,1.1453890028271906e-15,0.007,8.757910201706386e-17,9.731011335229318e-18
0.5428469222977123,0.44128548629354136,0.9841324085912536,0.003117305452409636,0.003846575415571898,0.000774304543318297,0.007738185411299831,3.580233352891131e-05,6.705927517335018e-05,1.4051064015926472e-05,9.57222698703814e-06,0.0001264848997052261,5.482542987564625e-07,1.558770560282561e-06,3.7251502131017007e-07,1.933429131675463e-07,1.6920423489728e-07,2.8420870284140198e-06,9.838616817072268e-09,4.246066819224359e-08,1.1625599122734201e-08,5.541733419944443e-09,3.6405944611540648e-09,3.500358822392832e-09,7.660757083554139e-08,2.323817176763136e-09,7.654494140681397e-11,2.678002064578964e-12,9.807142812454587e-14,3.72161780850765e-15,0.008,2.863323572721473e-16,3.1814706363571925e-17
0.5419593537244739,0.4402081057730445,0.9821674594975184,0.003495510042717414,0.004306292808628711,0.0008675450927601236,0.008669347944106249,4.5090431135727187e-05,8.425177778624573e-05,1.766771464001399e-05,1.2045784720473201e-05,0.0001590557082824601,7.755270638273565e-07,2.197826104135983e-06,5.25661133726086e-07,2.730494338916856e-07,2.3915264914904227e-07,4.011216384730153e-06,1.56311459370637e-08,6.718756014723967e-08,1.841061662660624e-08,8.783135176592307e-09,5.774670188992652e-09,5.556718452069548e-09,1.2134384652856413e-07,4.130903650443643e-09,1.5270493837192066e-10,5.995718816549593e-12,2.4641593836758453e-13,1.049438315887465e-14,0.009000000000000001,8.124292457171286e-16,9.026991619079207e-17
