x,AA-cycles,AB-cycles,BB-cycles,all
0.05,1.608231240536323,0.293443535142917,2.105214790946267,0.01406662396124317
0.1,0.48490947160545267,0.883702575741028,3.220059482411799,0.30206708144526107
0.15000000000000002,0.07354518983132234,2.376071927459188,9.422690346107984,0.8121484069466693
0.2,0.7254024996404758,3.8494230552457753,23.49247483138775,1.3232775096693972
0.25,0.2739999201406644,5.746558973055432,49.52682847484242,0.8270545274605788
0.3,0.38834267352298474,13.943879184099787,70.88049039410605,0.9056603063144321
0.35,0.20861150969826453,23.27490693108627,86.76723195368507,0.6575025648777286
0.39999999999999997,0.2407090301000559,37.2343797924722,93.92257952636405,0.1533572070807397
0.44999999999999996,0.1399871228253695,51.98701043948622,97.53934023454708,0.20076020647590542
0.49999999999999994,0.22979834307982586,70.16474977774521,99.37635346067233,0.14703774088207786
0.5499999999999999,0.004574305628871576,80.49658786543235,99.79494754243879,0.33523389762259304
0.6,0.17684773846785182,88.02121257519394,99.93722926602067,0.4749850233584253
0.65,0.3618445297049052,92.64708878724208,99.9852636103441,0.6363665566956463
0.7000000000000001,0.5263331437279658,96.64259793994538,99.99554672569164,0.829318888956236
0.7500000000000001,0.39904666585502424,98.07288067804858,99.99786740487964,0.6563182558640233
0.8000000000000002,0.2850206467241723,98.86415356789088,99.99943904908588,0.5150954911629448
0.8500000000000002,0.03487331713013944,99.32473747861523,99.9996080684217,0.22138147923334428
0.9000000000000002,0.12718638236612667,99.68868391068716,99.99995906624774,0.3505288781531539
0.9500000000000003,0.27564653400902606,99.85054674564041,99.99998224179245,0.04734318517264389
1.0000000000000002,0.19276221662806625,99.92094054086019,99.99999407337133,0.025576000272897914
1.0500000000000003,0.2679002221568907,99.95859517683861,99.99999865725732,0.0510162268607886
1.1000000000000003,0.04632477693592361,99.98132128265432,99.9999997687442,0.20543531189080116
1.1500000000000004,0.07756039778756715,99.9890101344326,99.99999992050785,0.13985945304943162
1.2000000000000004,0.051228715517101515,99.99413665550252,99.99999996318134,0.25285155496412515
1.2500000000000004,0.0594731741899805,99.99667293983339,99.99999999474574,0.2515876514000061
1.3000000000000005,0.17479868600172063,99.99845138823548,99.99999999865248,0.3847580998880661
1.3500000000000005,0.3155994375315788,99.9991503441822,99.99999999961179,0.5111446733102027
1.4000000000000006,0.4970376334796322,99.99956593969934,99.99999999990072,0.6932996666168717
1.4500000000000006,0.7713020049940628,99.99975590834876,99.99999999993237,0.9399981258251322
1.5000000000000007,0.8338992453133963,99.99988988941739,99.99999999998707,1.0272901012436295
1.5500000000000007,0.5770547557607004,99.99994066616331,99.99999999999734,0.7655889708235104
1.6000000000000008,0.773921291155925,99.99996731371321,99.99999999999943,0.9528424580318485
1.6500000000000008,0.9560586717315035,99.99998657933965,99.99999999999982,1.172890430093062
1.7000000000000008,0.7981993190546325,99.9999934449032,99.99999999999996,1.0294194524939941
1.7500000000000009,0.6638313210356446,99.99999671630546,99.99999999999999,0.8958777264070943
1.800000000000001,0.5830648883151552,99.99999818691042,100.0,0.7974752121096791
1.850000000000001,0.5041406245043218,99.99999911794495,100.0,0.7274723546044964
1.900000000000001,0.6268304832355001,99.99999938729991,100.0,0.7967438327307514
1.950000000000001,0.8567084108902656,99.99999977576755,100.0,1.0869199121113704
2.000000000000001,0.9784078341149871,99.99999987209712,100.0,1.1931441245920333
