x,A-cycles,B-cycles,all
0.05,0.016712942914940142,0.39936592293106743,0.005653815499201429
0.1,0.013622779022673214,0.9526196182938232,0.013616064043617667
0.15000000000000002,0.014650426427451728,0.39880975074343533,0.008550079516410191
0.2,0.007870443229974582,2.1717139233946186,0.009196986536510724
0.25,0.005060731765462494,4.979913712024998,0.015648821097674903
0.3,0.030908023048697553,11.478295038502427,0.004501472555604222
0.35,0.02324232537398596,21.033053330600957,0.004587666305621839
0.39999999999999997,0.0674825742230266,32.52073510067657,0.09324401138668505
0.44999999999999996,0.05180793162668122,46.306877864651945,0.07550985711496495
0.49999999999999994,0.05499106269976749,68.00414155949069,0.08499101295923082
0.5499999999999999,0.017703366723339733,76.89657230169408,0.04184955266125838
0.6,0.05838786074730072,86.45377565187664,0.03457593649055018
0.65,0.03581459681342275,92.97699317672236,0.010467466871358747
0.7000000000000001,0.06882664040456864,95.83070680961079,0.04621704510413579
0.7500000000000001,0.049594990784587095,97.8317756417522,0.026816615110114937
0.8000000000000002,0.05203598948440663,98.9718649574676,0.027084908046941122
0.8500000000000002,0.02846116215272493,99.41462027522591,0.0058712168352783286
0.9000000000000002,0.002131330538724181,99.68188535526988,0.023518068898879786
0.9500000000000003,0.05449698412703071,99.84495433245979,0.07703878321262576
1.0000000000000002,0.05701289976990567,99.92641338768996,0.08141595620631699
1.0500000000000003,0.02622260621581878,99.9599101998459,0.04924226154649778
1.1000000000000003,0.025955687654952802,99.97864036900403,0.0481425891734072
1.1500000000000004,0.05065122579389092,99.98742888432947,0.06999863587988601
1.2000000000000004,0.045956640310405764,99.99277638378808,0.06324625554039028
1.2500000000000004,0.061478092495960354,99.99673896213541,0.08113551270912378
1.3000000000000005,0.046409014266211565,99.99824376721327,0.0651551648768311
1.3500000000000005,0.03232136990060246,99.99889427719953,0.047613166885503086
1.4000000000000006,0.035123394821970765,99.99951955001882,0.05319069506888705
1.4500000000000006,0.04996396036831856,99.99975762854616,0.0683463097064912
1.5000000000000007,0.10876475197073994,99.9998833452242,0.12835024142846826
1.5500000000000007,0.16428692633598002,99.99995109885619,0.188246913187048
1.6000000000000008,0.20381795371634537,99.99997633118507,0.22921301415061293
1.6500000000000008,0.1779382348704603,99.9999834190488,0.19656088216940115
1.7000000000000008,0.26693775550593296,99.99999161643683,0.2858140462712028
1.7500000000000009,0.29814852201245307,99.99999567974557,0.3169431964590676
1.800000000000001,0.3240264156769118,99.99999822336144,0.3474778611430321
1.850000000000001,0.2966512959281035,99.99999911774741,0.3209107558439902
1.900000000000001,0.2810146061797831,99.99999953267874,0.3045362858614673
1.950000000000001,0.25067051765542747,99.99999974683833,0.27297673073777723
2.000000000000001,0.2638369225594396,99.99999987652856,0.2873120471824145
