AAA,AAB,ABB,BBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0
8.871128877042961e-08,2.8449304684056814e-07,2.3537710068486443e-06,6.903862420121888e-06,9.63083776258153e-06,0.001
3.5413617398897477e-07,1.1206563743164105e-06,9.149016802592932e-06,2.647962017553959e-05,3.710342952643791e-05,0.002
7.952143712431483e-07,2.4831091016958595e-06,2.00035542405993e-05,5.7128642071565375e-05,8.041051978510368e-05,0.003
1.4108898344349308e-06,4.347244762947698e-06,3.4556907159961e-05,9.738476175567269e-05,0.00013769980351301632,0.004
2.2001107416648178e-06,6.6892116416792286e-06,5.246928149622191e-05,0.0001459051642746337,0.00020726376815419966,0.005
3.161829481158178e-06,9.485893555268946e-06,7.342058390029321e-05,0.00020146183610747088,0.0002875301430441912,0.006
4.2950026372338e-06,1.2714891078619685e-05,9.7109482142546e-05,0.00026293354618119215,0.0003770529220395916,0.007
5.598590976314511e-06,1.635450319815245e-05,0.00012325250564403054,0.0003292983271600392,0.00047450392697853666,0.008
7.0715594329797685e-06,2.0383709386851704e-05,0.00015158318453937939,0.0003996264279883356,0.0005786648813475464,0.009000000000000001
8.71287709606005e-06,2.4782152091359503e-05,0.00018185122573627856,0.0004730737102668412,0.0006884199651905393,0.010000000000000002
1.0521517194773021e-05,2.9530119622299364e-05,0.00021382172449452164,0.0005488754625573943,0.0008027488238689883,0.011000000000000003
1.249645708490125e-05,3.460852943918959e-05,0.0002472744101036696,0.0006263406081449608,0.0009207200047727213,0.012000000000000004
1.4636678235011448e-05,3.9998911821482806e-05,0.00028200292429230936,0.0007048462831441358,0.0010414847974929394,0.013000000000000005
1.6941166212715072e-05,4.568339391743994e-05,0.0003178141310538895,0.0007838327631226439,0.0011642714543066885,0.014000000000000005
1.940891067097018e-05,5.16446841627168e-05,0.00035452745662420794,0.0008627987176311738,0.0012883797690890688,0.015000000000000006
2.2038905334424427e-05,5.786605706070694e-05,0.0003919742583938819,0.0009412967731805581,0.0014131759939695714,0.016000000000000007
2.483014798579909e-05,6.43313383168474e-05,0.0004299972215856121,0.0010189293662972003,0.001538088074185459,0.017000000000000008
2.7781640452313976e-05,7.10248903192523e-05,0.00046844978257083676,0.0010953448693190432,0.0016626011826614464,0.01800000000000001
3.089238859215319e-05,7.793159795819755e-05,0.0005071955777435052,0.0011702339725702103,0.0017862535368640662,0.01900000000000001
3.416140228097154e-05,8.503685477713029e-05,0.000546107916910243,0.0012433263074757503,0.001908632481444095,0.02000000000000001
3.758769539844144e-05,9.232654944802981e-05,0.0005850692801962046,0.0013143872960512703,0.0020293708210939463,0.02100000000000001
4.117028581484046e-05,9.978705256409128e-05,0.0006239708375044346,0.0013832152130284362,0.0021481433889118024,0.022000000000000013
4.4908195377678985e-05,0.00010740520374285031,0.0006627119896037016,0.0014496384476586396,0.0022646638363828706,0.023000000000000013
4.880044989836831e-05,0.00011516829903300495,0.0007011999299554785,0.0015135129529760777,0.0023786816318629293,0.024000000000000014
5.284607913892862e-05,0.0001230640786183338,0.0007393492264252007,0.0015747198710002,0.0024899792551826626,0.025000000000000015
5.7044116798737245e-05,0.00013108071481224217,0.0007770814220560506,0.0016331633230180914,0.002598369576685121,0.026000000000000016
6.139360050131661e-05,0.00013920680033660142,0.0008143246541154501,0.0016887683547118799,0.002703693409665248,0.027000000000000017
6.589357178116193e-05,0.00014743133687868034,0.0008510132906551658,0.0017414790264866165,0.0028058172258016243,0.028000000000000018
7.054307607060877e-05,0.00015574372392009118,0.0008870875838555224,0.0017912566399119843,0.0029046310237582067,0.02900000000000002
7.534116268674001e-05,0.00016413374783180105,0.0009224933394526935,0.0018380780917185131,0.003000046341689748,0.03000000000000002
8.028688481833223e-05,0.00017259157122938212,0.0009571816015754854,0.0018819343472871713,0.0030919944049103707,0.03100000000000002
8.537929951284164e-05,0.00018110772258279385,0.0009911083523443964,0.0019228290260419499,0.0031804244004819816,0.03200000000000002
9.061746766342883e-05,0.0001896730860751091,0.001024234225611173,0.0019607770915997078,0.0032653018709494185,0.03300000000000002
9.600045399602315e-05,0.00019827889170471132,0.0010565242342415232,0.001995803639951583,0.0033466072198938407,0.03400000000000002
0.00010152732705642561,0.0002069167056256052,0.0010879475103672126,0.002027942779346905,0.0034243343223961486,0.035000000000000024
0.00010719715919745105,0.00021557842072059027,0.0011184770580563907,0.0020572365959251543,0.003498489233899587,0.036000000000000025
0.00011300902656610878,0.00022425624740216274,0.0011480895178728541,0.002083734199495123,0.003569088991336249,0.037000000000000026
0.0001189620090908222,0.00023294270463610978,0.0011767649428158819,0.002107490844194298,0.0036361605007371118,0.03800000000000003
0.00012505519046868667,0.00024163061118287216,0.0012044865851525174,0.002128567119076602,0.003699739505880678,0.03900000000000003
0.00013128765815276618,0.0002503130770518485,0.0012312406936735784,0.0021470282039740035,0.0037598696328521967,0.04000000000000003
0.00013765850333942795,0.00025898349516391975,0.0012570163209233863,0.00216294318625813,0.0038166015056848644,0.04100000000000003
0.00014416682095571575,0.00026763553321756587,0.0012818051399711822,0.0021763844343927535,0.0038699919285372173,0.04200000000000003
0.00015081170964676102,0.00027626312575404824,0.0013056012703095193,0.002187427024417755,0.003920103130128084,0.04300000000000003
0.00015759227176323214,0.00028486046641722283,0.0013284011124815621,0.0021961482157407024,0.003967002066402719,0.04400000000000003
0.00016450761334882127,0.0002934220004036429,0.001350203191055236,0.002202626972834287,0.004010759777641987,0.04500000000000003
0.0001715568441277701,0.00030194241709870137,0.0013710080055775872,0.002206943529647287,0.004051450796451346,0.046000000000000034
0.00017873907749243174,0.0003104166428946518,0.0013908178891575225,0.0022091789937340963,0.004089152603278702,0.047000000000000035
0.0001860534304908713,0.0003188398341864332,0.0014096368743393552,0.002209414987293945,0.004123945126310605,0.048000000000000036
0.00019349902381450378,0.00032720737054131225,0.0014274705659432924,0.002207733322486246,0.004155910282785355,0.04900000000000004
0.00020107498178576917,0.0003355148480384365,0.0014443260205621652,0.0022042157085536735,0.004185131558940044,0.05000000000000004
0.0002087804323458446,0.00034375807277447763,0.0014602116324164069,0.0021989434884402146,0.004211693625976944,0.05100000000000004
0.0002166145070423948,0.00035193305453162256,0.0014751370252814382,0.0021919974027379105,0.004235681989593366,0.05200000000000004
0.0002245763410173577,0.0003600360006042508,0.0014891129502133693,0.002183457378934071,0.004257182670769049,0.05300000000000004
0.00023266507299476904,0.0003680633097807097,0.0015021511888101617,0.002173402344060559,0.004276281915646199,0.05400000000000004
0.00024087984526862243,0.0003760115664766823,0.0015142644617562656,0.002161910058969082,0.004293065932470652,0.05500000000000004
0.00024921980369076657,0.00038387753501670723,0.0015254663424090985,0.0021490569725714065,0.004307620653687979,0.05600000000000004
0.0002576840976588399,0.0003916581540604921,0.0015357711751958136,0.0021349180944917204,0.004320031521406867,0.057000000000000044
0.0002662718801042402,0.00039935053117072674,0.0015451939985983577,0.0021195668846801215,0.004330383294553446,0.058000000000000045
0.0002749823074801323,0.00040695193751917575,0.0015537504725141058,0.0021030751586319707,0.004338759876145385,0.059000000000000045
0.0002838145397494909,0.00041445980272789544,0.001561456809788222,0.0020855130069478795,0.004345244159213488,0.060000000000000046
0.00029276774037318044,0.00042187170984249017,0.001568329711722436,0.0020669487280536576,0.004349917889991764,0.06100000000000005
0.00030184107629807106,0.00042918539043438925,0.0015743863073731457,0.002047448772979064,0.00435286154708467,0.06200000000000005
0.0003110337179451896,0.00043639871982918417,0.0015796440964596042,0.0020270777011689067,0.0043541542354028845,0.06300000000000004
0.00032034483919790807,0.00044350971245813586,0.0015841208957105436,0.002005898146370132,0.004353873593736719,0.06400000000000004
0.00032977361739016677,0.0004505165173300205,0.0015878347884848685,0.0019839707917044393,0.004352095714909495,0.06500000000000004
0.00033931923329473383,0.00045741741362054233,0.0015908040775090104,0.001961354353097747,0.004348895077522034,0.06600000000000004
0.0003489808711114997,0.0004642108063766007,0.0015930472405802653,0.0019381055702958636,0.004344344488364229,0.06700000000000005
0.0003587577184558083,0.0004708952223327616,0.0015945828890918886,0.001914279204750088,0.004338515034630546,0.06800000000000005
0.00036864896634682234,0.0004774693058373321,0.0015954297292418798,0.0018899280437075653,0.0043314760451336,0.06900000000000005
0.0003786538091959248,0.0004839318148854999,0.00159560652579336,0.0018651029098889996,0.004323295059763785,0.07000000000000005
0.0003887714447951555,0.0004902816172570516,0.0015951320682601538,0.0018398526761811839,0.004314037806493544,0.07100000000000005
0.00039900107430568217,0.0004965176867562364,0.001594025139396632,0.0018142242848138335,0.004303768185272384,0.07200000000000005
0.0004093419022463082,0.0005026390995513926,0.0015923044858761684,0.0017882627705295049,0.004292548258203374,0.07300000000000005
0.00041979313648201304,0.0005086450306120124,0.0015899887910475984,0.001762011287292254,0.004280438245433877,0.07400000000000005
0.0004303539882125295,0.0005145347502409621,0.0015870966496638957,0.0017355111381151258,0.004267496526232513,0.07500000000000005
0.00044102367196095424,0.0005203076206996291,0.0015836465444819653,0.0017088018076188009,0.004253779644761349,0.07600000000000005
0.0004518014055623945,0.000525963092923817,0.001579656824636889,0.001681920996963917,0.004239342320087018,0.07700000000000005
0.00046268641015264733,0.0005315007033282494,0.0015751456856982462,0.001654904660827693,0.004224237460006836,0.07800000000000006
0.00047367791015691564,0.0005369200706975992,0.0015701311513202539,0.0016277870461218744,0.004208516178296643,0.07900000000000006
0.00048477513327855644,0.0005422208931620006,0.0015646310564013904,0.0016006007321735514,0.004192227815015499,0.08000000000000006
0.0004959773104878646,0.0005474029452550408,0.001558663031672967,0.0015733766721133778,0.00417541995952925,0.08100000000000006
0.0005072836760108905,0.0005524660750522849,0.0015522444896397254,0.0015461442352371158,0.004158138475940017,0.08200000000000006
0.0005186934673182919,0.0005574102013884121,0.001545392611799016,0.001518931250126372,0.0041404275306320916,0.08300000000000006
0.0005302059251142187,0.0005622353111511039,0.0015381243370684691,0.0014917640483330366,0.004122329621666828,0.08400000000000006
0.0005418202933252338,0.0005669414566498434,0.001530456351355222,0.0014646675084492094,0.004103885609779509,0.08500000000000006
0.0005535358190892652,0.0005715287530578461,0.0015224050782028915,0.001437665100400549,0.004085134750750552,0.08600000000000006
0.0005653517527445935,0.0005759973759253658,0.0015139866704553617,0.0014107789298160006,0.004066114728941321,0.08700000000000006
0.0005772673478188721,0.0005803475587626654,0.0015052170028793158,0.001384029782340755,0.004046861691801609,0.08800000000000006
0.0005892818610181814,0.0005845795906909802,0.0014961116656901146,0.0013574371677723006,0.004027410285171577,0.08900000000000007
0.0006013945522161165,0.0005886938141598306,0.0014866859589282274,0.0013310193639114207,0.004007793689215595,0.09000000000000007
0.0006136046844429081,0.0005926906227290922,0.0014769548876358948,0.0013047934600311595,0.003988043654839055,0.09100000000000007
0.0006259115238745741,0.0005965704589142458,0.0014669331577860654,0.0012787753998771312,0.003968190540452016,0.09200000000000007
0.0006383143398221107,0.0006003338120932841,0.0014566351729179406,0.0012529800241220957,0.003948263348955431,0.09300000000000007
0.000650812404720709,0.0006039812164737751,0.00144607503143564,0.001227421112206626,0.003928289764836749,0.09400000000000007
0.0006634049941190096,0.0006075132491186141,0.0014352665245285598,0.0012021114235058524,0.003908296191272036,0.09500000000000007
0.0006760913866683872,0.0006109305280290384,0.001424223134674042,0.0011770627377698437,0.0038883077871413115,0.09600000000000007
0.0006888708641122712,0.0006142337102834977,0.0014129580346848253,0.0011522858947921768,0.0038683485038727705,0.09700000000000007
0.0007017427112754948,0.0006174234902310157,0.0014014840872656378,0.0011277908332676548,0.0038484411220398034,0.09800000000000007
0.0007147062160536794,0.000620500597737702,0.001389813845045,0.001103586628806078,0.0038286072876424597,0.09900000000000007
0.0007277606694026517,0.000623465796485104,0.0013779595510500131,0.0010796815310743924,0.0038088675480121613,0.10000000000000007
0.0007409053653278906,0.0006263198823191248,0.001365933139593488,0.0010560830000445353,0.0037892413872850387,0.10100000000000008
0.0007541396008740093,0.0006290636816482449,0.0013537462375443215,0.0010327977413288932,0.003769747261395469,0.10200000000000008
0.0007674626761142683,0.000631698049889837,0.0013414101659535024,0.001009831740589451,0.003750402632547059,0.10300000000000008
0.0007808738941401195,0.0006342238699633704,0.001328935942009493,0.0009871902970105477,0.00373122400312353,0.10400000000000008
0.0007943725610507846,0.0006366420508293354,0.0013163342812981405,0.0009648780558286458,0.003712226949006906,0.10500000000000008
0.0008079579859428626,0.0006389535260727518,0.0013036156003434851,0.0009428990399156746,0.003693426152274774,0.10600000000000008
0.0008216294808999727,0.0006411592525301339,0.0012907900194071118,0.0009212566804154154,0.003674835433252634,0.10700000000000008
0.0008353863609824249,0.0006432602089588337,0.001277867365524849,0.0008999538464349803,0.0036564677819010878,0.10800000000000008
0.0008492279442169253,0.000645257394747681,0.00126485717576072,0.0008789928737957954,0.0036383353885211214,0.10900000000000008
0.0008631535515863116,0.0006471518286678872,0.0012517687006591489,0.0008583755928506321,0.00362044967376398,0.11000000000000008
0.0008771625070193199,0.0006489445476631902,0.0012386109078774364,0.0008381033553751123,0.003602821317935059,0.11100000000000008
0.0008912541373803847,0.000650636605678241,0.0012253924859814932,0.0008181770605438229,0.003585460289583942,0.11200000000000009
0.0009054277724594676,0.0006522290725242657,0.0012121218483887456,0.0007985971800026884,0.0035683758733751677,0.11300000000000009
0.0009196827449619174,0.0006537230327810432,0.0011988071374430483,0.0007793637820505715,0.0035515766972365804,0.11400000000000009
0.0009340183904983653,0.000655119584734272,0.001185456228607234,0.0007604765549442807,0.003535070758784152,0.11500000000000009
0.0009484340475746445,0.0006564198393474211,0.001172076734759809,0.0007419348293421502,0.0035188654510240245,0.11600000000000009
0.0009629290575817479,0.0006576249192671706,0.0011586760105830012,0.0007237375999022925,0.003502967587334212,0.11700000000000009
0.00097750276478581,0.0006587359578615769,0.0011452611570301804,0.0007058835460523606,0.003487383425729928,0.11800000000000009
0.0009921545163181244,0.000659754098290119,0.0011318390258613074,0.0006883710519483148,0.0034721186924178654,0.11900000000000009
0.00100688366216519,0.0006606804926047906,0.0011184162242357824,0.0006711982256402436,0.0034571786046460064,0.12000000000000009
0.0010216895551587869,0.0006615163008814314,0.0011049991193526833,0.0006543629174637053,0.003442567892856607,0.1210000000000001
0.0010365715509660855,0.0006622626903805147,0.0010915938431289983,0.0006378627376754497,0.0034282908221510483,0.1220000000000001
0.0010515290080797836,0.0006629208347366013,0.0010782062969070293,0.0006216950733526172,0.0034143512130760316,0.1230000000000001
0.0010665612878082732,0.0006634919131757258,0.0010648421561827038,0.0006058571045747293,0.0034007524617414324,0.1240000000000001
0.0010816677542658418,0.000663977109759965,0.0010515068753470622,0.0005903458199079045,0.0033874975592807738,0.12500000000000008
0.0010968477743628982,0.0006643776126584698,0.001038205692433658,0.0005751580312108025,0.003374589110665829,0.12600000000000008
0.0011121007177962337,0.0006646946134442654,0.0010249436338651329,0.0005602903877818149,0.0033620293528874466,0.12700000000000009
0.0011274259570393079,0.0006649293064161214,0.0010117255191926307,0.0005457393898669602,0.0033498201725150204,0.12800000000000009
0.0011428228673325692,0.000665082887944834,0.0009985559658221882,0.000531501401547868,0.0033379631226474592,0.1290000000000001
0.0011582908266738032,0.0006651565558432525,0.0009854393937226015,0.0005175726630291035,0.0033264594392687606,0.1300000000000001
0.0011738292158085088,0.00066515150875942,0.0009723800301097154,0.0005039493023439074,0.0033153100570215517,0.1310000000000001
0.001189437418220308,0.000665068945592199,0.0009593819141023917,0.0004906273464972292,0.0033045156244121284,0.1320000000000001
0.0012051148201213816,0.0006649100649287719,0.0009464489013457994,0.0004776027320647035,0.0032940765184606563,0.1330000000000001
0.001220860810442937,0.0006646760645034256,0.0009335846685980015,0.0004648713152659401,0.003283992858810304,0.1340000000000001
0.0012366747808257037,0.0006643681406770291,0.0009207927182761027,0.000452428881530251,0.003274264521309087,0.1350000000000001
0.0012525561256104582,0.0006639874879366465,0.0009080763829585443,0.0004402711545725952,0.0032648911510782443,0.1360000000000001
0.001268504241828579,0.0006635352984147253,0.0008954388298404226,0.0004283938049972302,0.0032558721750809566,0.1370000000000001
0.001284518529192631,0.0006630127614273179,0.0008828830651389373,0.00041679245844620643,0.003247206814205093,0.1380000000000001
0.0013005983900869773,0.0006624210630308138,0.0008704119384463729,0.0004054627033094975,0.003238894094873662,0.1390000000000001
0.001316743229558421,0.0006617613855966591,0.000858028147028241,0.0003944000980131983,0.0032309328601965196,0.1400000000000001
0.0013329524553068765,0.0006610349074035657,0.0008457342400644234,0.0003836001779018527,0.003223321780676718,0.1410000000000001
0.0013492254776760679,0.0006602428022467173,0.0008335326228313958,0.0003730584617305934,0.0032160593644847742,0.1420000000000001
0.0013655617096442574,0.0006593862390634899,0.0008214255608238048,0.0003627704577823974,0.0032091439673139497,0.1430000000000001
0.0013819605668150025,0.0006584663815752233,0.0008094151838138531,0.0003527316696253708,0.0032025738018294494,0.1440000000000001
0.0013984214674079424,0.0006574843879445802,0.0007975034898471435,0.0003429376015245911,0.0031963469467242572,0.1450000000000001
0.0014149438322496087,0.0006564414104480586,0.0007856923491738049,0.0003333837635226388,0.003190461355394111,0.1460000000000001
0.0014315270847642706,0.0006553385951632057,0.0007739835081138648,0.00032406567620256205,0.003184914864243903,0.1470000000000001
0.001448170650964803,0.000654177081670127,0.0007623785928559984,0.00031497887514662985,0.0031797052006375583,0.1480000000000001
0.0014648739594435873,0.0006529580027668604,0.000750879113188942,0.0003061189151038273,0.003174829990503217,0.1490000000000001
0.0014816364413634375,0.0006516824841982244,0.0007394864661649489,0.0002974813738786819,0.0031702867656052927,0.1500000000000001
0.0014984575304485544,0.0006503516443977346,0.0007282019396948481,0.00028906185595360093,0.003166072970494738,0.1510000000000001
0.0015153366629755093,0.0006489665942422165,0.0007170267160743278,0.00028085599585654013,0.003162185969148594,0.1520000000000001
0.001532273277764255,0.0006475284368187245,0.000705961875441233,0.0002728594612854343,0.003158623051309647,0.1530000000000001
0.001549266816169164,0.0006460382672034161,0.0006950083991637139,0.00026506795600045834,0.0031553814385367526,0.1540000000000001
0.0015663167220700952,0.0006444971722520132,0.0006841671731592055,0.0002574772224948192,0.003152458289976133,0.1550000000000001
0.0015834224418634873,0.0006429062304015093,0.0006734389911442901,0.0002500830444544176,0.0031498507078637043,0.1560000000000001
0.0016005834244534835,0.0006412665114827772,0.0006628245578155636,0.00024288124901636983,0.003147555742768194,0.1570000000000001
0.0016177991212430738,0.0006395790765437563,0.000652324491961749,0.0002358677088360281,0.0031455703985846075,0.1580000000000001
0.0016350689861252805,0.0006378449776828796,0.0006419393295073178,0.0002290383439718013,0.0031438916372872796,0.1590000000000001
0.0016523924754743564,0.0006360652578924451,0.0006316695264880028,0.0002223891235967452,0.0031425163834515497,0.16000000000000011
0.0016697690481370167,0.0006342409509116124,0.0006215154619586092,0.00021591606754556351,0.003141441528552802,0.16100000000000012
0.0016871981654236984,0.0006323730810887255,0.0006114774408336067,0.00020961524770534337,0.003140663935051374,0.16200000000000012
0.0017046792910998473,0.000630462663252678,0.0006015556966610467,0.00020348278925804014,0.0031401804402716124,0.16300000000000012
0.0017222118913772274,0.0006285107025930274,0.0005917503943303731,0.0001975148717824179,0.0031399878600830455,0.16400000000000012
0.0017397954349052632,0.0006265181945485877,0.0005820616327147776,0.00019170773022286454,0.003140082992391493,0.16500000000000012
0.0017574293927624066,0.0006244861247042277,0.0005724894472487538,0.00018605765573220264,0.003140462620447591,0.16600000000000012
0.001775113238447524,0.0006224154686956107,0.0005630338124415774,0.00018056099639534537,0.0031411235159800577,0.16700000000000012
0.001792846447871327,0.0006203071921216209,0.0005536946443274463,0.00017521415784036963,0.003142062442160764,0.16800000000000012
0.0018106284993478106,0.000618162250464227,0.0005444718028530738,0.00017001360374331185,0.003143276156408423,0.16900000000000012
0.0018284588735857285,0.0006159815890155358,0.0005353650942035315,0.00016495585623274212,0.003144761413037538,0.17000000000000012
