x,interval_begins,interval_ends,mean,analytical
0.18,0.075,0.101,0.087932,0.08751160614410931
0.181,0.076,0.101,0.088054,0.08764621758612674
0.182,0.076,0.102,0.08816,0.08777835998663226
0.183,0.075,0.102,0.088258,0.0879080509668802
0.184,0.076,0.102,0.088406,0.08803530804635097
0.185,0.076,0.103,0.088501,0.08816014864328539
0.186,0.076,0.103,0.088675,0.08828259007521636
0.187,0.076,0.103,0.088845,0.08840264955949798
0.188,0.076,0.103,0.088985,0.08852034421383187
0.189,0.076,0.103,0.089087,0.0886356910567911
0.19,0.076,0.103,0.089206,0.0887487070083413
0.191,0.076,0.103,0.089309,0.08885940889035915
0.192,0.076,0.103,0.08945,0.08896781342714861
0.193,0.077,0.103,0.089539,0.08907393724595424
0.194,0.077,0.103,0.089595,0.08917779687747207
0.195,0.077,0.103,0.089696,0.08927940875635795
0.196,0.077,0.103,0.089786,0.08937878922173338
0.197,0.077,0.104,0.089923,0.08947595451768882
0.198,0.077,0.104,0.09005,0.08957092079378437
0.199,0.078,0.104,0.09013499999999999,0.08966370410554814
0.2,0.078,0.105,0.090268,0.08975432041497201
0.201,0.078,0.105,0.090382,0.08984278559100495
0.202,0.078,0.104,0.090447,0.08992911541004388
0.203,0.078,0.105,0.090504,0.09001332555642205
0.204,0.078,0.105,0.090518,0.09009543162289509
0.205,0.077,0.105,0.090587,0.09017544911112449
0.206,0.077,0.105,0.090671,0.09025339343215877
0.207,0.078,0.105,0.090741,0.0903292799069122
0.208,0.078,0.105,0.090825,0.09040312376664111
0.209,0.078,0.105,0.090856,0.09047494015341793
0.21,0.078,0.105,0.090952,0.0905447441206027
0.211,0.078,0.105,0.090988,0.09061255063331235
0.212,0.078,0.105,0.091089,0.0906783745688876
0.213,0.078,0.106,0.091147,0.09074223071735751
0.214,0.078,0.106,0.091258,0.0908041337819017
0.215,0.078,0.106,0.091294,0.09086409837931031
0.216,0.078,0.106,0.09139,0.0909221390404416
0.217,0.077,0.106,0.091436,0.0909782702106773
0.218,0.078,0.106,0.091557,0.09103250625037564
0.219,0.078,0.106,0.091597,0.09108486143532218
0.22,0.077,0.106,0.091676,0.0911353499571784
0.221,0.077,0.106,0.091685,0.0911839859239278
0.222,0.078,0.106,0.0917,0.09123078336032023
0.223,0.078,0.106,0.091705,0.09127575620831342
0.224,0.078,0.106,0.091701,0.09131891832751292
0.225,0.078,0.106,0.091757,0.0913602834956092
0.226,0.078,0.106,0.091782,0.09139986540881319
0.227,0.078,0.107,0.091799,0.09143767768228907
0.228,0.078,0.106,0.091867,0.09147373385058528
0.229,0.078,0.106,0.091902,0.09150804736806323
0.23,0.078,0.107,0.091886,0.09154063160932384
0.231,0.078,0.106,0.091934,0.09157149986963191
0.232,0.078,0.106,0.091964,0.09160066536533862
0.233,0.078,0.106,0.091957,0.09162814123430145
0.234,0.078,0.106,0.091897,0.09165394053630244
0.235,0.078,0.106,0.091978,0.09167807625346414
0.236,0.078,0.106,0.091994,0.09170056129066337
0.237,0.078,0.107,0.092011,0.0917214084759432
0.238,0.078,0.106,0.092052,0.09174063056092266
0.239,0.078,0.107,0.092128,0.09175824022120427
0.24,0.078,0.106,0.092169,0.09177425005677989
0.241,0.078,0.106,0.092144,0.09178867259243419
0.242,0.078,0.106,0.092157,0.09180152027814624
0.243,0.078,0.107,0.092186,0.09181280548948913
0.244,0.078,0.107,0.09218,0.09182254052802741
0.245,0.078,0.107,0.092194,0.0918307376217127
0.246,0.079,0.106,0.092151,0.09183740892527728
0.247,0.078,0.106,0.092126,0.09184256652062561
0.248,0.078,0.106,0.092142,0.09184622241722398
0.249,0.078,0.106,0.092182,0.0918483885524881
0.25,0.078,0.107,0.092151,0.09184907679216885
0.251,0.078,0.107,0.09213,0.091848298930736
0.252,0.078,0.107,0.092159,0.09184606669176011
0.253,0.078,0.107,0.092194,0.0918423917282924
0.254,0.077,0.107,0.092166,0.09183728562324261
0.255,0.078,0.107,0.092143,0.0918307598897553
0.256,0.078,0.107,0.092153,0.09182282597158394
0.257,0.078,0.107,0.09216099999999999,0.09181349524346312
0.258,0.078,0.107,0.092174,0.09180277901147921
0.259,0.078,0.107,0.092142,0.09179068851343863
0.26,0.078,0.107,0.092103,0.09177723491923485
0.261,0.078,0.107,0.092084,0.09176242933121304
0.262,0.078,0.107,0.092083,0.09174628278453313
0.263,0.078,0.107,0.09202199999999999,0.09172880624753103
0.264,0.078,0.107,0.09198,0.09171001062207801
0.265,0.078,0.107,0.09189,0.09168990674393818
0.266,0.078,0.107,0.091802,0.09166850538312425
0.267,0.077,0.107,0.091753,0.0916458172442515
0.268,0.078,0.107,0.091755,0.09162185296688993
0.269,0.077,0.107,0.091753,0.09159662312591463
0.27,0.077,0.107,0.091718,0.0915701382318544
0.271,0.077,0.107,0.091644,0.09154240873123866
0.272,0.076,0.107,0.091602,0.09151344500694236
0.273,0.077,0.107,0.091598,0.09148325737852961
0.274,0.076,0.106,0.091555,0.09145185610259499
0.275,0.076,0.106,0.091533,0.0914192513731037
0.276,0.076,0.107,0.091498,0.09138545332172959
0.277,0.076,0.107,0.091462,0.09135047201819166
0.278,0.077,0.107,0.091374,0.09131431747058878
0.279,0.077,0.107,0.091317,0.09127699962573282
0.28,0.076,0.107,0.091282,0.09123852836947997
0.281,0.076,0.107,0.091228,0.09119891352706043
0.282,0.076,0.107,0.091156,0.09115816486340655
0.283,0.076,0.107,0.091143,0.09111629208347902
0.284,0.076,0.107,0.091089,0.09107330483259175
0.285,0.076,0.106,0.091072,0.09102921269673486
0.286,0.076,0.106,0.091031,0.09098402520289606
0.287,0.076,0.106,0.09098,0.09093775181938063
0.288,0.076,0.106,0.090929,0.0908904019561294
0.289,0.076,0.106,0.090911,0.09084198496503543
0.29,0.076,0.106,0.090832,0.090792510140259
0.291,0.076,0.106,0.090771,0.09074198671854088
0.292,0.076,0.106,0.090717,0.09069042387951415
0.293,0.076,0.105,0.090608,0.09063783074601442
0.294,0.076,0.106,0.090574,0.09058421638438843
0.295,0.076,0.105,0.0905,0.09052958980480107
0.296,0.076,0.105,0.090488,0.09047395996154088
0.297,0.076,0.105,0.090376,0.09041733575332411
0.298,0.076,0.105,0.090321,0.09035972602359689
0.299,0.076,0.105,0.090281,0.09030113956083631
0.3,0.076,0.105,0.090249,0.09024158509884961
0.301,0.076,0.105,0.090169,0.09018107131707204
0.302,0.076,0.105,0.090104,0.09011960684086318
0.303,0.075,0.105,0.090041,0.09005720024180168
0.304,0.075,0.105,0.089985,0.08999386003797855
0.305,0.075,0.104,0.08988,0.08992959469428903
0.306,0.075,0.104,0.089836,0.0898644126227228
0.307,0.075,0.104,0.089777,0.08979832218265286
0.308,0.075,0.104,0.089724,0.08973133168112297
0.309,0.075,0.104,0.08962,0.0896634493731334
0.31,0.075,0.104,0.089579,0.08959468346192548
0.311,0.075,0.105,0.08952,0.08952504209926454
0.312,0.075,0.105,0.089421,0.08945453338572153
0.313,0.075,0.105,0.089374,0.0893831653709531
0.314,0.075,0.105,0.089296,0.08931094605398024
0.315,0.075,0.105,0.089252,0.08923788338346567
0.316,0.075,0.104,0.089138,0.08916398525798955
0.317,0.074,0.104,0.089046,0.08908925952632407
0.318,0.075,0.104,0.088965,0.08901371398770642
0.319,0.075,0.104,0.08892,0.0889373563921104
0.32,0.075,0.104,0.088832,0.08886019444051685
0.321,0.075,0.103,0.088737,0.08878223578518232
0.322,0.075,0.104,0.088657,0.08870348802990681
0.323,0.075,0.103,0.088602,0.08862395873029977
0.324,0.075,0.103,0.088537,0.08854365539404489
0.325,0.075,0.103,0.088431,0.08846258548116362
0.326,0.074,0.103,0.088333,0.08838075640427724
0.327,0.074,0.102,0.08825,0.08829817552886757
0.328,0.074,0.103,0.088191,0.08821485017353642
0.329,0.074,0.103,0.088152,0.0881307876102636
0.33,0.074,0.103,0.088092,0.08804599506466387
0.331,0.074,0.103,0.087981,0.08796047971624221
0.332,0.073,0.103,0.087891,0.0878742486986481
0.333,0.074,0.103,0.0878,0.0877873090999283
0.334,0.074,0.102,0.087711,0.0876996679627784
0.335,0.073,0.102,0.087589,0.08761133228479309
0.336,0.073,0.102,0.087502,0.08752230901871524
0.337,0.073,0.102,0.087403,0.0874326050726835
0.338,0.073,0.102,0.087267,0.08734222731047873
0.339,0.073,0.102,0.087225,0.08725118255176925
0.34,0.073,0.102,0.087124,0.08715947757235473
0.341,0.073,0.102,0.087061,0.08706711910440887
0.342,0.073,0.102,0.086998,0.08697411383672074
0.343,0.073,0.102,0.086948,0.08688046841493512
0.344,0.073,0.101,0.08687,0.08678618944179131
0.345,0.073,0.101,0.086772,0.08669128347736094
0.346,0.073,0.101,0.086691,0.08659575703928447
0.347,0.072,0.101,0.086583,0.08649961660300641
0.348,0.072,0.101,0.086475,0.0864028686020095
0.349,0.072,0.101,0.086422,0.08630551942804755
0.35,0.072,0.101,0.086349,0.08620757543137707
0.351,0.072,0.101,0.086186,0.08610904292098785
0.352,0.072,0.101,0.086075,0.08600992816483224
0.353,0.072,0.101,0.085968,0.08591023739005325
0.354,0.072,0.101,0.085865,0.08580997678321156
0.355,0.072,0.1,0.08572,0.08570915249051125
0.356,0.071,0.1,0.085607,0.08560777061802446
0.357,0.071,0.1,0.085444,0.08550583723191484
0.358,0.071,0.1,0.085326,0.0854033583586599
0.359,0.071,0.1,0.085193,0.08530033998527219
0.36,0.071,0.1,0.08508399999999999,0.08519678805951927
0.361,0.071,0.1,0.085006,0.08509270849014271
0.362,0.071,0.099,0.084907,0.08498810714707573
0.363,0.071,0.099,0.084778,0.08488298986166007
0.364,0.071,0.099,0.084738,0.08477736242686126
0.365,0.071,0.099,0.08462,0.08467123059748326
0.366,0.071,0.099,0.084525,0.08456460009038166
0.367,0.07,0.099,0.084394,0.08445747658467592
0.368,0.07,0.099,0.084323,0.08434986572196057
0.369,0.07,0.099,0.084214,0.08424177310651511
0.37,0.07,0.099,0.084118,0.08413320430551302
0.371,0.07,0.098,0.084033,0.0840241648492297
0.372,0.07,0.099,0.083962,0.08391466023124913
0.373,0.07,0.099,0.083828,0.08380469590866976
0.374,0.07,0.098,0.083702,0.08369427730230898
0.375,0.07,0.098,0.08358,0.08358340979690691
0.376,0.07,0.098,0.083501,0.08347209874132887
0.377,0.07,0.098,0.083384,0.0833603494487668
0.378,0.07,0.098,0.083283,0.08324816719693996
0.379,0.07,0.098,0.083182,0.08313555722829413
0.38,0.069,0.097,0.083038,0.08302252475020006
0.381,0.069,0.097,0.082868,0.08290907493515091
0.382,0.069,0.097,0.082768,0.08279521292095857
0.383,0.069,0.097,0.082633,0.08268094381094895
0.384,0.069,0.096,0.082508,0.0825662726741563
0.385,0.069,0.096,0.082399,0.08245120454551653
0.386,0.069,0.096,0.082291,0.0823357444260596
0.387,0.069,0.096,0.08219,0.08221989728310068
0.388,0.069,0.096,0.082079,0.08210366805043061
0.389,0.069,0.096,0.081945,0.08198706162850511
0.39,0.069,0.096,0.081853,0.08187008288463327
0.391,0.069,0.095,0.081718,0.08175273665316474
0.392,0.068,0.095,0.081605,0.08163502773567632
0.393,0.068,0.096,0.081484,0.08151696090115729
0.394,0.068,0.095,0.081361,0.08139854088619387
0.395,0.068,0.095,0.081237,0.08127977239515281
0.396,0.068,0.095,0.081134,0.08116066010036384
0.397,0.068,0.095,0.08103199999999999,0.08104120864230133
0.398,0.068,0.095,0.080901,0.08092142262976502
0.399,0.067,0.095,0.080761,0.08080130664005963
0.4,0.067,0.095,0.080675,0.08068086521917375
0.401,0.067,0.094,0.080565,0.08056010288195761
0.402,0.067,0.094,0.080447,0.0804390241123001
0.403,0.067,0.094,0.080313,0.0803176333633047
0.404,0.067,0.094,0.080224,0.08019593505746468
0.405,0.067,0.094,0.080077,0.08007393358683719
0.406,0.067,0.094,0.079963,0.07995163331321657
0.407,0.067,0.094,0.079823,0.07982903856830677
0.408,0.067,0.094,0.079652,0.07970615365389276
0.409,0.066,0.094,0.079507,0.07958298284201112
0.41,0.067,0.093,0.079389,0.07945953037511982
0.411,0.067,0.093,0.079285,0.07933580046626693
0.412,0.066,0.093,0.0792,0.07921179729925854
0.413,0.066,0.093,0.079061,0.07908752502882593
0.414,0.066,0.093,0.078961,0.0789629877807916
0.415,0.066,0.093,0.078833,0.07883818965223471
0.416,0.066,0.092,0.078718,0.07871313471165547
0.417,0.066,0.092,0.078617,0.07858782699913866
0.418,0.066,0.092,0.078508,0.07846227052651654
0.419,0.066,0.092,0.078364,0.07833646927753053
0.42,0.066,0.092,0.078301,0.07821042720799243
0.421,0.065,0.092,0.078173,0.07808414824594445
0.422,0.065,0.092,0.078086,0.07795763629181872
0.423,0.065,0.092,0.077973,0.07783089521859571
0.424,0.065,0.092,0.077814,0.07770392887196194
0.425,0.064,0.091,0.077683,0.07757674107046686
0.426,0.064,0.091,0.077575,0.07744933560567896
0.427,0.065,0.091,0.077432,0.07732171624234087
0.428,0.065,0.091,0.07735,0.07719388671852384
0.429,0.065,0.091,0.077218,0.07706585074578141
0.43,0.064,0.091,0.077101,0.07693761200930213
0.431,0.064,0.091,0.077003,0.0768091741680615
0.432,0.064,0.091,0.076908,0.07668054085497336
0.433,0.064,0.091,0.07682,0.07655171567704012
0.434,0.063,0.091,0.076653,0.07642270221550251
0.435,0.063,0.09,0.076532,0.07629350402598829
0.436,0.063,0.09,0.076398,0.07616412463866043
0.437,0.063,0.09,0.07625,0.07603456755836421
0.438,0.063,0.09,0.076118,0.075904836264774
0.439,0.063,0.09,0.075993,0.07577493421253871
0.44,0.063,0.09,0.075874,0.07564486483142686
0.441,0.063,0.09,0.075725,0.07551463152647085
0.442,0.062,0.089,0.075585,0.07538423767811031
0.443,0.062,0.089,0.07551,0.07525368664233484
0.444,0.062,0.089,0.075348,0.07512298175082592
0.445,0.062,0.089,0.075238,0.07499212631109814
0.446,0.062,0.089,0.075101,0.07486112360663956
0.447,0.062,0.089,0.075005,0.07472997689705158
0.448,0.062,0.089,0.07491,0.0745986894181877
0.449,0.062,0.089,0.074773,0.07446726438229198
0.45,0.061,0.088,0.07463,0.07433570497813637
0.451,0.061,0.088,0.074494,0.07420401437115755
0.452,0.061,0.088,0.074362,0.07407219570359307
0.453,0.061,0.088,0.074263,0.07394025209461662
0.454,0.061,0.088,0.074132,0.07380818664047263
0.455,0.061,0.088,0.07398,0.07367600241461032
0.456,0.061,0.088,0.073836,0.07354370246781676
0.457,0.061,0.088,0.073698,0.0734112898283495
0.458,0.061,0.088,0.073566,0.07327876750206833
0.459,0.061,0.087,0.073413,0.07314613847256633
0.46,0.061,0.087,0.073327,0.07301340570130041
0.461,0.06,0.087,0.073197,0.072880572127721
0.462,0.06,0.087,0.073088,0.07274764066940102
0.463,0.06,0.087,0.072943,0.07261461422216436
0.464,0.06,0.087,0.072782,0.07248149566021343
0.465,0.06,0.086,0.07265,0.07234828783625631
0.466,0.059,0.086,0.072507,0.07221499358163294
0.467,0.059,0.086,0.072363,0.07208161570644088
0.468,0.059,0.086,0.072197,0.07194815699966028
0.469,0.059,0.085,0.072036,0.07181462022927823
0.47,0.059,0.085,0.071885,0.07168100814241234
0.471,0.059,0.085,0.071718,0.0715473234654339
0.472,0.059,0.085,0.071618,0.07141356890409017
0.473,0.059,0.085,0.071525,0.07127974714362612
0.474,0.058,0.085,0.071405,0.07114586084890545
0.475,0.058,0.084,0.071272,0.07101191266453112
0.476,0.058,0.084,0.071115,0.070877905214965
0.477,0.058,0.084,0.070983,0.07074384110464714
0.478,0.058,0.084,0.07081900000000001,0.07060972291811424
0.479,0.058,0.084,0.07071,0.0704755532201175
0.48,0.057,0.084,0.070556,0.07034133455574
0.481,0.058,0.084,0.070419,0.07020706945051322
0.482,0.057,0.084,0.070303,0.07007276041053306
0.483,0.057,0.084,0.070176,0.06993840992257533
0.484,0.057,0.083,0.070066,0.06980402045421041
0.485,0.057,0.083,0.069951,0.0696695944539176
0.486,0.057,0.083,0.069806,0.06953513435119844
0.487,0.057,0.083,0.069701,0.06940064255668989
0.488,0.057,0.083,0.069559,0.06926612146227655
0.489,0.057,0.082,0.069415,0.0691315734412025
0.49,0.057,0.082,0.069277,0.06899700084818243
0.491,0.056,0.082,0.069109,0.06886240601951216
0.492,0.056,0.082,0.068975,0.06872779127317868
0.493,0.056,0.082,0.06886,0.06859315890896954
0.494,0.056,0.082,0.068691,0.06845851120858164
0.495,0.056,0.082,0.068554,0.06832385043572937
0.496,0.056,0.082,0.068448,0.06818917883625247
0.497,0.056,0.081,0.068278,0.06805449863822281
0.498,0.056,0.081,0.068143,0.06791981205205118
0.499,0.056,0.081,0.067978,0.06778512127059297
0.5,0.056,0.08,0.067816,0.06765042846925369
0.501,0.056,0.081,0.067713,0.06751573580609373
0.502,0.055,0.081,0.067555,0.06738104542193254
0.503,0.055,0.081,0.067437,0.06724635944045237
0.504,0.055,0.08,0.06728,0.0671116799683014
0.505,0.055,0.08,0.067169,0.06697700909519619
0.506,0.055,0.08,0.067053,0.06684234889402384
0.507,0.055,0.08,0.06691,0.0667077014209434
0.508,0.055,0.079,0.066761,0.06657306871548677
0.509,0.055,0.079,0.06662,0.06643845280065917
0.51,0.055,0.079,0.066501,0.06630385568303887
0.511,0.055,0.079,0.066397,0.0661692793528766
0.512,0.055,0.079,0.066237,0.06603472578419427
0.513,0.054,0.079,0.06614300000000001,0.06590019693488319
0.514,0.054,0.079,0.066014,0.06576569474680191
0.515,0.054,0.079,0.065884,0.06563122114587323
0.516,0.054,0.079,0.065717,0.06549677804218101
0.517,0.054,0.078,0.065591,0.06536236733006628
0.518,0.054,0.078,0.065471,0.06522799088822283
0.519,0.054,0.078,0.06533,0.06509365057979233
0.52,0.054,0.078,0.06524100000000001,0.06495934825245905
0.521,0.053,0.078,0.065082,0.06482508573854376
0.522,0.053,0.078,0.064935,0.06469086485509745
0.523,0.053,0.077,0.06484,0.0645566874039944
0.524,0.053,0.077,0.064684,0.06442255517202465
0.525,0.053,0.077,0.064548,0.06428846993098626
0.526,0.053,0.077,0.06438,0.06415443343777673
0.527,0.053,0.077,0.064272,0.06402044743448412
0.528,0.053,0.076,0.06418,0.06388651364847776
0.529,0.052,0.077,0.064033,0.06375263379249822
0.53,0.052,0.077,0.063908,0.06361880956474693
0.531,0.052,0.077,0.063776,0.06348504264897543
0.532,0.052,0.077,0.063639,0.0633513347145739
0.533,0.052,0.077,0.063505,0.06321768741665941
