x,interval_begins,interval_ends,mean,analytical
0.001,0.001,0.001,0.001,0.0009960043974778377
0.002,0.002,0.002,0.001986,0.0019840495463270312
0.003,0.003,0.003,0.0029720000000000002,0.0029641831893226344
0.004,0.004,0.004,0.003952,0.003936452814466377
0.005,0.005,0.005,0.004922,0.004900905656262323
0.006,0.004,0.006,0.00588,0.005857588696986392
0.007,0.005,0.007,0.006838,0.006806548667949763
0.008,0.006,0.008,0.0078000000000000005,0.00774783205075622
0.009,0.007,0.009,0.008737,0.008681485078553422
0.01,0.008,0.01,0.009656,0.009607553737278169
0.011,0.009,0.011,0.010562,0.010526083766895657
0.012,0.01,0.012,0.011479,0.01143712066263279
0.013,0.011,0.013,0.01239,0.012340709676205524
0.014,0.012,0.014,0.013294,0.013236895817040323
0.015,0.012,0.015,0.014157999999999999,0.014125723853489727
0.016,0.012,0.016,0.015051,0.015007238314042054
0.017,0.013,0.017,0.015943,0.015881483488525285
0.018,0.014,0.018,0.016812999999999998,0.016748503429305145
0.019,0.015,0.019,0.017652,0.017608341952477426
0.02,0.016,0.02,0.018543999999999998,0.018461042639054518
0.021,0.017,0.021,0.019383,0.01930664883614627
0.022,0.017,0.022,0.020224,0.020145203658135137
0.023,0.017,0.023,0.02103,0.020976749987845662
0.024,0.018,0.024,0.021869,0.02180133047770832
0.025,0.019,0.025,0.022678,0.02261898755091775
0.026,0.02,0.026,0.02349,0.023429763402585378
0.027,0.021,0.027,0.024307,0.024233700000886538
0.028,0.022,0.028,0.02511,0.025030839088201997
0.029,0.022,0.029,0.025919,0.025821222182253994
0.03,0.022,0.03,0.026692,0.0266048905772368
0.031,0.023,0.031,0.027468,0.02738188534494183
0.032,0.024,0.032,0.028227,0.028152247335877303
0.033,0.024,0.033,0.029003,0.02891601718038249
0.034,0.025,0.034,0.029767000000000002,0.029673235289736644
0.035,0.026,0.035,0.030531,0.030423941857262462
0.036,0.026,0.036,0.031287,0.031168176859424336
0.037,0.027,0.037,0.032029,0.031905980056921246
0.038,0.028,0.038,0.032783,0.03263739099577432
0.039,0.028,0.037,0.033522,0.03336244900840925
0.04,0.029,0.038,0.034292,0.03408119321473339
0.041,0.03,0.039,0.03501,0.034793662523207675
0.042,0.03,0.04,0.035743,0.03549989563191337
0.043,0.031,0.041,0.036444,0.036199931029613656
0.044,0.032,0.042,0.0371,0.036893806996810045
0.045,0.032,0.043,0.037811,0.03758156160679379
0.046,0.033,0.044,0.038513,0.03826323272669206
0.047,0.033,0.045,0.039207,0.03893885801850918
0.048,0.034,0.046,0.039903,0.03960847494016276
0.049,0.035,0.047,0.04059,0.04027212074651488
0.05,0.035,0.047,0.041284,0.0409298324903982
0.051,0.036,0.047,0.041929,0.04158164702363716
0.052,0.036,0.048,0.042585,0.04222760099806423
0.053,0.037,0.049,0.043238,0.04286773086653123
