x,interval_begins,interval_ends,mean,analytical
0.001,0.0,0.0,0.0,8.376017513601439e-09
0.002,0.0,0.0,0.0,6.640192247107528e-08
0.003,0.0,0.0,0.0,2.220789844975102e-07
0.004,0.0,0.0,0.0,5.216469207317379e-07
0.005,0.0,0.0,0.0,1.0096238599182636e-06
0.006,0.0,0.0,0.0,1.7288455840336563e-06
0.007,0.0,0.0,0.0,2.7205040588454157e-06
0.008,0.0,0.0,0.0,4.024185264637826e-06
0.009,0.0,0.0,0.0,5.677906338176614e-06
0.01,0.0,0.0,0.0,7.718152036825639e-06
0.011,0.0,0.0,0.0,1.0179910535570455e-05
0.012,0.0,0.0,0.0,1.3096708567548312e-05
0.013,0.0,0.0,0.0,1.6500645918531533e-05
0.014,0.0,0.0,0.0,2.042242928565964e-05
0.015,0.0,0.0,0.0,2.4891405510565254e-05
0.016,0.0,0.0,0.0,2.9935594196893617e-05
0.017,0.0,0.0,0.0,3.558171972207061e-05
0.018,0.0,0.0,0.0,4.185524265302626e-05
0.019,0.0,0.0,0.0,4.878039057544819e-05
0.02,0.0,0.0,0.0,5.638018834598903e-05
0.021,0.0,0.0,0.0,6.467648777672701e-05
0.022,0.0,0.0,0.0,7.36899967610305e-05
0.023,0.0,0.0,0.0,8.344030784985355e-05
0.024,0.0,0.0,0.0,9.394592628735339e-05
0.025,0.0,0.0,0.0,0.00010522429751458841
0.026,0.0,0.0,0.0,0.00011729183414993421
0.027,0.0,0.0,0.0,0.00013016394245471925
0.028,0.0,0.0,0.0,0.00014385504829246342
0.029,0.0,0.0,0.0,0.00015837862258998026
0.03,0.0,0.0,0.0,0.00017374720630847364
0.031,0.0,0.0,0.0,0.0001899724349326542
0.032,0.0,0.0,0.0,0.00020706506248576397
0.033,0.0,0.0,0.0,0.00022503498507830185
0.034,0.0,0.0,0.0,0.0002438912639981086
0.035,0.0,0.0,0.0,0.00026364214834937507
0.036,0.0,0.0,0.0,0.0002842950972479996
0.037,0.0,0.0,0.0,0.00030585680158064693
0.038,0.0,0.0,0.0,0.0003283332053347147
0.039,0.0,0.0,0.0,0.00035172952650633035
0.04,0.0,0.0,0.0002702702702702703,0.00037605027759339093
0.041,0.0,0.0,0.0002631578947368421,0.0004012992856805432
0.042,0.0,0.0,0.0005095748133722817,0.00042747971212291655
0.043,0.0,0.0,0.0004969135802469135,0.0004545940718352994
0.044,0.0,0.0,0.00048486629444607703,0.00048264425219337313
0.045,0.0,0.011764705882352941,0.0007172917947666871,0.0005116315315534894
0.046,0.0,0.011494252873563218,0.0007005384351013861,0.0005415565973974098
0.047,0.0,0.011235955056179775,0.0006845499679312065,0.0005724195641083168
0.048,0.0,0.011111111111111112,0.0006717171717171718,0.000604219990384295
0.049,0.0,0.010869565217391304,0.0006570048309178744,0.0006369568962954243
0.05,0.0,0.010638297872340425,0.0006429232192414431,0.0006706287799904952
0.051,0.0,0.010416666666666666,0.0006294326241134752,0.0007052336340593045
0.052,0.0,0.01020408163265306,0.0006164965986394557,0.0007407689615563585
0.053,0.0,0.01,0.0006040816326530613,0.0007772317916917593
0.054,0.0,0.00980392156862745,0.000594098233352747,0.000814618695194945
0.055,0.0,0.009615384615384616,0.0007730370714379852,0.0008529257993568654
0.056,0.0,0.009433962264150943,0.000758379015917369,0.0008921488027561017
0.057,0.0,0.009259259259259259,0.000746029914283333,0.0009322829896743509
