empirical_min_dist,estimated_true_dist,best_x,min_error,experiment,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
907.0,1268.6973705140897,1.268166261278539,0.0045232837949079185,19,0.53,0.48,0.45,1300
932.0,1464.353247079356,1.4780332343526796,0.0018893759212679471,19,0.53,0.48,0.45,1400
942.0,1498.6344577036045,1.5002744535051338,0.0015384882722446177,19,0.53,0.48,0.45,1500
100.0,99.5736555869161,0.11434763562844674,0.013121917417256771,20,0.53,0.48,0.45,100
200.0,199.96365182482353,0.20512208096244144,0.021944774112857,20,0.53,0.48,0.45,200
300.0,291.9485614501689,0.2677826905307702,0.04862095461326137,20,0.53,0.48,0.45,300
400.0,402.8078742029018,0.40710564891634676,0.01454571624421363,20,0.53,0.48,0.45,400
499.0,515.846126360653,0.5336602523135182,0.02561992392591574,20,0.53,0.48,0.45,500
597.0,606.6857892471148,0.6095437316373664,0.014261725906632614,20,0.53,0.48,0.45,600
679.0,701.2187120565089,0.6923226615354183,0.009024345599579897,20,0.53,0.48,0.45,700
748.0,823.2515651225308,0.8283790176049086,0.007752991883291153,20,0.53,0.48,0.45,800
796.0,911.1699486531714,0.9096809317464016,0.007692691208159447,20,0.53,0.48,0.45,900
834.0,992.5369150733604,0.9898236445908948,0.0035198306043602323,20,0.53,0.48,0.45,1000
872.0,1129.786626598915,1.1372946026038218,0.0033360711790720427,20,0.53,0.48,0.45,1100
895.0,1249.1074646203679,1.2642009194592871,0.0022382372117361144,20,0.53,0.48,0.45,1200
912.0,1380.5397505112112,1.4072736106921973,0.0026221200968239576,20,0.53,0.48,0.45,1300
933.0,1466.1300933050024,1.4782949035283646,0.0005873902776544155,20,0.53,0.48,0.45,1400
936.0,1480.6961661453904,1.480787148244587,0.0016172400268941157,20,0.53,0.48,0.45,1500
100.0,100.40077590132971,0.08304139943882352,0.008257106614624027,21,0.53,0.48,0.45,100
200.0,203.1431617182414,0.1898727067869832,0.028828224797765114,21,0.53,0.48,0.45,200
300.0,297.91324130922845,0.2779186541968529,0.03189833767564097,21,0.53,0.48,0.45,300
398.0,392.93484199506935,0.3322853554892051,0.03596440572893035,21,0.53,0.48,0.45,400
498.0,498.7739609260099,0.4838562437977649,0.014180991647662955,21,0.53,0.48,0.45,500
590.0,592.5985167709771,0.5768962619609068,0.020861394003998487,21,0.53,0.48,0.45,600
676.0,688.6717465494908,0.687874505809027,0.017393708512478425,21,0.53,0.48,0.45,700
738.0,787.9875104850375,0.7862393499048177,0.012271849034464998,21,0.53,0.48,0.45,800
790.0,915.5473646954144,0.9214672228598453,0.009375330490021243,21,0.53,0.48,0.45,900
842.0,1014.9866490906805,1.0089634067112194,0.002692896033557025,21,0.53,0.48,0.45,1000
877.0,1116.7354036948798,1.1143505966661285,0.005005368711241968,21,0.53,0.48,0.45,1100
895.0,1223.8395053330926,1.229565835063084,0.004941577232301008,21,0.53,0.48,0.45,1200
920.0,1349.4832788395304,1.3558019154682168,0.00315629688800565,21,0.53,0.48,0.45,1300
933.0,1336.4983328647074,1.314760651213691,0.001938635743656755,21,0.53,0.48,0.45,1400
954.0,1514.426180124085,1.5002744535051338,0.0036569577439787633,21,0.53,0.48,0.45,1500
100.0,98.2256023952189,0.13588853731954617,0.0383026956045668,22,0.53,0.48,0.45,100
200.0,197.3772275528269,0.1879468062357263,0.02305295027157618,22,0.53,0.48,0.45,200
300.0,297.70122764985337,0.26045446685491813,0.020075595164683196,22,0.53,0.48,0.45,300
400.0,402.9966566944727,0.3890008897055692,0.03337013138752577,22,0.53,0.48,0.45,400
499.0,499.60588723031816,0.48770107228677484,0.013413428792192785,22,0.53,0.48,0.45,500
594.0,607.6799564931536,0.6098079338059135,0.011788332677741748,22,0.53,0.48,0.45,600
666.0,698.0869922335381,0.7088638758368988,0.013004944213162851,22,0.53,0.48,0.45,700
731.0,795.2221289969692,0.8035748983782665,0.00924421982497156,22,0.53,0.48,0.45,800
788.0,895.2477806617007,0.895049015879918,0.004480585460296968,22,0.53,0.48,0.45,900
830.0,974.9702274588117,0.9724082173615587,0.003951252919911893,22,0.53,0.48,0.45,1000
863.0,1072.2509362315168,1.0682364687166384,0.0015817203742623136,22,0.53,0.48,0.45,1100
889.0,1173.6517490546462,1.168718246110021,0.0013229639172791772,22,0.53,0.48,0.45,1200
907.0,1221.9628982451325,1.202875882001085,0.003395247777039971,22,0.53,0.48,0.45,1300
926.0,1298.074114020059,1.2739081155768024,0.002370622585569436,22,0.53,0.48,0.45,1400
941.0,1431.4289952567071,1.416261495343457,0.0022040048206011316,22,0.53,0.48,0.45,1500
100.0,100.40077590132971,0.08304139943882352,0.008257106614624027,23,0.53,0.48,0.45,100
200.0,202.07747654924066,0.21642291848732517,0.02265790814878244,23,0.53,0.48,0.45,200
300.0,305.2402811078751,0.31953237483825153,0.051440922406276776,23,0.53,0.48,0.45,300
400.0,410.092614318269,0.42788076078710785,0.03063814414284876,23,0.53,0.48,0.45,400
500.0,508.3879278102832,0.5029011563484105,0.02328027336154599,23,0.53,0.48,0.45,500
592.0,602.528093533962,0.5851720039286994,0.015913663203203608,23,0.53,0.48,0.45,600
675.0,687.5828338346354,0.660456757819624,0.022751306114361255,23,0.53,0.48,0.45,700
743.0,794.8173886973271,0.7810508375337026,0.013172264223604027,23,0.53,0.48,0.45,800
802.0,867.3290530572476,0.8332815925949477,0.010987890778655474,23,0.53,0.48,0.45,900
831.0,939.9601807972804,0.9072668794185361,0.007262468476002229,23,0.53,0.48,0.45,1000
867.0,1162.2923627022985,1.1901595351035588,0.003944035319239469,23,0.53,0.48,0.45,1100
893.0,1308.6187787731383,1.3481247100773925,0.002525643305012231,23,0.53,0.48,0.45,1200
904.0,1325.6157958632898,1.3513361045062504,0.0014051209419649953,23,0.53,0.48,0.45,1300
920.0,1446.2105917939407,1.4749288864047836,0.0027401350793961566,23,0.53,0.48,0.45,1400
936.0,1487.5802520092682,1.5002744535051338,0.001388511838784467,23,0.53,0.48,0.45,1500
100.0,100.59968767007202,0.1250169319546924,0.03240556775667519,24,0.53,0.48,0.45,100
200.0,197.44133180863668,0.2419535971190379,0.03512414637007983,24,0.53,0.48,0.45,200
298.0,290.04152638673753,0.29524292809881136,0.03701266259736722,24,0.53,0.48,0.45,300
398.0,389.09727966021524,0.386217681200559,0.035022420202482064,24,0.53,0.48,0.45,400
496.0,486.3258358783555,0.4954829288283546,0.018045625016098788,24,0.53,0.48,0.45,500
584.0,582.3080505946597,0.5945390528321626,0.015390112371516608,24,0.53,0.48,0.45,600
665.0,680.0771252308102,0.6734869411561588,0.015151135727328542,24,0.53,0.48,0.45,700
734.0,777.2839553284346,0.7547550126545666,0.011864622639090917,24,0.53,0.48,0.45,800
789.0,877.0227038204479,0.8615468813726919,0.006158920038828281,24,0.53,0.48,0.45,900
828.0,944.3561297800034,0.9186997182222683,0.007572568632242597,24,0.53,0.48,0.45,1000
860.0,997.5153233114618,0.9543438690233204,0.00745354295243435,24,0.53,0.48,0.45,1100
885.0,1079.6840244436496,1.0387100317019282,0.005839461890599941,24,0.53,0.48,0.45,1200
908.0,1203.044085983768,1.1749645514433111,0.0031578510684548053,24,0.53,0.48,0.45,1300
931.0,1307.9623240335482,1.2758913388578337,0.005404465411041368,24,0.53,0.48,0.45,1400
941.0,1320.9352308220864,1.2782349079060535,0.002332035440447988,24,0.53,0.48,0.45,1500
100.0,100.67674997749259,0.08032360822773452,0.018036953983472874,25,0.53,0.48,0.45,100
200.0,202.67011803386916,0.20010357508780766,0.02643792549282165,25,0.53,0.48,0.45,200
300.0,305.9245393667988,0.2976095900575012,0.034808401742587695,25,0.53,0.48,0.45,300
400.0,412.6848595533461,0.4163847176166429,0.03748032324920618,25,0.53,0.48,0.45,400
495.0,512.6411876278681,0.5280293541156347,0.02671138254432221,25,0.53,0.48,0.45,500
590.0,603.5999905847889,0.5943644415198529,0.013729724034263563,25,0.53,0.48,0.45,600
671.0,715.7966010013272,0.7275831749083528,0.014047886594740697,25,0.53,0.48,0.45,700
745.0,822.0254555605429,0.836547886890842,0.007446138727656624,25,0.53,0.48,0.45,800
795.0,910.3360013060613,0.9201807791099212,0.004718402780874498,25,0.53,0.48,0.45,900
832.0,1034.4992405347211,1.0592384555354963,0.0026913540143328916,25,0.53,0.48,0.45,1000
860.0,1151.4275504303928,1.187866185392086,0.007000765774043598,25,0.53,0.48,0.45,1100
884.0,1185.7161851921592,1.195138655692437,0.002009661841494859,25,0.53,0.48,0.45,1200
898.0,1283.2033077732738,1.304583140958161,0.0009449358405016899,25,0.53,0.48,0.45,1300
920.0,1392.8029747038463,1.4094707066749037,0.0004496278677595582,25,0.53,0.48,0.45,1400
934.0,1415.7229845985255,1.4136388565598899,0.0011716897427237988,25,0.53,0.48,0.45,1500
100.0,100.5603192749976,0.11298378416730215,0.01590145772481658,26,0.53,0.48,0.45,100
200.0,201.25063810752198,0.2152960670539893,0.020969880742316645,26,0.53,0.48,0.45,200
300.0,293.5464491205635,0.25931786890556874,0.02580369338146702,26,0.53,0.48,0.45,300
400.0,388.4470374754915,0.35730274170183784,0.025707860175382746,26,0.53,0.48,0.45,400
497.0,472.5765504070269,0.4259649053077485,0.042741747334282626,26,0.53,0.48,0.45,500
592.0,575.9007634733475,0.5453969125980669,0.02657837276064479,26,0.53,0.48,0.45,600
667.0,663.1576700406757,0.6414748397001617,0.01591208670839854,26,0.53,0.48,0.45,700
730.0,766.7162098670995,0.7649880284928177,0.008373749123915551,26,0.53,0.48,0.45,800
776.0,848.5807703906061,0.8444947114757095,0.005678395373326522,26,0.53,0.48,0.45,900
818.0,971.6805551839925,0.9844306825268774,0.00437417094202938,26,0.53,0.48,0.45,1000
858.0,1097.3905076564167,1.1100454844843446,0.003654355262615783,26,0.53,0.48,0.45,1100
880.0,1184.2729830116884,1.1949694958212873,0.005332596513617038,26,0.53,0.48,0.45,1200
896.0,1255.5993246082749,1.2654854772308304,0.004306553660565163,26,0.53,0.48,0.45,1300
922.0,1354.5055882574857,1.356626569840072,0.0024486665838375716,26,0.53,0.48,0.45,1400
934.0,1469.7776242729958,1.4789292530451756,0.001646194529536403,26,0.53,0.48,0.45,1500
100.0,100.40835085725186,0.08311893104643381,0.02430324012914614,27,0.53,0.48,0.45,100
200.0,203.81645370745164,0.19340457987798026,0.04568388370909272,27,0.53,0.48,0.45,200
300.0,301.1103561259024,0.27293953360797424,0.03711005263012933,27,0.53,0.48,0.45,300
400.0,388.0483607320412,0.33399457502061375,0.055650727346246674,27,0.53,0.48,0.45,400
500.0,477.81325731727213,0.44064938077612437,0.04393151899297626,27,0.53,0.48,0.45,500
598.0,578.7806891023555,0.5428198676860203,0.03175808174369381,27,0.53,0.48,0.45,600
675.0,660.6050600505748,0.6084031294255235,0.02357308131212656,27,0.53,0.48,0.45,700
747.0,767.5014534632542,0.7267184159633677,0.014684408502439355,27,0.53,0.48,0.45,800
790.0,861.1253629959716,0.8235245591545537,0.005325313370008064,27,0.53,0.48,0.45,900
835.0,929.5469485333092,0.885281052024673,0.012792323032166547,27,0.53,0.48,0.45,1000
867.0,1048.7739783340874,1.0171524625048074,0.0025065994879735825,27,0.53,0.48,0.45,1100
886.0,1108.8484111217442,1.076788224308825,0.0036081374167871876,27,0.53,0.48,0.45,1200
906.0,1195.2366404307895,1.1732518077479204,0.0018052396921992638,27,0.53,0.48,0.45,1300
917.0,1262.241633249293,1.237346748615473,0.0020442161151847924,27,0.53,0.48,0.45,1400
935.0,1376.811256424758,1.3608013825975873,0.0013620111443145176,27,0.53,0.48,0.45,1500
100.0,99.0966327544432,0.09779944183032954,0.039553660881874675,28,0.53,0.48,0.45,100
200.0,199.343661159151,0.2249986927713401,0.05724640657208909,28,0.53,0.48,0.45,200
296.0,295.7996354519182,0.3145638267413196,0.02811058959177805,28,0.53,0.48,0.45,300
396.0,394.45027187774,0.4019174187536754,0.021676140451774836,28,0.53,0.48,0.45,400
496.0,498.87299493549915,0.5378970545648314,0.014798535768779477,28,0.53,0.48,0.45,500
589.0,596.671295077974,0.6249311401575528,0.013946099454692456,28,0.53,0.48,0.45,600
670.0,708.0541412527665,0.7449960657032604,0.008120444358996306,28,0.53,0.48,0.45,700
734.0,817.4497745179609,0.8531267106298208,0.005530900992809289,28,0.53,0.48,0.45,800
783.0,883.5049459457964,0.8917841257431103,0.008681728919419244,28,0.53,0.48,0.45,900
820.0,947.4002658180043,0.9413929793763867,0.008203209919676314,28,0.53,0.48,0.45,1000
853.0,1021.9315614725151,1.010573354260139,0.00655355438789848,28,0.53,0.48,0.45,1100
881.0,1053.8959307218042,1.004822073511536,0.0058853609474987046,28,0.53,0.48,0.45,1200
909.0,1155.2661714246135,1.1042600186568001,0.0024452135597027125,28,0.53,0.48,0.45,1300
930.0,1279.881775054138,1.2408257592467358,0.0030366081606430953,28,0.53,0.48,0.45,1400
941.0,1390.5732290494382,1.3633551900533756,0.00343526346853223,28,0.53,0.48,0.45,1500
100.0,100.40077590132971,0.08304139943882352,0.008257106614624027,29,0.53,0.48,0.45,100
200.0,196.2244246236886,0.1469425457030143,0.04716161843053732,29,0.53,0.48,0.45,200
300.0,293.5464491205635,0.25931786890556874,0.03500884075238178,29,0.53,0.48,0.45,300
400.0,386.53385127834724,0.34562156290904544,0.04695514880108103,29,0.53,0.48,0.45,400
497.0,487.70442526275974,0.46471524271353987,0.020841725379597192,29,0.53,0.48,0.45,500
591.0,595.199739963487,0.600037629685524,0.015932803055991446,29,0.53,0.48,0.45,600
679.0,722.4102393657904,0.7431115190137332,0.012072643717193358,29,0.53,0.48,0.45,700
737.0,788.7442999123263,0.779141539098706,0.0058057543910440945,29,0.53,0.48,0.45,800
793.0,933.7964138791164,0.9614900346975885,0.0061006162360670736,29,0.53,0.48,0.45,900
838.0,1003.6766356268791,1.0060590550693183,0.0035026753621599845,29,0.53,0.48,0.45,1000
872.0,1116.7599974290144,1.1143841708670361,0.004213323186578514,29,0.53,0.48,0.45,1100
906.0,1294.7661579187047,1.3067505018072667,0.001261415837808569,29,0.53,0.48,0.45,1200
927.0,1328.0969728905986,1.3131254941909727,0.0012353916211826539,29,0.53,0.48,0.45,1300
945.0,1435.078215960491,1.417028221269853,0.0013876469832259368,29,0.53,0.48,0.45,1400
954.0,1516.0053523661331,1.5002744535051338,0.002615155874759145,29,0.53,0.48,0.45,1500
100.0,100.83109051745834,0.12157327309337698,0.021033696954086408,30,0.53,0.48,0.45,100
200.0,194.12851406160863,0.16071049762634862,0.04297709598929938,30,0.53,0.48,0.45,200
300.0,295.76198156128703,0.2918731665509995,0.02395183335268071,30,0.53,0.48,0.45,300
398.0,400.17548678826944,0.41857508189549236,0.03601330097477057,30,0.53,0.48,0.45,400
498.0,510.71028613435783,0.5525690268225161,0.04154150897447856,30,0.53,0.48,0.45,500
590.0,613.8803409088566,0.6478768961317549,0.015385896797117438,30,0.53,0.48,0.45,600
678.0,766.7435553849493,0.8190144259798471,0.029601082590894244,30,0.53,0.48,0.45,700
749.0,853.5370094257906,0.883158266343437,0.01682860682709281,30,0.53,0.48,0.45,800
794.0,952.2888483283565,0.9793269849782433,0.011176787756654696,30,0.53,0.48,0.45,900
829.0,1046.0699051682966,1.0793796308774126,0.0068172061415390705,30,0.53,0.48,0.45,1000
868.0,1123.7819239628977,1.1360183803060724,0.0020864743031453084,30,0.53,0.48,0.45,1100
893.0,1222.2666877494669,1.2292680432065808,0.002111106497298115,30,0.53,0.48,0.45,1200
920.0,1316.4235198778806,1.310916724415075,0.001244547568232399,30,0.53,0.48,0.45,1300
935.0,1341.461339911216,1.3156372870042845,0.0008713536928165668,30,0.53,0.48,0.45,1400
948.0,1440.308730300743,1.4178810689535664,0.00043926343982178746,30,0.53,0.48,0.45,1500
100.0,100.40835085725186,0.08311893104643381,0.02430324012914614,31,0.53,0.48,0.45,100
200.0,195.45304465553133,0.15525054203100408,0.0393750143485445,31,0.53,0.48,0.45,200
300.0,298.82457039139666,0.28369916416879715,0.020306155566576143,31,0.53,0.48,0.45,300
400.0,402.38724244921485,0.39756463571505474,0.02433160855202511,31,0.53,0.48,0.45,400
500.0,505.6945711301336,0.48728701743452013,0.0310131201147846,31,0.53,0.48,0.45,500
593.0,633.91061300742,0.6558410868606211,0.03515451833715366,31,0.53,0.48,0.45,600
677.0,703.4542259784942,0.6930330008380978,0.009340395565704734,31,0.53,0.48,0.45,700
745.0,827.0459914973453,0.8380332445741314,0.014689653398483432,31,0.53,0.48,0.45,800
798.0,908.4823342917451,0.9088844706864052,0.00483052036371092,31,0.53,0.48,0.45,900
831.0,970.47484476565,0.9591008089692608,0.006874291667651117,31,0.53,0.48,0.45,1000
865.0,1119.243340376004,1.1350052175768293,0.00492543055879001,31,0.53,0.48,0.45,1100
893.0,1310.2259953342598,1.348330873670356,0.003572116727333828,31,0.53,0.48,0.45,1200
915.0,1385.7203650492388,1.4081264583759103,0.0015004347488658564,31,0.53,0.48,0.45,1300
930.0,1408.6196494458611,1.4123067225745858,0.0018392771827356808,31,0.53,0.48,0.45,1400
952.0,1504.5286897866813,1.484937732374724,0.0015934808069280751,31,0.53,0.48,0.45,1500
100.0,100.5603192749976,0.11298378416730215,0.01590145772481658,32,0.53,0.48,0.45,100
200.0,199.17326224331939,0.2041494117033306,0.012275631564106198,32,0.53,0.48,0.45,200
300.0,294.61471376514226,0.28021200390832535,0.03436154200385162,32,0.53,0.48,0.45,300
399.0,393.62216320082035,0.3744014553426643,0.04603045619213273,32,0.53,0.48,0.45,400
497.0,494.2978382615417,0.47131380699339653,0.024440179506919298,32,0.53,0.48,0.45,500
594.0,594.630997294856,0.5863971327318381,0.015581045588295128,32,0.53,0.48,0.45,600
676.0,700.9837908383134,0.7038518401070764,0.006236628747922914,32,0.53,0.48,0.45,700
745.0,779.7970387601747,0.7557285078896108,0.01415641414021961,32,0.53,0.48,0.45,800
797.0,915.6193327656388,0.9215781101288973,0.00750690879107081,32,0.53,0.48,0.45,900
836.0,1000.8818384540257,1.0053718430927725,0.0046735062398069495,32,0.53,0.48,0.45,1000
865.0,1088.7883307133768,1.0895411275245348,0.003772722240192158,32,0.53,0.48,0.45,1100
876.0,1171.723080943181,1.1922541274729361,0.001035573234258832,32,0.53,0.48,0.45,1200
906.0,1239.8341429190582,1.2328507964150721,0.0017837475354129501,32,0.53,0.48,0.45,1300
919.0,1352.843762655931,1.3563675437873735,0.0010033729912420912,32,0.53,0.48,0.45,1400
930.0,1339.821245003893,1.3153632832546618,0.001932099237276955,32,0.53,0.48,0.45,1500
100.0,99.35887176690154,0.09480830765036452,0.02826092242018145,33,0.53,0.48,0.45,100
200.0,199.20993881125565,0.17223233877846528,0.014824537747180833,33,0.53,0.48,0.45,200
299.0,299.40383816195094,0.26906724830231343,0.024286243957578117,33,0.53,0.48,0.45,300
398.0,394.0133945613259,0.3452198082150649,0.02754127760250625,33,0.53,0.48,0.45,400
498.0,496.32117753595475,0.4724553530548216,0.022689421190013506,33,0.53,0.48,0.45,500
593.0,585.8271690143572,0.5697800938396764,0.012146299307665179,33,0.53,0.48,0.45,600
671.0,695.9346833273073,0.6962312760158811,0.01026773625304875,33,0.53,0.48,0.45,700
738.0,777.5291722242827,0.768442838029233,0.00989877305124726,33,0.53,0.48,0.45,800
786.0,944.9413062718454,0.990825718593233,0.009109056200915984,33,0.53,0.48,0.45,900
824.0,1037.2634944424406,1.0772334150122007,0.007314990587586658,33,0.53,0.48,0.45,1000
852.0,1107.074210215562,1.1321763807846346,0.005783709092012828,33,0.53,0.48,0.45,1100
880.0,1201.5687885108714,1.225001051534904,0.0021435305068067427,33,0.53,0.48,0.45,1200
896.0,1255.6157094079329,1.265506622214724,0.0029802915377138053,33,0.53,0.48,0.45,1300
910.0,1275.1890720999309,1.2694157460470121,0.0011183186973536966,33,0.53,0.48,0.45,1400
928.0,1368.275524035647,1.3592630850193195,0.0022762310964034907,33,0.53,0.48,0.45,1500
100.0,99.95989889642665,0.06206356554148758,0.01364902368009345,34,0.53,0.48,0.45,100
200.0,198.758354021423,0.17931458682136625,0.03592188545036086,34,0.53,0.48,0.45,200
300.0,303.9857221051729,0.29056875094139206,0.01964359189033885,34,0.53,0.48,0.45,300
400.0,406.2566378256434,0.38804672230736525,0.033344402345101214,34,0.53,0.48,0.45,400
500.0,510.3883726295977,0.5151245263932509,0.021753021428274368,34,0.53,0.48,0.45,500
591.0,596.6841083461242,0.5959841803251488,0.02360112720816374,34,0.53,0.48,0.45,600
679.0,727.1302595411798,0.7587258093565448,0.015816010390333764,34,0.53,0.48,0.45,700
736.0,819.8633657781421,0.8536764802110575,0.009549463839344845,34,0.53,0.48,0.45,800
787.0,896.6530078679042,0.9056644861078404,0.00608738845265751,34,0.53,0.48,0.45,900
831.0,985.558767465964,0.9880095811810132,0.004055442653732525,34,0.53,0.48,0.45,1000
867.0,1094.6348304126639,1.090825685296078,0.002606691194080428,34,0.53,0.48,0.45,1100
895.0,1220.6634028519843,1.2289297234642813,0.004008863712413298,34,0.53,0.48,0.45,1200
914.0,1341.0071218234846,1.354283000791852,0.0010144093147598102,34,0.53,0.48,0.45,1300
933.0,1468.0407636459497,1.4787169221652428,0.0016308658076697015,34,0.53,0.48,0.45,1400
948.0,1442.1174683798633,1.4182420755015017,0.0021794834943286746,34,0.53,0.48,0.45,1500
100.0,101.02452805121737,0.10630026223995945,0.0234707132077761,35,0.53,0.48,0.45,100
200.0,203.22741367377657,0.20626038592871976,0.02483152705568867,35,0.53,0.48,0.45,200
300.0,297.70470493349325,0.2628285970126721,0.021014615340209493,35,0.53,0.48,0.45,300
400.0,384.47829639839165,0.341631218109978,0.03981947423275446,35,0.53,0.48,0.45,400
498.0,489.871004419368,0.47931271538360304,0.023012594981825608,35,0.53,0.48,0.45,500
594.0,589.4298765010274,0.5755606038116207,0.017330730453875065,35,0.53,0.48,0.45,600
673.0,668.6673002154968,0.643499471907985,0.021865370974758894,35,0.53,0.48,0.45,700
731.0,751.0690718044152,0.7212590454343093,0.01645665341101301,35,0.53,0.48,0.45,800
784.0,839.0814945513903,0.8094424404018377,0.009845968168114443,35,0.53,0.48,0.45,900
831.0,989.7540661402122,0.989112974897842,0.004921330323469443,35,0.53,0.48,0.45,1000
861.0,1119.195847879347,1.1349399861274931,0.004354667961764611,35,0.53,0.48,0.45,1100
893.0,1199.8899489899616,1.1982017048436657,0.0037034745671620404,35,0.53,0.48,0.45,1200
914.0,1249.4239288482129,1.2347776330723867,0.0018298506435269525,35,0.53,0.48,0.45,1300
929.0,1408.6716777784939,1.412370212591329,0.00044751399399757557,35,0.53,0.48,0.45,1400
943.0,1484.3574350917402,1.4814270042676205,0.0005816983280683925,35,0.53,0.48,0.45,1500
100.0,101.51666254204419,0.11133888062857028,0.04010176087582533,36,0.53,0.48,0.45,100
200.0,200.44320562749007,0.17878243806004113,0.0174112359029867,36,0.53,0.48,0.45,200
300.0,301.3900673460083,0.28589692093225005,0.021273434235085844,36,0.53,0.48,0.45,300
399.0,404.23818989238526,0.3987064648453153,0.02364722824244483,36,0.53,0.48,0.45,400
499.0,514.780775030736,0.5330681927644942,0.022459294785893695,36,0.53,0.48,0.45,500
596.0,626.1506957576136,0.6583168189413098,0.02848521964703978,36,0.53,0.48,0.45,600
678.0,721.4279746906185,0.7361013511372823,0.01425779004380253,36,0.53,0.48,0.45,700
742.0,844.4849184134441,0.8805415745865899,0.019496819134773604,36,0.53,0.48,0.45,800
799.0,919.7109021357821,0.9228150607125825,0.010651294793643318,36,0.53,0.48,0.45,900
844.0,1002.2756171455748,0.9922823271516923,0.0044807427766178996,36,0.53,0.48,0.45,1000
868.0,1109.3757815649615,1.1128211008939004,0.0022993540475655058,36,0.53,0.48,0.45,1100
889.0,1308.6187787731383,1.3481247100773925,0.005617139817297504,36,0.53,0.48,0.45,1200
908.0,1340.8700844951154,1.3541113836423004,0.005507792755869233,36,0.53,0.48,0.45,1300
924.0,1460.7418853108868,1.4774385316806689,0.005856778708358634,36,0.53,0.48,0.45,1400
941.0,1390.5732290494382,1.3633551900533756,0.0032989140814040766,36,0.53,0.48,0.45,1500
100.0,99.96525820065777,0.07857738497451194,0.013762887663146576,37,0.53,0.48,0.45,100
200.0,202.4654638548212,0.17380411591456474,0.026126486093288825,37,0.53,0.48,0.45,200
300.0,299.4096070427591,0.2690883932862071,0.014989315490492074,37,0.53,0.48,0.45,300
400.0,394.69992758470846,0.3611991661541508,0.022259484775276707,37,0.53,0.48,0.45,400
499.0,485.1612649671518,0.447506302584408,0.030941710103108644,37,0.53,0.48,0.45,500
598.0,594.1243777577652,0.560991007829308,0.023123305741456237,37,0.53,0.48,0.45,600
677.0,714.2359555870738,0.7025299619896113,0.0167395999997431,37,0.53,0.48,0.45,700
749.0,814.2899114358188,0.7870593168632511,0.014151535396609523,37,0.53,0.48,0.45,800
811.0,895.8003654970951,0.8581650605762532,0.009741041728705204,37,0.53,0.48,0.45,900
849.0,979.914057143022,0.9386154976378478,0.007871900045012438,37,0.53,0.48,0.45,1000
878.0,1081.58326658639,1.0544303360557852,0.004139425986988753,37,0.53,0.48,0.45,1100
896.0,1164.7194714508594,1.1449465623844002,0.005285617340579561,37,0.53,0.48,0.45,1200
919.0,1257.4899440480153,1.2364586592919369,0.003533656882057131,37,0.53,0.48,0.45,1300
934.0,1371.6869010035923,1.3598768402028596,0.002047873949823486,37,0.53,0.48,0.45,1400
943.0,1503.3719744297487,1.5002744535051338,0.0014108137531807989,37,0.53,0.48,0.45,1500
100.0,100.0740007235467,0.06867657665665344,0.005429681284806622,38,0.53,0.48,0.45,100
200.0,202.61204703008607,0.1714758549536427,0.021786227082171386,38,0.53,0.48,0.45,200
300.0,302.72749691672493,0.24401282395220286,0.021258097404526943,38,0.53,0.48,0.45,300
400.0,404.33247871318474,0.364588530864114,0.021819207703319524,38,0.53,0.48,0.45,400
500.0,517.9268800976791,0.534721466192684,0.03478156046592423,38,0.53,0.48,0.45,500
590.0,613.1000322036821,0.6316829978271146,0.03297850301678231,38,0.53,0.48,0.45,600
668.0,703.295950087609,0.7046761778548234,0.016323441154204917,38,0.53,0.48,0.45,700
738.0,852.1264002772793,0.8825959539734962,0.02460616928146262,38,0.53,0.48,0.45,800
796.0,946.1139914711543,0.9647988701956169,0.01580985497483205,38,0.53,0.48,0.45,900
842.0,1053.3747593899056,1.0638067632276582,0.008974367619236194,38,0.53,0.48,0.45,1000
873.0,1155.1520450507198,1.1647175817741362,0.0035639092150332873,38,0.53,0.48,0.45,1100
900.0,1286.3788175266777,1.3050418466927458,0.0016020349180433412,38,0.53,0.48,0.45,1200
912.0,1337.4530994986167,1.3534653947479616,0.001017815663085685,38,0.53,0.48,0.45,1300
933.0,1417.3144944763485,1.4137463986264118,0.00044555464119154053,38,0.53,0.48,0.45,1400
943.0,1433.2509677486928,1.4166421050535438,0.0011521161389450847,38,0.53,0.48,0.45,1500
100.0,99.32196377030304,0.10591106238016576,0.017753792592711776,39,0.53,0.48,0.45,100
200.0,201.10232190837658,0.22111231080975,0.013821266958510138,39,0.53,0.48,0.45,200
300.0,300.855499266385,0.31582293929176614,0.03560912880242645,39,0.53,0.48,0.45,300
398.0,418.9645068300918,0.4507745422257038,0.044897018257277155,39,0.53,0.48,0.45,400
497.0,517.6726551446608,0.52654215691511,0.0244219526806511,39,0.53,0.48,0.45,500
593.0,591.7080148484448,0.5560073994378582,0.014207175111245585,39,0.53,0.48,0.45,600
683.0,711.5375331585263,0.6959581533072539,0.011683478566261566,39,0.53,0.48,0.45,700
757.0,838.3427175926845,0.8329366426749996,0.012563980953584792,39,0.53,0.48,0.45,800
804.0,948.9164099563635,0.9656227355883766,0.0057872514159666094,39,0.53,0.48,0.45,900
839.0,1074.9661273315346,1.1047652956677605,0.0061400880876481476,39,0.53,0.48,0.45,1000
