n,k,cycles,1-cycles,2-cycles,3-cycles,4-cycles,5-cycles,max_cycle_len
2000,657,1344,1059,150,56,25,22,23
2000,658,1343,1058,150,56,25,21,23
2000,659,1342,1056,151,56,25,21,23
2000,660,1341,1054,152,56,25,21,23
2000,661,1340,1053,152,56,25,21,23
2000,662,1339,1051,153,56,25,21,23
2000,663,1338,1049,154,56,25,21,23
2000,664,1337,1048,154,55,26,21,23
2000,665,1336,1046,155,55,26,21,23
2000,666,1335,1045,155,55,26,21,23
2000,667,1334,1045,155,55,26,20,23
2000,668,1333,1043,156,55,26,20,23
2000,669,1332,1041,157,55,26,20,23
2000,670,1331,1041,157,54,26,20,23
2000,671,1330,1041,157,53,26,19,23
2000,672,1329,1040,157,53,26,19,23
2000,673,1328,1039,157,52,27,19,23
2000,674,1327,1037,158,52,27,19,23
2000,675,1326,1035,159,52,27,19,23
2000,676,1325,1035,158,52,27,19,23
2000,677,1324,1033,159,52,27,19,23
2000,678,1323,1032,158,53,27,19,23
2000,679,1322,1031,158,53,27,19,23
2000,680,1321,1030,157,54,27,19,23
2000,681,1320,1028,158,54,27,19,23
2000,682,1319,1026,159,54,27,19,23
2000,683,1318,1026,158,54,27,19,23
2000,684,1317,1025,158,54,27,19,23
2000,685,1316,1025,157,54,27,19,23
2000,686,1315,1024,156,55,27,19,23
2000,687,1314,1022,157,55,27,19,23
2000,688,1313,1021,156,56,27,19,23
2000,689,1312,1021,156,56,26,19,23
2000,690,1311,1019,157,56,26,19,23
2000,691,1310,1019,157,55,26,19,23
2000,692,1309,1018,156,56,26,19,23
2000,693,1308,1017,156,55,27,19,23
2000,694,1307,1015,157,55,27,19,23
2000,695,1306,1014,157,54,28,19,23
2000,696,1305,1012,158,54,28,19,23
2000,697,1304,1010,159,54,28,19,23
2000,698,1303,1010,157,54,29,19,23
2000,699,1302,1010,155,54,30,19,23
2000,700,1301,1009,154,55,30,19,23
2000,701,1300,1008,153,56,30,19,23
2000,702,1299,1007,153,56,30,19,23
2000,703,1298,1006,152,57,30,19,23
2000,704,1297,1005,151,58,30,19,23
2000,705,1296,1005,151,58,30,18,23
2000,706,1295,1005,150,58,30,17,23
2000,707,1294,1004,149,59,30,17,23
2000,708,1293,1003,149,59,30,16,23
2000,709,1292,1002,148,60,30,16,23
2000,710,1291,1001,148,60,30,16,23
2000,711,1290,999,149,60,30,16,23
2000,712,1289,998,148,61,30,16,23
2000,713,1288,997,147,62,30,16,23
2000,714,1287,996,146,63,30,16,23
2000,715,1286,996,144,63,31,16,23
2000,716,1285,995,144,63,30,17,23
2000,717,1284,994,144,63,29,18,23
2000,718,1283,992,145,63,29,18,23
2000,719,1282,991,145,63,29,18,23
2000,720,1281,990,144,64,29,18,23
2000,721,1280,988,145,64,29,18,23
2000,722,1279,987,144,65,29,18,23
2000,723,1278,985,145,65,29,18,23
2000,724,1277,984,145,65,28,19,23
2000,725,1276,983,145,64,29,19,23
2000,726,1275,983,144,64,28,19,23
2000,727,1274,982,144,64,28,19,23
2000,728,1273,982,144,64,28,19,23
2000,729,1272,981,144,63,29,19,23
2000,730,1271,979,145,63,29,19,23
2000,731,1270,978,145,63,29,19,23
2000,732,1269,976,146,63,29,19,23
2000,733,1268,975,145,64,29,19,23
2000,734,1267,974,145,64,29,19,23
2000,735,1266,973,145,64,29,19,23
2000,736,1265,973,144,64,29,18,23
2000,737,1264,972,144,64,29,18,23
2000,738,1263,971,144,64,29,18,23
2000,739,1262,970,144,64,28,19,23
2000,740,1261,970,144,63,28,19,23
2000,741,1260,969,144,63,28,19,24
2000,742,1259,968,143,64,28,19,24
2000,743,1258,966,144,64,28,19,24
2000,744,1257,964,145,64,28,19,24
2000,745,1256,963,144,65,28,19,24
2000,746,1255,961,145,65,28,19,24
2000,747,1254,961,144,65,27,19,24
2000,748,1253,959,145,65,27,19,24
2000,749,1252,959,145,63,27,19,24
2000,750,1251,958,144,64,27,19,24
2000,751,1250,956,145,64,27,19,24
2000,752,1249,955,145,64,27,18,24
2000,753,1248,954,145,64,27,18,24
2000,754,1247,952,146,64,27,18,24
2000,755,1246,951,146,63,28,18,24
2000,756,1245,951,145,63,28,18,26
2000,757,1244,949,146,63,28,18,26
2000,758,1243,948,146,62,29,18,26
2000,759,1242,946,147,62,29,18,26
2000,760,1241,946,146,62,29,18,26
2000,761,1240,944,147,62,29,18,26
2000,762,1239,943,147,62,29,18,26
2000,763,1238,943,147,62,29,17,26
2000,764,1237,941,148,62,29,17,26
2000,765,1236,941,147,62,29,17,26
2000,766,1235,940,147,62,29,16,26
2000,767,1234,939,146,63,29,16,26
2000,768,1233,938,145,64,29,16,26
2000,769,1232,938,143,64,30,16,26
2000,770,1231,937,142,65,30,16,26
2000,771,1230,937,140,65,31,16,26
2000,772,1229,936,140,65,31,16,27
2000,773,1228,935,139,66,31,16,27
2000,774,1227,933,140,66,31,16,27
2000,775,1226,933,140,66,30,16,27
2000,776,1225,933,139,66,30,16,27
2000,777,1224,932,139,66,30,15,27
2000,778,1223,932,139,66,29,15,27
2000,779,1222,932,137,66,30,15,27
2000,780,1221,931,136,67,30,15,27
2000,781,1220,929,137,67,30,15,27
2000,782,1219,928,137,66,31,15,27
2000,783,1218,927,137,65,32,15,27
2000,784,1217,926,137,64,33,15,27
2000,785,1216,926,137,64,33,15,33
2000,786,1215,925,137,64,32,16,33
2000,787,1214,923,138,64,32,16,33
2000,788,1213,921,139,64,32,16,33
2000,789,1212,920,139,64,32,16,33
2000,790,1211,918,140,64,32,16,33
2000,791,1210,916,141,64,32,16,33
2000,792,1209,915,141,64,32,16,33
2000,793,1208,914,141,64,32,16,33
2000,794,1207,914,141,63,32,15,33
2000,795,1206,914,141,63,32,14,33
2000,796,1205,914,141,63,31,14,33
2000,797,1204,914,140,62,31,15,33
2000,798,1203,913,140,62,31,15,33
2000,799,1202,913,139,62,31,15,33
2000,800,1201,912,139,62,31,15,33
2000,801,1200,912,139,61,31,15,33
2000,802,1199,911,138,62,31,15,33
2000,803,1198,910,138,61,32,15,33
2000,804,1197,910,137,61,32,14,33
2000,805,1196,909,137,61,32,14,33
2000,806,1195,908,136,62,32,14,33
2000,807,1194,908,134,62,33,14,33
2000,808,1193,906,135,62,33,14,33
2000,809,1192,906,135,60,33,14,33
2000,810,1191,905,135,60,32,15,33
2000,811,1190,904,135,60,32,15,33
2000,812,1189,903,134,61,32,15,33
2000,813,1188,902,134,61,32,15,33
2000,814,1187,902,134,61,32,14,33
2000,815,1186,900,135,61,32,14,33
2000,816,1185,899,134,62,32,14,33
2000,817,1184,898,134,62,32,14,33
2000,818,1183,896,135,62,32,14,33
2000,819,1182,895,134,63,32,14,33
2000,820,1181,895,133,63,32,14,33
2000,821,1180,895,132,63,31,14,33
2000,822,1179,894,132,63,31,14,33
2000,823,1178,892,133,63,31,14,33
2000,824,1177,892,132,63,31,14,35
2000,825,1176,890,133,63,31,14,35
2000,826,1175,890,132,62,31,15,35
2000,827,1174,889,132,62,31,15,35
2000,828,1173,889,132,62,31,15,35
2000,829,1172,888,132,61,32,15,35
2000,830,1171,888,131,61,32,15,35
2000,831,1170,886,132,61,32,15,35
2000,832,1169,885,132,61,32,15,35
2000,833,1168,884,132,61,31,16,35
2000,834,1167,883,132,61,31,16,35
2000,835,1166,882,131,62,31,16,35
2000,836,1165,881,131,62,31,15,35
2000,837,1164,880,131,61,32,15,35
2000,838,1163,879,131,61,32,15,36
2000,839,1162,879,130,61,31,15,36
2000,840,1161,877,131,61,31,15,36
2000,841,1160,875,132,61,31,15,36
2000,842,1159,875,132,59,31,15,36
2000,843,1158,875,132,59,30,15,36
2000,844,1157,874,132,59,30,14,36
2000,845,1156,873,132,59,29,15,36
2000,846,1155,871,133,59,29,15,36
2000,847,1154,870,132,60,29,15,36
2000,848,1153,870,131,60,29,15,38
2000,849,1152,868,132,60,29,15,38
2000,850,1151,868,132,59,29,15,38
2000,851,1150,867,132,58,30,15,38
2000,852,1149,867,132,58,29,14,38
2000,853,1148,865,133,58,29,14,38
2000,854,1147,863,134,58,29,14,38
2000,855,1146,861,135,58,29,14,38
2000,856,1145,860,135,58,29,14,38
2000,857,1144,858,136,58,29,14,38
2000,858,1143,857,136,57,30,14,38
2000,859,1142,857,136,56,30,14,38
2000,860,1141,856,135,57,30,14,38
2000,861,1140,855,135,57,30,13,38
2000,862,1139,854,135,56,31,13,38
2000,863,1138,852,136,56,31,13,38
2000,864,1137,851,136,56,31,13,38
2000,865,1136,850,136,56,31,13,38
2000,866,1135,850,135,56,30,13,38
2000,867,1134,850,135,56,29,13,38
2000,868,1133,849,134,57,29,13,38
2000,869,1132,848,133,58,29,13,38
2000,870,1131,848,132,58,29,13,38
2000,871,1130,846,133,58,29,13,38
2000,872,1129,844,134,58,29,13,38
2000,873,1128,844,134,58,29,13,38
2000,874,1127,842,135,58,29,13,38
2000,875,1126,841,135,58,29,13,38
2000,876,1125,841,134,58,29,12,38
2000,877,1124,841,134,58,29,12,38
2000,878,1123,840,133,59,29,12,38
2000,879,1122,838,134,59,29,12,38
2000,880,1121,837,134,58,30,12,38
2000,881,1120,836,134,58,30,12,38
2000,882,1119,835,134,57,31,12,38
2000,883,1118,834,134,57,31,11,38
2000,884,1117,833,134,57,31,10,38
2000,885,1116,833,134,57,30,10,38
2000,886,1115,832,133,58,30,10,38
2000,887,1114,831,133,58,30,10,38
2000,888,1113,831,133,58,28,10,38
2000,889,1112,831,133,58,28,10,38
2000,890,1111,830,133,58,28,10,38
2000,891,1110,830,133,58,27,10,38
2000,892,1109,830,133,57,27,10,38
2000,893,1108,828,134,57,27,10,38
2000,894,1107,826,135,57,27,10,38
2000,895,1106,825,135,57,27,10,38
2000,896,1105,823,136,57,27,10,38
2000,897,1104,822,135,58,27,10,38
2000,898,1103,821,135,58,27,10,38
2000,899,1102,820,134,59,27,10,38
2000,900,1101,820,134,59,27,10,42
2000,901,1100,819,134,59,27,10,42
2000,902,1099,817,135,59,27,10,42
2000,903,1098,816,135,59,26,11,42
2000,904,1097,815,135,59,26,11,42
2000,905,1096,815,134,58,26,12,42
2000,906,1095,813,135,58,26,12,42
2000,907,1094,813,134,58,26,12,42
2000,908,1093,811,135,58,26,12,42
2000,909,1092,811,135,57,26,12,42
2000,910,1091,811,134,57,26,12,42
2000,911,1090,811,134,57,26,12,42
2000,912,1089,810,133,58,26,12,42
2000,913,1088,809,133,58,26,12,42
2000,914,1087,807,134,58,26,12,42
2000,915,1086,806,134,58,25,13,42
2000,916,1085,806,134,57,25,13,42
2000,917,1084,806,134,57,24,13,42
2000,918,1083,805,134,56,25,13,42
2000,919,1082,805,134,55,25,12,42
2000,920,1081,804,134,55,25,12,42
2000,921,1080,804,133,55,25,12,42
2000,922,1079,803,133,55,25,11,42
2000,923,1078,803,133,54,25,11,45
2000,924,1077,802,132,55,25,11,45
2000,925,1076,802,132,55,25,10,45
2000,926,1075,802,132,55,24,10,45
2000,927,1074,802,131,55,24,10,45
2000,928,1073,801,131,55,24,10,45
2000,929,1072,801,131,55,23,10,45
2000,930,1071,799,132,55,23,10,45
2000,931,1070,799,131,55,23,10,45
2000,932,1069,799,129,55,24,10,45
2000,933,1068,798,129,55,24,10,45
2000,934,1067,797,129,55,24,10,45
2000,935,1066,796,128,56,24,10,45
2000,936,1065,794,129,56,24,10,45
2000,937,1064,794,129,56,24,10,45
2000,938,1063,794,128,56,23,10,45
2000,939,1062,794,126,56,24,10,45
2000,940,1061,793,126,56,24,10,45
2000,941,1060,792,126,56,24,10,46
2000,942,1059,790,127,56,24,10,46
2000,943,1058,789,126,57,24,10,46
2000,944,1057,789,125,57,24,10,46
2000,945,1056,789,124,57,24,10,46
2000,946,1055,788,124,56,25,10,46
2000,947,1054,788,124,55,25,9,46
2000,948,1053,786,125,55,25,9,46
2000,949,1052,786,124,54,25,10,46
2000,950,1051,784,125,54,25,10,46
2000,951,1050,784,125,54,25,10,46
2000,952,1049,783,125,54,25,10,46
2000,953,1048,782,124,55,25,10,46
2000,954,1047,781,123,56,25,10,46
2000,955,1046,780,123,55,26,10,46
2000,956,1045,779,123,55,26,10,46
2000,957,1044,778,123,54,27,10,46
2000,958,1043,778,123,54,27,10,46
2000,959,1042,778,123,54,27,9,46
2000,960,1041,778,122,54,27,9,46
2000,961,1040,777,122,54,27,9,46
2000,962,1039,776,122,54,27,9,46
2000,963,1038,774,123,54,27,9,46
2000,964,1037,773,123,54,27,9,46
2000,965,1036,772,123,53,28,9,46
2000,966,1035,770,124,53,28,9,46
2000,967,1034,770,123,53,27,9,46
2000,968,1033,770,123,53,27,9,46
2000,969,1032,770,122,53,27,8,46
2000,970,1031,770,122,52,27,8,46
2000,971,1030,769,122,52,27,8,46
2000,972,1029,768,122,52,27,8,46
2000,973,1028,768,122,52,27,8,56
2000,974,1027,767,122,52,27,8,56
2000,975,1026,766,122,52,27,8,56
2000,976,1025,766,121,52,27,8,56
2000,977,1024,764,122,52,27,8,56
2000,978,1023,762,123,52,27,8,56
2000,979,1022,762,123,52,27,8,87
2000,980,1021,761,123,52,27,8,87
2000,981,1020,760,122,53,27,8,87
2000,982,1019,760,122,52,27,8,90
2000,983,1018,759,122,52,27,8,90
2000,984,1017,759,122,52,27,8,90
2000,985,1016,759,122,52,27,7,94
2000,986,1015,758,122,51,28,7,94
2000,987,1014,758,121,51,28,7,94
2000,988,1013,756,122,51,28,7,94
2000,989,1012,756,121,51,27,7,94
2000,990,1011,756,121,51,27,7,108
2000,991,1010,755,121,51,27,7,108
2000,992,1009,754,121,51,27,7,108
2000,993,1008,754,121,50,27,7,108
2000,994,1007,753,121,50,27,7,109
2000,995,1006,753,121,50,26,7,109
2000,996,1005,752,121,50,26,6,109
2000,997,1004,750,122,50,26,6,109
2000,998,1003,750,121,50,26,6,109
2000,999,1002,748,122,50,26,6,109
2000,1000,1001,747,122,50,25,7,109
2000,1001,1000,746,121,51,25,7,109
2000,1002,999,746,120,50,25,8,109
2000,1003,998,745,120,50,25,8,109
2000,1004,997,745,120,49,25,8,112
2000,1005,996,745,120,49,25,8,112
2000,1006,995,744,120,49,25,8,112
2000,1007,994,744,120,49,25,8,123
2000,1008,993,743,120,49,25,8,123
2000,1009,992,742,119,50,25,8,123
2000,1010,991,742,117,50,26,8,123
2000,1011,990,742,116,50,26,8,123
2000,1012,989,742,116,49,25,8,123
2000,1013,988,740,117,49,25,8,123
2000,1014,987,739,117,48,26,8,123
2000,1015,986,738,117,48,26,8,123
2000,1016,985,737,117,48,26,7,123
2000,1017,984,736,117,48,26,7,123
2000,1018,983,736,117,48,26,7,124
2000,1019,982,736,117,48,26,7,124
2000,1020,981,736,116,47,26,8,124
2000,1021,980,736,115,47,25,8,124
2000,1022,979,735,115,47,24,9,124
2000,1023,978,735,114,47,24,8,124
2000,1024,977,734,114,47,24,8,124
2000,1025,976,733,114,47,24,8,124
2000,1026,975,733,114,47,24,8,247
2000,1027,974,733,114,47,24,8,258
2000,1028,973,733,114,47,24,8,272
2000,1029,972,732,113,48,24,8,272
2000,1030,971,731,113,48,23,9,272
2000,1031,970,730,113,47,24,9,272
2000,1032,969,729,113,47,23,10,272
2000,1033,968,728,113,47,23,10,272
2000,1034,967,727,113,47,23,10,272
2000,1035,966,727,113,46,23,10,272
2000,1036,965,726,112,47,23,10,272
2000,1037,964,726,112,47,23,10,283
2000,1038,963,725,112,47,23,10,284
2000,1039,962,725,112,47,23,10,296
2000,1040,961,724,111,48,23,10,296
2000,1041,960,723,111,48,22,11,296
2000,1042,959,721,112,48,22,11,296
2000,1043,958,721,112,47,22,11,296
2000,1044,957,720,111,48,22,11,296
2000,1045,956,720,111,47,22,11,299
2000,1046,955,719,111,47,22,10,299
2000,1047,954,719,111,47,22,10,317
2000,1048,953,718,111,47,22,10,318
2000,1049,952,718,111,46,22,10,321
2000,1050,951,717,110,47,22,10,321
2000,1051,950,716,110,47,22,10,321
2000,1052,949,715,110,47,22,10,321
2000,1053,948,714,110,46,23,10,321
2000,1054,947,713,110,46,23,10,322
2000,1055,946,712,110,45,24,10,322
2000,1056,945,711,109,46,24,10,322
2000,1057,944,710,109,46,24,10,322
2000,1058,943,709,109,46,24,10,322
2000,1059,942,709,108,46,24,10,322
2000,1060,941,707,109,46,24,10,322
2000,1061,940,706,109,46,24,10,322
2000,1062,939,706,108,46,24,10,322
2000,1063,938,706,108,46,24,10,330
2000,1064,937,704,109,46,24,10,330
2000,1065,936,704,109,46,24,10,339
2000,1066,935,703,109,46,24,10,339
2000,1067,934,703,109,46,24,10,347
2000,1068,933,702,109,46,24,10,348
2000,1069,932,701,109,46,24,10,348
2000,1070,931,700,109,46,24,10,348
2000,1071,930,699,109,46,24,10,348
2000,1072,929,698,109,46,24,10,348
2000,1073,928,697,108,47,24,10,348
2000,1074,927,695,109,47,24,10,348
2000,1075,926,695,109,47,24,10,348
2000,1076,925,695,109,47,24,10,348
2000,1077,924,695,109,47,24,10,348
2000,1078,923,694,109,46,25,10,348
2000,1079,922,692,110,46,25,10,348
2000,1080,921,691,110,45,26,10,348
2000,1081,920,690,110,45,26,10,349
2000,1082,919,690,110,44,26,10,352
2000,1083,918,689,110,44,26,10,352
2000,1084,917,688,110,44,26,9,352
2000,1085,918,688,110,44,26,9,226
2000,1086,917,687,110,43,27,9,226
2000,1087,916,686,110,43,27,9,226
2000,1088,915,685,110,43,27,9,226
2000,1089,914,685,109,43,27,9,226
2000,1090,913,684,109,43,27,9,226
2000,1091,912,683,109,43,27,9,226
2000,1092,911,682,109,43,27,9,227
2000,1093,910,681,109,43,27,9,227
2000,1094,909,681,108,43,27,8,227
2000,1095,908,680,108,43,27,8,228
2000,1096,907,679,108,43,27,8,229
2000,1097,906,678,108,43,27,8,229
2000,1098,905,677,107,44,27,8,229
2000,1099,904,677,106,44,27,8,229
2000,1100,903,676,106,43,28,8,229
2000,1101,902,675,106,43,28,8,229
2000,1102,901,675,105,43,28,8,231
2000,1103,900,674,105,43,27,9,231
2000,1104,899,673,105,43,27,9,231
2000,1105,898,672,105,43,26,10,231
2000,1106,898,672,105,43,26,10,231
2000,1107,897,672,105,43,26,10,231
2000,1108,896,671,105,43,26,10,231
2000,1109,895,670,105,43,26,10,232
2000,1110,894,669,105,43,26,10,232
2000,1111,893,668,105,43,26,10,233
2000,1112,894,668,105,43,26,10,145
2000,1113,893,666,106,43,26,10,145
2000,1114,892,665,105,44,26,10,145
2000,1115,891,665,105,43,26,10,148
2000,1116,890,663,106,43,26,10,148
2000,1117,889,662,105,44,26,10,148
2000,1118,888,661,105,44,26,10,149
2000,1119,887,660,105,44,26,10,149
2000,1120,886,660,105,44,26,10,149
2000,1121,885,659,104,45,26,10,149
2000,1122,884,659,103,45,26,10,149
2000,1123,883,657,104,45,26,10,149
2000,1124,882,657,104,45,25,10,149
2000,1125,881,656,104,45,25,10,149
2000,1126,880,655,103,46,25,10,149
2000,1127,879,654,103,46,25,10,149
2000,1128,878,653,103,46,25,10,149
2000,1129,877,653,102,46,25,10,149
2000,1130,876,652,102,45,26,10,149
2000,1131,875,651,101,46,26,10,149
2000,1132,874,650,101,46,26,10,150
2000,1133,873,650,101,46,26,10,150
2000,1134,872,649,101,46,26,9,150
2000,1135,871,647,102,46,26,9,150
2000,1136,870,647,102,46,26,8,155
2000,1137,869,647,102,45,26,8,155
2000,1138,869,647,102,45,26,8,155
2000,1139,868,646,101,46,26,8,155
2000,1140,867,646,101,44,26,8,155
2000,1141,866,644,102,44,26,8,155
2000,1142,865,643,102,43,27,8,155
2000,1143,864,642,102,43,27,8,155
2000,1144,863,642,102,43,27,8,251
2000,1145,863,642,102,43,27,8,251
2000,1146,862,640,103,43,27,8,251
2000,1147,861,639,103,43,27,8,251
2000,1148,860,639,102,43,27,8,251
2000,1149,859,638,102,43,27,8,251
2000,1150,858,637,102,43,27,8,251
2000,1151,857,636,102,43,27,8,251
2000,1152,856,636,102,43,26,8,251
2000,1153,855,635,102,43,26,8,252
2000,1154,854,635,101,43,26,8,252
2000,1155,853,635,101,43,26,8,252
2000,1156,852,634,100,44,26,8,252
2000,1157,853,634,100,44,26,8,252
2000,1158,852,633,100,44,26,8,252
2000,1159,851,631,101,44,26,8,252
2000,1160,850,631,101,44,25,8,252
2000,1161,849,631,100,44,25,8,252
2000,1162,848,629,101,44,25,8,252
2000,1163,847,628,101,44,25,8,253
2000,1164,846,627,101,44,25,7,253
2000,1165,845,627,101,43,25,7,253
2000,1166,844,626,101,43,25,7,254
2000,1167,843,625,101,43,25,7,255
2000,1168,842,625,101,43,24,7,255
2000,1169,841,624,100,44,24,7,255
2000,1170,840,624,100,44,24,7,255
2000,1171,839,624,100,44,23,6,255
2000,1172,838,622,101,44,23,6,255
2000,1173,837,621,101,44,23,6,256
2000,1174,836,621,101,43,23,6,256
2000,1175,835,621,101,43,23,6,320
2000,1176,834,620,101,43,23,6,320
2000,1177,833,619,101,43,23,6,320
2000,1178,832,619,101,42,23,6,320
2000,1179,831,619,101,41,22,6,320
2000,1180,830,618,101,41,22,6,320
2000,1181,829,617,101,41,22,6,320
2000,1182,828,617,101,41,22,6,326
2000,1183,827,617,101,41,21,6,330
2000,1184,826,616,101,41,21,6,330
2000,1185,825,615,101,41,21,6,330
2000,1186,824,614,101,41,21,6,331
2000,1187,823,612,102,41,21,6,331
2000,1188,822,611,102,41,21,6,332
2000,1189,821,611,102,40,21,5,332
2000,1190,820,611,102,40,20,5,332
2000,1191,819,611,101,40,20,5,332
2000,1192,818,610,101,40,20,5,332
2000,1193,817,609,101,40,20,5,332
2000,1194,816,609,101,40,20,4,332
2000,1195,815,609,101,39,20,4,335
2000,1196,814,608,101,38,21,4,335
2000,1197,813,607,100,39,21,4,335
2000,1198,812,606,100,39,21,4,335
2000,1199,811,606,100,39,21,4,351
2000,1200,810,606,100,38,21,4,354
2000,1201,809,604,101,38,21,4,354
2000,1202,808,603,101,38,21,4,354
2000,1203,807,601,102,38,21,4,354
2000,1204,806,601,101,38,21,4,354
2000,1205,805,601,101,38,20,4,354
2000,1206,804,600,101,38,20,4,354
2000,1207,803,599,100,39,20,4,354
2000,1208,802,599,100,39,20,4,360
2000,1209,801,597,101,39,20,4,360
2000,1210,800,597,101,39,20,4,360
2000,1211,799,596,101,39,20,4,361
2000,1212,798,594,102,39,20,4,361
2000,1213,797,593,102,39,20,4,361
2000,1214,796,593,102,38,19,4,361
2000,1215,795,592,102,38,19,4,361
2000,1216,794,592,101,38,19,4,361
2000,1217,794,592,101,38,19,4,361
2000,1218,793,591,101,38,19,4,361
2000,1219,792,591,101,37,19,4,361
2000,1220,791,591,101,37,19,4,551
2000,1221,790,591,101,37,19,4,562
2000,1222,789,590,101,37,19,3,562
2000,1223,788,589,101,37,19,3,563
2000,1224,787,589,101,36,19,3,563
2000,1225,788,589,101,36,19,3,413
2000,1226,787,588,101,36,19,3,413
2000,1227,786,586,102,36,19,3,413
2000,1228,785,585,102,36,19,3,413
2000,1229,784,585,102,36,18,3,417
2000,1230,783,585,102,36,18,3,425
2000,1231,782,584,101,37,18,3,425
2000,1232,781,583,101,36,19,3,425
2000,1233,780,582,101,36,19,3,426
2000,1234,779,581,101,36,19,3,426
2000,1235,780,581,101,36,19,3,415
2000,1236,779,581,101,36,19,3,486
2000,1237,778,581,101,36,19,3,486
2000,1238,777,580,101,35,20,3,486
2000,1239,776,579,101,35,20,3,486
2000,1240,775,578,101,35,20,3,487
2000,1241,774,577,101,35,20,3,488
2000,1242,773,576,100,36,20,3,488
2000,1243,772,575,100,36,20,3,488
2000,1244,771,574,100,36,20,3,488
2000,1245,770,574,99,36,20,3,490
2000,1246,769,573,98,37,20,3,490
2000,1247,768,573,98,37,20,3,490
2000,1248,767,573,98,37,19,3,490
2000,1249,766,572,98,37,19,3,490
2000,1250,765,572,98,37,19,3,490
2000,1251,764,571,98,37,19,3,490
2000,1252,763,570,97,38,19,3,490
2000,1253,762,569,96,39,19,3,490
2000,1254,761,567,97,39,19,3,490
2000,1255,760,567,95,39,20,3,490
2000,1256,759,567,94,39,20,3,492
2000,1257,758,566,93,40,20,3,492
2000,1258,757,565,93,40,20,3,492
2000,1259,756,564,93,40,20,3,492
2000,1260,756,564,93,40,20,3,492
2000,1261,755,564,92,40,20,3,492
2000,1262,754,564,92,40,19,3,496
2000,1263,753,563,92,40,19,3,497
2000,1264,752,562,92,40,19,3,497
2000,1265,751,562,91,40,19,3,497
2000,1266,750,561,91,40,19,3,498
2000,1267,749,560,91,40,19,3,498
2000,1268,748,559,91,39,20,3,498
2000,1269,747,558,91,39,20,3,499
2000,1270,746,558,91,39,20,3,499
2000,1271,745,558,91,39,20,3,499
2000,1272,745,558,91,39,20,3,499
2000,1273,744,557,91,39,20,3,500
2000,1274,743,556,91,39,20,3,501
2000,1275,742,554,92,39,20,3,501
2000,1276,741,553,92,39,20,3,502
2000,1277,740,553,91,39,20,3,504
2000,1278,739,552,91,39,20,3,505
2000,1279,738,552,91,39,20,3,693
2000,1280,737,552,90,39,19,3,693
2000,1281,736,551,90,39,19,3,694
2000,1282,735,550,90,38,20,3,694
2000,1283,735,550,90,38,20,3,694
2000,1284,734,550,90,37,20,3,694
2000,1285,733,550,89,37,20,3,696
2000,1286,732,549,89,37,20,3,697
2000,1287,731,549,88,37,20,3,697
2000,1288,730,548,88,37,20,3,698
2000,1289,729,548,87,37,20,3,700
2000,1290,728,547,87,37,20,3,701
2000,1291,729,547,87,37,20,3,551
2000,1292,728,545,88,37,20,3,551
2000,1293,727,545,88,37,20,3,551
2000,1294,726,544,88,37,20,3,552
2000,1295,726,544,88,37,20,3,552
2000,1296,725,543,88,37,20,3,552
2000,1297,724,543,87,37,19,3,552
2000,1298,723,542,87,37,19,3,553
2000,1299,722,542,86,37,19,3,555
2000,1300,721,542,86,37,19,3,583
2000,1301,720,541,86,37,19,3,583
2000,1302,719,540,85,38,19,3,583
2000,1303,718,539,85,38,19,3,583
2000,1304,717,537,86,38,19,3,583
2000,1305,716,537,86,38,18,3,583
2000,1306,715,537,85,38,18,3,583
2000,1307,714,536,85,38,18,2,583
2000,1308,713,536,84,38,18,2,585
2000,1309,714,536,84,38,18,2,473
2000,1310,713,535,84,38,18,2,473
2000,1311,712,535,84,38,18,2,473
2000,1312,711,535,84,38,18,2,549
2000,1313,710,535,83,38,18,2,549
2000,1314,709,534,83,37,19,2,549
2000,1315,708,533,83,37,19,2,549
2000,1316,709,533,83,37,19,2,397
2000,1317,708,533,83,37,18,2,397
2000,1318,707,533,83,37,18,2,552
2000,1319,706,533,83,36,18,2,555
2000,1320,705,532,83,36,18,2,555
2000,1321,704,531,82,37,18,2,555
2000,1322,703,530,82,37,18,2,555
2000,1323,702,530,82,37,17,2,555
2000,1324,701,529,81,38,17,2,555
2000,1325,700,528,81,38,17,2,556
2000,1326,699,528,80,38,17,2,556
2000,1327,698,528,80,38,17,2,566
2000,1328,697,527,80,38,17,2,567
2000,1329,696,525,81,38,17,2,567
2000,1330,695,525,81,38,17,2,573
2000,1331,696,525,81,38,17,2,556
2000,1332,695,524,81,37,18,2,556
2000,1333,694,524,81,37,18,2,556
2000,1334,693,523,81,37,18,2,556
2000,1335,694,523,81,37,18,2,298
2000,1336,693,523,81,36,18,2,298
2000,1337,692,523,81,36,17,2,298
2000,1338,691,522,80,37,17,2,298
2000,1339,690,522,79,37,17,2,298
2000,1340,689,521,79,37,17,2,298
2000,1341,688,521,79,37,17,2,428
2000,1342,687,520,78,38,17,2,428
2000,1343,686,520,78,38,16,2,432
2000,1344,685,519,78,38,16,2,433
2000,1345,684,519,78,38,16,2,695
2000,1346,683,519,78,38,15,2,695
2000,1347,683,519,78,38,15,2,695
2000,1348,682,518,78,38,15,2,695
2000,1349,682,518,78,38,15,2,695
2000,1350,681,518,78,38,15,2,855
