n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,700.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,698.9536,299.0464,0.4008,0.2448,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,697.8987,298.1055,0.8037,0.4895,0.6984,0.0009,0.0003,0.0011,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0042
1000,3,997.0,696.8423,297.1693,1.2056,0.7316,1.0396,0.003,0.0016,0.0027,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0116
1000,4,996.0,695.7997,296.2266,1.5952,0.9784,1.3741,0.0058,0.0037,0.0066,0.0096,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,2.0263
1000,5,995.0,694.7535,295.2921,1.9804,1.2237,1.7053,0.0121,0.0069,0.0114,0.014,0.0,0.0001,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,2.0453
1000,6,994.0002,693.7172,294.3517,2.3645,1.464,2.0354,0.0162,0.0109,0.0182,0.021,0.0,0.0002,0.0002,0.0002,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,2.0679
1000,7,993.0003,692.6808,293.4155,2.7491,1.6971,2.3634,0.0211,0.0171,0.025,0.0299,0.0,0.0002,0.0002,0.0004,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,2.0938
1000,8,992.0004,691.6478,292.478,3.1318,1.9299,2.6899,0.0271,0.0217,0.0314,0.0408,0.0001,0.0003,0.0003,0.0007,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,2.121
1000,9,991.0004,690.6097,291.5539,3.5164,2.152,3.0092,0.0344,0.0287,0.0403,0.0522,0.0003,0.0003,0.0006,0.0013,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,2.1565
1000,10,990.0006,689.5816,290.623,3.8938,2.3786,3.3252,0.041,0.0361,0.0509,0.0654,0.0004,0.0003,0.0008,0.002,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,2.1932
1000,11,989.0007,688.5547,289.6921,4.2681,2.6071,3.6399,0.0492,0.042,0.0619,0.0796,0.0006,0.0003,0.0015,0.0019,0.0014,0.0,0.0,0.0,0.0,0.0002,0.0001,2.2281
1000,12,988.0007,687.5332,288.7604,4.6355,2.8399,3.9486,0.0581,0.0491,0.0725,0.0948,0.0007,0.0005,0.0018,0.0027,0.0025,0.0,0.0,0.0,0.0,0.0002,0.0001,2.2669
1000,13,987.0007,686.4867,287.8554,5.0111,3.073,4.2459,0.0684,0.057,0.0835,0.1081,0.0011,0.0008,0.0023,0.0037,0.0033,0.0,0.0,0.0,0.0,0.0002,0.0001,2.3044
1000,14,986.0007,685.4489,286.9545,5.3788,3.3033,4.5284,0.0791,0.0666,0.0999,0.1267,0.0015,0.001,0.0028,0.0046,0.004,0.0,0.0,0.0001,0.0,0.0002,0.0002,2.3507
1000,15,985.0007,684.4083,286.0592,5.7547,3.5191,4.8126,0.0889,0.0781,0.1155,0.146,0.0018,0.0013,0.0033,0.0061,0.0049,0.0,0.0,0.0001,0.0001,0.0004,0.0002,2.3961
1000,16,984.0007,683.3746,285.1589,6.1261,3.7306,5.102,0.101,0.0899,0.13,0.1652,0.002,0.0015,0.0043,0.0074,0.0061,0.0,0.0,0.0001,0.0002,0.0005,0.0002,2.442
1000,17,983.0007,682.3499,284.2562,6.4894,3.9429,5.3865,0.114,0.101,0.1479,0.1855,0.0025,0.002,0.005,0.0089,0.0077,0.0,0.0,0.0001,0.0003,0.0005,0.0002,2.4893
1000,18,982.0007,681.3172,283.3619,6.8551,4.1574,5.6653,0.127,0.1131,0.1645,0.2071,0.003,0.0026,0.0058,0.0104,0.0087,0.0,0.0,0.0001,0.0003,0.0006,0.0004,2.5315
1000,19,981.001,680.2904,282.4705,7.2138,4.3677,5.9397,0.142,0.1263,0.1828,0.2298,0.0037,0.0036,0.0066,0.0123,0.01,0.0,0.0,0.0001,0.0003,0.0007,0.0005,2.5797
1000,20,980.0012,679.2662,281.5782,7.574,4.5732,6.2145,0.1571,0.139,0.2016,0.2528,0.004,0.0048,0.0074,0.0141,0.0122,0.0001,0.0,0.0001,0.0003,0.0008,0.0006,2.6241
1000,21,979.0012,678.2272,280.7036,7.9372,4.7802,6.4793,0.1733,0.1528,0.2216,0.2745,0.0047,0.0052,0.0085,0.0166,0.0136,0.0001,0.0,0.0002,0.0004,0.001,0.0009,2.669
1000,22,978.0012,677.197,279.8316,8.2906,4.9815,6.7376,0.1926,0.1682,0.2424,0.3004,0.0059,0.006,0.0099,0.0178,0.016,0.0001,0.0001,0.0003,0.0007,0.0011,0.0011,2.7146
1000,23,977.0013,676.1748,278.9519,8.6367,5.1896,6.9964,0.2115,0.1853,0.2629,0.3257,0.0066,0.0069,0.0106,0.0197,0.0175,0.0001,0.0002,0.0005,0.0009,0.0014,0.0017,2.7575
1000,24,976.0018,675.1633,278.0683,8.9833,5.3894,7.2523,0.2296,0.1983,0.287,0.354,0.0075,0.0084,0.0126,0.0208,0.021,0.0001,0.0002,0.0006,0.0009,0.002,0.0018,2.8008
1000,25,975.0021,674.1578,277.1789,9.3291,5.58,7.5173,0.247,0.2155,0.3107,0.3799,0.0089,0.009,0.0131,0.0235,0.0243,0.0001,0.0003,0.0008,0.0011,0.0025,0.0019,2.84
1000,26,974.0021,673.1578,276.2937,9.6658,5.7726,7.7704,0.2672,0.2326,0.3339,0.4111,0.0104,0.0097,0.015,0.0265,0.0274,0.0001,0.0003,0.0009,0.0013,0.0029,0.0021,2.8807
