n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,498.9892,499.0108,0.5054,0.0,0.4946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,497.9745,498.0295,1.0102,0.0,0.9818,0.0017,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004
1000,3,997.0,496.9737,497.0382,1.5053,0.0,1.4711,0.0051,0.0,0.0,0.0064,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2.0119
1000,4,996.0,495.9908,496.0333,1.9867,0.0,1.9653,0.0118,0.0,0.0,0.0119,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2.024
1000,5,995.0,494.9992,495.0416,2.4696,0.0,2.449,0.0204,0.0,0.0,0.02,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2.0403
1000,6,994.0,494.0058,494.0529,2.953,0.0,2.93,0.029,0.0,0.0,0.0289,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2.0576
1000,7,993.0,493.0281,493.0567,3.4215,0.0,3.4097,0.0423,0.0,0.0,0.0409,0.0005,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,2.0829
1000,8,992.0001,492.0407,492.0725,3.8948,0.0,3.8809,0.0551,0.0,0.0,0.0543,0.0011,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,2.1095
1000,9,991.0001,491.0567,491.0892,4.3647,0.0,4.3468,0.069,0.0,0.0,0.0708,0.0016,0.0,0.0,0.0,0.0012,0.0001,0.0,0.0,0.0,0.0,0.0,2.1403
1000,10,990.0001,490.0731,490.1053,4.8315,0.0,4.816,0.085,0.0,0.0,0.0853,0.0021,0.0,0.0,0.0,0.0017,0.0001,0.0,0.0,0.0,0.0,0.0,2.1694
1000,11,989.0002,489.0895,489.1266,5.2968,0.0,5.277,0.1017,0.0,0.0,0.1034,0.0027,0.0,0.0,0.0,0.0023,0.0002,0.0,0.0,0.0,0.0,0.0,2.2021
1000,12,988.0004,488.1049,488.1559,5.7545,0.0,5.7322,0.123,0.0,0.0,0.1231,0.0039,0.0,0.0,0.0,0.0026,0.0003,0.0,0.0,0.0,0.0,0.0,2.2398
1000,13,987.0004,487.1297,487.1763,6.2102,0.0,6.1879,0.1433,0.0,0.0,0.1445,0.0045,0.0,0.0,0.0,0.0036,0.0004,0.0,0.0,0.0,0.0,0.0,2.2762
1000,14,986.0004,486.1405,486.2157,6.67,0.0,6.6304,0.1647,0.0,0.0,0.1681,0.0057,0.0,0.0,0.0,0.0048,0.0004,0.0,0.0,0.0,0.0,0.0,2.3162
