n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,499.01,498.99,0.444,0.102,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,497.935,498.068,0.936,0.19,0.868,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003
1000,3,997.0,496.957,497.052,1.37,0.287,1.325,0.005,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009
1000,4,996.0,495.935,496.083,1.826,0.387,1.751,0.008,0.0,0.002,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018
1000,5,995.0,494.9,495.127,2.287,0.484,2.175,0.012,0.002,0.002,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027
1000,6,994.0,493.924,494.131,2.699,0.583,2.608,0.026,0.006,0.005,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054
1000,7,993.0,492.963,493.115,3.103,0.689,3.052,0.039,0.008,0.009,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.077
1000,8,992.0,491.972,492.132,3.533,0.782,3.477,0.049,0.011,0.011,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103
1000,9,991.0,490.966,491.165,3.964,0.886,3.888,0.06,0.013,0.014,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128
1000,10,990.0,490.01,490.16,4.375,0.966,4.319,0.073,0.018,0.019,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.164
1000,11,989.0,489.045,489.162,4.783,1.075,4.728,0.083,0.019,0.027,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.191
1000,12,988.0,488.09,488.152,5.187,1.176,5.155,0.094,0.022,0.03,0.092,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.221
1000,13,987.0,487.114,487.171,5.595,1.263,5.576,0.112,0.027,0.036,0.102,0.001,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.257
1000,14,986.0,486.103,486.229,6.022,1.361,5.962,0.125,0.031,0.041,0.118,0.002,0.002,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.001,2.294
1000,15,985.0,485.179,485.202,6.408,1.454,6.389,0.139,0.033,0.044,0.14,0.004,0.002,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.001,2.336
1000,16,984.0,484.252,484.185,6.779,1.56,6.802,0.158,0.041,0.046,0.163,0.005,0.002,0.0,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.001,2.38
1000,17,983.0,483.333,483.165,7.157,1.645,7.223,0.174,0.047,0.049,0.188,0.007,0.002,0.001,0.002,0.005,0.001,0.0,0.0,0.0,0.0,0.001,2.421
1000,18,982.0,482.332,482.25,7.558,1.718,7.588,0.204,0.056,0.059,0.209,0.009,0.002,0.001,0.002,0.01,0.001,0.0,0.0,0.0,0.0,0.001,2.478
1000,19,981.001,481.375,481.305,7.94,1.782,7.957,0.236,0.065,0.067,0.24,0.01,0.002,0.001,0.005,0.014,0.001,0.0,0.0,0.0,0.0,0.001,2.542
1000,20,980.001,480.37,480.378,8.343,1.883,8.322,0.26,0.07,0.075,0.262,0.012,0.002,0.001,0.005,0.015,0.001,0.0,0.0,0.0,0.0,0.002,2.581
1000,21,979.001,479.403,479.435,8.739,1.953,8.68,0.288,0.074,0.081,0.307,0.013,0.003,0.001,0.005,0.015,0.001,0.0,0.0,0.0,0.0,0.003,2.635
1000,22,978.001,478.421,478.513,9.115,2.028,9.039,0.332,0.08,0.09,0.341,0.013,0.003,0.002,0.005,0.014,0.001,0.0,0.0,0.0,0.0,0.004,2.68
1000,23,977.003,477.498,477.521,9.479,2.102,9.439,0.363,0.087,0.1,0.37,0.014,0.003,0.002,0.005,0.015,0.001,0.0,0.0,0.0,0.0,0.004,2.712
1000,24,976.003,476.535,476.569,9.861,2.192,9.803,0.388,0.093,0.109,0.403,0.016,0.004,0.003,0.005,0.017,0.001,0.0,0.0,0.0,0.0,0.004,2.748
1000,25,975.003,475.546,475.626,10.264,2.274,10.187,0.41,0.1,0.114,0.427,0.02,0.004,0.003,0.005,0.018,0.001,0.0,0.0,0.0,0.0,0.004,2.774
1000,26,974.003,474.624,474.655,10.609,2.357,10.559,0.441,0.103,0.121,0.467,0.028,0.006,0.003,0.005,0.018,0.002,0.0,0.0,0.0,0.0,0.005,2.816
1000,27,973.003,473.574,473.797,11.029,2.439,10.888,0.467,0.108,0.128,0.493,0.033,0.006,0.004,0.006,0.022,0.004,0.0,0.0,0.0,0.0,0.005,2.849
1000,28,972.003,472.576,472.902,11.395,2.516,11.238,0.518,0.118,0.134,0.519,0.035,0.006,0.005,0.006,0.026,0.004,0.0,0.0,0.0,0.0,0.005,2.879
1000,29,971.003,471.661,471.929,11.733,2.612,11.594,0.553,0.123,0.142,0.556,0.039,0.007,0.005,0.007,0.032,0.004,0.0,0.0,0.0,0.0,0.006,2.918
1000,30,970.003,470.733,470.971,12.075,2.685,11.965,0.591,0.132,0.149,0.588,0.045,0.008,0.007,0.008,0.036,0.004,0.0,0.0,0.0,0.0,0.006,2.953
1000,31,969.003,469.801,470.028,12.409,2.77,12.308,0.638,0.14,0.153,0.63,0.047,0.009,0.01,0.009,0.041,0.004,0.0,0.0,0.0,0.0,0.006,2.984
1000,32,968.003,468.849,469.108,12.765,2.843,12.64,0.668,0.156,0.16,0.676,0.05,0.011,0.011,0.011,0.042,0.004,0.001,0.0,0.0,0.0,0.006,3.026
1000,33,967.003,467.932,468.152,13.081,2.927,13.005,0.711,0.167,0.168,0.705,0.057,0.013,0.011,0.012,0.047,0.005,0.001,0.0,0.001,0.0,0.006,3.06
1000,34,966.003,466.984,467.248,13.395,3.019,13.322,0.766,0.175,0.177,0.747,0.06,0.015,0.015,0.013,0.049,0.007,0.001,0.0,0.001,0.0,0.006,3.093
1000,35,965.003,466.019,466.37,13.737,3.093,13.613,0.815,0.185,0.19,0.793,0.062,0.016,0.016,0.015,0.058,0.008,0.002,0.001,0.001,0.0,0.006,3.129
