n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,700.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,698.933,299.067,0.408,0.251,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,697.918,298.09,0.796,0.476,0.712,0.004,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.008
1000,3,997.0,696.863,297.155,1.197,0.714,1.053,0.006,0.004,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018
1000,4,996.0,695.858,296.179,1.548,0.983,1.395,0.013,0.009,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037
1000,5,995.0,694.839,295.222,1.93,1.21,1.738,0.015,0.015,0.016,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.061
1000,6,994.0,693.772,294.312,2.329,1.45,2.053,0.021,0.018,0.021,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.082
1000,7,993.0,692.711,293.405,2.731,1.668,2.369,0.027,0.024,0.03,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112
1000,8,992.0,691.666,292.489,3.117,1.896,2.677,0.033,0.031,0.043,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.147
1000,9,991.0,690.612,291.576,3.506,2.127,2.992,0.037,0.038,0.058,0.053,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.175
1000,10,990.0,689.55,290.689,3.899,2.344,3.283,0.044,0.046,0.073,0.068,0.002,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216
1000,11,989.0,688.494,289.788,4.284,2.576,3.581,0.051,0.053,0.09,0.078,0.002,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.249
1000,12,988.0,687.466,288.874,4.657,2.795,3.875,0.065,0.055,0.102,0.104,0.002,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.292
1000,13,987.0,686.421,287.967,5.036,3.032,4.167,0.073,0.06,0.114,0.119,0.002,0.002,0.003,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.326
1000,14,986.0,685.395,287.047,5.401,3.261,4.467,0.086,0.071,0.119,0.14,0.002,0.002,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.366
1000,15,985.0,684.335,286.172,5.77,3.496,4.74,0.103,0.082,0.128,0.155,0.002,0.002,0.003,0.007,0.004,0.0,0.0,0.0,0.0,0.001,0.0,2.417
1000,16,984.0,683.329,285.244,6.122,3.716,5.04,0.116,0.092,0.146,0.172,0.002,0.002,0.005,0.008,0.005,0.0,0.0,0.0,0.0,0.001,0.0,2.463
