x,interval_begins,interval_ends,mean,analytical
0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,1.673525235820632e-11
0.002,0.0,0.0,0.0,2.650758593470735e-10
0.003,0.0,0.0,0.0,1.328474534357104e-09
0.004,0.0,0.0,0.0,4.156485690143539e-09
0.005,0.0,0.0,0.0,1.0045800309748989e-08
0.006,0.0,0.0,0.0,2.0621859063512376e-08
0.007,0.0,0.0,0.0,3.7821030003595074e-08
0.008,0.0,0.0,0.0,6.3873337444355e-08
0.009,0.0,0.0,0.0,1.0128572890874704e-07
0.01,0.0,0.0,0.0,1.5282586728780794e-07
0.011,0.0,0.0,0.0,2.2150643562228029e-07
0.012,0.0,0.0,0.0,3.10569942172629e-07
0.013,0.0,0.0,0.0,4.2347401369617566e-07
0.014,0.0,0.0,0.0,5.638771650979242e-07
0.015,0.0,0.0,1e-06,7.356250338649182e-07
0.016,0.0,0.0,1e-06,9.42737067932779e-07
0.017,0.0,0.0,1e-06,1.1893936558674523e-06
0.018,0.0,0.0,1e-06,1.479923688475261e-06
0.019,0.0,0.0,3e-06,1.8187925411801584e-06
0.02,0.0,0.0,3e-06,2.210590466728689e-06
0.021,0.0,0.0,3e-06,2.6600213880006895e-06
0.022,0.0,0.0,4e-06,3.1718920809171954e-06
0.023,0.0,0.0,4e-06,3.7511017376465506e-06
0.024,0.0,0.0,4e-06,4.402631900515232e-06
0.025,0.0,0.0,6e-06,5.131536757231753e-06
0.026,0.0,0.0,6e-06,5.942933788229882e-06
0.027,0.0,0.0,7e-06,6.841994757131751e-06
0.028,0.0,0.0,8e-06,7.833937035521996e-06
0.029,0.0,0.0,9e-06,8.924015253411191e-06
0.03,0.0,0.0,1e-05,1.0117513266950294e-05
0.031,0.0,0.0,1.1e-05,1.1419736435137937e-05
0.032,0.0,0.0,1.1e-05,1.2836004197439012e-05
0.033,0.0,0.0,1.3000000000000001e-05,1.437164294440642e-05
0.034,0.0,0.0,1.4e-05,1.603197917356783e-05
0.035,0.0,0.0,1.5e-05,1.782233292300612e-05
0.036,0.0,0.0,1.6e-05,1.9748011475225865e-05
0.037,0.0,0.0,2e-05,2.181430332405889e-05
0.038,0.0,0.0,1.9e-05,2.4026472397519004e-05
0.039,0.0,0.0,2.2e-05,2.6389752529671015e-05
0.04,0.0,0.0,2.3e-05,2.890934217473044e-05
0.041,0.0,0.001,2.6000000000000002e-05,3.1590399356758655e-05
0.042,0.0,0.001,3.2e-05,3.4438036848464694e-05
0.043,0.0,0.001,3.9e-05,3.7457317572766984e-05
0.044,0.0,0.001,4.2e-05,4.065325022090954e-05
0.045,0.0,0.001,4.7000000000000004e-05,4.403078508106366e-05
0.046,0.0,0.001,5e-05,4.759481007148165e-05
0.047,0.0,0.001,5.4e-05,5.135014697240159e-05
0.048,0.0,0.001,6.1e-05,5.53015478510308e-05
0.049,0.0,0.001,6.7e-05,5.9453691674063905e-05
0.05,0.0,0.001,6.8e-05,6.381118110231574e-05
0.051,0.0,0.001,7.000000000000001e-05,6.837853946217127e-05
0.052,0.0,0.001,7.3e-05,7.316020788867535e-05
0.053,0.0,0.001,7.500000000000001e-05,7.816054263520135e-05
0.054,0.0,0.001,7.9e-05,8.338381254475502e-05
0.055,0.0,0.001,8.5e-05,8.883419667808035e-05
0.056,0.0,0.001,9.1e-05,9.451578209384728e-05
0.057,0.0,0.001,9.7e-05,0.0001004325617763083
0.058,0.0,0.001,0.000102,0.00010658843270591746
0.059,0.0,0.001,0.000106,0.00011298719406851063
0.06,0.0,0.001,0.000117,0.00011963254559874706
0.061,0.0,0.001,0.000126,0.00012652808605361233
0.062,0.0,0.001,0.000135,0.0001336773118118828
0.063,0.0,0.001,0.000149,0.00014108361559554556
0.064,0.0,0.001,0.00015900000000000002,0.00014875028530926396
0.065,0.0,0.001,0.000166,0.00015668050299407044
0.066,0.0,0.001,0.000177,0.00016487734389155904
0.067,0.0,0.001,0.000181,0.00017334377561493955
0.068,0.0,0.001,0.000193,0.00018208265742340084
0.069,0.0,0.001,0.000204,0.00019109673959631743
0.07,0.0,0.001,0.000211,0.00020038866290391613
0.071,0.0,0.001,0.000228,0.0002099609581711014
0.072,0.0,0.001,0.00023700000000000001,0.0002198160459312203
0.073,0.0,0.001,0.000246,0.00022995623616662065
0.074,0.0,0.001,0.000263,0.00024038372813294138
0.075,0.0,0.001,0.000276,0.0002511006102641425
0.076,0.0,0.002,0.00029,0.00026210886015535796
0.077,0.0,0.002,0.00030000000000000003,0.0002734103446207291
0.078,0.0,0.002,0.00031,0.00028500681982344457
0.079,0.0,0.002,0.000322,0.00029689993147528193
0.08,0.0,0.002,0.000335,0.00030909121510301656
0.081,0.0,0.002,0.000348,0.00032158209637912717
0.082,0.0,0.002,0.00036,0.00033437389151429496
0.083,0.0,0.002,0.000372,0.0003474678077092538
0.084,0.0,0.002,0.00039,0.0003608649436636151
0.085,0.0,0.002,0.000401,0.0003745662901393489
0.086,0.0,0.002,0.000412,0.00038857273057666514
0.087,0.0,0.002,0.000433,0.00040288504176009795
0.088,0.0,0.002,0.000439,0.0004175038945326449
0.089,0.0,0.002,0.000458,0.0004324298545558863
0.09,0.0,0.002,0.00048100000000000004,0.00044766338311404586
0.091,0.0,0.002,0.0005020000000000001,0.00046320483796002097
0.092,0.0,0.002,0.000518,0.0004790544742014568
0.093,0.0,0.002,0.000535,0.0004952124452249923
0.094,0.0,0.002,0.000558,0.0005116788036568579
0.095,0.0,0.002,0.000576,0.0005284535023580488
0.096,0.0,0.002,0.000602,0.0005455363954523548
0.097,0.0,0.002,0.000611,0.000562927239385563
0.098,0.0,0.002,0.000624,0.0005806256940142101
0.099,0.0,0.002,0.000626,0.000598631323722292
0.1,0.0,0.002,0.000642,0.0006169435985643925
0.101,0.0,0.002,0.000657,0.0006355618954337339
0.102,0.0,0.002,0.0006670000000000001,0.0006544854992536904
0.103,0.0,0.002,0.000684,0.0006737136041913542
0.104,0.0,0.002,0.000699,0.0006932453148917737
0.105,0.0,0.003,0.0007250000000000001,0.0007130796477315361
0.106,0.0,0.003,0.00074,0.0007332155320903964
0.107,0.0,0.003,0.00076,0.0007536518116396925
0.108,0.0,0.003,0.0007790000000000001,0.0007743872456463267
0.109,0.0,0.003,0.000803,0.0007954205102911321
0.11,0.0,0.003,0.000827,0.0008167502000004688
0.111,0.0,0.003,0.000853,0.0008383748287899384
0.112,0.0,0.003,0.00088,0.0008602928316191374
0.113,0.0,0.003,0.000906,0.0008825025657563945
0.114,0.0,0.003,0.000919,0.0009050023121524855
0.115,0.0,0.003,0.0009440000000000001,0.0009277902768223324
0.116,0.0,0.003,0.0009620000000000001,0.0009508645922337389
0.117,0.0,0.003,0.0009860000000000001,0.0009742233187022387
0.118,0.0,0.003,0.001003,0.0009978644457911562
0.119,0.0,0.003,0.001026,0.0010217858937160258
0.12,0.0,0.003,0.001048,0.0010459855147525172
0.121,0.0,0.003,0.001073,0.0010704610946470749
0.122,0.0,0.003,0.0011020000000000001,0.0010952103540294712
0.123,0.0,0.003,0.001119,0.0011202309498265285
0.124,0.0,0.003,0.00115,0.0011455204766762713
0.125,0.0,0.003,0.001172,0.0011710764683418096
0.126,0.0,0.003,0.00119,0.0011968963991242617
0.127,0.0,0.004,0.0012180000000000001,0.0012229776852740628
0.128,0.0,0.004,0.001244,0.0012493176864000297
0.129,0.0,0.004,0.001271,0.0012759137068755564
0.13,0.0,0.004,0.001293,0.0013027629972413612
0.131,0.0,0.004,0.001327,0.0013298627556042114
0.132,0.0,0.004,0.00136,0.0013572101290310764
0.133,0.0,0.004,0.001381,0.0013848022149381813
0.134,0.0,0.004,0.0014190000000000001,0.001412636062474464
0.135,0.0,0.004,0.001448,0.0014407086738989295
0.136,0.0,0.004,0.001476,0.0014690170059514455
0.137,0.0,0.004,0.0015040000000000001,0.001497557971216528
0.138,0.0,0.004,0.001532,0.0015263284394796785
0.139,0.0,0.004,0.001555,0.0015553252390758613
0.14,0.0,0.004,0.001585,0.0015845451582297274
0.141,0.0,0.004,0.001605,0.0016139849463871934
0.142,0.0,0.004,0.001634,0.001643641315538029
0.143,0.0,0.004,0.001657,0.0016735109415290795
0.144,0.0,0.004,0.001693,0.001703590465367813
0.145,0.0,0.004,0.001719,0.0017338764945158645
0.146,0.0,0.004,0.001753,0.0017643656041722734
0.147,0.0,0.004,0.001777,0.0017950543385461268
0.148,0.0,0.004,0.001814,0.0018259392121183335
0.149,0.0,0.004,0.001838,0.001857016710892269
0.15,0.0,0.005,0.001868,0.0018882832936330369
0.151,0.0,0.004,0.001898,0.0019197353930951253
0.152,0.0,0.005,0.001935,0.0019513694172382193
0.153,0.0,0.005,0.001963,0.0019831817504309644
0.154,0.0,0.005,0.001986,0.0020151687546424942
0.155,0.0,0.005,0.002029,0.0020473267706215153
0.156,0.0,0.005,0.002063,0.0020796521190627843
0.157,0.0,0.005,0.002092,0.0021121411017608217
0.158,0.0,0.005,0.002133,0.002144790002750677
0.159,0.0,0.005,0.002164,0.002177595089435645
0.16,0.0,0.005,0.002198,0.0022105526137017563
0.161,0.0,0.005,0.0022270000000000002,0.0022436588130189438
0.162,0.0,0.005,0.002252,0.002276909911528772
0.163,0.0,0.005,0.002295,0.002310302121118595
0.164,0.0,0.005,0.002319,0.0023438316424820907
0.165,0.0,0.005,0.002367,0.0023774946661660355
0.166,0.0,0.005,0.002394,0.0024112873736032766
0.167,0.0,0.006,0.002421,0.0024452059381318164
0.168,0.0,0.006,0.002439,0.0024792465259999385
0.169,0.0,0.006,0.002488,0.0025134052973573295
0.17,0.0,0.006,0.0025340000000000002,0.0025476784072321493
0.171,0.0,0.006,0.0025700000000000002,0.002582062006493997
0.172,0.0,0.006,0.002625,0.00261655224280275
0.173,0.0,0.006,0.002653,0.0026511452615432473
0.174,0.0,0.006,0.002689,0.0026858372067457767
0.175,0.0,0.006,0.00272,0.002720624221992392
0.176,0.0,0.006,0.002758,0.002755502451309005
0.177,0.0,0.006,0.002801,0.0027904680400432846
0.178,0.0,0.006,0.00283,0.0028255171357283505
0.179,0.0,0.006,0.002863,0.002860645888932265
0.18,0.0,0.006,0.00289,0.002895850454093364
0.181,0.0,0.006,0.002941,0.002931126990341406
0.182,0.0,0.006,0.002964,0.0029664716623046066
0.183,0.0,0.007,0.0029950000000000003,0.003001880640902543
0.184,0.0,0.007,0.003018,0.0030373501041250114
0.185,0.0,0.007,0.003059,0.00307287623779683
0.186,0.0,0.007,0.0030930000000000003,0.0031084552363286693
0.187,0.0,0.007,0.003133,0.0031440833034539132
0.188,0.0,0.007,0.003167,0.0031797566529516612
0.189,0.0,0.007,0.003208,0.0032154715093558567
0.19,0.0,0.007,0.003239,0.0032512241086506658
0.191,0.0,0.007,0.003278,0.0032870106989521244
0.192,0.0,0.007,0.003321,0.0033228275411761364
0.193,0.0,0.007,0.003362,0.003358670909692893
0.194,0.0,0.007,0.0034130000000000002,0.003394537092967782
0.195,0.0,0.007,0.003458,0.0034304223941888632
0.196,0.001,0.007,0.003479,0.0034663231318809882
0.197,0.001,0.007,0.0035240000000000002,0.0035022356405066493
0.198,0.001,0.007,0.003553,0.003538156271053636
0.199,0.001,0.007,0.003586,0.0035740813916095857
0.2,0.001,0.007,0.003626,0.00361000738792353
0.201,0.001,0.008,0.003649,0.003645930663954505
0.202,0.001,0.007,0.003675,0.0036818476424073515
0.203,0.001,0.007,0.0037,0.0037177547652557513
0.204,0.001,0.007,0.003724,0.0037536484942526675
0.205,0.001,0.008,0.0037630000000000003,0.0037895253114282263
0.206,0.001,0.008,0.0038050000000000002,0.0038253817195751543
0.207,0.001,0.008,0.003835,0.0038612142427219246
0.208,0.001,0.008,0.003885,0.003897019426593632
0.209,0.001,0.008,0.003926,0.003932793839060792
0.21,0.001,0.008,0.003956,0.0039685340705761015
0.211,0.001,0.008,0.003992,0.004004236734599307
0.212,0.001,0.008,0.004011,0.004039898468010301
0.213,0.001,0.008,0.004041,0.004075515931510514
0.214,0.001,0.008,0.00407,0.004111085810012749
0.215,0.001,0.008,0.004115,0.004146604813019606
0.216,0.001,0.008,0.004148,0.004182069674990509
0.217,0.001,0.008,0.004176,0.004217477155697569
0.218,0.001,0.008,0.0042,0.004252824040570319
0.219,0.001,0.008,0.004236,0.004288107141029482
0.22,0.001,0.008,0.004274,0.00432332329480987
0.221,0.001,0.008,0.004308,0.004358469366272539
0.222,0.001,0.008,0.004331,0.004393542246706328
0.223,0.001,0.009,0.004385,0.004428538854618892
0.224,0.001,0.009,0.004447,0.004463456136017345
0.225,0.001,0.009,0.004501,0.004498291064678667
0.226,0.001,0.009,0.0045390000000000005,0.004533040642409945
0.227,0.001,0.009,0.004577,0.004567701899298627
0.228,0.001,0.009,0.004631,0.004602271893952861
0.229,0.001,0.009,0.004654,0.004636747713732077
0.23,0.001,0.009,0.004684,0.004671126474967915
0.231,0.001,0.009,0.0047220000000000005,0.004705405323175649
0.232,0.001,0.009,0.004773,0.0047395814332561684
0.233,0.001,0.009,0.00483,0.004773652009688743
0.234,0.001,0.009,0.004878,0.004807614286714565
0.235,0.001,0.009,0.004906,0.004841465528511326
0.236,0.001,0.009,0.004933,0.00487520302935884
0.237,0.001,0.009,0.004964,0.0049088241137959
0.238,0.001,0.009,0.004992,0.004942326136768472
0.239,0.001,0.009,0.00502,0.004975706483769342
0.24,0.001,0.01,0.005059,0.005008962570969365
0.241,0.001,0.01,0.005084,0.005042091845340383
0.242,0.001,0.01,0.005104,0.00507509178477001
0.243,0.001,0.01,0.005118,0.005107959898168338
0.244,0.001,0.01,0.005145,0.00514069372556671
0.245,0.001,0.01,0.005155,0.005173290838208711
0.246,0.001,0.009,0.005184,0.005205748838633433
0.247,0.001,0.009,0.005221,0.005238065360751182
0.248,0.001,0.01,0.005261,0.0052702380699117405
0.249,0.001,0.01,0.00529,0.005302264662965296
0.25,0.001,0.01,0.005321,0.005334142868316134
0.251,0.001,0.01,0.005352,0.00536587044596926
0.252,0.001,0.01,0.005404,0.005397445187570013
0.253,0.002,0.01,0.005429,0.005428864916436852
0.254,0.001,0.01,0.005449,0.005460127487587348
0.255,0.002,0.01,0.005463,0.0054912307877575724
0.256,0.002,0.01,0.0054800000000000005,0.005522172735414957
0.257,0.001,0.01,0.005513,0.005552951280764746
0.258,0.002,0.01,0.005569,0.00558356440575017
0.259,0.002,0.01,0.005627,0.00561401012404639
0.26,0.002,0.01,0.005655,0.005644286481048451
0.261,0.002,0.01,0.005694,0.005674391553853203
0.262,0.002,0.01,0.005738,0.005704323451235408
0.263,0.002,0.01,0.005781,0.0057340803136181106
0.264,0.002,0.01,0.005806,0.0057636603130373516
0.265,0.002,0.01,0.005833,0.005793061653101389
0.266,0.002,0.01,0.005879,0.005822282568944481
0.267,0.002,0.01,0.0059240000000000004,0.005851321327175354
0.268,0.002,0.01,0.0059570000000000005,0.005880176225820478
0.269,0.002,0.01,0.0059960000000000005,0.005908845594262236
0.27,0.002,0.01,0.00602,0.005937327793172096
0.271,0.002,0.01,0.006061,0.005965621214438852
0.272,0.002,0.01,0.006082,0.0059937242810921346
