x,interval_begins,interval_ends,mean,analytical
0.001,0.0,0.0,0.0,1.6584056771263466e-11
0.002,0.0,0.0,0.0,2.626963309061341e-10
0.003,0.0,0.0,0.0,1.3166256860467724e-09
0.004,0.0,0.0,0.0,4.119652478985721e-09
0.005,0.0,0.0,0.0,9.957354692936491e-09
0.006,0.0,0.0,0.0,2.0441480031625244e-08
0.007,0.0,0.0,0.0,3.749237070655947e-08
0.008,0.0,0.0,0.0,6.332192791606864e-08
0.009,0.0,0.0,0.0,1.0041710327614377e-07
0.01,0.0,0.0,0.0,1.515239047198098e-07
0.011,0.0,0.0,0.0,2.196319046338205e-07
0.012,0.0,0.0,0.0,3.0795923824895966e-07
0.013,0.0,0.0,0.0,4.199380805432207e-07
0.014,0.0,0.0,0.0,5.592005901557267e-07
0.015,0.0,0.0,1e-06,7.29565309043474e-07
0.016,0.0,0.0,1e-06,9.35024006842964e-07
0.017,0.0,0.0,1e-06,1.1797289591245397e-06
0.018,0.0,0.0,1e-06,1.4679806489488936e-06
0.019,0.0,0.0,3e-06,1.8042158813527957e-06
0.02,0.0,0.0,4e-06,2.192996300604662e-06
0.021,0.0,0.0,4e-06,2.638997300280291e-06
0.022,0.0,0.0,4e-06,3.146997316414877e-06
0.023,0.0,0.0,4e-06,3.721867494189454e-06
0.024,0.0,0.0,4e-06,4.368561718808193e-06
0.025,0.0,0.0,5e-06,5.092107001417665e-06
0.026,0.0,0.0,5e-06,5.897594211110154e-06
0.027,0.0,0.0,5e-06,6.790169144240646e-06
0.028,0.0,0.0,5e-06,7.775023922471115e-06
0.029,0.0,0.0,5e-06,8.85738871113631e-06
0.03,0.0,0.0,5e-06,1.0042523749702552e-05
0.031,0.0,0.0,4e-06,1.1335711686264843e-05
0.032,0.0,0.0,5e-06,1.2742250208198466e-05
0.033,0.0,0.0,6e-06,1.4267444961248517e-05
0.034,0.0,0.0,1.1e-05,1.5916602749505416e-05
0.035,0.0,0.0,1.3000000000000001e-05,1.769502500887546e-05
0.036,0.0,0.0,1.7e-05,1.960800154681392e-05
0.037,0.0,0.0,1.9e-05,2.1660804541243454e-05
0.038,0.0,0.0,2e-05,2.385868279173254e-05
0.039,0.0,0.0,2.4e-05,2.6206856216158845e-05
0.04,0.0,0.0,2.5e-05,2.8710510586228372e-05
0.041,0.0,0.0,2.7e-05,3.137479249536535e-05
0.042,0.0,0.0,2.9e-05,3.42048045526291e-05
0.043,0.0,0.0,3e-05,3.720560079645227e-05
0.044,0.0,0.0,3.5000000000000004e-05,4.0382182322130884e-05
0.045,0.0,0.0,3.9e-05,4.373949311712963e-05
0.046,0.0,0.0,4.1e-05,4.728241609839661e-05
0.047,0.0,0.0,4.3e-05,5.101576934601019e-05
