x,A,B,all
0.05,0.011784503850146408,0.010236923821999519,0.0110107078492223
0.1,0.006028361946639734,0.033765238232197875,0.01989487713626653
0.15000000000000002,0.010767921938266863,0.06462176985728496,0.026912718770449436
0.2,0.007257662439329184,0.06264304897256012,0.03494268953270417
0.25,0.004989232098342174,0.08224970762830809,0.04360455341710211
0.3,0.0006493817907501794,0.11219261374958463,0.05573980043355734
0.35,0.012870299529793738,0.11352390909308147,0.06317179243500966
0.39999999999999997,0.20150220768084767,0.09588129024719844,0.14871967994058558
0.44999999999999996,0.1776460445204724,0.07612581502057783,0.12691172839784753
0.49999999999999994,0.19164027169728987,0.05638852460358774,0.12406018752358407
0.5499999999999999,0.19235144396956566,0.024843177017476833,0.10866753430342505
0.6,0.026571949181452784,0.11208378472234168,0.06930959893168205
0.65,0.005061329531484243,0.10703519169548077,0.05602227850458081
0.7000000000000001,0.008854174293916385,0.1282127671971829,0.059632356099181036
0.7500000000000001,0.004499346854664787,0.15978517639375867,0.0775754936058562
0.8000000000000002,0.014204272346712293,0.11222183280195178,0.04896884090123878
0.8500000000000002,0.03976661107279919,0.08103846741928052,0.020599451033163397
0.9000000000000002,0.05520990869685064,0.07330780624664018,0.009007660503413568
0.9500000000000003,0.09803986588221299,0.039742853707329565,0.029195980119947423
1.0000000000000002,0.16459087993615779,0.02918289896108929,0.06779792477827805
