empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,experiment,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
300.0,298.93453552480213,0.2932052661206396,0.55,0.04,0.41,0.43313509768817243,0.03375105215392491,11,0.4,0.4,0.4,300
498.0,578.3616236864602,0.5692663548773573,0.26,0.01,0.73,0.06888429994191508,0.021956316351195937,11,0.4,0.4,0.4,500
665.0,717.5362632500273,0.31015428022746283,0.03,0.29,0.6799999999999999,0.7452536530131426,0.010811532802864678,11,0.4,0.4,0.4,700
773.0,954.8979708958681,0.9765928153527093,0.51,0.23,0.26,0.45676041445873844,0.006083786847567985,11,0.4,0.4,0.4,900
841.0,1131.8467753722607,1.1405738027736747,0.22,0.02,0.76,0.11944176187667777,0.008226002712817183,11,0.4,0.4,0.4,1100
902.0,1333.160594209018,1.3093017762701924,0.16,0.27,0.57,0.44817682270053366,0.0008665741526922977,11,0.4,0.4,0.4,1300
926.0,1415.6582002425173,1.4236794200056706,0.29000000000000004,0.21,0.5,0.35336711681180555,0.0004470552517765163,11,0.4,0.4,0.4,1500
100.0,99.6866813975509,0.08118589956961894,0.35000000000000003,0.24,0.4099999999999999,0.447292267912712,0.023715151238437492,12,0.4,0.4,0.4,100
300.0,299.9575596364749,0.3431151303353844,0.32,0.14,0.5399999999999999,0.37691941028501375,0.021250950148398538,12,0.4,0.4,0.4,300
493.0,500.46871066386154,0.5302531119131559,0.2,0.18,0.6200000000000001,0.2899999999999999,0.025538959504848337,12,0.4,0.4,0.4,500
665.0,689.6271395415332,0.5662747758749365,0.04,0.15,0.8099999999999999,0.3493359237061526,0.007410054798367513,12,0.4,0.4,0.4,700
781.0,1111.2292329180113,1.0768844961058146,0.65,0.17,0.17999999999999997,0.459917100717583,0.004116934055380166,12,0.4,0.4,0.4,900
862.0,1128.479546277829,1.0894617925361367,0.42000000000000004,0.2,0.37999999999999995,0.3615903659819265,0.0029776920093137044,12,0.4,0.4,0.4,1100
913.0,1344.9662413117624,1.2892808905567028,0.98,0.01,0.010000000000000018,0.917137024519801,0.000896483570171179,12,0.4,0.4,0.4,1300
940.0,1459.6749776212632,1.4343628129878456,0.04,0.03,0.9299999999999999,0,0.0013585685714756586,12,0.4,0.4,0.4,1500
100.0,100.48953396984525,0.14168292368717061,0.35000000000000003,0.2,0.4499999999999999,0.4623564645607413,0.027493413215964636,13,0.4,0.4,0.4,100
300.0,301.14826168644174,0.15616025127459549,0.01,0.02,0.97,0.5364891301488094,0.014864271683213926,13,0.4,0.4,0.4,300
498.0,501.3842577473441,0.526598269073907,0.2,0.16,0.64,0.28,0.019506148254869002,13,0.4,0.4,0.4,500
662.0,704.4867437633912,0.7144153439731129,0.37,0.24,0.39,0.3800423779092674,0.009816362896575587,13,0.4,0.4,0.4,700
774.0,868.7579190015639,0.3652777045335015,0.01,0.32,0.6699999999999999,0.7451873893860191,0.008038565078170586,13,0.4,0.4,0.4,900
848.0,1122.7170224385898,1.0680990263213295,0.02,0.04,0.94,0.15950706381998783,0.0021504059717052846,13,0.4,0.4,0.4,1100
894.0,1469.9684080012769,0.9160394459102377,0.01,0.01,0.98,0.43289326571459735,0.002340640723894526,13,0.4,0.4,0.4,1300
926.0,1427.3652605555826,1.3466234162209392,0.01,0.02,0.97,0.11251543986847627,0.0031415467660127878,13,0.4,0.4,0.4,1500
100.0,100.40271214910098,0.08311273622693369,0.35000000000000003,0.04,0.6099999999999999,0.3624447555666349,0.00820218116659138,14,0.4,0.4,0.4,100
300.0,303.0464064210457,0.10315957135099615,0.08,0.14,0.78,0.8122741732995181,0.004875612370986355,14,0.4,0.4,0.4,300
499.0,512.7044453865269,0.47132194887908113,0.03,0.09,0.88,0.3344062281549616,0.019411826106861325,14,0.4,0.4,0.4,500
656.0,765.2645823877864,0.7953890376488753,0.7000000000000001,0.01,0.2899999999999999,0.8618007439375533,0.012504476126456268,14,0.4,0.4,0.4,700
768.0,930.6297506669888,0.5693059974201999,0.01,0.1,0.89,0.516100367071965,0.004946112548610802,14,0.4,0.4,0.4,900
831.0,1162.3299578709139,0.7231251775926768,0.01,0.16,0.83,0.5619213233197581,0.003029438116699601,14,0.4,0.4,0.4,1100
882.0,1290.6491999351717,1.1554917609890096,0.01,0.22,0.77,0.3586794389324742,0.003266158994756668,14,0.4,0.4,0.4,1300
924.0,1515.6985245525664,1.450952401946489,0.01,0.22,0.77,0.2902125364539502,0.0016913718903439317,14,0.4,0.4,0.4,1500
100.0,100.60885349158245,0.024678738431840312,0.56,0.12,0.31999999999999995,0.9594623858623373,0.011314873309043114,15,0.4,0.4,0.4,100
299.0,302.126534496189,0.2444510179511096,0.89,0.04,0.06999999999999998,0.6484218221664285,0.015952892723564857,15,0.4,0.4,0.4,300
499.0,512.7078630691079,0.4326955224899493,0.05,0.05,0.8999999999999999,0.3515432903549929,0.022017649442224455,15,0.4,0.4,0.4,500
662.0,763.387447246912,0.7087995611348097,0.75,0.12,0.13,0.5422060937960388,0.008711372414947577,15,0.4,0.4,0.4,700
769.0,937.980255238607,0.9329448295591651,0.06999999999999999,0.17,0.76,0.3173219666044976,0.007587048539951659,15,0.4,0.4,0.4,900
846.0,1118.605903066749,1.1051213463600957,0.51,0.24,0.25,0.47607971196574284,0.005282981030426143,15,0.4,0.4,0.4,1100
892.0,1463.991049727561,1.4160555520107425,0.08,0.33,0.5900000000000001,0,0.004006890408897538,15,0.4,0.4,0.4,1300
923.0,1491.8369104557507,1.4833060444509256,0.01,0.2,0.79,0,0.002349212762250355,15,0.4,0.4,0.4,1500
100.0,100.33068313315357,0.09358701963531585,0.36000000000000004,0.14,0.4999999999999999,0.43375993363035376,0.01732677817562157,16,0.4,0.4,0.4,100
300.0,334.42443139238264,0.3219111855262944,0.76,0.01,0.22999999999999998,0.9439118565164644,0.03348784933080018,16,0.4,0.4,0.4,300
500.0,506.4098268862101,0.3549199663293149,0.04,0.0,0.96,0.3822001380164465,0.021146446474497486,16,0.4,0.4,0.4,500
673.0,739.3293154854417,0.48614339180660454,0.02,0.05,0.9299999999999999,0.455558692060001,0.008687240669894047,16,0.4,0.4,0.4,700
785.0,951.7465733326987,0.3728591380148543,0.02,0.25,0.73,0.7610070450055213,0.007798287728542202,16,0.4,0.4,0.4,900
852.0,1084.1488059086366,0.8648039174248043,0.05,0.3,0.6499999999999999,0.5172135784951369,0.00266566085227489,16,0.4,0.4,0.4,1100
896.0,1372.5944456190853,1.3591150701320633,0.8400000000000001,0.0,0.15999999999999992,0.7184049973694188,0.005924801011212986,16,0.4,0.4,0.4,1300
930.0,1467.5235685387836,1.468792325740504,0.52,0.12,0.36,0.5053716529543655,0.0015059671264745435,16,0.4,0.4,0.4,1500
100.0,100.5083580690998,0.08362486883814071,0.18000000000000002,0.18,0.6399999999999999,0.6722812437686517,0.013557823588439906,17,0.4,0.4,0.4,100
300.0,302.4010638651114,0.329344638536055,0.68,0.08,0.23999999999999994,0.7200000000000001,0.03497088164817997,17,0.4,0.4,0.4,300
497.0,546.4339885931732,0.5779749865298597,0.79,0.01,0.19999999999999996,0.9203639512167261,0.02385497730774234,17,0.4,0.4,0.4,500
665.0,721.8612633126736,0.038735306995684816,0.02,0.1,0.88,0.9587975357064386,0.018827808970951262,17,0.4,0.4,0.4,700
786.0,1205.2390668366254,1.0324733739396181,0.04,0.15,0.8099999999999999,0.4684634532459007,0.006519701329321571,17,0.4,0.4,0.4,900
856.0,1192.7477565681522,1.2119184462591324,0.49,0.08,0.43,0.4004602137261102,0.004265500553764522,17,0.4,0.4,0.4,1100
904.0,1335.728547168669,1.3628104038602697,0.28,0.23,0.49,0.3511225200977566,0.0014056691003143005,17,0.4,0.4,0.4,1300
932.0,1401.8764674476135,1.3811117178106536,0.01,0.12,0.87,0.12753202220823803,0.0014020222334110376,17,0.4,0.4,0.4,1500
100.0,99.85847294841491,0.07910072332588136,0.02,0.01,0.97,0.24822195584532744,0.017626542800934453,18,0.4,0.4,0.4,100
300.0,323.79089501388654,0.3111138078653174,0.24000000000000002,0.02,0.74,0.08775177822437794,0.04385140847329428,18,0.4,0.4,0.4,300
500.0,521.5836285025038,0.5316232863921488,0.61,0.05,0.34,0.48492901122121146,0.026992184526958913,18,0.4,0.4,0.4,500
666.0,708.2860052621529,0.4521714146559587,0.01,0.02,0.97,0.41877038398909505,0.007647757018749632,18,0.4,0.4,0.4,700
775.0,969.5525804834267,1.0099060104463566,0.63,0.0,0.37,0.49746293940508607,0.0057540237357136285,18,0.4,0.4,0.4,900
841.0,1136.3299894515928,1.1449959970440111,0.55,0.0,0.44999999999999996,0.40833393233050275,0.0024657465244359482,18,0.4,0.4,0.4,1100
888.0,1330.4730004407784,0.507539534332252,0.01,0.33,0.6599999999999999,0.8100588600604558,0.0027804521977212687,18,0.4,0.4,0.4,1300
919.0,1311.7945815077258,1.2931202469551542,0.25,0.24,0.51,0.3093643330668388,0.002178477529973321,18,0.4,0.4,0.4,1500
100.0,100.33071163128967,0.09358701963531585,0.44,0.07,0.49000000000000005,0.47889848006302327,0.01732707552050271,19,0.4,0.4,0.4,100
298.0,300.0931763296693,0.2983496644937812,0.13,0.07,0.8,0.16499999999999998,0.02396732092390172,19,0.4,0.4,0.4,300
498.0,515.2953343046386,0.5079272758282883,0.09999999999999999,0.01,0.89,0.044320977752814454,0.018971844658319227,19,0.4,0.4,0.4,500
679.0,727.2270008333342,0.23286896315345193,0.03,0.24,0.73,0.7894551951085149,0.009749365938109322,19,0.4,0.4,0.4,700
790.0,930.1919186575443,0.5392152570893929,0.02,0.24,0.74,0.6127298260507212,0.008786444392787595,19,0.4,0.4,0.4,900
868.0,1299.782606370712,1.089935590399729,0.03,0.25,0.72,0.4769735974324715,0.0028776957598722376,19,0.4,0.4,0.4,1100
911.0,1388.7146163247103,1.3508286248928012,0.37,0.31,0.32,0.34409772170728314,0.003998569528460295,19,0.4,0.4,0.4,1300
939.0,1485.7831204521822,1.491864036161409,0.01,0.0,0.99,0,0.0008322627390459664,19,0.4,0.4,0.4,1500
100.0,100.69072012045838,0.0022197920233554477,0.42000000000000004,0.25,0.32999999999999996,0.00486260349034763,0.017916035263079597,20,0.4,0.4,0.4,100
300.0,295.9607955823411,0.28389838956392066,0.22,0.06,0.72,0.12958847987683056,0.029079570133847203,20,0.4,0.4,0.4,300
499.0,524.2893557700693,0.46393795548028777,0.76,0.0,0.24,0.49166184617828923,0.02591622232946383,20,0.4,0.4,0.4,500
669.0,710.5322608861886,0.7023175222701417,0.48000000000000004,0.18,0.34,0.4366021784662184,0.011651735059274106,20,0.4,0.4,0.4,700
777.0,972.6570073854084,0.9384489576591117,0.64,0.17,0.18999999999999997,0.51924691681532,0.008850001538939016,20,0.4,0.4,0.4,900
845.0,1192.3625729959224,1.1883836507104129,0.3,0.02,0.6799999999999999,0.13887074084137185,0.0035656891002483677,20,0.4,0.4,0.4,1100
901.0,1336.5135991307418,0.8475399195467777,0.01,0.33,0.6599999999999999,0.6464462473838097,0.0038564724550283246,20,0.4,0.4,0.4,1300
925.0,1528.5605107790832,1.4719081272213426,0.04,0.2,0.76,0.3061524711780034,0.00027691785989390744,20,0.4,0.4,0.4,1500
100.0,100.40275147009785,0.08311273622693369,0.49,0.18,0.33,0.587815509859545,0.008199593643806496,21,0.4,0.4,0.4,100
300.0,301.037938953757,0.144965489708952,0.02,0.03,0.95,0.532809727422268,0.01155144068397342,21,0.4,0.4,0.4,300
500.0,501.88461887502837,0.19115968742126424,0.01,0.02,0.97,0.6292861335255813,0.016798666167705784,21,0.4,0.4,0.4,500
666.0,732.4423062111254,0.4970634415203408,0.060000000000000005,0.18,0.76,0.5640570722654115,0.005112887766230302,21,0.4,0.4,0.4,700
776.0,1041.3400125383796,0.9669576099209181,0.08,0.05,0.87,0.33819071368632214,0.002658396720222095,21,0.4,0.4,0.4,900
842.0,1053.257627178757,1.0554350531811099,0.03,0.1,0.87,0.13138817739960618,0.0035131649501772065,21,0.4,0.4,0.4,1100
887.0,1365.5166071252227,1.4055077842768233,0.8200000000000001,0.01,0.16999999999999993,0.7316904941585199,0.001003302146741708,21,0.4,0.4,0.4,1300
921.0,1479.8657714705028,1.4991749143426607,0.85,0.0,0.15000000000000002,0.7910024586969843,0.003497205728356048,21,0.4,0.4,0.4,1500
100.0,100.23537576557763,0.07572652904056054,0.49,0.05,0.46,0.49182444258679947,0.0060515767887871,22,0.4,0.4,0.4,100
300.0,307.59363631980773,0.3127435134468758,0.09999999999999999,0.01,0.89,0.02719036647622161,0.01021622363180078,22,0.4,0.4,0.4,300
493.0,498.1332093656668,0.5463810353901202,0.23,0.0,0.77,0.23370049922211927,0.027009088103684267,22,0.4,0.4,0.4,500
659.0,708.6580023213912,0.33972035720384086,0.02,0.25,0.73,0.6951055259161113,0.011281462095533348,22,0.4,0.4,0.4,700
778.0,1038.6423350910766,0.911346099228032,0.060000000000000005,0.19,0.75,0.46200337815628983,0.005523686830490818,22,0.4,0.4,0.4,900
840.0,1243.3020139351884,0.47564026893227457,0.01,0.27,0.72,0.7901516978677713,0.008422359545312438,22,0.4,0.4,0.4,1100
897.0,1481.946330544192,1.361416899863118,0.01,0.02,0.97,0.17107039266692578,0.0035357189638871175,22,0.4,0.4,0.4,1300
939.0,1497.547302477223,1.5002744535051338,0.01,0.0,0.99,0,0.004641159610236496,22,0.4,0.4,0.4,1500
100.0,100.76594739318291,0.04479752982596298,0.62,0.06,0.32,0.9480823500008132,0.01347234739169893,23,0.4,0.4,0.4,100
300.0,306.27662472921446,0.24955350148720015,0.19,0.25,0.56,0.6610610027691781,0.03154960157061105,23,0.4,0.4,0.4,300
494.0,510.5398020693285,0.4822836897280533,0.61,0.01,0.38,0.41448794000938727,0.006953859184140777,23,0.4,0.4,0.4,500
655.0,742.5819797307822,0.7327628575107017,0.23,0.01,0.76,0.09108223556185643,0.015222590096362433,23,0.4,0.4,0.4,700
773.0,875.6590806637698,0.8545668891503395,0.45,0.18,0.37000000000000005,0.41750177259077553,0.004537371829622948,23,0.4,0.4,0.4,900
851.0,1138.2643182864097,1.093416441408618,0.45,0.26,0.29000000000000004,0.38176707146889216,0.0028693300921027306,23,0.4,0.4,0.4,1100
904.0,1688.1267004646088,1.167608057020357,0.99,0.0,0.010000000000000009,0.6344449123455905,0.0020799807365407237,23,0.4,0.4,0.4,1300
936.0,1461.7294301685013,1.1732684700915925,0.01,0.18,0.81,0.3941354319621811,0.0006797142216004634,23,0.4,0.4,0.4,1500
100.0,100.97466644036645,0.06696383296126257,0.05,0.02,0.9299999999999999,0.5200663970908792,0.02203655396275303,24,0.4,0.4,0.4,100
300.0,297.06491761076063,0.30389210755233614,0.37,0.0,0.63,0.39262408691186906,0.034585297927571694,24,0.4,0.4,0.4,300
