x,AAA-cycles,AAB-cycles,ABB-cycles,BBB-cycles,all
0.05,5.313658305437055,0,0,5.438962665405075,5.400718406655526
0.1,0.8346946582999155,0,0,1.2387296499227698,1.0625588142714535
0.15000000000000002,0.2824902725733066,0,0,3.9885606217835257,1.5794044872327895
0.2,0.2475706156652756,0,0,3.4198479769856505,0.8687885721183294
0.25,0.24308513802399845,0,0,5.536046529526477,0.9308481354366442
0.3,0.18200989938687087,0,0,11.521266509574613,1.6987428503234514
0.35,0.12884997365472475,0,0,16.516752740296152,1.2949574124530452
0.39999999999999997,0.26068755265325555,0,0,22.840399169918864,1.0003530776995655
0.44999999999999996,1.1304899601218201,0,0,28.150568724178004,0.12290399913965883
0.49999999999999994,2.3567431419054774,0,0,38.27183368885792,1.4075565325926835
0.5499999999999999,3.1171150041312004,0,0,43.54949029731837,2.426780606180761
0.6,3.4227018160466085,0,0,54.665786253872895,2.8086056099136947
0.65,3.747860183130398,0,0,67.5927691759316,3.1435481199016184
0.7000000000000001,1.951634153214648,0,0,83.54529246173651,1.153688787584551
0.7500000000000001,1.0189913011684029,0,0,92.21637773360318,0.01769248038689611
0.8000000000000002,0.4784427202097623,0,0,94.68608661333779,0.4016091631547212
0.8500000000000002,1.0973186480541137,0,0,97.37884188093763,2.1084136675645655
0.9000000000000002,2.680211262466701,0,0,98.41360448575557,3.612247079661457
0.9500000000000003,4.298914676038934,0,0,99.26943164516281,5.421497618936362
1.0000000000000002,3.5841839291198125,0,0,99.58661848580836,4.7352176551721294
1.0500000000000003,4.312108441376074,0,0,99.7724156112378,5.487314474068709
1.1000000000000003,4.015368808005997,0,0,99.88839216100857,5.38816364703892
1.1500000000000004,4.5999669619469055,0,0,99.93908590057111,6.01569422662736
1.2000000000000004,3.16613187004295,0,0,99.95431006076586,4.278107110147004
1.2500000000000004,1.8140863386994992,0,0,99.98186962441955,3.4475813906894857
1.3000000000000005,0.2432351606070002,0,0,99.99129837482585,1.7712225779248516
1.3500000000000005,0.13931469362221371,0,0,99.99569775274914,2.436416874955312
1.4000000000000006,0.18307392861507887,0,0,99.99767784086895,2.60282190224548
1.4500000000000006,0.1462716025526401,0,0,99.9991243459275,3.760474185014863
1.5000000000000007,1.4241125360132882,0,0,99.99956741246297,5.466349269064342
1.5500000000000007,2.9277713541606096,0,0,99.99972570451939,6.466853023184101
1.6000000000000008,1.831596963708751,0,0,99.99983892759278,5.345973167666415
1.6500000000000008,4.0702602328920205,0,0,99.99992414233203,8.104096297415127
1.7000000000000008,4.435923721478462,0,0,99.99996618915243,9.495196558002375
1.7500000000000009,5.14642210195301,0,0,99.99997562885447,9.131865527453082
1.800000000000001,5.536604298720215,0,0,99.9999898505444,10.863486942620073
1.850000000000001,4.753502935582519,0,0,99.99999565916234,11.831267787653196
1.900000000000001,7.83356070590588,0,0,99.99999795410778,15.745760655287476
1.950000000000001,11.175530839965152,0,0,99.99999912409466,20.72416118050908
2.000000000000001,12.208830135264671,0,0,99.9999995543989,22.53720300810399
