x,AAA-cycles,AAB-cycles,all
0.05,6.240193944970077,42.872085417188536,2.574830555930178
0.1,2.9394268043315597,40.454162791836254,5.184838860966947
0.15000000000000002,3.0774094339775036,33.14882387731221,3.9962392810164444
0.2,0.6243129739781468,36.67636506940271,6.6523766771076165
0.25,1.9021766607532873,37.420490967326806,5.656161417180035
0.3,2.7418163732553524,44.228473385441816,5.87843120354672
0.35,2.167962210932917,42.363668346832306,6.131578498981395
0.39999999999999997,2.1876310623306012,55.82566926849389,7.850446015896007
0.44999999999999996,0.6242284540160439,47.27300236656594,9.277662722552247
0.49999999999999994,0.8664567896514175,44.232923383296935,7.540067674586148
0.5499999999999999,0.8627019250985771,44.82849507193649,9.146112228126016
0.6,0.7152963784359837,42.78848504714185,7.470544132598375
0.65,5.300230423234385,37.44619334405574,2.6835374399170835
0.7000000000000001,5.377671859338611,43.761942996318965,3.4636147770117645
0.7500000000000001,4.499310420063216,51.99809452662614,5.284171559784705
0.8000000000000002,5.298537842131388,51.28726490113418,4.470177415659174
0.8500000000000002,6.4752684455075915,53.46101113134997,3.644691613765748
0.9000000000000002,1.5505396528847193,61.93053313924431,9.14654719882764
0.9500000000000003,0.5697398964254351,79.19299623061795,11.880361282924381
1.0000000000000002,3.005349608707817,78.47015671997767,9.49089369323781
1.0500000000000003,4.658949214753627,60.771183677082156,6.140198932442566
1.1000000000000003,6.105865239388068,45.715487825211994,3.056750809715135
1.1500000000000004,6.934056359268141,28.5196364562488,0.04028275625095551
1.2000000000000004,7.849980223221469,38.22502966516786,0.5272943019402136
1.2500000000000004,12.500324253956196,33.332839232066824,4.273859012875149
1.3000000000000005,14.368517141155861,24.641380605650962,7.099592095167013
1.3500000000000005,21.387357173601067,24.470017808465016,13.412161524546095
1.4000000000000006,18.863780939468555,8.181625414041985,13.454699668766454
1.4500000000000006,24.34671979807631,5.074000280449625,18.65238687965194
1.5000000000000007,26.257584279353157,7.102079975225203,20.03044695183187
1.5500000000000007,34.10598516210679,25.869233307370113,32.22329902388125
1.6000000000000008,29.778846006282983,37.5811964500293,31.906759763668344
1.6500000000000008,43.258223980857096,26.23569117511418,39.78423769397079
1.7000000000000008,48.81647117195772,41.992000661552055,47.26545514686553
1.7500000000000009,51.20885380841697,34.94513841122259,47.956110728978096
1.800000000000001,51.33049386156422,40.515048053022895,49.0128983311625
1.850000000000001,60.10022676047863,44.14031746467007,57.031013434361604
1.900000000000001,63.62586974642218,45.43880461963326,60.31913063246056
1.950000000000001,73.11034698882992,65.93977285251789,71.61647737709825
2.000000000000001,81.04071616687303,66.8212532920278,78.7656021068978
