x,A,B,all
0.0,1.2335811384723962e-14,2.7755575615628914e-14,1.1102230246251565e-14
0.001,0.0002779588565654246,0.007560093716032087,0.0009974330510051181
0.002,0.001068061699182058,0.010837050657736968,0.002021679765049532
0.003,4.4399908489865605e-05,0.02897797733386093,0.0028345211396630376
0.004,0.0015371346242231375,0.02339275147581334,0.003619592695978364
0.005,0.0009358395640484877,0.04322143732590095,0.0049158403400230396
0.006,0.0011368187970586718,0.053785634393267695,0.006032235161654146
0.007,0.0010699677588844984,0.0605787169099221,0.006536342458350823
0.008,0.00019853138006706764,0.07648167989837736,0.007120332261249118
0.009000000000000001,0.00047308908429763175,0.09205757278757407,0.007820521453057722
0.010000000000000002,0.0023762182849090367,0.11357291561745766,0.00788876270611412
0.011000000000000003,0.002849522487076966,0.12590849871141455,0.008410342262189273
0.012000000000000004,0.0038837572069222075,0.14581224355437006,0.009046251924654462
0.013000000000000005,0.0027007254234948895,0.13566106916928106,0.009106730188550053
0.014000000000000005,0.002223010561890295,0.13780738964434272,0.009581728754556432
0.015000000000000006,0.0021939632813189184,0.14519803587392574,0.010079674593310549
0.016000000000000007,0.0021653232035247273,0.15664568291615377,0.010897083895038807
0.017000000000000008,0.002204544433917035,0.17445840826735493,0.012147037540440091
0.01800000000000001,0.002278058082468602,0.19100396241452655,0.013229964741783036
0.01900000000000001,0.003117350513509968,0.19283619896084758,0.012412905623072335
0.02000000000000001,0.0025959130091611983,0.2012209824816705,0.013359196450853707
0.02100000000000001,0.0022771809859134943,0.20470363094361005,0.013727129598495435
0.022000000000000013,0.0006733001247578189,0.21290100129927803,0.01563782453182261
0.023000000000000013,0.0006274752208463218,0.21478269640288505,0.016782595541584882
0.024000000000000014,0.0007239243783791338,0.24029762747850644,0.01723057091888761
0.025000000000000015,0.0011966041045712828,0.2516776070518725,0.01740765606815712
0.026000000000000016,0.0011619290974393174,0.25741981294521943,0.01762758716277365
0.027000000000000017,0.0028474806477631204,0.2869291299003366,0.01794389472124288
0.028000000000000018,0.003721024321722535,0.2937569424655172,0.01735875293187844
0.02900000000000002,0.004800439577261264,0.30667623475377,0.016996602518868243
0.03000000000000002,0.007060884368267184,0.3334773555776464,0.016469710339203053
0.03100000000000002,0.0075672496586881716,0.3497624866182536,0.01681509716083943
0.03200000000000002,0.007689347811854098,0.3593501323269431,0.017043949553016174
0.03300000000000002,0.006608761584781391,0.3607026819111819,0.01783678819045617
0.03400000000000002,0.005709529423724913,0.34670058283996286,0.017457287715864425
0.035000000000000024,0.006117898458114286,0.35389263028829493,0.017253793635439513
0.036000000000000025,0.0055947269163528195,0.36906913842182126,0.018423471131608072
0.037000000000000026,0.006347306361819722,0.3870449467523185,0.01855426853764473
0.03800000000000003,0.006304360012931906,0.39838388860037566,0.018991500833094418
0.03900000000000003,0.0066615754567830605,0.4166063770837719,0.01946232107286808
0.04000000000000003,0.006370070982293517,0.42070965809937616,0.0196603159214859
0.04100000000000003,0.005736845194747671,0.4339706797384371,0.020726478752229428
0.04200000000000003,0.004338485053538979,0.4508682069102692,0.022712423629503212
0.04300000000000003,0.0034654221723768976,0.4629771426393796,0.023904720034046912
0.04400000000000003,0.003324706908532311,0.43392856838932614,0.022019453391791247
0.04500000000000003,0.003013394056105262,0.43633735642375343,0.02213386211021791
