k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
10,1.9737332782991447e-13,2.1930369758879386e-14,1.9737332782991447e-13,2.1930369758879386e-14,0.3234818445128375,0.6567412930720415,0.9802231375848791,0.0037670581343347345,0.003881782134194615,0.0019119949636657691,0.00956083523219512,8.773739378683631e-05,4.5887879127769676e-05,2.8252936007466708e-05,4.731491780316276e-05,0.00020919312672523544,2.724619581646331e-06,7.232751617856872e-07,5.455131699580307e-07,8.883411120906368e-07,1.6881084798795922e-06,6.569857505360278e-06,9.915355888699257e-08,1.3359506202935778e-08,1.1992605013009124e-08,1.9706303150461905e-08,3.777216755960422e-08,7.064713961819262e-08,2.5263128043119625e-07,1.1017087667452428e-08,5.225604039738205e-10,2.630345420584314e-11,1.3836353243352104e-12,7.529561523628013e-14
11,4.5231942319614386e-13,5.0257713688460426e-14,4.5231942319614386e-13,5.0257713688460426e-14,0.3225128531930124,0.6557569195971146,0.9782697727901271,0.004118975802880405,0.004257169662192444,0.0020937513478996982,0.010469896812972548,0.00010521107296496336,5.527503558430303e-05,3.398155037371217e-05,5.682327383062866e-05,0.0002512909327536072,3.583211103659319e-06,9.569204585165537e-07,7.206528139828172e-07,1.1717883251459055e-06,2.2234036531289394e-06,8.655976354433535e-06,1.4300941503632393e-07,1.941350437650933e-08,1.740105662810628e-08,2.8550637373306467e-08,5.464256963894622e-08,1.020474948688223e-07,3.650646779220145e-07,1.7461449857490384e-08,9.084310877193377e-10,5.0155651045210184e-11,2.8939265906611996e-12,1.7274259155698454e-13
12,9.619774519205151e-13,1.068863835467239e-13,9.619774519205151e-13,1.068863835467239e-13,0.32154676449104314,0.6547740215755333,0.9763207860665765,0.0044665482998905714,0.004630273408719824,0.0022738370556037012,0.011370658764214097,0.00012408803893165023,6.548650720109456e-05,4.019893469895642e-05,6.711910624688867e-05,0.0002968925870785899,4.596492376086765e-06,1.23491127394273e-06,9.286125758260343e-07,1.5076696730178497e-06,2.8564321036291396e-06,1.1124118002502518e-05,1.9952827896168088e-07,2.7289838962812166e-08,2.442424870245457e-08,4.0013814965384815e-08,7.646695988777993e-08,1.4259149285990964e-07,5.103146343400219e-07,2.6550659461231758e-08,1.5025362280784572e-09,9.024027100325725e-11,5.663993897881434e-12,3.677854573728078e-13
13,1.921526844879153e-12,2.1350298276435033e-13,1.921526844879153e-12,2.1350298276435033e-13,0.32058356971212465,0.653792596795777,0.9743761665079016,0.004809815018022652,0.005001103687562082,0.0024522634250384156,0.01226318213062315,0.00014432630174010625,7.651061886086076e-05,4.689569642565448e-05,7.818315081935404e-05,0.0003459157678459755,5.77432639881151e-06,1.5606887770342091e-06,1.1718274604992698e-06,1.8996949466520928e-06,3.5937687855831893e-06,1.4000306368580272e-05,2.707312973114551e-07,3.730715996659093e-08,3.33396463131525e-08,5.453788508328552e-08,1.0406644416480012e-07,1.9376666540555092e-07,6.937490982448351e-07,3.8988829178271505e-08,2.383424593425388e-09,1.5463152370798652e-10,1.0484526099012648e-11,7.35451582234165e-13
14,3.638574016199047e-12,4.0428600179989407e-13,3.638574016199047e-12,4.0428600179989407e-13,0.3196232601874977,0.652812643049639,0.9724359032371368,0.005148815034128374,0.005369670771207042,0.002629041726328744,0.01314752753166416,0.00016588464957221745,8.833580200425982e-05,5.406255785827384e-05,8.99964392784775e-05,0.0003982794487132286,7.125967633665641e-06,1.937602073626255e-06,1.4526484080978532e-06,2.3514149076837432e-06,4.4416475138853365e-06,1.730928053695883e-05,3.587259386195657e-07,4.9805088277209614e-08,4.444174175443596e-08,7.259002298438212e-08,1.3830501087743074e-07,2.571312276872522e-07,9.209990302002763e-07,5.558020056114318e-08,3.648510308475571e-09,2.5418858004244373e-10,1.8507930361596777e-11,1.394181532492975e-12
15,6.57995360554878e-12,7.311059561720867e-13,6.57995360554878e-12,7.311059561720867e-13,0.31866582727436993,0.6518341581322235,0.9704999854065934,0.005483587111622434,0.005735984890999891,0.0028041831618471355,0.014023755164469461,0.0001887226369262479,0.00010095059382606029,6.169035500567063e-05,0.00010254029558155633,0.0004539038813395352,8.660081552069681e-06,2.3689096322004e-06,1.7733439353265156e-06,2.866225048314547e-06,5.4059704612111025e-06,2.1074530629122248e-05,4.656946587933919e-07,6.514324660327027e-08,5.804105722734463e-08,9.466070516276085e-08,1.8008571930638103e-07,3.343064389030488e-07,1.1979318259961973e-06,7.72315731125152e-08,5.41630635166839e-09,4.031495112086483e-10,3.1361558914426496e-11,2.5240266946665416e-12
16,1.143151922699495e-11,1.2701688029994388e-12,1.143151922699495e-11,1.2701688029994388e-12,0.31771126235583863,0.6508571398419386,0.9685684021977772,0.005814169702834138,0.006100056237297495,0.0029776988665947855,0.01489192480672642,0.00021280057296485183,0.0001143436364767504,6.977003643392032e-05,0.00011579633221875058,0.0005127105780942731,1.0384763699414171e-05,2.8577806923125728e-06,2.136101751958101e-06,3.4473692820273337e-06,6.492317450491664e-06,2.531833287620384e-05,5.938841491693115e-07,8.370031354539643e-08,7.446317649047883e-08,1.2126194718252494e-07,2.303470398075939e-07,4.2696931065501895e-07,1.5306259368503246e-06,1.0495407735181655e-07,7.82863622618655e-09,6.197793066300982e-10,5.1281869755743895e-11,4.3899602775202345e-12
17,1.917286467232805e-11,2.1303182969253385e-12,1.917286467232805e-11,2.1303182969253385e-12,0.31675955684081314,0.6498815859804931,0.9666411428213062,0.006140600951342099,0.006461894959622151,0.00314959990858079,0.01575209581954504,0.00023807951002136963,0.00012850367626955202,7.829266212951505e-05,0.00012974644656087302,0.0005746222949813098,1.2307558286484861e-05,3.407296655851844e-06,2.5430303525573375e-06,4.097943566239128e-06,7.705955046581493e-06,3.0061783907714663e-05,7.455951455383768e-07,1.0587310039128097e-07,9.404780484353567e-08,1.5292560261204196e-07,2.9005934144468995e-07,5.368456515481225e-07,1.9253466463780478e-06,1.3986433756994324e-07,1.1052806117987222e-08,9.270685523870021e-10,8.127073929752765e-11,7.37108989771478e-12
18,3.1168928139777816e-11,3.4632142377530908e-12,3.1168928139777816e-11,3.4632142377530908e-12,0.3158107021639375,0.6489074943528901,0.9647181965168276,0.006462918694292151,0.006821511166814789,0.003319897289199243,0.016604327150306183,0.0002645212322624108,0.0001434195628928064,8.724940237284014e-05,0.00014437281724851062,0.000639563014776568,1.4435476318033811e-05,4.0204524613115685e-06,2.9961605837976667e-06,4.8208994579783035e-06,9.05184545086364e-06,3.5324834271984994e-05,9.231727772124661e-07,1.3207565022343083e-07,1.1714785682681986e-07,1.902017214969174e-07,3.6022152271428583e-07,6.657034367930057e-07,2.3885229652669258e-06,1.8318506779408342e-07,1.5283721775317143e-08,1.3534788911576432e-09,1.25274929308151e-10,1.1996572211263092e-11
19,4.928041286147148e-11,5.475601429052387e-12,4.928041286147148e-11,5.475601429052387e-12,0.31486468978551296,0.6479348627674231,0.962799552552936,0.006781160464698573,0.007178914927187623,0.0034886019436043115,0.017448677335490506,0.000292088244504746,0.00015908024862769723,9.6631536621844e-05,0.00015965790062204345,0.0007074579303763307,1.6775013268402603e-05,4.700157941252909e-06,3.4974471876951734e-06,5.61904760365549e-06,1.0534655202473747e-05,4.112632120347992e-05,1.1289974358506926e-06,1.62738358936281e-07,1.441285710312441e-07,2.3365696684304127e-07,4.418577811334487e-07,8.153464919172272e-07,2.926725605711935e-06,2.362451423746462e-07,2.0745936136979616e-08,1.933731009488009e-09,1.8838948710101442e-10,1.898903068986042e-11
20,7.599490864648118e-11,8.443878738497908e-12,7.599490864648118e-11,8.443878738497908e-12,0.313921511191422,0.6469636890356707,0.9608852002270927,0.007095363493728746,0.00753411626867625,0.003655724741083267,0.018285204503488264,0.00032074376118455854,0.00017547478757127738,0.00010643045240581409,0.00017558442719212838,0.0007782334283537784,1.9332166313911865e-05,5.449239163138993e-06,4.048770321079727e-06,6.495061163982331e-06,1.2158763689761331e-05,4.748400065187425e-05,1.3654761443974109e-06,1.9830711776550743e-07,1.7536665142446562e-07,2.838730876139709e-07,5.360145175630831e-07,9.876084799934653e-07,3.5466459987579033e-06,3.0047918057977896e-07,2.7695615407862492e-08,2.709630600746202e-09,2.7708563056268516e-10,2.9316266975219975e-11
21,1.1458052192372478e-10,1.2731169102636086e-11,1.1458052192372478e-10,1.2731169102636086e-11,0.31298115789305075,0.6459939709724916,0.9589751288655424,0.007405564712971364,0.007887125178991204,0.00382127648542752,0.019113966377390088,0.00035045169547712467,0.0001925923348647661,0.00011663764422917591,0.00019213539815022315,0.0008518170727212899,2.2112451131542538e-05,6.270439753716262e-06,4.651937051619624e-06,7.451479175076985e-06,1.3928271475545644e-05,5.441457858750105e-05,1.6350344070973213e-06,2.392424769384424e-07,2.112494346097592e-07,3.4144544677920776e-07,6.437573712432978e-07,1.1843471820898497e-06,4.2550763187578785e-06,3.774266826371138e-07,3.64224128363645e-08,3.7309275249967766e-09,3.9946344168308854e-10,4.425203475742537e-11
22,1.6926371877531e-10,1.8807079863923334e-11,1.6926371877531e-10,1.8807079863923334e-11,0.3120436214272132,0.6450257063960196,0.9570693278232328,0.007711800756688305,0.008237951605768965,0.00398526791530164,0.01993502027775891,0.0003811766485650189,0.00021042214592708282,0.00012724471248522844,0.00020929408191872758,0.0009281375888960578,2.5120918273248978e-05,7.166422207117834e-06,5.308682830712124e-06,8.490709846780045e-06,1.5847008439662776e-05,6.193374159752176e-05,1.9401085221503154e-06,2.860188300604847e-07,2.521740824449936e-07,4.0698160298158423e-07,7.661683816167772e-07,1.4074390609367584e-06,5.058890480190914e-06,4.687307527943604e-07,4.725124089551962e-08,5.056203223422312e-09,5.655294666490059e-10,6.544661342820578e-11
23,2.4543295836491984e-10,2.7270328707213314e-11,2.4543295836491984e-10,2.7270328707213314e-11,0.3111088933560749,0.6440588931276592,0.955167786483734,0.008014107964050285,0.00858660545672242,0.004147709704610387,0.02074842312538309,0.0004128838990529623,0.00022895357569358569,0.00013824336237973397,0.00022704401074032427,0.0010071248478666062,2.836216912506222e-05,8.139769176862044e-06,6.0206729435485856e-06,9.61503379918978e-06,1.7918541742241453e-05,7.00561867869041e-05,2.2831383391493138e-06,3.391236188583062e-07,2.9854679945967813e-07,4.810999444230502e-07,9.043432731139901e-07,1.658774098086462e-06,5.965026073090801e-06,5.761364431774602e-07,6.05439339136855e-08,6.7537813384761675e-09,7.874990997827885e-10,9.500787757345676e-11
24,3.498695454414306e-10,3.8874393937936736e-11,3.498695454414306e-10,3.8874393937936736e-11,0.3101769652670768,0.64309352899208,0.9532704942591568,0.008312522381356399,0.008933096599790791,0.0043086124628637585,0.021554231444010946,0.0004455393925274525,0.0002481760778599798,0.0001496254028642774,0.0002453689773061032,0.001088709850557813,3.184037145996274e-05,9.192984751917596e-06,6.7895039366590355e-06,1.082660723841073e-05,2.0146183611085933e-05,7.879565099803603e-05,2.666560444008807e-06,3.9905655790648146e-07,3.507820745184554e-07,5.644283735985891e-07,1.0593888591696597e-06,1.9402508951169263e-06,6.980467204318919e-06,7.014887505045653e-07,7.670079444722571e-08,8.902656435774905e-09,1.0801234147669071e-09,1.3559350848610445e-10
25,4.91006962714485e-10,5.4556329190498335e-11,4.91006962714485e-10,5.4556329190498335e-11,0.3092478287728599,0.6421296118172123,0.9513774405900721,0.00860707976423767,0.009277434863289009,0.004467986735540064,0.022352501363066744,0.0004791097312593396,0.0002680792041313652,0.00016138274557931504,0.00026425303142206514,0.0011728247123920848,3.555927459332699e-05,1.032849571700516e-05,7.616705023237474e-06,1.2127465072495457e-05,2.2532998956487616e-05,8.81649393625527e-05,3.0928017546405645e-06,4.663288789699177e-07,4.093019461896782e-07,6.576030415378858e-07,1.2324205618334813e-06,2.253772029699298e-06,8.112228212870825e-06,8.467302960635892e-07,9.616201784202372e-08,1.1593435714362358e-08,1.4610399014675058e-09,1.9051493615186493e-10
26,6.79219759409001e-10,7.546886215655567e-11,6.79219759409001e-10,7.546886215655567e-11,0.3083214755111894,0.6411671394342421,0.9494886149454315,0.00889781557984471,0.00961963003605656,0.004625843004447032,0.0231432886203483,0.000513562164047532,0.0002886526034763892,0.0001735074038068278,0.0002836804767135922,0.0012594026480443412,3.9522224149579735e-05,1.1548652797303582e-05,8.503739466545383e-06,1.351952396854456e-05,2.5081812816729263e-05,9.817595319870252e-05,3.564273511166384e-06,5.41462594600128e-07,4.7453529128776926e-07,7.612671302436488e-07,1.424560043429446e-06,2.6012396576098742e-06,9.36733822833725e-06,1.013898717777972e-06,1.1940899049800121e-07,1.492928862332961e-08,1.9511463717243924e-09,2.6385353547525073e-10
27,9.271428737915744e-10,1.0301587486573049e-10,9.271428737915744e-10,1.0301587486573049e-10,0.3073978971448797,0.640206109677606,0.9476040068224858,0.009184765009019638,0.009959691867605801,0.0047821916880809775,0.023926648564706415,0.000548864576202041,0.0003098860213864745,0.00018599149143250153,0.0003036358673674896,0.0013483779563885066,4.373217644851516e-05,1.2855731887727288e-05,9.452005941687494e-06,1.500458535191651e-05,2.7795217637491048e-05,0.0001088397172673375,4.083365644976296e-06,6.249897806289866e-07,5.469171360679943e-07,8.760696820442312e-07,1.6369329468076074e-06,2.9845513520223417e-06,1.0752826542547458e-05,1.2051238016672906e-06,1.4696545833594104e-07,1.9026899370166626e-08,2.5749971139019636e-09,3.605895297808875e-10
28,1.2500220574959875e-09,1.3889133972177638e-10,1.2500220574959875e-09,1.3889133972177638e-10,0.30647708536171936,0.6392465203849869,0.9457236057467062,0.009467962948452273,0.010297630068269722,0.004937043141984018,0.024702636158706014,0.0005849854796645876,0.0003317692991400854,0.00019882722191735054,0.00032410400491119816,0.0014396860056332217,4.8191712519583136e-05,1.4251935266939635e-05,1.0462839876050088e-05,1.65843383484843e-05,3.06755803883116e-05,0.00012016640639936876,4.6524415114444425e-06,7.174518772091057e-07,6.268879895620032e-07,1.002664474606342e-06,1.870666740819468e-06,3.4055961716643744e-06,1.2275708765305737e-05,1.4226243785539903e-06,1.793985628734475e-07,2.4017417405311816e-08,3.361220204736708e-09,4.867439787618654e-10
29,1.6660958505891033e-09,1.8512176117656703e-10,1.6660958505891033e-09,1.8512176117656703e-10,0.305559031874396,0.6382883693973083,0.9438474012717042,0.009747444012820846,0.010633454309349193,0.00509040765909936,0.0254713059812694,0.0006218940032650262,0.00035429237307200653,0.0002120069072787059,0.00034506993502878415,0.0015332632186445228,5.2903051752275315e-05,1.5739392796265762e-05,1.1537514768688687e-05,1.8260362670862713e-05,3.3725049519204126e-05,0.0001321653715072966,5.273832971604813e-06,8.193990080554332e-07,7.148931985521015e-07,1.14170894038129e-06,2.1268886677336885e-06,3.866250949664939e-06,1.3942973735992266e-05,1.6687050104727485e-06,2.1731974315124222e-07,3.0047401094153955e-08,4.342954728791012e-09,6.495341479629987e-10
30,2.1970093309751373e-09,2.4411214788612636e-10,2.1970093309751373e-09,2.4411214788612636e-10,0.3046437284204221,0.6373316545587301,0.9419753829791522,0.010023242536917222,0.010967174223259674,0.005242295470124667,0.026232712230301564,0.000659559883111856,0.0003774452738475984,0.00022552295708049084,0.0003665189444133186,0.0016290470584532637,5.7868065190584636e-05,1.7320163103666522e-05,1.267724348894857e-05,2.0034131449516275e-05,3.694556176047414e-05,0.00014484516499319014,5.949835808564814e-06,9.313893175480142e-07,8.113823236916288e-07,1.2938631292852735e-06,2.406723789392362e-06,4.368376795154728e-06,1.576157116363682e-05,1.9457524899024496e-06,2.6138550251637434e-07,3.7279749938531845e-08,5.558306511148604e-09,8.575424734769373e-10
31,2.8682596323078153e-09,3.1869551470086835e-10,2.8682596323078153e-09,3.1869551470086835e-10,0.30373116676206036,0.6363763737166435,0.9401075404787038,0.010295392577756817,0.011298799403677399,0.0053927167438635095,0.02698690872529773,0.0006979534531151066,0.0004012181257419988,0.0002393678774327011,0.00038843655765525886,0.0017269760139450652,6.308828847935525e-05,1.8996234752933698e-05,1.3883179554597875e-05,2.1907014009644446e-05,4.033884876873265e-05,0.0001582135655652639,6.682705464897194e-06,1.0539883253611553e-06,9.168085362880906e-07,1.4597887134407828e-06,2.711293128989752e-06,4.913815799912114e-06,1.773839996888909e-05,2.2562321736604835e-06,3.122980399693263e-07,4.589462088117177e-08,7.050820838205714e-09,1.1208992496649136e-09
32,3.709672993329703e-09,4.121858881477448e-10,3.709672993329703e-09,4.121858881477448e-10,0.3028213386862498,0.6354225247216663,0.938243863407916,0.010563927916673252,0.01162833940568502,0.00554168158757492,0.027733948909933193,0.000737045635639915,0.0004256011459242389,0.00025353427000001597,0.0004108085341664522,0.0018269895857306222,6.856493447018522e-05,2.076952739826507e-05,1.5156418389749892e-05,2.3880278594727818e-05,4.390644362204809e-05,0.00017227760247497608,7.474653087700228e-06,1.1877682982894488e-06,1.0316280352748136e-06,1.6401480328322323e-06,3.0417119054352978e-06,5.5043879425714235e-06,1.9880297302103447e-05,2.602684172073007e-06,3.7080574642123816e-07,5.609032441537956e-08,8.869970524708432e-09,1.4514790802295557e-09
33,4.755912870625804e-09,5.284347634028671e-10,4.755912870625804e-09,5.284347634028671e-10,0.30191423600453143,0.6344701054276376,0.9363843414321691,0.01082888206139793,0.01195580374591676,0.0056892000473210665,0.028473885854635755,0.0007768079322891276,0.0004505846437462449,0.0002680148310194606,0.0004336208651393824,0.0019290282721942157,7.429890549439428e-05,2.264189292437653e-05,1.649799856284759e-05,2.5955095037605747e-05,4.76496871671286e-05,0.00018704357918635273,8.327841868452736e-06,1.3333076389462626e-06,1.156299483905854e-06,1.8356031807544704e-06,3.3990878573407212e-06,6.141888183128753e-06,2.2194028212528797e-05,2.9877194128609606e-06,4.377035667891617e-07,6.808419642579074e-08,1.107165758260606e-08,1.863111044664904e-09
34,6.047018418169782e-09,6.71890935352198e-10,6.047018418169782e-09,6.71890935352198e-10,0.30100985055297513,0.6335191136916138,0.934528964244589,0.011090288248124558,0.012281201902702989,0.005835282108313013,0.02920677225914056,0.0008172124148132731,0.00047615902003668957,0.00028280235032704317,0.00045685977054128475,0.0020330335557182905,8.029080531041826e-05,2.4615116572306584e-05,1.7908903004980132e-05,2.8132537379943066e-05,5.1569734221377016e-05,0.00020251709648902503,9.244383665214527e-06,1.491190291015353e-06,1.2912834657176883e-06,2.04681512795782e-06,3.784519653747357e-06,6.82808374069353e-06,2.468627594434628e-05,3.4140155980580775e-06,5.138332293848484e-07,8.211344190145696e-08,1.3718726658756163e-08,2.371802443746481e-09
35,7.62897241261905e-09,8.476636014021167e-10,7.62897241261905e-09,8.476636014021167e-10,0.30010817419210567,0.6325695473738632,0.9326777215659688,0.01134817944355879,0.012604543316214337,0.005979937695254647,0.029932660455027776,0.00085823171614629,0.0005023147663996701,0.0002978897103932915,0.0004805116961427626,0.002138947889082014,8.654095073284814e-05,2.669091805106744e-05,1.9390060208797948e-05,3.0413586440931347e-05,5.5667559632611906e-05,0.0002187030750662568,1.0226335895135118e-05,1.662005160741296e-06,1.4370419593099232e-06,2.2744428844178976e-06,4.199095388784457e-06,7.5647115476416955e-06,2.7363632836030387e-05,3.8843130712021545e-06,6.00083344529365e-07,9.843594688760856e-08,1.6881488333848243e-08,2.995975900014114e-09
36,9.554297484793002e-09,1.0615886094214447e-09,9.554297484793002e-09,1.0615886094214447e-09,0.2992091988068297,0.631621404337861,0.9308306031446907,0.011602588346953045,0.012925837388605243,0.006123176672684716,0.030651602408243002,0.0008998390215653878,0.0005290424645181714,0.00031326988536761296,0.000504563310580533,0.002246714682031705,9.304938295018653e-05,2.8870952635295026e-05,2.0942345408289428e-05,3.279913233605683e-05,5.994396419919922e-05,0.000235605777529027,1.127569868563357e-05,1.8463455543493235e-06,1.5940378315057193e-06,2.519142697682426e-06,4.643891157522044e-06,8.353475873528338e-06,3.0232591800221422e-05,4.401410611012441e-06,6.973893747549022e-07,1.173310552748871e-07,2.0638250313833333e-08,3.756719502805234e-09
