k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.1192247509741628e-23,1.2435830566379587e-24,1.1192247509741628e-23,1.2435830566379587e-24,0.49900099933366654,0.49900099933366654,0.9980019986673331,0.0003984031957375966,0.0003984031957375966,0.00019920159786879826,0.0009960079893439914,6.361714969945187e-07,6.361714969945187e-07,3.578464670594166e-07,3.578464670594166e-07,1.9880359281078707e-06,1.3544542410575337e-09,1.3544542410575337e-09,8.941514325731375e-10,7.936255318696483e-10,8.941514325731375e-10,5.290836879130991e-09,3.3793700991971615e-12,3.3793700991971615e-12,2.5941945777118192e-12,2.276850604334087e-12,2.276850604334087e-12,2.5941945777118192e-12,1.6500830562486134e-11,5.691293066084719e-14,2.1045512922445614e-16,8.18993879963723e-19,3.314035817127161e-21,1.3829963644539757e-23
2,5.616960594109225e-21,6.241067326788028e-22,5.616960594109225e-21,6.241067326788028e-22,0.49800399467199574,0.49800399467199574,0.9960079893439915,0.0007936255318696485,0.0007936255318696485,0.00039681276593482416,0.0019840638296741214,2.529463584926543e-06,2.529463584926543e-06,1.4228232665211794e-06,1.4228232665211794e-06,7.904573702895444e-06,1.0749294674523863e-08,1.0749294674523863e-08,7.096214062478644e-09,6.298414848353823e-09,7.096214062478644e-09,4.1989432322358834e-08,5.353191687819295e-11,5.353191687819295e-11,4.1094110566025274e-11,3.606712899668249e-11,3.606712899668249e-11,4.1094110566025274e-11,2.613863128818014e-10,1.799489820225778e-12,1.3281874310768608e-14,1.0316726428548845e-16,8.332587108920312e-19,6.940729352324366e-21
3,2.1165903850791969e-19,2.351767094532441e-20,2.1165903850791969e-19,2.351767094532441e-20,0.49700898202696764,0.49700898202696764,0.9940179640539353,0.0011856860554343167,0.0011856860554343167,0.0005928430277171581,0.0029642151385857914,5.657247546383814e-06,5.657247546383814e-06,3.182201744840893e-06,3.182201744840893e-06,1.767889858244941e-05,3.598979640451558e-08,3.598979640451558e-08,2.375888903266848e-08,2.1087771330770832e-08,2.375888903266848e-08,1.4058514220513896e-07,2.6830878111549164e-10,2.6830878111549164e-10,2.0596891275318895e-10,1.8077304127656241e-10,1.8077304127656241e-10,2.0596891275318895e-10,1.310101470290486e-09,1.3501877259824574e-11,1.491855630364139e-13,1.7347305070158242e-15,2.0974549142584382e-17,2.61541464755397e-19
4,2.7631188065049103e-18,3.070132007227678e-19,2.7631188065049103e-18,3.070132007227678e-19,0.49601595741853033,0.49601595741853033,0.9920319148370607,0.0015746037120884563,0.0015746037120884563,0.0007873018560442279,0.003936509280221141,9.997165667920992e-06,9.997165667920992e-06,5.623405688205556e-06,5.623405688205556e-06,3.1241142712253095e-05,8.462939648418974e-08,8.462939648418974e-08,5.586862502276589e-08,4.958753700245491e-08,5.586862502276589e-08,3.3058358001636616e-07,8.395506224571557e-10,8.395506224571557e-10,6.444862825206254e-10,5.656472318805084e-10,5.656472318805084e-10,6.444862825206254e-10,4.099368273716579e-09,5.621811828292021e-11,8.265689644228942e-13,1.2789526337996757e-14,2.0577150142009795e-16,3.414312684404631e-18
5,2.0179192634858628e-17,2.242132514984292e-18,2.0179192634858628e-17,2.242132514984292e-18,0.49502491687458405,0.49502491687458405,0.9900498337491681,0.0019603973466135105,0.0019603973466135105,0.000980198673306755,0.004900993366533776,1.552712853677613e-05,1.552712853677613e-05,8.73400980193657e-06,8.73400980193657e-06,4.85222766774254e-05,1.6397473094866317e-07,1.6397473094866317e-07,1.0824894347782845e-07,9.60789439152323e-08,1.0824894347782845e-07,6.405262927682156e-07,2.029289438934857e-09,2.029289438934857e-09,1.5577967208573355e-09,1.3672337594823597e-09,1.3672337594823595e-09,1.5577967208573355e-09,9.908639838549104e-09,1.6951761604516478e-10,3.109274391103031e-12,6.001721515555018e-14,1.2046143428366242e-15,2.4934893574624107e-17
6,1.0205848354780237e-16,1.1339831505311374e-17,1.0205848354780237e-16,1.1339831505311374e-17,0.49403585643096526,0.49403585643096526,0.9880717128619305,0.0023430857034189823,0.0023430857034189823,0.001171542851709491,0.005857714258547456,2.2225312361851162e-05,2.2225312361851162e-05,1.250173820354127e-05,1.250173820354127e-05,6.945410113078486e-05,2.8109059141460115e-07,2.8109059141460115e-07,1.8556371073854525e-07,1.6470151840699275e-07,1.8556371073854525e-07,1.0980101227132856e-06,4.166064931925971e-09,4.166064931925971e-09,3.1981057828987933e-09,2.8068862478851217e-09,2.8068862478851217e-09,3.1981057828987933e-09,2.0342113925419772e-08,4.1678255495968905e-10,9.15516979797176e-12,2.1163907298699165e-13,5.087222086933558e-15,1.261109634909735e-16
7,4.005754489000865e-16,4.450838321112072e-17,4.005754489000865e-16,4.450838321112072e-17,0.49304877213143095,0.49304877213143095,0.9860975442628619,0.0027226874270434914,0.0027226874270434914,0.0013613437135217453,0.006806718567608728,3.0070156318753126e-05,3.0070156318753126e-05,1.6914462929298625e-05,1.6914462929298625e-05,9.39692384961035e-05,4.4280480236940777e-07,4.4280480236940777e-07,2.9232035781417933e-07,2.594559388883247e-07,2.9232035781417933e-07,1.7297062592554987e-06,7.641352743574811e-09,7.641352743574811e-09,5.865932192059849e-09,5.148361410983528e-09,5.148361410983528e-09,5.865932192059849e-09,3.731129269323638e-08,8.900859525805881e-10,2.2764966652752537e-11,6.127377906294069e-13,1.7148957099664488e-14,4.9498046664545915e-16
8,1.3059482302940232e-15,1.4510535892155814e-16,1.3059482302940232e-15,1.4510535892155814e-16,0.49206366002764257,0.49206366002764257,0.9841273200552851,0.0030992210626534324,0.0030992210626534324,0.0015496105313267158,0.007748052656633581,3.90403599186946e-05,3.90403599186946e-05,2.1960202454265703e-05,2.1960202454265703e-05,0.0001220011247459206,6.557130202586229e-07,6.557130202586229e-07,4.3287304853010655e-07,3.842068478077867e-07,4.3287304853010655e-07,2.5613789853852455e-06,1.290610194704951e-08,1.290610194704951e-08,9.90744982278972e-09,8.695486186824607e-09,8.695486186824607e-09,9.90744982278972e-09,6.301807591332767e-08,1.7146684154038671e-09,5.001941147995156e-11,1.5355698747738756e-12,4.901804532450829e-14,1.6137256195323643e-15
9,3.694985798954216e-15,4.105539776615796e-16,3.694985798954216e-15,4.105539776615796e-16,0.4910805161791504,0.4910805161791504,0.9821610323583008,0.003472705056539243,0.003472705056539243,0.001736352528269621,0.008681762641348107,4.9114880401053226e-05,4.9114880401053226e-05,2.762712022559243e-05,2.762712022559243e-05,0.00015348400125329132,9.261834554659757e-07,9.261834554659757e-07,6.114257967724607e-07,5.42685618437095e-07,6.114257967724607e-07,3.6179041229139676e-06,2.0467379222406922e-08,2.0467379222406922e-08,1.5711911581200805e-08,1.378989675109666e-08,1.378989675109666e-08,1.5711911581200805e-08,9.993837510940877e-08,3.053031087837354e-09,9.999391894848092e-11,3.4465813118794893e-12,1.2352613924707265e-13,4.565796031775494e-15
