k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.726856663418417e-21,1.9187296260204635e-22,1.726856663418417e-21,1.9187296260204635e-22,0.3985825175200535,0.5994202802430255,0.998002797763079,0.0006255428416359561,0.00020959439221386592,0.00015927896290122745,0.0009944161967510494,1.9634772200077714e-06,1.465743175379025e-07,1.4321256086860835e-07,5.211126905903094e-07,2.7743767890045914e-06,8.217380781161723e-09,1.3667051765888845e-10,1.6559512609988919e-10,5.959257499126902e-10,2.488618279467129e-09,1.1604190454300321e-08,4.030159611486516e-11,1.4933894790946665e-13,2.168391311767956e-13,7.882248749732881e-13,3.41191620338399e-12,1.398685559683053e-11,5.885477086913923e-11,3.336377466370652e-13,2.0356638883753928e-15,1.3093944523053176e-17,8.765903021242238e-20,6.055585696975937e-22
2,8.555210997296762e-19,9.505789996996402e-20,8.555210997296762e-19,9.505789996996402e-20,0.3971700581815594,0.5988411206110454,0.9960111787926049,0.0012422344340380534,0.00041837913569047483,0.00031712235028613227,0.0019777359200146604,7.770708578461973e-06,5.845994710667175e-07,5.697177108484678e-07,2.067703829651813e-06,1.0992729590028972e-05,6.48121483426134e-08,1.0891446295713434e-09,1.3162437978258333e-09,4.724534360208453e-09,1.9679008782778397e-08,9.162107991299742e-08,6.334808663557734e-10,2.3779021527916855e-12,3.4437897077276037e-12,1.24861105027882e-11,5.390803067064324e-11,2.204211552142894e-10,9.261178546040136e-10,1.0463804558541012e-11,1.2725077541630738e-13,1.6314322699641713e-15,2.1769149267655154e-17,2.99742501846443e-19
3,3.182412926503512e-17,3.53601436278168e-18,3.182412926503512e-17,3.53601436278168e-18,0.3957626041839802,0.5982625205628671,0.9940251247468472,0.001850168709157613,0.0006263565761429114,0.0004735398662472646,0.002950065151547789,1.7298876731438848e-05,1.3115398240503497e-06,1.2748551928564119e-06,4.614955752279671e-06,2.450022750062528e-05,2.1565682789779467e-07,3.661677231123061e-09,4.4137620430031084e-09,1.580191284709223e-08,6.564957856353729e-08,3.0518375858255036e-07,3.150574917533157e-09,1.1980085740980781e-11,1.7305360171085003e-11,6.258197511401218e-11,2.694968111873919e-10,1.099085582001141e-09,4.611024731747768e-09,7.787749416175634e-11,1.4157418824868497e-12,2.7133028942154045e-14,5.412256182168814e-16,1.114022636727018e-17
4,4.1011875716336137e-16,4.556875079592904e-17,4.1011875716336137e-16,4.556875079592904e-17,0.39436013778985823,0.5976844795578211,0.9920446173476793,0.002449438712872766,0.0008335290532433748,0.0006285411565687521,0.003911508922684893,3.042777113196398e-05,2.3248744324590863e-06,2.2540157642667937e-06,8.13845011514614e-06,4.3145111443836e-05,5.039790006820627e-07,8.64603516125436e-09,1.0394986411889838e-08,3.711955363767788e-08,1.5381656129151086e-07,7.139561371843957e-07,9.782188573114776e-09,3.768042414494848e-11,5.428934120659135e-11,1.9582190319351262e-10,8.41092392668159e-10,3.4213669634853952e-09,1.4332439597813381e-08,3.216424080099196e-10,7.769521837624597e-12,1.9786167929623255e-13,5.244414931966577e-15,1.4343962870410798e-16
5,2.956679315021252e-15,3.2851992389125025e-16,2.956679315021252e-15,3.2851992389125025e-16,0.3929626413245922,0.59710699705576,0.9900696383803522,0.003040136612824502,0.001039898900637763,0.0007821358090547564,0.004862171322517021,4.703974196367265e-05,3.6220969738415047e-06,3.5026407317584725e-06,1.2614162545820562e-05,6.677864221509319e-05,9.704552155867833e-07,1.6821617921851996e-08,2.017217678535389e-08,7.184716852510106e-08,2.969532500724388e-07,1.3762494288915289e-06,2.3462125608071445e-08,9.154966190176405e-11,1.315629509769142e-10,4.733238347196846e-10,2.027770892821111e-09,8.227216196437845e-09,3.4413549144928765e-08,9.620388875048216e-10,2.8949020318248322e-11,9.183873319429447e-13,3.0324102420387e-14,1.03320841468381e-15
6,1.476182018053093e-14,1.6402022422812145e-15,1.476182018053093e-14,1.6402022422812145e-15,0.3915700971762144,0.5965300725170585,0.9881001696932729,0.0036223537061861886,0.0012454684459602245,0.0009343333538561553,0.005802155506002568,6.701965480686798e-05,5.200715676704526e-06,5.016221489978269e-06,1.8018457356598326e-05,9.52550493301491e-05,1.6533022429628221e-06,2.8955577464474777e-08,3.463341399511995e-08,1.230354518980529e-07,5.072087846997174e-07,2.3471354710201873e-06,4.779512619859236e-08,1.8892204542592981e-10,2.7079308688781754e-10,9.717183716805922e-10,4.1522070045497105e-09,1.6803165096100727e-08,7.018193180323714e-08,2.3462253667761557e-09,8.443112270096862e-11,3.203247989468463e-12,1.2648841005637742e-13,5.154066039142739e-15
7,5.719597803339098e-14,6.355108670376776e-15,5.719597803339098e-14,6.355108670376776e-15,0.39018248779516884,0.5959537054026125,0.9861361931977813,0.004196180427367121,0.001450240010847674,0.0010851432637954558,0.0067315637020102514,9.02548460261108e-05,7.058253250200338e-06,6.79029906399166e-06,2.4328082322113032e-05,0.00012843148066241583,2.58836573631578e-06,4.5802937050715396e-08,5.464299231451398e-08,1.9361879404410342e-07,7.961265023594803e-07,3.678556962084593e-06,8.698854046931325e-08,3.4831382099768913e-10,4.979706128167678e-10,1.7823156784046696e-09,7.596285571166055e-09,3.066136275815199e-08,1.2787478891085042e-07,4.970226256141046e-09,2.0795350297605928e-10,9.173095267724906e-12,4.2115297467419093e-13,1.995281093658377e-14
8,1.840761349199913e-13,2.0452903879999033e-14,1.840761349199913e-13,2.0452903879999033e-14,0.38879979569408984,0.5953778951738391,0.984177690867929,0.00476170635565063,0.001654215910954278,0.0012345749546899519,0.007650497221294859,0.00011663507886862945,9.192246814118976e-06,8.820463655491696e-06,3.152016352001374e-05,0.00016616795285825386,3.8092063661305247e-06,6.810670919246238e-08,8.104180687753076e-08,2.864179453146712e-07,1.174661860643692e-06,5.419434688158881e-06,1.457877740393984e-07,5.913429253407814e-10,8.432386117875187e-10,3.0102978646885683e-09,1.279688298339651e-08,5.151959515328571e-08,2.145491315778975e-07,9.497515310486332e-09,4.5258753481346396e-10,2.2738363883326384e-11,1.1890285657498646e-12,6.416035984640943e-14
9,5.141320314561656e-13,5.712578127290729e-14,5.141320314561656e-13,5.712578127290729e-14,0.387422003447582,0.5948026412926756,0.9822246447402576,0.005319020222767298,0.0018573984559659019,0.0013826377856731309,0.008559056464406332,0.0001460525002629871,1.1600247829185285e-05,1.1102354192737365e-05,3.957220023399718e-05,0.00020832730251890696,5.347183488609211e-06,9.659801267828645e-08,1.1464773608345476e-07,4.0414263192814004e-07,1.6531999415618588e-06,7.6157718108609506e-06,2.2941534729621995e-07,9.42649855295337e-10,1.3407245351124564e-09,4.773936252926329e-09,2.024181336706695e-08,8.128225277504657e-08,3.379967240816676e-07,1.6774452414203188e-08,8.96198314945358e-10,5.0481054739611115e-11,2.959588512244988e-12,1.7905104498166888e-13
