k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
14,3.8533813619454783e-11,4.281534846606087e-12,3.8533813619454783e-11,4.281534846606087e-12,0.3158107021639943,0.6567412930719824,0.9725519952359767,0.007181020771330595,0.00388178213413569,0.0018666533603237019,0.012929456265789988,0.00032656942253656544,4.588787912638066e-05,2.7582937685435762e-05,8.754210260113672e-05,0.0004875823419495186,1.980175077831908e-05,7.232751617528794e-07,5.32576712362519e-07,1.5993371982204822e-06,6.034527788417443e-06,2.8691467639072404e-05,1.4070610839169437e-06,1.3359506202128195e-08,1.1708208897903608e-08,3.459979038730878e-08,1.2998583180271563e-07,4.904565769729468e-07,2.0871709981799464e-06,1.7086898637638716e-07,1.509078659543747e-08,1.4062194529356476e-09,1.3642673487609134e-10,1.3659836490126558e-11
15,6.917823297531517e-11,7.686470330590575e-12,6.917823297531517e-11,7.686470330590575e-12,0.3145949213972948,0.6560380185080557,0.9706329399053504,0.007634825838215867,0.004150149573701727,0.0019901529213986447,0.013775128333316239,0.0003705753756035672,5.2508363839237255e-05,3.1474670924276e-05,9.961570958496955e-05,0.00055417411995205,2.398240412441694e-05,8.857924191599673e-07,6.504302935006163e-07,1.947819932653332e-06,7.328958095565623e-06,3.479540486529648e-05,1.8188218624363786e-06,1.7511232805175353e-08,1.5304070515779344e-08,4.5100373965591385e-08,1.6896349042841747e-07,6.357517983131405e-07,2.7014528284644827e-06,2.360593164359208e-07,2.2254015359276585e-08,2.213586958340025e-09,2.2924176200181217e-10,2.4501486819942974e-11
16,1.1931263544697209e-10,1.3256959494108011e-11,1.1931263544697209e-10,1.3256959494108011e-11,0.3133838210383919,0.6553354970490691,0.968719318087461,0.008081232215789946,0.004417350312155799,0.002112393004938939,0.014610975532884683,0.0004167816571329684,5.9551127226187396e-05,3.5596957367655044e-05,0.00011234912460229279,0.0006242788663291036,2.866014242780065e-05,1.0704265387784287e-06,7.838191115873492e-07,2.340744835445485e-06,8.782894908893988e-06,4.1638027822505906e-05,2.309560700290358e-06,2.2547844894450184e-08,1.965103614999225e-08,5.7749578548621224e-08,2.1575045900624635e-07,8.095368690143778e-07,3.434796487904046e-06,3.189397947181788e-07,3.195215157033775e-08,3.377543288348527e-09,3.717187851971923e-10,4.2221298165468334e-11
17,1.9865767529204906e-10,2.2073075032449897e-11,1.9865767529204906e-10,2.2073075032449897e-11,0.312177383069056,0.6546337278885568,0.9668111109576127,0.00852032681745755,0.004683388114629926,0.0022333830100887057,0.015437097942176181,0.00046509435348958324,6.701189779207609e-05,3.9945235784190835e-05,0.00012572220317641635,0.0006977736902422665,3.385046329516904e-05,1.278446098076724e-06,9.335371004629457e-07,2.780097244312054e-06,1.0402405504211897e-05,4.924494924223266e-05,2.8871507218280687e-06,2.8582105371729066e-08,2.4840756147620563e-08,7.279781691728031e-08,2.7121358825710727e-07,1.014814183996468e-06,4.299399172518274e-06,4.2257083899821655e-07,4.4812105465375725e-08,5.014286270656022e-09,5.841703740204833e-10,7.023852355219794e-11
18,3.2060926190682115e-10,3.5623251322980126e-11,3.2060926190682115e-10,3.5623251322980126e-11,0.31097558954042237,0.6539327102209161,0.9649082997613385,0.008952195657748846,0.0049482667354829625,0.002353132274014684,0.016253594667246494,0.0005154218516833137,7.488643189974518e-05,4.451500121489587e-05,0.00013971516992141,0.0007745384547193648,3.956715504576889e-05,1.5110954959808623e-06,1.1003510217237007e-06,3.2677576172591203e-06,1.2193090785546564e-05,5.763944996627913e-05,3.559492745412147e-06,3.573238241885676e-08,3.0968683851256656e-08,9.050372872914861e-08,3.3624028175326964e-07,1.2546280838570412e-06,5.30756590602172e-06,5.5025721442422e-07,6.155462611291089e-08,7.265779410519419e-09,8.929440414788019e-10,1.1325925314867148e-10
19,5.032275262003693e-10,5.5914169577818816e-11,5.032275262003693e-10,5.5914169577818816e-11,0.30977842257272425,0.6532324432414076,0.9630108658141319,0.009376923861001942,0.005211989918329467,0.002471650072288458,0.01706056385161987,0.0005676747939045736,8.317051361984788e-05,4.930180440362091e-05,0.00015430861303894255,0.0008544557249669849,4.582237222803777e-05,1.7695952202983614e-06,1.2850009720379038e-06,3.8055043304715556e-06,1.4160101678554536e-05,6.684257442940013e-05,4.334478132227815e-06,4.4122466202234535e-08,3.813385702981214e-08,1.1113340926944059e-07,4.1173528388909003e-07,1.5320520810758281e-06,6.47165522969422e-06,7.055401310837751e-07,8.299909656601259e-08,1.0302918278108293e-08,1.3315933038804283e-09,1.7762020030568358e-10
20,7.703895849666915e-10,8.559884277407683e-11,7.703895849666915e-10,8.559884277407683e-11,0.3085858643550269,0.6525329261461531,0.96111879050118,0.009794595669964995,0.00547456139606849,0.0025889456192664203,0.017858102685299904,0.000621766032858363,9.18599545813894e-05,5.430125123265511e-05,0.00016948347888829412,0.0009374107175607017,5.262670866573349e-05,2.05514211281651e-06,1.4882008831082592e-06,4.395016419063822e-06,1.630815508967691e-05,7.6873223170399e-05,5.219954479882531e-06,5.3881388698211445e-08,4.643868516568831e-08,1.349596670298684e-07,4.986176252044892e-07,1.8501768771143689e-06,7.804028723095158e-06,8.921880389691732e-07,1.1006774831184753e-07,1.4328732702023216e-08,1.9421550966992122e-09,2.7168862195176913e-10
21,1.153114826493656e-09,1.2812386961040622e-10,1.153114826493656e-09,1.2812386961040622e-10,0.3073978971449627,0.6518341581321355,0.9592320552770982,0.010205294454318696,0.005735984890912303,0.0027050280684674964,0.018646307413698496,0.0006776105878839752,0.00010095059382299092,5.950900216343961e-05,0.00018522106662863697,0.0010232912504990427,5.9989268102324376e-05,2.368909632092521e-06,1.7106390143729974e-06,5.0378762616979635e-06,1.864154944088421e-05,8.774824245137206e-05,6.223694017279086e-06,6.514324659931775e-08,5.598874248230033e-08,1.62261309336459e-07,5.978177196317712e-07,2.2120991369576595e-06,9.317004172286595e-06,1.1141862874567223e-06,1.4378927415404962e-07,1.9581593695543717e-08,2.7765277378634438e-09,4.0632116021666734e-10
22,1.6910696404776032e-09,1.878966267197337e-10,1.6910696404776032e-09,1.878966267197337e-10,0.3062145032684669,0.6511361383971975,0.9573506416656644,0.010609102719119832,0.005996264114415038,0.0028199065129486194,0.019425273346483488,0.0007351256018475218,0.0001104382976448733,6.492077168235099e-05,0.00020150302293269203,0.001111987694107438,6.791773251068623e-05,2.7120481139530247e-06,1.9529784385368238e-06,5.735572210056902e-06,2.116417978965492e-05,9.948251106288791e-05,7.3533645631230485e-06,7.804702726171431e-08,6.68925665978758e-08,1.9332245526492255e-07,7.102746083914406e-07,2.6209109888047205e-06,1.1022812209443723e-05,1.3757258044913545e-06,1.8530182607509472e-07,2.6338394917645638e-08,3.897942216508658e-09,5.953837494875577e-10
23,2.4342565726246363e-09,2.7047295251384847e-10,2.4342565726246363e-09,2.7047295251384847e-10,0.30503566511951485,0.6504388661400409,0.9554745312595557,0.011006102113166629,0.006255402767501272,0.002933589985678002,0.0201950948663459,0.0007942302987946657,0.00012031895946155768,7.053232775151245e-05,0.00021831133677087833,0.0012033929227786141,7.641842813346659e-05,3.085685029720249e-06,2.2158575200218207e-06,6.48950116414548e-06,2.3879552543633507e-05,0.00011208902439098765,8.616502916092235e-06,9.273643765466441e-08,7.926146269335321e-08,2.2843187509938477e-07,8.369333454138117e-07,3.079690217740081e-06,1.2933556254693531e-05,1.6811909394036615e-06,2.3585539123875318e-07,3.4917679643073e-08,5.382518319868657e-09,8.563340458379549e-10
24,3.444890836404753e-09,3.82765648489417e-10,3.444890836404753e-09,3.82765648489417e-10,0.3038613651598602,0.6497423405602255,0.9536037057200857,0.011396373437286583,0.006513404540494514,0.003046087459906182,0.02095586543768728,0.000854845942351133,0.00013058849965527888,7.633949126458944e-05,0.00023562833426508074,0.001297402267536082,8.549638931782694e-05,3.4909252421820848e-06,2.499890386427349e-06,7.30097109437601e-06,2.679079977921935e-05,0.00012557897582003174,1.0020490550157994e-05,1.093597362732594e-07,9.320931308407964e-08,2.678823556071632e-07,9.787425193104916e-07,3.5914911233086066e-06,1.5061175597741594e-05,2.0351466026503964e-06,2.968135451681895e-07,4.5682685631566686e-08,7.320896000308137e-09,1.2108671172276922e-09
25,4.799464997338942e-09,5.332738885932157e-10,4.799464997338942e-09,5.332738885932157e-10,0.3026915859187736,0.6490465608581684,0.9517381467769419,0.011779996652547484,0.006770273113145644,0.003157407849534887,0.021707677615228016,0.000916895794858784,0.00014124286543010944,8.233813550752852e-05,0.0002534366736111776,0.0013939134694075995,9.51554202066677e-05,3.928851259323162e-06,2.8056673930870647e-06,8.171203511380017e-06,2.9900693173147867e-05,0.00013996183554360582,1.1572531493812874e-05,1.280695679760552e-07,1.0885239208685848e-07,3.1197009041880625e-07,1.1366519070634273e-06,4.159336011973167e-06,1.741741146333119e-05,2.442324825731652e-06,3.6965458633041246e-07,5.904428189816163e-08,9.819931431882167e-09,1.685624395804854e-09
26,6.591000493251492e-09,7.323333881390547e-10,6.591000493251492e-09,7.323333881390547e-10,0.30152630999278324,0.6483515262351427,0.9498778362279259,0.012157050888392317,0.007026012154661256,0.003267560009483702,0.022450623052537276,0.000980305077235202,0.00015227803066679042,8.852418562419717e-05,0.000271719340069472,0.0014928266335956617,0.00010539815434686676,4.400523485833896e-06,3.133755580810042e-06,9.101335884472548e-06,3.321165755593764e-05,0.0001552454268539209,1.3279632277032422e-05,1.49022801709693e-07,1.2630918607571385e-07,3.6099409481880434e-07,1.3116102547390794e-06,4.786207296458858e-06,2.0013775910834572e-05,2.9076108550694707e-06,4.559720609259239e-07,7.546377315182363e-08,1.3004446411776602e-08,2.3129651500569384e-09
27,8.93148249928397e-09,9.923869443648856e-10,8.93148249928397e-09,9.923869443648856e-10,0.3003655200454155,0.6476572358932771,0.9480227559386926,0.012527614450698731,0.00728062532373195,0.0033765527360545785,0.02318479251048526,0.0010450009295449492,0.00016368999577826595,9.489361808688377e-05,0.00029045964102218815,0.001594044184432287,0.00011622611227353026,4.90698047241438e-06,3.484699126892121e-06,1.009242400968075e-05,3.672578409589444e-05,0.00017143599997841198,1.514858383468766e-05,1.7238037108299465e-07,1.4570021862153593e-07,4.152556442682581e-07,1.504563180671669e-06,5.475040174980342e-06,2.286152342431246e-05,3.436028884706295e-06,5.574746906735579e-07,9.545554955089377e-08,1.7019019124705926e-08,3.1317989956037708e-09
28,1.1954472518888991e-08,1.328274724320999e-09,1.1954472518888991e-08,1.328274724320999e-09,0.2992091988069374,0.6469636890355542,0.9461728878424917,0.012891764829763733,0.007534116268560527,0.0034843947672941744,0.023910275865618433,0.0011109123722708202,0.0001754747875659184,0.00010144246017161546,0.00030964120109719764,0.0016974708211055516,0.0001276397571277549,5.449239162889854e-06,3.859019789482488e-06,1.1145444328233662e-05,4.044484312218279e-05,0.0001885383035305437,1.718594525983436e-05,1.9830711775343052e-07,1.6714788061253296e-07,4.7505773599633765e-07,1.7164511966922673e-06,6.228715864310612e-06,2.597162505519954e-05,4.032727524270963e-06,6.759857198413751e-07,1.195895613874312e-07,2.2029803804016418e-08,4.188477239288778e-09
29,1.5817891008622542e-08,1.7575434454025045e-09,1.5817891008622542e-08,1.7575434454025045e-09,0.2980573290740993,0.6462708848658109,0.9443282139399102,0.013249578708214325,0.007786488626890135,0.003591094783354055,0.024627162118458515,0.0011779702682736112,0.00018762845907650095,0.00010816678943825489,0.00032924795735715537,0.0018030134741455223,0.00013963854836393917,6.028295139154412e-06,4.257217345389666e-06,1.2261296196395915e-05,4.437029659530018e-05,0.00020655565364017934,1.939802930484267e-05,2.269716375892691e-07,1.9077626525416163e-07,5.407045730126076e-07,1.9482078431100076e-06,7.050055361581685e-06,2.93547449853904e-05,4.7029650907400365e-06,8.134417007487926e-07,1.4849360032914696e-07,2.8226366486449716e-08,5.537740151087592e-09
30,2.070696034969643e-08,2.300773372188492e-09,2.070696034969643e-08,2.300773372188492e-09,0.29690989370987936,0.6455788225887359,0.9424887162986153,0.013601131968844693,0.008037746026032327,0.0036966614068487573,0.02533553940172578,0.0012461072854290925,0.00020014708945976408,0.00011506273321533365,0.000349264154553231,0.0019105812626574214,0.00015222099360125133,6.6451228639594255e-06,4.679770021409947e-06,1.3440804107513595e-05,4.8503310233114656e-05,0.00022549000082724895,2.1790889532700272e-05,2.5854612957111486e-07,2.1671100784891327e-07,6.125010699072061e-07,2.200757933277761e-06,7.941813710610459e-06,3.3021219383915725e-05,5.452094805068694e-06,9.71890739493677e-07,1.8285537089133287e-07,3.5823523861551225e-08,7.243716590349969e-09
31,2.6837296584491772e-08,2.981921842721308e-09,2.6837296584491772e-08,2.981921842721308e-09,0.2957668756432281,0.6448875014098701,0.9406543770530982,0.013946499702380667,0.008287892082895055,0.003801103203211736,0.026035494988487458,0.0013152578599310598,0.0002130267838267744,0.00012212646808958417,0.0003696743404426342,0.0020200854522900527,0.0001653846986724692,7.30067592156314e-06,5.127134919260556e-06,1.4684719867126904e-05,5.284476530045892e-05,0.00024534199468087873,2.437030902503127e-05,2.9320624739694543e-07,2.450791302580318e-07,6.907523798205137e-07,2.475015903697604e-06,8.906674749417899e-06,3.698103743562227e-05,6.28554996775573e-06,1.1534902257790794e-06,2.2342433785945226e-07,4.5063172153832254e-08,9.38097178410962e-09
32,3.4458136560288386e-08,3.828681840032043e-09,3.4458136560288386e-08,3.828681840032043e-09,0.29462825786881486,0.6441969205356046,0.9388251784044195,0.014285756215172066,0.008536930404010587,0.0039044286810491938,0.026727115300231846,0.001385358160249493,0.00022626367310891963,0.00012935421940012804,0.0003904633611691384,0.002131439413927679,0.00017912641592204238,7.99588725625765e-06,5.599748434198685e-06,1.5993724721990042e-05,5.739527007010525e-05,0.000266111046404594,2.7141790557425136e-05,3.3113095375514723e-07,2.7600888994889055e-07,7.757634419782458e-07,2.771884265741011e-06,9.947246316456723e-06,4.124382442530516e-05,7.2088291808188554e-06,1.360504072463119e-06,2.7101333741627204e-07,5.621609303750413e-08,1.2035598471681449e-08
33,4.385568548127318e-08,4.872853942363687e-09,4.385568548127318e-08,4.872853942363687e-09,0.2934940234467747,0.643507079173181,0.9370011026199556,0.014618975036813586,0.008784864585563348,0.004006646292491821,0.027410485914868755,0.0014563460517330504,0.00023985391391759982,0.00013674226073728387,0.00041161635670581924,0.002244558583093753,0.00019344209080390118,8.73166940878951e-06,6.098026667406755e-06,1.7368431443825616e-05,6.215517096278481e-05,0.0002877953892867079,3.0110548156572004e-05,3.725023772304458e-07,3.0962963353340237e-07,8.67838549201957e-07,3.0922521551754313e-06,1.1066055893883684e-05,4.581882676559692e-05,8.227481677469037e-06,1.5952994918655035e-06,3.264999417287241e-07,6.958372376083599e-08,1.5306346096546813e-08
34,5.5356568376657485e-08,6.1507298196286095e-09,5.5356568376657485e-08,6.1507298196286095e-09,0.2923641555024561,0.6428179765306893,0.9351821320331454,0.014946228927694897,0.009031698213417707,0.004107764433544446,0.02808569157465705,0.0015281610618452651,0.0002537936884046,0.00014428691344595338,0.0004331187563592348,0.0023593604200550533,0.0002083269068282372,9.508914750690012e-06,6.622365832223267e-06,1.880938636862713e-05,6.712456337375318e-05,0.0003103921371535308,3.3281499957456737e-05,4.1750567180801337e-07,3.460716547044459e-07,9.672809348186899e-07,3.4369939758024406e-06,1.2265546667006952e-05,5.0714898861597285e-05,9.347092814965525e-06,1.8603433369660727e-06,3.9082756870466336e-07,8.549987894049498e-08,1.930578224765308e-08
35,6.933136765805538e-08,7.703485295339486e-09,6.933136765805538e-08,7.703485295339486e-09,0.29123863722617027,0.6421296118170678,0.9333682490432381,0.01526758988648057,0.009277434863145674,0.004207791444433622,0.028752816194059862,0.0016007443460240023,0.00026807920412314184,0.00015198454613354838,0.0004549562743342776,0.0024757643706149702,0.00022377532890521218,1.0328495716531082e-05,7.173142654297707e-06,2.0317071392310258e-05,7.230330219324816e-05,0.00033389734086159935,3.6659262282478826e-05,4.6632887894141336e-07,3.8546605647887993e-07,1.0743923784069558e-06,3.8069681336233617e-06,1.3548073979808937e-05,5.594049170973838e-05,1.0573269780687478e-05,2.158198036453381e-06,4.6500633052616457e-07,1.043324118659521e-07,2.4161480130839827e-08
36,8.619822777123711e-08,9.57758086347079e-09,8.619822777123711e-08,9.57758086347079e-09,0.2901174518729409,0.6414419842421019,0.9315594361150428,0.015583129157520442,0.009522078100054527,0.004306735609953132,0.0294119428675281,0.0016740386541538677,0.00028270669388961024,0.00015983157418241934,0.0004771149053589448,0.002593691827584842,0.0002397811451323174,1.1191265034122626e-05,7.750714765747048e-06,2.189190592350044e-05,7.769101202803098e-05,0.00035830604288371846,4.024814486784457e-05,5.191627921504284e-07,4.2794461765728383e-07,1.1894728298294384e-06,4.203015858055945e-06,1.4915902167189827e-05,6.150364313272749e-05,1.1911627556355451e-05,2.491517153151499e-06,5.501136163938061e-07,1.2648480362044032e-07,3.001722548938479e-08
