k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
10,4.4641499723425956e-15,4.960166635936218e-16,4.4641499723425956e-15,4.960166635936218e-16,0.4900993366533776,0.4900993366533776,0.9801986733067553,0.0031994288323772364,0.0031994288323772364,0.0032090367267687595,0.009607894391523233,4.17725309458495e-05,4.17725309458495e-05,5.240392241257538e-05,5.240392241257538e-05,0.00018835290671684974,7.271899383888582e-07,7.271899383888582e-07,1.1178119325892313e-06,1.2332834387725455e-06,1.1178119325892313e-06,4.923287180728724e-06,1.4834954629956861e-08,1.4834954629956861e-08,2.7145050218413264e-08,3.342311332129319e-08,3.342311332129319e-08,2.7145050218413264e-08,1.5080623633932663e-07,5.108661715490827e-09,1.8554036650600298e-10,7.091567663960589e-12,2.8183926122070977e-13,1.1551756657184934e-14
11,1.0317798758514549e-14,1.1464220842793943e-15,1.0317798758514549e-14,1.1464220842793943e-15,0.489120117525605,0.489120117525605,0.97824023505121,0.00350532234622377,0.00350532234622377,0.0035158488397559738,0.010526493532203514,5.024240185864973e-05,5.024240185864973e-05,6.302943272063616e-05,6.302943272063616e-05,0.00022654366915857176,9.601775795771206e-07,9.601775795771206e-07,1.4759527039578145e-06,1.6284206431634458e-06,1.4759527039578145e-06,6.500681210233317e-06,2.1503740884892013e-08,2.1503740884892013e-08,3.9347617890614185e-08,4.844787101513108e-08,4.844787101513108e-08,3.9347617890614185e-08,2.1859845958127454e-07,8.129410191275223e-09,3.241263945631116e-10,1.3600107320111842e-11,5.933701191076198e-13,2.669908072860279e-14
12,2.2130855950783006e-14,2.458983994531445e-15,2.2130855950783006e-14,2.458983994531445e-15,0.48814285487895465,0.48814285487895465,0.9762857097579093,0.0038087226131617094,0.0038087226131617094,0.0038201602186066393,0.011437605444930058,5.943492893123068e-05,5.943492893123068e-05,7.456152006558297e-05,7.456152006558297e-05,0.00026799289799362726,1.23663885449091e-06,1.23663885449091e-06,1.9009196839495172e-06,2.0972872952083443e-06,1.900919683949517e-06,8.3724043720892e-06,3.015263822322738e-08,3.015263822322738e-08,5.517339952859259e-08,6.793381371290488e-08,6.79338137129049e-08,5.517339952859259e-08,3.0651970292944973e-07,1.2410529415203929e-08,5.387231530952531e-10,2.4610109721961023e-11,1.1690063192069102e-12,5.726740009688877e-14
13,4.458320420097047e-14,4.953689355663386e-15,4.458320420097047e-14,4.953689355663386e-15,0.4871675448043747,0.4871675448043747,0.9743350896087494,0.004109644664562869,0.004109644664562869,0.004121985939831827,0.012341275268957565,6.933622507941091e-05,6.933622507941091e-05,8.698276300644726e-05,8.698276300644726e-05,0.0003126379761717163,1.559749483847923e-06,1.559749483847923e-06,2.397594483716273e-06,2.645269283188342e-06,2.3975944837162724e-06,1.0559957218316735e-05,4.111788780826606e-08,4.111788780826606e-08,7.523765035159466e-08,9.263849186115731e-08,9.26384918611573e-08,7.523765035159466e-08,4.17988060042036e-07,1.8297396775896578e-08,8.587330062263201e-10,4.241305757651634e-11,2.1781932516330317e-12,1.1536671687061138e-13
14,8.514272364325654e-14,9.460302627028505e-15,8.514272364325654e-14,9.460302627028505e-15,0.4861941834006234,0.4861941834006234,0.9723883668012469,0.004408103451521028,0.004408103451521028,0.004421340999423494,0.013237547902465549,7.993257304479172e-05,7.993257304479172e-05,0.00010027595314985276,0.00010027595314985276,0.00036041705238928895,1.932566935365774e-06,1.932566935365774e-06,2.9706769398727464e-06,3.2775519432881903e-06,2.9706769398727464e-06,1.3084039693765233e-05,5.475535334524505e-08,5.475535334524505e-08,1.0019153097254617e-07,1.233636654412133e-07,1.233636654412133e-07,1.0019153097254616e-07,5.56621099518009e-07,2.618793105324147e-08,1.32094925182161e-09,7.01202819924067e-11,3.870406447594518e-12,2.2032145666036433e-13
15,1.552854123138586e-13,1.7253934701539845e-14,1.552854123138586e-13,1.7253934701539845e-14,0.4852227667742541,0.4852227667742541,0.9704455335485082,0.004704113845253322,0.004704113845253322,0.0047182403132570855,0.01412646800376373,9.12104236831871e-05,9.12104236831871e-05,0.00011442409300283924,0.00011442409300283924,0.00041126903337205265,2.3580328940837222e-06,2.3580328940837222e-06,3.624688911791864e-06,3.999124249157663e-06,3.624688911791864e-06,1.5964567860908837e-05,7.143919211043709e-08,7.143919211043709e-08,1.307196756426026e-07,1.6095230980128155e-07,1.6095230980128155e-07,1.307196756426026e-07,7.262223551086425e-07,3.6534719047129035e-08,1.9705404342565992e-09,1.1185039081423571e-10,6.601536986351702e-12,4.0182774023584234e-13
16,2.720841745506334e-13,3.0231574950070376e-14,2.720841745506334e-13,3.0231574950070376e-14,0.4842532910395988,0.4842532910395988,0.9685065820791976,0.0049976906374997266,0.0049976906374997266,0.005012698717492219,0.015008079992491673,0.000103156394268511,0.000103156394268511,0.00012941039384507783,0.00012941039384507783,0.0004651335762271777,2.8389756923954375e-06,2.8389756923954375e-06,4.363978016969518e-06,4.814782933144554e-06,4.363978016969518e-06,1.9220690351874464e-05,9.156056926011271e-08,9.156056926011271e-08,1.6753783968933468e-07,2.0628571899796647e-07,2.0628571899796642e-07,1.6753783968933468e-07,9.307682558948277e-07,4.98468657562868e-08,2.862052326220682e-09,1.7293777193376163e-10,1.0865695969357457e-11,7.040646470554409e-13
17,4.602330906869235e-13,5.113701007632483e-14,4.602330906869235e-13,5.113701007632483e-14,0.4832857523187533,0.4832857523187533,0.9665715046375066,0.0052888485409206066,0.0052888485409206066,0.005304730968971419,0.015882428050812632,0.00011575726681199169,0.00011575726681199169,0.0001452182736203138,0.0001452182736203138,0.000521951080864611,3.378112700362361e-06,3.378112700362361e-06,5.19272130533391e-06,5.729136540165219e-06,5.19272130533391e-06,2.2870804551557757e-05,1.1552641437193293e-07,1.1552641437193293e-07,2.1139062423195683e-07,2.6028070428733206e-07,2.60280704287332e-07,2.113906242319568e-07,1.1743954857824437e-06,6.669158146369211e-08,4.060421130512895e-09,2.601619138327241e-10,1.733292101913521e-11,1.1909323616226073e-12
18,7.545781146976558e-13,8.384201274418398e-14,7.545781146976558e-13,8.384201274418398e-14,0.48232014674156154,0.48232014674156154,0.9646402934831231,0.005577602189492367,0.005577602189492367,0.005594351745616969,0.016749556124601703,0.00012899998639658456,0.00012899998639658456,0.00016183135484687636,0.00016183135484687636,0.0005816626824869218,3.978052676869865e-06,3.978052676869865e-06,6.114928873363794e-06,6.746609415166194e-06,6.114928873363794e-06,2.6932572515633513e-05,1.4375821919270112e-07,1.4375821919270112e-07,2.630492762960934e-07,3.238868854537863e-07,3.238868854537863e-07,2.630492762960934e-07,1.4613887618851616e-06,8.76955186304909e-08,5.641991906114454e-09,3.819971239227227e-10,2.689323997529217e-11,1.9526007893615963e-12
19,1.2032286880296884e-12,1.3369207644774315e-13,1.2032286880296884e-12,1.3369207644774315e-13,0.48135647044559976,0.48135647044559976,0.9627129408911995,0.005863966138901212,0.005863966138901212,0.005881575646825839,0.017609507924628263,0.0001428716595264553,0.0001428716595264553,0.00017923346254709413,0.00017923346254709413,0.0006442102441470989,4.641298082181221e-06,4.641298082181221e-06,7.1344474188687065e-06,7.871445625118096e-06,7.1344474188687065e-06,3.1422936627217955e-05,1.7669087558737346e-07,1.7669087558737346e-07,3.233095624889423e-07,3.98084072712292e-07,3.980840727122919e-07,3.233095624889423e-07,1.7961690215772153e-06,1.1354587105848811e-07,7.695536655178884e-09,5.488820803082227e-10,4.070751516348005e-11,3.1135613931377467e-12
20,1.871327676779062e-12,2.079252974198958e-13,1.871327676779062e-12,2.079252974198958e-13,0.4803947195761616,0.4803947195761616,0.9607894391523232,0.006147954866934994,0.006147954866934994,0.006166417193862727,0.018462326927732715,0.0001573595524914062,0.0001573595524914062,0.00019740862219545682,0.00019740862219545682,0.0007095363493737261,5.370247352437165e-06,5.370247352437165e-06,8.254963737273244e-06,9.107712816470869e-06,8.254963737273244e-06,3.635813499589169e-05,2.1477155270481233e-07,2.1477155270481233e-07,3.9298971443336826e-07,4.838797369657954e-07,4.838797369657954e-07,3.9298971443336826e-07,2.183282008207952e-06,1.4499124735178713e-07,1.0323266919738013e-08,7.735085233763379e-10,6.026545646177766e-11,4.842382554783034e-12
21,2.8455593150394714e-12,3.1617325722660795e-13,2.8455593150394714e-12,3.1617325722660795e-13,0.47943489028624225,0.47943489028624225,0.9588697805724845,0.006429582773873207,0.006429582773873207,0.006448890830251205,0.01930805637799762,0.00017245108974612048,0.00017245108974612048,0.00021634105768536616,0.00021634105768536616,0.0007775842948629732,6.167197136641858e-06,6.167197136641858e-06,9.480008160236713e-06,1.0459306008987543e-05,9.480008160236713e-06,4.1753716602744685e-05,2.58458612395982e-07,2.58458612395982e-07,4.729284441964446e-07,5.823065662453073e-07,5.823065662453073e-07,4.729284441964446e-07,2.627387245675468e-06,1.8284233029074633e-07,1.3641836129629962e-08,1.0711282791274398e-09,8.74511534858623e-11,7.363374654653997e-12
22,4.239476458138547e-12,4.710529397931719e-13,4.239476458138547e-12,4.710529397931719e-13,0.47847697873652334,0.47847697873652334,0.9569539574730467,0.006708864182875083,0.006708864182875083,0.006729010922162997,0.020146739287913162,0.00018813385230409841,0.00018813385230409841,0.00023601518931431827,0.00023601518931431827,0.0008482980832368334,7.034344496668999e-06,7.034344496668999e-06,1.0812957937428571e-05,1.1929951326861753e-05,1.081295793742857e-05,4.7624556195056886e-05,3.0822056194012543e-07,3.0822056194012543e-07,5.63983027984265e-07,6.94420106204763e-07,6.94420106204763e-07,5.63983027984265e-07,3.133247392258307e-06,2.2797233332577685e-07,1.7783327317137645e-08,1.4598777054668764e-09,1.2461643711198602e-10,1.0970375256587001e-11
23,6.19972941218918e-12,6.888588235765755e-13,6.19972941218918e-12,6.888588235765755e-13,0.47752098109535734,0.47752098109535734,0.9550419621907147,0.006985813340365847,0.006985813340365847,0.007006791758805385,0.02097841843953708,0.00020439557614616364,0.00020439557614616364,0.0002564156317873637,0.0002564156317873637,0.0009216224158670546,7.973789070815012e-06,7.973789070815012e-06,1.2257040562269673e-05,1.352320966801258e-05,1.2257040562269673e-05,5.398486893418195e-05,3.6453504315394265e-07,3.6453504315394265e-07,6.67027456410495e-07,8.212964825866921e-07,8.212964825866921e-07,6.670274564104949e-07,3.7057179643022594e-06,2.8131726500436107e-07,2.2896222169785815e-08,1.9611185648885317e-09,1.746623387603373e-10,1.604286727679528e-11
24,8.913278914629856e-12,9.903643238477617e-13,8.913278914629856e-12,9.903643238477617e-13,0.47656689353875237,0.47656689353875237,0.9531337870775047,0.0072604444164211,0.0072604444164211,0.0072822475528067495,0.02180313638564895,0.0002212241506434137,0.0002212241506434137,0.00027752719223868847,0.00027752719223868847,0.0009975026857642045,8.987535201419331e-06,8.987535201419331e-06,1.381533704243867e-05,1.5242480312438772e-05,1.381533704243867e-05,6.084822480015477e-05,4.2788785697790865e-07,4.2788785697790865e-07,7.829506496811129e-07,9.640302036177862e-07,9.640302036177864e-07,7.829506496811128e-07,4.349737420553616e-06,3.438760117617105e-07,2.914634773135889e-08,2.59979425124715e-09,2.411288728315354e-10,2.3064643812893766e-11
25,1.2615675504177809e-11,1.4017417226864231e-12,1.2615675504177809e-11,1.4017417226864231e-12,0.475614712250357,0.475614712250357,0.951229424500714,0.007532771505149364,0.007532771505149364,0.007555392440600263,0.02262093545089899,0.00023860761699449562,0.00023860761699449562,0.00029933486827116564,0.00029933486827116564,0.0010758849705313225,1.0077494027065144e-05,1.0077494027065144e-05,1.5490785115932674e-05,1.7091004470502882e-05,1.5490785115932674e-05,6.822756275649851e-05,4.987720226526451e-07,4.987720226526451e-07,9.12654736072151e-07,1.1237320403357686e-06,1.1237320403357686e-06,9.12654736072151e-07,5.070317598121129e-06,4.1671024913346675e-07,3.6717797383130045e-08,3.4048002338318224e-09,3.2829332384481507e-10,3.264523243913247e-11
26,1.7600486553273604e-11,1.9556096170304005e-12,1.7600486553273604e-11,1.9556096170304005e-12,0.47466443342144476,0.47466443342144476,0.9493288668428895,0.007802808625072792,0.007802808625072792,0.007826240482805743,0.023431857732951325,0.0002565341666770843,0.0002565341666770843,0.0003218238460137243,0.0003218238460137243,0.0011567160253816173,1.1245485539867321e-05,1.1245485539867321e-05,1.7286182413461103e-05,1.9071868772004726e-05,1.72861824134611e-05,7.613520467866157e-05,5.776868706166829e-07,5.776868706166829e-07,1.0570533921109445e-06,1.3015269828904614e-06,1.3015269828904614e-06,1.0570533921109445e-06,5.872534491236177e-06,5.009441910874675e-07,4.5813823043167634e-08,4.409367527950745e-09,4.412771755478585e-10,4.5544289275922417e-11
27,2.4229950661750045e-11,2.6922167401944493e-12,2.4229950661750045e-11,2.6922167401944493e-12,0.47371605325089916,0.47371605325089916,0.9474321065017983,0.008070569719506041,0.008070569719506041,0.008094805664609662,0.024235945103621745,0.00027499213991344373,0.00027499213991344373,0.0003449794981963862,0.0003449794981963862,0.0012399432762196599,1.2493240608347598e-05,1.2493240608347598e-05,1.9204189567941437e-05,2.1188008696892335e-05,1.9204189567941437e-05,8.45828690494704e-05,6.65137168275036e-07,6.65137168275036e-07,1.2170702429045137e-06,1.4985522709027135e-06,1.4985522709027137e-06,1.2170702429045137e-06,6.761519364164527e-06,5.977641868206231e-07,5.665769581202604e-08,5.6514579569891096e-09,5.861617748986868e-10,6.269916906784714e-11
28,3.2946936951209626e-11,3.660770772356625e-12,3.2946936951209626e-11,3.660770772356625e-12,0.47276956794519814,0.47276956794519814,0.9455391358903963,0.008336068656933331,0.008336068656933331,0.008361101896143341,0.02503323921001,0.0002939700241499526,0.0002939700241499526,0.00036878738224282,0.00036878738224282,0.0013255148127855453,1.3822402966390676e-05,1.3822402966390676e-05,2.1247333271855705e-05,2.3442211948447545e-05,2.1247333271855705e-05,9.35816844249403e-05,7.616322778057653e-07,7.616322778057653e-07,1.3936373210911605e-06,1.7159554960048292e-06,1.7159554960048292e-06,1.3936373210911603e-06,7.742450189803511e-06,7.084181740260839e-07,6.949353256872703e-08,7.174169935715629e-09,7.701127796687262e-10,8.525587191692577e-11
29,4.428828408292461e-11,4.92092045365829e-12,4.428828408292461e-11,4.92092045365829e-12,0.47182497371839927,0.47182497371839927,0.9436499474367985,0.008599319231383695,0.008599319231383695,0.008625143012859321,0.02582378147562671,0.0003134564525504757,0.0003134564525504757,0.0003932332383802653,0.0003932332383802653,0.0014133793818614819,1.5234531168768453e-05,1.5234531168768453e-05,2.3418009283216545e-05,2.5837121769772495e-05,2.3418009283216545e-05,0.00010314220267374249,8.676853451891324e-07,8.676853451891324e-07,1.5876935829232632e-06,1.9548927747254007e-06,1.9548927747254007e-06,1.5876935829232632e-06,8.820543405675594e-06,8.342149973049106e-07,8.458708628227321e-08,9.02615347783241e-09,1.0015133947604891e-09,1.1460356028804113e-10
30,5.889959057826798e-11,6.544398953140886e-12,5.889959057826798e-11,6.544398953140886e-12,0.47088226679212436,0.47088226679212436,0.9417645335842487,0.008860335162804404,0.008860335162804404,0.008886942775905918,0.026607613101514726,0.00033344020250346436,0.00033344020250346436,0.00041830298776668047,0.00041830298776668047,0.0015034863805402897,1.6731100513713265e-05,1.6731100513713265e-05,2.571848538088223e-05,2.8375240204392715e-05,2.5718485380882226e-05,0.0001132744119935837,9.83812519661044e-07,9.83812519661044e-07,1.8001834800205506e-06,2.216526989920001e-06,2.216526989920001e-06,1.8001834800205506e-06,1.000104597920319e-05,9.765236000751006e-07,1.0222649805156162e-07,1.126203311176452e-08,1.290106359420722e-09,1.52412831509541e-10
31,7.755152428231485e-11,8.616836031368317e-12,7.755152428231485e-11,8.616836031368317e-12,0.46994144339554444,0.46994144339554444,0.9398828867910889,0.009119130097432638,0.009119130097432638,0.009146514872500002,0.02738477506736528,0.00035391019414266975,0.00035391019414266975,0.0004439827306349676,0.0004439827306349676,0.0015957858495552746,1.8313504933014792e-05,1.8313504933014792e-05,2.8150904269950128e-05,3.105893130178175e-05,2.8150904269950128e-05,0.0001239877497077116,1.1105322028092783e-06,1.1105322028092783e-06,2.0320555853638376e-06,2.502026098986984e-06,2.502026098986984e-06,2.0320555853638376e-06,1.1289227774320201e-05,1.1367720980188756e-06,1.2272300912102535e-07,1.3942837376879062e-08,1.6471446055800957e-09,2.0067792131834726e-10
32,1.011577146127014e-10,1.1239746068077934e-11,1.011577146127014e-10,1.1239746068077934e-11,0.46900249976536473,0.46900249976536473,0.9380049995307295,0.009375717608165324,0.009375717608165324,0.009403872916297955,0.028155308132628603,0.0003748554888813534,0.0003748554888813534,0.00047025874445412946,0.00047025874445412946,0.0016902284666709658,1.9983058850109046e-05,1.9983058850109046e-05,3.071728643794858e-05,3.389042426860156e-05,3.071728643794857e-05,0.0001352911148447168,1.2483643265474505e-06,1.2483643265474505e-06,2.2842612721293335e-06,2.812561507144741e-06,2.8125615071447403e-06,2.2842612721293335e-06,1.269037421164305e-05,1.3164467418062829e-06,1.4641163134113528e-07,1.7136433567148424e-08,2.08555046675732e-09,2.6176300313443147e-10
33,1.3079428661286871e-10,1.4532698512540968e-11,1.3079428661286871e-10,1.4532698512540968e-11,0.4680654321458094,0.4680654321458094,0.9361308642916188,0.009630111194927233,0.009630111194927233,0.009659030447764852,0.028919252837619317,0.00039626528795988177,0.00039626528795988177,0.0004971174821072163,0.0004971174821072163,0.001786765540134196,2.174099900662182e-05,2.174099900662182e-05,3.3419532962538095e-05,3.687181656644311e-05,3.3419532962538095e-05,0.00014719288050476294,1.3978296592178517e-06,1.3978296592178517e-06,2.557753443993271e-06,3.14930650408324e-06,3.1493065040832396e-06,2.557753443993271e-06,1.4209779214588724e-05,1.517090776539329e-06,1.7365177475256635e-07,2.091796639020035e-08,2.6200832774988962e-09,3.3845273578680917e-10
34,1.6772109081818364e-10,1.863567675757596e-11,1.6772109081818364e-10,1.863567675757596e-11,0.46713023678860677,0.46713023678860677,0.9342604735772135,0.009882324285037282,0.009882324285037282,0.009912000934541898,0.02967664950461646,0.00041812893100658967,0.00041812893100658967,0.000524545570085921,0.000524545570085921,0.0018853490021850214,2.3588486257822875e-05,2.3588486257822875e-05,3.6259428271423275e-05,4.0005076956840986e-05,3.625942827142327e-05,0.00015970090601533327,1.5594491390901536e-06,1.5594491390901536e-06,2.853485315565582e-06,3.5134347623383924e-06,3.513434762338392e-06,2.853485315565582e-06,1.5852738433988256e-05,1.7403032050756114e-06,2.048278311708335e-07,2.5370299216223746e-08,3.2675151653326223e-09,4.3400719944732684e-10
35,2.1340467758252722e-10,2.3711630842503024e-11,2.1340467758252722e-10,2.3711630842503024e-11,0.46619690995297414,0.46619690995297414,0.9323938199059483,0.010132370233573084,0.010132370233573084,0.010162797771812043,0.03042753823895821,0.0004404358946118017,0.0004404358946118017,0.0005525298067016779,0.0005525298067016779,0.0019859314026269594,2.5526607337441202e-05,2.5526607337441202e-05,3.9238642855167414e-05,4.3292048494325436e-05,3.923864285516741e-05,0.00017282254887954267,1.7337432345385407e-06,1.7337432345385407e-06,3.172409241639844e-06,3.9061188957728255e-06,3.9061188957728255e-06,3.1724092416398435e-06,1.762454274390242e-05,1.987737462113701e-06,2.4034971283502124e-07,3.058445660285124e-08,4.046814800820322e-09,5.522213456562553e-10
36,2.695430588394832e-10,2.9949228759942575e-11,2.695430588394832e-10,2.9949228759942575e-11,0.46526544790560287,0.46526544790560287,0.9305308958112057,0.01038026232373375,0.01038026232373375,0.01041143428266388,0.03117195893013138,0.00046317579091489995,0.00046317579091489995,0.0005810571603131297,0.0005810571603131297,0.0020884659024560594,2.755637659228592e-05,2.755637659228592e-05,4.23587359335935e-05,4.6734451468266285e-05,4.23587359335935e-05,0.00018656467652002512,1.921231330195127e-06,1.921231330195127e-06,3.5154755939747205e-06,4.3285290765811605e-06,4.3285290765811605e-06,3.5154755939747205e-06,1.9530472001502015e-05,2.261100005654078e-06,2.806533453603227e-07,3.666006679846847e-08,4.9793388366103885e-09,6.974890726426592e-10
