k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
10,1.1602319684160214e-14,1.2891466315733571e-15,1.1602319684160214e-14,1.2891466315733571e-15,0.4896094822847298,0.490589681121403,0.9801991634061328,0.004794348902862422,0.0043322082340103985,0.0004803947195761615,0.009606951856448982,9.389434736891333e-05,7.651211961868841e-05,8.720037614703171e-06,9.643438207704095e-06,0.00018876994281000903,2.4518166829203328e-06,1.8017307055514398e-06,2.3316811585785052e-07,1.8416171110413382e-07,2.8567107985909283e-07,4.956548295292849e-06,7.502704354885547e-08,4.9719965192050576e-08,7.3553065591239e-09,5.089066362148311e-09,5.64641768992155e-09,9.988067935708133e-09,1.5282586728780794e-07,5.2211444104915e-09,1.9157963901240676e-10,7.410120089229217e-12,2.9848888345016965e-13,1.2417812098296528e-14
11,2.6794500711578123e-14,2.9771667457309025e-15,2.6794500711578123e-14,2.9771667457309025e-15,0.48858238120552466,0.4896584456810873,0.978240826886612,0.005251680350938133,0.004747354789851002,0.0005263246766101755,0.01052535981739931,0.00011289865361243119,9.20534617528062e-05,1.0489176449052354e-05,1.1597598666722767e-05,0.0002270388904810125,3.2360705236557485e-06,2.3799470640761643e-06,3.079354737119361e-07,2.4316610652028976e-07,3.771230843955506e-07,6.5442422523596895e-06,1.0869973415102547e-07,7.210672302480082e-08,1.0664950950168766e-08,7.37750205991721e-09,8.183844484671581e-09,1.447368095169644e-08,2.2150643562228029e-07,8.307335586178785e-09,3.3461803255917314e-10,1.4207798560816436e-11,6.282450843751038e-13,2.869085341293092e-14
12,5.742610908633959e-14,6.3806787873710654e-15,5.742610908633959e-14,6.3806787873710654e-15,0.48755743477541247,0.48872897790829223,0.9762864126837048,0.005705094052914733,0.005159289899101334,0.0005718802722465027,0.011436264224262572,0.00013351492903639528,0.00010892856149800006,1.240955406577814e-05,1.371816434393033e-05,0.0002685712089441038,4.166156563533191e-06,3.066424964694036e-06,3.966778106263344e-07,3.1318025104346133e-07,4.856099593673168e-07,8.42804954926434e-06,1.523430455241743e-07,1.0115892487084866e-07,1.495892722970771e-08,1.0345799738847104e-08,1.1474274551847364e-08,2.0288970257203868e-08,3.10569942172629e-07,1.2680527105283898e-08,5.560639596852086e-10,2.5703938135792875e-11,1.2373634574597053e-12,6.151839793764365e-14
13,1.1559392825350873e-13,1.2843769805945414e-14,1.1559392825350873e-13,1.2843769805945414e-14,0.4865346384743778,0.4878012744476382,0.9743359129220159,0.00615461481532023,0.0055680319504541175,0.0006170637634478781,0.012339710529222225,0.00015571053129428562,0.00012711315621872495,1.4478315979838416e-05,1.6001880306951298e-05,0.0003133038837998003,5.252593982127686e-06,3.86917187919948e-06,5.004223861382475e-07,3.950083996976601e-07,6.123682835092762e-07,1.062956493067235e-05,2.0763997427445883e-07,1.380151724540406e-07,2.0404982095994436e-08,1.410954396989809e-08,1.5645422227307483e-08,2.765891867447624e-08,4.2347401369617566e-07,1.8693073326994218e-08,8.862200843526691e-10,4.428815237109564e-11,2.3049105682421465e-12,1.2388786317905704e-13
14,2.2057883966529433e-13,2.450875996281048e-14,2.2057883966529433e-13,2.450875996281048e-14,0.4855139877918873,0.4868753319501147,0.9723893197420019,0.006600267305564266,0.005973599239310666,0.0006618773951232773,0.01323574393999821,0.00017945323760094762,0.0001465832648738472,1.6692642020675805e-05,1.844553210494396e-05,0.00036117467660041455,6.505486923398485e-06,4.795914529982416e-06,6.201593310202701e-07,4.894248597949055e-07,7.585872246520111e-07,1.3169572868848086e-05,2.7636917863687774e-07,1.8388223270467842e-07,2.718080376028011e-08,1.879109963975992e-08,2.083241638060386e-08,3.6821433975724177e-08,5.638771650979242e-07,2.675082141474799e-08,1.3629943407731053e-09,7.320381238254718e-11,4.094413804037265e-12,2.365135289809208e-13
15,4.019754527189169e-13,4.4663939190990767e-14,4.019754527189169e-13,4.4663939190990767e-14,0.48449547822686984,0.4859511470730683,0.9704466252999382,0.007042076052668499,0.006376009968224032,0.0007063234001881863,0.014124409421080718,0.00020471124029085676,0.00016731518532162043,1.9049745992192946e-05,2.104594535375575e-05,0.00041212211695842586,7.934533621050744e-06,5.854104448544481e-06,7.568424026210583e-07,5.971746165471208e-07,9.254095561093539e-07,1.6068064644872757e-05,3.6039803074107725e-07,2.4003074012532826e-07,3.547337680549325e-08,2.4519159203961243e-08,2.7177291120690296e-08,4.8026435868367853e-08,7.356250338649182e-07,3.731525026666901e-08,2.032908906795077e-09,1.167427226509555e-10,6.981648018132215e-12,4.3121152618867264e-13
16,7.037602288346825e-13,7.81955809816314e-14,7.037602288346825e-13,7.81955809816314e-14,0.48347910528769655,0.4850287164801905,0.9685078217678871,0.007480065447993331,0.006775282247340127,0.0007504039996245834,0.015005751694958042,0.00023145314241851064,0.00018928549164778,2.1546875335747174e-05,2.379998532488785e-05,0.00046608549472692564,9.549035367469002e-06,7.050923447980382e-06,9.11389728201075e-07,7.189739484748037e-07,1.1139326560664117e-06,1.9344255148191674e-05,4.616759075824484e-07,3.0779103149766046e-07,4.547835736736837e-08,3.142830452318018e-08,3.4828493269194364e-08,6.153497369292733e-08,9.42737067932779e-07,5.090532571169883e-08,2.952126393590258e-09,1.804615317208242e-10,1.1488105432427894e-11,7.552913703848039e-13
17,1.1894654820546567e-12,1.321628313394063e-13,1.1894654820546567e-12,1.321628313394063e-13,0.4824648644921612,0.48410803684150605,0.9665729013336672,0.007914259745960942,0.007171434094836832,0.0007941214025406313,0.015879815243338407,0.00025964795340057523,0.00021247103151656973,2.4181310796139632e-05,2.6704556538236222e-05,0.0005230048522515207,1.1357905328545514e-05,8.393289010579189e-06,1.0846845364288305e-06,8.555110327567068e-07,1.3252094902144403e-06,2.301659939852468e-05,5.822277146204727e-07,3.885491098936852e-07,5.739946816151866e-08,3.965858293349228e-08,4.3940406191232966e-08,7.761837406705069e-08,1.1893936558674523e-06,6.809908587418808e-08,4.187486587296252e-09,2.7141957650826034e-10,1.8320648407464184e-11,1.2771470591618922e-12
18,1.9486362248510282e-12,2.1651513609455869e-13,1.9486362248510282e-12,2.1651513609455869e-13,0.48145275136746013,0.48318910483336025,0.9646418562008203,0.008344683064774705,0.007564483437361114,0.000837477806230085,0.016746644308365904,0.00028926508469941667,0.00023684892354451921,2.6950366090574062e-05,2.9756602358577037e-05,0.0005828209766930869,1.336967720669525e-05,9.887859591686314e-06,1.2775758772009746e-06,1.0074465406629157e-06,1.5602495778757095e-06,2.7102808794121163e-05,7.241476360565529e-07,4.837427350135175e-07,7.1447912889368e-08,4.935509720834166e-08,5.4672889582198895e-08,9.655741772528195e-08,1.479923688475261e-06,8.953497012942246e-08,5.8175475550799354e-09,3.984376910830391e-10,2.8417814288133922e-11,2.0932417347537744e-12
19,3.1047548142796044e-12,3.449727571421783e-13,3.1047548142796044e-12,3.449727571421783e-13,0.4804427614501729,0.4822719171384077,0.9627146785885806,0.008771359387134973,0.007954448110464148,0.0008804753962314129,0.017606282893830535,0.0003202743455476537,0.0002623965546967886,2.98513875805607e-05,3.295310459576427e-05,0.0006454753924207674,1.5592513754318248e-05,1.1541039840952958e-05,1.490879329947532e-06,1.1754142232118711e-06,1.8200199418582885e-06,3.1619867090288896e-05,8.895931059713423e-07,5.948576369295492e-07,8.784180956510986e-08,6.066760907694314e-08,6.719083481723604e-08,1.1864154481997779e-07,1.8187925411801584e-06,1.1591290460590283e-07,7.933625382450184e-09,5.723773607387438e-10,4.3003206980559126e-11,3.3366892262520844e-12
20,4.824824673104061e-12,5.360916303448956e-13,4.824824673104061e-12,5.360916303448956e-13,0.47943489028624225,0.48135647044559976,0.960791360731842,0.009194312560951247,0.00834134585903444,0.0009231163463866356,0.018458774766372324,0.00035264593871336643,0.00028909157770590037,3.288175394674083e-05,3.62910831086077e-05,0.0007109103534746154,1.803421513993939e-05,1.3358985742085957e-05,1.725377700581554e-06,1.3600214871900732e-06,2.1054460422774996e-06,3.658404611207447e-05,1.0807789946269161e-06,7.234238503736537e-07,1.0680564231494962e-07,7.375015597062015e-08,8.16637354782589e-08,1.4416808796429047e-07,2.210590466728689e-06,1.479951567368264e-07,1.0640827241415957e-08,8.064394687944553e-10,6.364637191503981e-11,5.187643347467874e-12
21,7.33080897300393e-12,8.1453433033377e-13,7.33080897300393e-12,8.1453433033377e-13,0.47842913343095483,0.4804427614501729,0.9588718948811277,0.009613566300050766,0.008725194337729,0.0009654028188998808,0.019304163456679645,0.00038635045630560277,0.00031691190851267976,3.60388758666079e-05,3.976759541239992e-05,0.0007790688360972904,2.0702227169225674e-05,1.5347609672197463e-05,1.9818217072504586e-06,1.5618499616714177e-06,2.4174126945776786e-06,4.201092120492269e-05,1.2999720043620724e-06,8.710121667598231e-07,1.2856973120881728e-07,8.876068067525873e-08,9.826527268136161e-08,1.7344153231335631e-07,2.6600213880006895e-06,1.866069709228073e-07,1.4059072901070595e-08,1.1164817658159865e-09,9.233151024720174e-11,7.885711586776764e-12
22,1.0913123056316955e-11,1.2125692284796616e-12,1.0913123056316955e-11,1.2125692284796616e-12,0.4774254864489212,0.4795307868536366,0.9569562733025578,0.010029144184883518,0.009106011111402527,0.001007336964395658,0.020142492260681703,0.0004213588756198256,0.0003458357237292258,3.9320195695101044e-05,4.3379736290060794e-05,0.0008498945313342132,2.3603649363050918e-05,1.7512585381840302e-05,2.2609306550443457e-06,1.7814560551713452e-06,2.7567649719847636e-06,4.791538642709167e-05,1.5494852696295983e-06,1.0392307011894273e-06,1.5336971969350462e-07,1.0586067357461016e-07,1.1717291483530016e-07,2.0677280199475535e-07,3.1718920809171954e-06,2.3263699694008955e-07,1.8324100184173886e-08,1.5213540877905292e-09,1.3153434513464684e-10,1.1744613758449054e-11
23,1.5946380543813087e-11,1.7718200604236761e-12,1.5946380543813087e-11,1.7718200604236761e-12,0.47642394491405654,0.47862054336376164,0.9550444882778182,0.010441069663223713,0.00948381365553465,0.0010489209219768536,0.02097380424073522,0.00045764255502294787,0.0003758414581237359,4.272318714804748e-05,4.7124637406868916e-05,0.0009233318377016001,2.6745242894748608e-05,1.985935289680153e-05,2.5633930998146373e-06,2.019371503569243e-06,3.1243090926172166e-06,5.4311669487551235e-05,1.8316731558426111e-06,1.2297215717401296e-06,1.8144607920480075e-07,1.2521482717561262e-07,1.385675314694304e-07,2.44478572213966e-07,3.7511017376465506e-06,2.870375223130438e-07,2.3588450246064034e-08,2.043250260272237e-09,1.8430740823786893e-10,1.7169308287892243e-11
24,2.2907592551952514e-11,2.545288061328057e-12,2.2907592551952514e-11,2.545288061328057e-12,0.47542450440956113,0.477712027694568,0.9531365321041292,0.010849366050867688,0.009858619356655206,0.0010901568192824471,0.02179814222680534,0.000495173229877602,0.0004069078021270089,4.6245354988429685e-05,5.099946692874839e-05,0.0009993258539217889,3.0133438388664398e-05,2.2393123342713617e-05,2.8898675012544002e-06,2.276103908930788e-06,3.5208132914796966e-06,6.12133464330429e-05,2.1489262518130224e-06,1.4441576883924087e-06,2.1304363054465287e-07,1.4699070261321506e-07,1.6263302077703273e-07,2.8688060637489907e-07,4.402631900515232e-06,3.5082451946627194e-07,3.0022428906498955e-08,2.7080755487218672e-09,2.543739687216499e-10,2.467580909249724e-11
25,3.23970172630502e-11,3.5996685847833552e-12,3.23970172630502e-11,3.5996685847833552e-12,0.4744271605279006,0.4768052365663132,0.9512323970942138,0.01125405653232832,0.010230445512767604,0.0011310467725449492,0.02261554881764087,0.0005339230085052998,0.00043901369936045413,4.98842347154545e-05,5.500142914408152e-05,0.0010778223717252899,3.3774343582091135e-05,2.5118883693529636e-05,3.2409828653899163e-06,2.552137269360271e-06,3.947008677561034e-06,6.8633356087932e-05,2.503666550678941e-06,1.6842396489996244e-06,2.4841108161770173e-07,1.7135840783839796e-07,1.8955595052737384e-07,3.3430511756971336e-07,5.131536757231753e-06,4.2507751807989436e-07,3.781504060151606e-08,3.545828450321446e-09,3.4623078042084304e-10,3.491391452913512e-11
26,4.5161853308516434e-11,5.0179837009462705e-12,4.5161853308516434e-11,5.0179837009462705e-12,0.47343190887078695,0.47590016670548013,0.9493320755762671,0.01165516416152593,0.010599309333770216,0.001171592886647566,0.023426066381943715,0.0005738643681881351,0.00047213834418543285,5.3637392256400316e-05,5.912776408901622e-05,0.0011587678687189846,3.767375085264085e-05,2.8041401444895932e-05,3.6173393766310253e-06,2.847932500011183e-06,4.403590076254988e-06,7.658401425043397e-05,2.898342814329332e-06,1.951692739758635e-06,2.878005811296919e-07,1.9849028719916747e-07,2.1952521200712472e-07,3.870821538059309e-07,5.942933788229882e-06,5.109393126912344e-07,4.717489184179926e-08,4.590995568628788e-09,4.6525977588402574e-10,4.869306665740785e-11
27,6.212296510326231e-11,6.902551678140256e-12,6.212296510326231e-11,6.902551678140256e-12,0.4724387450491587,0.47499681484476575,0.9474355598939245,0.012052711862475696,0.01096522794187589,0.0012117972551810867,0.02422973705953267,0.0006149701512086895,0.0005062611792737612,5.750242366121973e-05,6.33757471762387e-05,0.0012421095013199091,4.1837144613080347e-05,3.1165229213443064e-05,4.019509019526049e-06,3.163927945381751e-06,4.891216857319483e-06,8.507702764875069e-05,3.3354261164436506e-06,2.248264037688173e-06,3.314672878582843e-07,2.2856062213028583e-07,2.5273168665889903e-07,4.4554500635245756e-07,6.841994757131751e-06,6.096155152168881e-07,5.8331061367022954e-08,5.882958268763122e-09,6.178487890819191e-10,6.701155417587066e-11
28,8.440482148258379e-11,9.378313498064866e-12,8.440482148258379e-11,9.378313498064866e-12,0.4714476646831618,0.47409517772306875,0.9455428424062305,0.01244672242997159,0.011328218372029516,0.0012516619605005,0.025026602762501605,0.000657213560927799,0.000541361893199205,6.14769547998746e-05,6.774268882718135e-05,0.00132779509775406,4.626970857562902e-05,3.4494709263003234e-05,4.448036190365138e-06,3.500539883020422e-06,5.4105137485870426e-06,9.412350766060486e-05,3.817405559371384e-06,2.5757196126714847e-06,3.796689551146648e-07,2.6174534267336696e-07,2.8936792509168035e-07,5.100296405994153e-07,7.833937035521996e-06,7.223739617107623e-07,7.15339344728449e-08,7.466409776638213e-09,8.115213419894727e-10,9.108926589875958e-11
29,1.1336882082357042e-10,1.259653564706338e-11,1.1336882082357042e-10,1.259653564706338e-11,0.47045866340213016,0.47319525208547825,0.9436539154876085,0.01283721853026689,0.011688297572323692,0.001291189073781335,0.02581670517637192,0.0007005681578998487,0.0005774204180497969,6.55586410623806e-05,7.222593410763648e-05,0.0014157731511196625,5.097633288769069e-05,3.8033977958749924e-05,4.903438298774148e-06,3.858163018764677e-06,5.962071635636383e-06,0.00010373398379961583,4.346784160181659e-06,2.9358418266681843e-06,4.32665530022078e-07,2.9822174955473053e-07,3.296278381447818e-07,5.808741488397571e-07,8.924015253411191e-06,8.505439823258315e-07,8.705599925927375e-08,9.391781360378534e-09,1.055075484311304e-09,1.2240419363445637e-10
30,1.5065016637002782e-10,1.6738907374447536e-11,1.5065016637002782e-10,1.6738907374447536e-11,0.4694717368445666,0.4722970346832617,0.9417687715278282,0.013224222701751241,0.012045482404412512,0.0013303806550757358,0.02660008576123949,0.0007450078560252603,0.0006144169270608108,6.974516706153922e-05,7.68228623667466e-05,0.001505992812514357,5.596162114096411e-05,4.178697015024329e-05,5.386206359439315e-06,4.237170973634988e-06,6.546448347632325e-06,0.00011391841697191403,4.926074901316133e-06,3.330426727747892e-06,4.907187672450135e-07,3.381682465540671e-07,3.7370639969373564e-07,6.584182243934522e-07,1.0117513266950294e-05,9.955155431098138e-07,1.0519260280663928e-07,1.1715676214799278e-08,1.3587316305776417e-09,1.6273287389258598e-10
31,1.9819844481686733e-10,2.202204942409637e-11,1.9819844481686733e-10,2.202204942409637e-11,0.46848688065812344,0.4714005222738532,0.9398874029319766,0.013607757355624283,0.012399789643923437,0.0013692387533682637,0.027376785752915987,0.0007905069187398427,0.000652331832268227,7.403424633833428e-05,8.153088687934203e-05,0.001598403884225746,6.122989725585015e-05,4.575742348435276e-05,5.896805574101221e-06,4.637916762504084e-06,7.164169429538351e-06,0.00012468621250634658,5.557796941379557e-06,3.76128153664494e-06,5.540918568102213e-07,3.817640829025161e-07,4.2179936089312074e-07,7.430026565075799e-07,1.1419736435137937e-05,1.1587382679374446e-06,1.2626266552893017e-07,1.4501309660069541e-08,1.7342892949199402e-09,2.141949470787961e-10
32,2.583220494445703e-10,2.8702449938285593e-11,2.583220494445703e-10,2.8702449938285593e-11,0.4675040904995832,0.4705057116208421,0.9380098021204253,0.013987844776565918,0.012751235980867298,0.0014077654066314298,0.028146846164064647,0.0008370399552406777,0.0006911457821825192,7.842362106997128e-05,8.634745449159711e-05,0.0016929568129847652,6.678521224304723e-05,4.9948882649015756e-05,6.435675903954773e-06,5.060733264660185e-06,7.815728900903472e-06,0.0001360462329615814,6.244471981701486e-06,4.230222223579397e-06,6.23049065668062e-07,4.291891054542145e-07,4.741029755578425e-07,8.349688454780096e-07,1.2836004197439012e-05,1.341720348564272e-06,1.5060935218439817e-07,1.7818954262811097e-08,2.1952925812418583e-09,2.7930200083405187e-10
33,3.3373657632704133e-10,3.70818418141157e-11,3.3373657632704133e-10,3.70818418141157e-11,0.46652336203483974,0.46961259949396095,0.9361359615288007,0.014364507123403149,0.013099838020046436,0.0014459626418809656,0.028910307785330554,0.0008845819167482144,0.0007308396594826069,8.291106178053732e-05,9.12700452699769e-05,0.0017896026832813355,7.263135084420154e-05,5.436470354878067e-05,7.003232632590233e-06,5.505933686381288e-06,8.501590001422393e-06,0.00014800681071337613,6.988620784399836e-06,4.739071173134783e-06,6.978553926498932e-07,4.806235203807241e-07,5.308137363907533e-07,9.346583374504322e-07,1.437164294440642e-05,1.5460273504786717e-06,1.7860069824060205e-07,2.1746388491347034e-08,2.7572042454064535e-09,3.610108510412415e-10
34,4.276173084689535e-10,4.751303427432817e-11,4.276173084689535e-10,4.751303427432817e-11,0.4655446909388789,0.4687211826690739,0.9342658736079528,0.014737766429773588,0.013445612281460958,0.0014838324752308226,0.02966721118646537,0.0009331080928042529,0.0007713945787298076,8.74943670542597e-05,9.629617215344486e-05,0.0018882932107417648,7.877183805345158e-05,5.9008057413069194e-05,7.599866919608554e-06,5.973812015636056e-06,9.222185923465176e-06,0.00016057576032523058,7.792759837772328e-06,5.28965493502717e-06,7.787762364842403e-07,5.362476641429951e-07,5.92128121770748e-07,1.0424123783703478e-06,1.603197917356783e-05,1.7732809219298122e-06,2.106301904960047e-07,2.6369347526068368e-08,3.437588106614128e-09,4.627813998608714e-10
35,5.436558882644155e-10,6.040620980715727e-11,5.436558882644155e-10,6.040620980715727e-11,0.46456807289575963,0.4678314579281654,0.932399530823925,0.015107644604785591,0.013788575200713148,0.00152137691194791,0.03041759671744665,0.0009825941076054968,0.0008127918841016243,9.21713632513419e-05,0.00010142338060890504,0.001988980735567368,8.520994552168268e-05,6.388193483808248e-05,8.22594634504262e-06,6.464643469025389e-06,9.977920531770172e-06,0.00017376039070560333,8.659398164935175e-06,5.883802058643901e-06,8.660770765414577e-07,5.962417835006855e-07,6.582423528216229e-07,1.1585714865632768e-06,1.782233292300612e-05,2.025157413219384e-06,2.471173010533525e-07,3.1781974860428235e-08,4.2562995474760285e-09,5.886391950758735e-10
36,6.861212635101342e-10,7.623569594557047e-11,6.861212635101342e-10,7.623569594557047e-11,0.46359350359859475,0.46694342205932804,0.9305369256579228,0.01547416343367506,0.014128743129410029,0.0015585979465065685,0.03116150450959166,0.0010330159163723543,0.0008550131471452144,9.693990422635495e-05,0.00010664924828984916,0.002091618216033773,9.194869784528115e-05,6.898914976326373e-05,8.881815444714296e-06,6.978684931077186e-06,1.0769169070491161e-05,0.0001875675170548275,9.591034271720053e-06,6.523341009272924e-06,9.60023165983367e-07,6.607858243237088e-07,7.293521604879867e-07,1.2834750434378257e-06,1.9748011475225865e-05,2.303386413063759e-06,2.8850797392184246e-07,3.808727334742351e-08,5.235683806501269e-09,7.432427991296888e-10
