k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
10,1.4521704294935816e-14,1.613522699437313e-15,1.4521704294935816e-14,1.613522699437313e-15,0.47010344703899526,0.5100955404273054,0.9801989874663006,0.004316352556991122,0.004330209214634658,0.0009607278520596777,0.009607289623685459,7.926297717488704e-05,7.351843078964968e-05,1.729296495532661e-05,1.8546975632716954e-05,0.00018862134855258028,1.9407186871087294e-06,1.6642643647195477e-06,4.4940315746723693e-07,3.7000420856276363e-07,5.19753710285044e-07,4.944144128143321e-06,5.568472561906783e-08,4.414989641976999e-08,1.3704397678670727e-08,1.027102493297014e-08,1.1117846196789689e-08,1.7116528107146007e-08,1.5204441895441437e-07,5.176233036734411e-09,1.8910110181368235e-10,7.276143394573246e-12,2.9132977872870044e-13,1.2037824809178643e-14
11,3.3540810440625864e-14,3.726756715625096e-15,3.3540810440625864e-14,3.726756715625096e-15,0.46912508433933997,0.5091155300846073,0.9782406144239473,0.0047282456881256275,0.004744945206057643,0.0010525751305623006,0.01052576602474557,9.531064542738128e-05,8.844556364150917e-05,2.0800783229177492e-05,2.2305590745316255e-05,0.00022686258304338417,2.5616602100006715e-06,2.1981617315980783e-06,5.934769411622131e-07,4.885452506220439e-07,6.861611603770924e-07,6.5280052937601e-06,8.068316456737218e-08,6.402130480551446e-08,1.9869419832211626e-08,1.4889133319683097e-08,1.6114123896827914e-08,2.480459359512092e-08,2.2038174001673023e-07,8.236321540597111e-09,3.303137424101195e-10,1.395230120855915e-11,6.132541594794413e-13,2.781722433193719e-14
12,7.189395855186364e-14,7.988217616873738e-15,7.189395855186364e-14,7.988217616873738e-15,0.46814875777359966,0.5081374025661953,0.976286160339795,0.005136638892303856,0.005156433237382715,0.0011436725662964805,0.011436744695983051,0.00011272083358891918,0.00010465202363497126,2.460830304258891e-05,2.638433237941001e-05,0.00026836549264588937,3.298132388741073e-06,2.8319435927132154e-06,7.644678171355857e-07,6.292026667060299e-07,8.835727062808206e-07,8.407319171576725e-06,1.1308715191127995e-07,8.980548367745094e-08,2.7867237757221617e-08,2.0878945314817007e-08,2.2593121514964184e-08,3.4772191041849714e-08,3.0900413121758347e-07,1.2572805958485978e-08,5.489522491899039e-10,2.524420380245073e-11,1.207989792244358e-12,5.965441684765421e-14
13,1.4473486155968937e-13,1.608165128440993e-14,1.4473486155968937e-13,1.608165128440993e-14,0.4671744631042443,0.5071611542547331,0.9743356173589774,0.005541554153706263,0.005564692133329177,0.001234024687220228,0.01234027097425567,0.00013146618603426032,0.00012211423638799576,2.8709837561623256e-05,3.077695006391826e-05,0.0003130672100477976,4.158486371874676e-06,3.5729767544694956e-06,9.643511451926614e-07,7.935913942172188e-07,1.1142408811432098e-06,1.060364654689726e-05,1.541479632286944e-07,1.2251108123721987e-07,3.800990997570611e-08,2.847356700096506e-08,3.0806329713847796e-08,4.740522144815967e-08,4.213540726045929e-07,1.8535270515263936e-08,8.749512503787565e-10,4.350031877841628e-11,2.2504767044594216e-12,1.2015268508200656e-13
14,2.7622125692588595e-13,3.0691250769542884e-14,2.7622125692588595e-13,3.0691250769542884e-14,0.46620219610256297,0.5061867815398333,0.9723889776423963,0.005943013334203001,0.00596974062195128,0.001323635997070281,0.013236389953224561,0.00015151969589926388,0.00014080890451135107,3.30997686635694e-05,3.547727093141062e-05,0.000360905640005595,5.150746925700055e-06,4.428366064857281e-06,1.1950303232421923e-06,9.832661220576329e-07,1.380332191248875e-06,1.3137741627106037e-05,2.0518831418834519e-07,1.6320678052025982e-07,5.062791794323209e-08,3.791975340880939e-08,4.1019842531888e-08,6.311180639376279e-08,5.610744149862973e-07,2.6526417397536202e-08,1.345763344260427e-09,7.190868573440504e-11,3.998218538250258e-12,2.294181146283458e-13
15,5.034402151362506e-13,5.5937801681805625e-14,5.034402151362506e-13,5.5937801681805625e-14,0.4652319525486452,0.505214280818046,0.9704462333666912,0.006341038173990962,0.006371597335102971,0.0014125109754834083,0.014125146484577342,0.00017285470141824085,0.00016071300492518135,3.777254625264798e-05,4.047919892419176e-05,0.00041181945152026194,6.282619550626661e-06,5.404959665772507e-06,1.458338261598944e-06,1.1997225513412127e-06,1.6839289539008509e-06,1.6029568983240178e-05,2.675972315055847e-07,2.1301745065364016e-07,6.606895749173494e-08,4.9476992470440515e-08,5.351335483981818e-08,8.232072790073087e-08,7.319947148619493e-07,3.700420158944994e-08,2.0073581352575034e-09,1.146885740620344e-10,6.8184708447223605e-12,4.1833957247665784e-13
16,8.815119691130988e-13,9.794577434589987e-14,8.815119691130988e-13,9.794577434589987e-14,0.4642637282313628,0.5042436484928432,0.9685073767242061,0.0067356502922276485,0.006770280808900492,0.0015006540781171299,0.015006585179245269,0.0001954448822957673,0.00018180378619887314,4.272268758182375e-05,4.577671400766437e-05,0.0004657480700841286,7.561497476531068e-06,6.509354163034266e-06,1.7560388336935372e-06,1.4443986355113768e-06,2.0270311046650348e-06,1.929832021343528e-05,3.4282509858069885e-07,2.731204181999287e-07,8.469676866679905e-08,6.341661859596661e-08,6.857919279036257e-08,1.0547992053424707e-07,9.381180173680029e-07,5.048368490319875e-08,2.9152386964657393e-09,1.7730360529459082e-10,1.1221000494934566e-11,7.328580254062603e-13
17,1.4900829958350696e-12,1.6556477731500773e-13,1.4900829958350696e-12,1.6556477731500773e-13,0.46329751894835197,0.5032748809746076,0.9665723999229596,0.007126871187661867,0.007165809484182846,0.0015880697367698596,0.015880750408614572,0.00021926425611265644,0.00020405876591403173,4.794477658067405e-05,5.136387139090744e-05,0.0005226316699982697,8.99446853889503e-06,7.747899715218478e-06,2.0898283035168906e-06,1.7186758001553753e-06,2.4115579744208574e-06,2.2962430332206628e-05,4.3237887140865665e-07,3.4474185579691296e-07,1.068900030518763e-07,8.002095516126861e-08,8.652137645454114e-08,1.330550144426736e-07,1.1836080763159294e-06,6.753862288216295e-08,4.135468882468493e-09,2.666960577784989e-10,1.789690895655616e-11,1.239403847755078e-12
18,2.4414313055202314e-12,2.712701450578035e-13,2.4414313055202314e-12,2.712701450578035e-13,0.46233332050599446,0.5023079746806177,0.9646412951866121,0.007514722239261278,0.007558201706970145,0.0016747623595004645,0.01674768630573189,0.0002442871747657904,0.00022745572805038216,5.343346318926326e-05,5.723480075440827e-05,0.0005824111667598441,1.0588321937484007e-05,9.12670504241215e-06,2.4613367301224243e-06,2.023880142803272e-06,2.839350036654898e-06,2.7039593889476754e-05,5.378174604430055e-07,4.2915328535765956e-07,1.3304112768998776e-07,9.95824852091826e-08,1.076547138547536e-07,1.6552792806613366e-07,1.4727770006207226e-06,8.880279778508205e-08,5.745705383201094e-09,3.91541906140886e-10,2.776398293077292e-11,2.031691638197243e-12
19,3.890417126929369e-12,4.3226856965881877e-13,3.890417126929369e-12,4.3226856965881877e-13,0.46137112871939956,0.5013429260350358,0.9627140547544354,0.007899224706836804,0.007947475728919844,0.0017607363307472555,0.017607436766503903,0.00027048832094151494,0.00025197272039440704,5.918346269797334e-05,6.338370548488741e-05,0.0006450282095187827,1.2349554879301239e-05,1.0651642355978964e-05,2.872129349505151e-06,2.36128361299572e-06,3.3121706254284897e-06,3.154678082320956e-05,6.607472741886124e-07,5.276681931491032e-07,1.6355536473121764e-07,1.2240304968055892e-07,1.3230392562108665e-07,2.0339550926946254e-07,1.8100733166400414e-06,1.1497111040335335e-07,7.836228854763937e-09,5.625260000764987e-10,4.201900249490515e-11,3.239071326053253e-12
20,6.046520333061427e-12,6.718355925623809e-13,6.046520333061427e-12,6.718355925623809e-13,0.4604109394123863,0.5003797314688938,0.9607906708812801,0.00828039973166391,0.008333649707780845,0.001845996011446403,0.01846004545089116,0.00029784270462230103,0.0002775880519705387,6.518955509324021e-05,6.980486191715512e-05,0.0007104251736032351,1.4284379107529117e-05,1.2328352210413447e-05,3.3237079341726586e-06,2.7321051729009773e-06,3.831707624444574e-06,3.650025204946077e-05,8.028179203882015e-07,6.416387541201187e-07,1.9884966595174635e-07,1.48793072505552e-07,1.608027995132855e-07,2.4716822368153083e-07,2.2000704361604346e-06,1.4680044302014634e-07,1.0510968887210303e-08,7.926366552968852e-10,6.219740013614983e-11,5.0366419193964044e-12
21,9.18821197690516e-12,1.0209124418783511e-12,9.18821197690516e-12,1.0209124418783511e-12,0.4594527484174648,0.4994183874200804,0.9588711358375452,0.008658268337100794,0.008716741707845544,0.0019305457391497834,0.01930555578409612,0.0003263256596263841,0.00030428029049472277,7.144658440914794e-05,7.649261858294e-05,0.0007785451531131948,1.639872731814672e-05,1.4162248278347704e-05,3.817512130719124e-06,3.1375119387580313e-06,4.399575127633572e-06,4.191557479360515e-05,9.657180607561798e-07,7.724526629018794e-07,2.3935172130731026e-07,1.7907081189915775e-07,1.9349337406654283e-07,2.973688890486158e-07,2.647455519979686e-06,1.851103053892103e-07,1.3888517973247665e-08,1.097478813043247e-09,9.024062451794533e-11,7.657340077592506e-12
22,1.3679911179029403e-11,1.519990131003267e-12,1.3679911179029403e-11,1.519990131003267e-12,0.4584965515758184,0.49845889033332824,0.9569554419091466,0.00903285142920347,0.009096769700399762,0.002014389828142261,0.02014401095774549,0.0003559128401800893,0.0003320282598501712,7.794945808483091e-05,8.344139546663001e-05,0.0008493319535817214,1.8698259465889478e-05,1.615852204976135e-05,4.354920775709437e-06,3.5786203034191136e-06,5.0173150716724395e-06,4.780763766645181e-05,1.1511714153000795e-06,9.215300689542287e-07,2.854990007007993e-07,2.1356163721842047e-07,2.3072515063466997e-07,3.5453145443467525e-07,3.1570187272428734e-06,2.3078327519270082e-07,1.8103130026249715e-08,1.4956048223812584e-09,1.2857152106658868e-10,1.1406219752331508e-11
23,1.9991780330991986e-11,2.2213089256657763e-12,1.9991780330991986e-11,2.2213089256657763e-12,0.4575423447372858,0.4975012366602001,0.9550435813974858,0.009404169797337785,0.009473751564170612,0.002097532569558401,0.020975453931066798,0.00038658021752255626,0.0003608110375851263,8.469314632763624e-05,9.064568326786623e-05,0.0009227300847031851,2.118836896119463e-05,1.8322147456432347e-05,4.9372531901766716e-06,4.056497040261292e-06,5.686398840845589e-06,5.4190665488910535e-05,1.3609329123551365e-06,1.090320613381822e-06,3.377378281602239e-07,2.5259733075189503e-07,2.7285433311934663e-07,4.1919982312608704e-07,3.7336428408945114e-06,2.8476524403076935e-07,2.3305699361717794e-08,2.0088618106390368e-09,1.8017799802593055e-10,1.6677141427876528e-11
24,2.8722611177184278e-11,3.1914012419093644e-12,2.8722611177184278e-11,3.1914012419093644e-12,0.4565901237603427,0.4965454228590763,0.953135546619419,0.009772244114788364,0.009847705085772294,0.002179978231498629,0.021799927432059284,0.00041830407654257814,0.00039060795243245426,9.167268148199796e-05,9.810004267093098e-05,0.0009986847531279614,2.3874188759753954e-05,2.0657885422653472e-05,5.56577045303233e-06,4.57216038873344e-06,6.408228844651029e-06,6.107823386882422e-05,1.5967849805410906e-06,1.2803005649929602e-06,3.9652248763952494e-07,2.9651541382487954e-07,3.202430946890001e-07,4.91926718122669e-07,4.382293259810125e-06,3.4806547960074735e-07,2.9664716404067747e-08,2.6627545309317952e-09,2.4870520197948434e-10,2.397209001652287e-11
25,4.062605185914193e-11,4.514005762126881e-12,4.062605185914193e-11,4.514005762126881e-12,0.4556398845120841,0.49559144539514144,0.9512313299072255,0.01013709493936452,0.010218647960149822,0.0022617310591448235,0.022617473958659165,0.00045106101244727373,0.0004213985818508956,9.88831574039759e-05,0.00010579910362087288,0.0010771418553230181,2.6760597346273375e-05,2.3170288343226503e-05,6.241676653684919e-06,5.126581121801344e-06,7.184140068549686e-06,6.848328353353583e-05,1.8605339789322496e-06,1.4929700532223153e-06,4.6231435967062933e-07,3.456584966166219e-07,3.732588708054381e-07,5.732725891205792e-07,5.108008348367834e-06,4.2175651434021184e-07,3.736719671104033e-08,3.4868225108959193e-09,3.3855638141554014e-10,3.392333925922369e-11
26,5.6640420514085217e-11,6.2933800571205795e-12,5.6640420514085217e-11,6.2933800571205795e-12,0.4546916228682062,0.4946393007403713,0.9493309236085775,0.010498742714003124,0.010586597791020728,0.0023427952748753564,0.023428135779899207,0.0004848279274623115,0.0004531627495877929,0.00010631972884141105,0.00011373756460630909,0.0011580479704978244,2.9852224614017457e-05,2.5863704489733446e-05,6.966120124158641e-06,5.7206835955502945e-06,8.015401598250574e-06,7.64181344217104e-05,2.15400676181225e-06,1.7298503955861804e-06,5.355810881108045e-07,4.0037365109815406e-07,4.3227367789066085e-07,6.638045599160291e-07,5.915890134414078e-06,5.069738704357672e-07,4.661958022180663e-08,4.5150302727308735e-09,4.550025711042835e-10,4.731867758862e-11
27,7.792234459171951e-11,8.658038287968835e-12,7.792234459171951e-11,8.658038287968835e-12,0.45374533471298856,0.49368898537351974,0.9474343200865083,0.010857207767368465,0.010951572091314699,0.002423175078379581,0.024231954937062743,0.000519582027563409,0.0004858805232631229,0.00011397761081965207,0.00012191019194885011,0.0012413503535950341,3.3153457641695474e-05,2.8742282346071894e-05,7.740194651000437e-06,6.3553467812012696e-06,8.903218117919435e-06,8.48944995378885e-05,2.479047374463794e-06,1.9924815173854734e-06,6.167957762447522e-07,4.6101180651165513e-07,4.976634569803303e-07,7.640954151816635e-07,6.811095346767669e-06,6.049156307377407e-07,5.764859793261228e-08,5.7861693506598195e-09,6.043011842205865e-10,6.512990588942011e-11
28,1.0588445678066887e-10,1.1764939642296541e-11,1.0588445678066887e-10,1.1764939642296541e-11,0.45280101593927624,0.4927404957801057,0.9455415117193819,0.0112125103144491,0.011313588283611195,0.0025028746467717663,0.025028973244832064,0.0005553008192388307,0.0005195322119746601,0.00012185207803280451,0.00013031181909908818,0.0013269969283453836,3.666844636922468e-05,3.180997487422904e-05,8.564940667259668e-06,7.031405279793261e-06,9.848731382693014e-06,9.392349857319967e-05,2.8375138765209624e-06,2.2824194614174845e-06,7.06436211515947e-07,5.279271668242234e-07,5.698074417241271e-07,8.747226255898875e-07,7.798826783592631e-06,7.168418647698753e-07,7.070210348619404e-08,7.34427079724732e-09,7.938235536002236e-10,8.854481150692878e-11
29,1.4223736841914754e-10,1.5804152046571948e-11,1.4223736841914754e-10,1.5804152046571948e-11,0.45185866244846196,0.49179382845240044,0.9436524909008623,0.011564670457151718,0.01167266370057504,0.002581898134704484,0.025819232292431243,0.0005919621062826124,0.0005540983639240997,0.0001299384642404585,0.00013893734593909391,0.0014149362803862647,4.040110917388557e-05,3.50705437112569e-05,9.441346424821419e-06,7.74965031978128e-06,1.0853021665876532e-05,0.0001035156712956217,3.2312752894875517e-06,2.601233985502323e-06,8.049841181765811e-07,6.014766496007553e-07,6.490875501067838e-07,9.96267410279509e-07,8.884325003153504e-06,8.440739186822851e-07,8.604986742882022e-08,9.239026843971773e-09,1.0321914185456662e-09,1.1900281528518373e-10
30,1.8903612961265823e-10,2.100401440140647e-11,1.8903612961265823e-10,2.100401440140647e-11,0.45091827015046837,0.4908489798894141,0.9417672500398825,0.011913708184892038,0.01202881558539001,0.002660249674481451,0.026602773444763497,0.0006295439866182415,0.0005895597640639699,0.00013823216166984734,0.00014778173809136547,0.001505117650443424,4.4355138348363606e-05,3.8527563298399244e-05,1.0370349147370477e-05,8.510830737796041e-06,1.1917109181196327e-05,0.0001136809907131257,3.662208665099272e-06,2.950506245674179e-06,9.129244371599947e-07,6.820193457521609e-07,7.358877992768009e-07,1.129313835683631e-06,1.007286032864604e-05,9.879935776651021e-07,1.039843321422272e-07,1.1526220363391581e-08,1.329422309453777e-09,1.5823447944560438e-10
31,2.48731372110359e-10,2.7636819123373223e-11,2.48731372110359e-10,2.7636819123373223e-11,0.4499798349637301,0.4899059465968833,0.9398857815606134,0.012259643375182738,0.012382061092190408,0.002737933376169826,0.027379637843542973,0.000668024849152525,0.0006258974317651644,0.0001467286204233936,0.0001568400262341743,0.001597490927575257,4.8534005482151266e-05,4.218442494330888e-05,1.1352836164259905e-05,9.315653942808448e-06,1.3041955480475299e-05,0.0001244288760130038,4.132196271280539e-06,3.331826562930865e-06,1.0307446324937963e-06,7.699159996265427e-07,8.305937428829301e-07,1.2744479497579952e-06,1.1369725158972669e-05,1.1500421090192022e-06,1.2482132569752006e-07,1.4268160769554336e-08,1.6970837394463858e-09,2.0830505383526107e-10
32,3.242253164218496e-10,3.602503515798329e-11,3.242253164218496e-10,3.602503515798329e-11,0.44904335281517654,0.4889647250872577,0.9380080779024342,0.012602495794218444,0.012732417286490636,0.002814953327711966,0.028149866408421046,0.0007073833706593765,0.0006630926185049264,0.000155423347891595,0.00016610730542325258,0.0016920066424791504,5.294096674776453e-05,4.604434081628182e-05,1.2389646025554166e-05,1.0164786863938427e-05,1.4228464827093311e-05,0.00013576820528063226,4.643122892518156e-06,3.7467922714777214e-06,1.15893402358587e-06,8.655285089220647e-07,9.335919303312239e-07,1.4322569506697237e-06,1.2780226577504759e-05,1.3317191937688092e-06,1.489007331048124e-07,1.7534124989393536e-08,2.148456070343153e-09,2.716622265754078e-10
33,4.189328088118051e-10,4.654808986797835e-11,4.189328088118051e-10,4.654808986797835e-11,0.44810881964021326,0.4880253118796875,0.9361341315199008,0.012942285097457795,0.01307990114561281,0.002891313595036649,0.028913499838107252,0.0007475985126932611,0.0007011268055751192,0.00016431190817120875,0.00017557873441976864,0.001788615960859358,5.7579068093208113e-05,5.011034788142405e-05,1.3481569598513802e-05,1.1058856882145026e-05,1.547748554559043e-05,0.0001477073280008814,5.19687324154432e-06,4.197005646443804e-06,1.2979831427292883e-06,9.692194439112292e-07,1.0452693873880442e-06,1.6033283890268723e-06,1.4309679251043558e-05,1.5345817543985351e-06,1.765871236465361e-07,2.1400802140189423e-08,2.6987038798970525e-09,3.511882325239233e-10
34,5.368475368175219e-10,5.964972631305799e-11,5.368475368175219e-10,5.964972631305799e-11,0.44717623138270535,0.4870877035000104,0.9342639348827158,0.01327903083020258,0.013424529559112369,0.0029670182221697536,0.029670578611484703,0.0007886495185320367,0.0007399817018106183,0.00017338992148868674,0.000185249535024535,0.0018872706768558768,6.245115034210419e-05,5.4385311763654255e-05,1.4629351145784762e-05,1.199845274603101e-05,1.6789811347765582e-05,0.0001602540773453398,5.795329479290129e-06,4.684071909089358e-06,1.4483831171856233e-06,1.0813515854769661e-06,1.1660131175666703e-06,1.7882494027491714e-06,1.5963398611357917e-05,1.7602426860041117e-06,2.0827033318445174e-07,2.5952740556214856e-08,3.3650556183649004e-09,4.502564593302528e-10
35,6.82613553921797e-10,7.584595043575522e-11,6.82613553921797e-10,7.584595043575522e-11,0.4462455839949592,0.48615189648073864,0.9323974804756978,0.013612752428173985,0.013766319329201727,0.003042071231344411,0.030421142988720125,0.0008305159101489281,0.0007796392413376569,0.00018265306362881943,0.00019511499141839614,0.001987923206533801,6.755985420288008e-05,5.887193055243513e-05,1.5833689385552427e-05,1.2984125471992733e-05,1.8166182635618938e-05,0.0001734157822484793,6.440368840138237e-06,5.209597307563931e-06,1.6106250752194689e-06,1.2022874814715177e-06,1.2962096237472534e-06,1.987605983700008e-06,1.7746694311840415e-05,2.0103694978616316e-06,2.4436600052093787e-07,3.1282795820954736e-08,4.166991305336504e-09,5.72792676310419e-10
36,8.616022251083163e-10,9.57335805675907e-11,8.616022251083163e-10,9.57335805675907e-11,0.4453168734377054,0.48521788736104643,0.9305347607987517,0.013943469218085936,0.014105287171171958,0.0031164766231106247,0.03116523301236852,0.0008731774852133787,0.0008200815813419691,0.00019209706536854506,0.00020517044950874345,0.0020905265814326365,7.290762518839125e-05,6.357273854311433e-05,1.70952385339171e-05,1.4016389228942636e-05,1.9607287781481524e-05,0.00018719927927584684,7.1338613595693956e-06,5.775187271314103e-06,1.7851995754700196e-06,1.3323890209194362e-06,1.4362444494916934e-06,2.2019822752189496e-06,1.9664863951983596e-05,2.286682872144235e-06,2.8531605707460577e-07,3.7492578479310515e-08,5.126437982403464e-09,7.233409960053087e-10
