k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
10,7.658696930538308e-15,8.509663256153676e-16,7.658696930538308e-15,8.509663256153676e-16,0.519799439694693,0.46039941068102747,0.9801988503757204,0.004617013157825561,0.004318036569033356,0.0006725040104192512,0.009607553737278169,8.201936697759777e-05,8.099680138134336e-05,1.3049720362737068e-05,1.2437923382136247e-05,0.00018850381210381447,1.94272107080128e-06,2.025760776261769e-06,3.714435290856362e-07,2.5924834839070727e-07,3.3603379544587986e-07,4.935207519985272e-06,5.3924456608343496e-08,5.937310157413516e-08,1.2458984274991763e-08,7.749312685043929e-09,7.331428510090956e-09,1.0686621067204497e-08,1.515239047198098e-07,5.148317145238434e-09,1.876535784059742e-10,7.202230864766644e-12,2.8758275351013335e-13,1.1848461908457263e-14
11,1.770910790590728e-14,1.9676786562119202e-15,1.770910790590728e-14,1.9676786562119202e-15,0.5187902443759111,0.45945020450015434,0.9782404488760654,0.0050590128773327905,0.004730274909712116,0.0007367959798507509,0.010526083766895657,9.866650952084624e-05,9.740120040122626e-05,1.5694589093174814e-05,1.4960597028148257e-05,0.00022672289604339557,2.5657390317245097e-06,2.674120502699556e-06,4.90385834491289e-07,3.4230514077475e-07,4.437441943441232e-07,6.516294704034228e-06,7.81873487291112e-08,8.603574579172791e-08,1.805610753286728e-08,1.123199712181122e-08,1.0627587911452839e-08,1.5493117546850085e-08,2.196319046338205e-07,8.192143541817711e-09,3.277979145096626e-10,1.3811237862734417e-11,6.054020006899615e-13,2.7381529933021315e-14
12,3.8001554822482813e-14,4.222394980275868e-15,3.8001554822482813e-14,4.222394980275868e-15,0.5177830084189787,0.4585029552991402,0.9762859637181189,0.005497513863761734,0.005139043839282232,0.0008005629595888253,0.01143712066263279,0.00011673870401632395,0.00011520000591854061,1.856480729172322e-05,1.7698714534764333e-05,0.0002682022317613521,3.3052334450651324e-06,3.4431933977522046e-06,6.314960860848071e-07,4.4085774190671473e-07,5.71570805694005e-07,8.392351476502864e-06,1.096656707042766e-07,1.2060119796986364e-07,2.5313321220020765e-08,1.5748321956929298e-08,1.490267777122694e-08,2.172804862664244e-08,3.0795923824895966e-07,1.2505735439842962e-08,5.447921408899008e-10,2.499017941441435e-11,1.1925921892244853e-12,5.8724108431599e-14
13,7.658927458782286e-14,8.509919398646984e-15,7.658927458782286e-14,8.509919398646984e-15,0.516777728019777,0.45755765904327667,0.9743353870630536,0.005932536610559782,0.005544364945190611,0.0008638081204551317,0.012340709676205524,0.00013620939420316985,0.00013436550361645695,2.165598948854171e-05,2.064817225621639e-05,0.0003128790595643849,4.169773187446912e-06,4.34172683810912e-06,7.963867872018015e-07,5.560375976791404e-07,7.209879862987675e-07,1.0584912396735742e-05,1.4958880500622525e-07,1.6440631584237596e-07,3.451185550796504e-08,2.1473644931334987e-08,2.032301312513381e-08,2.9634446130185697e-08,4.199380805432207e-07,1.843693358164164e-08,8.683540042443124e-10,4.306466105757862e-11,2.2219205268407335e-12,1.1828704091884895e-13
14,1.4633147164257783e-13,1.625905240473087e-14,1.4633147164257783e-13,1.625905240473087e-14,0.5157743993815727,0.45661431170617367,0.9723887110877463,0.006364101504826897,0.005946259695907139,0.0009265346163062877,0.013236895817040323,0.00015705233920994418,0.00015487032913642952,2.4963804491790986e-05,2.3804916309284682e-05,0.00036069138914744935,5.1676186565341426e-06,5.3781301352254446e-06,9.866091985785084e-07,6.889339329662573e-07,8.934160488860996e-07,1.3114707972190452e-05,1.992589305266822e-07,2.1886467995645435e-07,4.594918335432037e-08,2.859351582908584e-08,2.7064636128319805e-08,3.946964436086412e-08,5.592005901557267e-07,2.6386456692065648e-08,1.335667347047257e-09,7.1191936286901e-11,3.947714958564195e-12,2.258713789435891e-13
15,2.6700192006349543e-13,2.966688000705505e-14,2.6700192006349543e-13,2.966688000705505e-14,0.5147730187150041,0.4556729092697424,0.9704459279847466,0.006792228827832317,0.006344749441538562,0.0009887455841188489,0.014125723853489727,0.00017924161046668188,0.0001766874644376712,2.8483974834066654e-05,2.7164942075932116e-05,0.00041157799181435183,6.306728024442991e-06,6.560481834008782e-06,1.2036546403311539e-06,8.405946352959968e-07,1.09022237544131e-06,1.6001681509520236e-05,2.600462870257502e-07,2.8546115951392066e-07,5.993788924064509e-08,3.730297853666915e-08,3.531266118721074e-08,5.150433353927811e-08,7.29565309043474e-07,3.6810032633591934e-08,1.9923750942434663e-09,1.1355086041112205e-10,6.732734088269087e-12,4.1190039169472635e-13
16,4.680373704116332e-13,5.200415226795924e-14,4.680373704116332e-13,5.200415226795924e-14,0.513773582238067,0.4547334477241781,0.9685070299622451,0.00721693875552884,0.006739855414439331,0.0010504441440738817,0.015007238314042054,0.00020275158864404178,0.00019979023419056005,3.221227622389155e-05,3.072429371039333e-05,0.0004654783927688867,7.594763392108148e-06,7.896536888591267e-06,1.4489557723356488e-06,1.0120271240834657e-06,1.3127225126283084e-06,1.926500568974684e-05,3.333845890392826e-07,3.6574666138379763e-07,7.680457555409887e-08,4.780589602659481e-08,4.526064131977967e-08,6.602164351941035e-08,9.35024006842964e-07,5.022025054788733e-08,2.893589756445677e-09,1.755531504883254e-10,1.108054770043814e-11,7.216270673207289e-13
17,7.92042731726878e-13,8.800474796965311e-14,7.92042731726878e-13,8.800474796965311e-14,0.5127760861760995,0.45379592306794303,0.9665720092440425,0.007638251359064726,0.0071315987298194265,0.001111633399641131,0.015881483488525285,0.0002275569606193289,0.00022415230220368144,3.614453700222384e-05,3.447906365068115e-05,0.0005223328634759153,9.039096845964898e-06,9.393733716980589e-06,1.7238878533181568e-06,1.204199205630354e-06,1.56218124954822e-06,2.292309887144222e-05,4.2076658573383936e-07,4.613330577058376e-07,9.688880568306378e-08,6.03142977059553e-08,5.710995523272476e-08,8.331625706311888e-08,1.1797289591245397e-06,6.718814753132576e-08,4.104914925193515e-09,2.6407567865630054e-10,1.767391666460021e-11,1.2204934879272933e-12
18,1.2991775290839384e-12,1.4435305878710426e-13,1.2991775290839384e-12,1.4435305878710426e-13,0.5117805267617683,0.4528603313077495,0.9646408580695178,0.00805618660529319,0.007520000386349177,0.001172316437662778,0.016748503429305145,0.0002536327164691716,0.0002497476678842154,4.0276637603937826e-05,3.842539213447371e-05,0.0005820824140917985,1.0646816418289758e-05,1.1059201136359821e-05,2.0297699789630123e-06,1.4180399140921303e-06,1.8398136780822812e-06,2.6993641125787006e-05,5.237397632679983e-07,5.7388828760113e-07,1.2054208291619435e-07,7.504774858213297e-08,7.106921461443849e-08,1.0369355196699942e-07,1.4679806489488936e-06,8.834454292843859e-08,5.703471697318082e-09,3.877133623334292e-10,2.7419632323043412e-11,2.0008292581427094e-12
19,2.0725546771927855e-12,2.3028385302142063e-13,2.0725546771927855e-12,2.3028385302142063e-13,0.5107869002350544,0.4519266684585427,0.962713568693597,0.008470764357279554,0.007905081266761073,0.0012324963284368012,0.017608341952477426,0.00028095414648863517,0.00027655066273137794,4.460451002423559e-05,4.2559466719345575e-05,0.0006446687859635943,1.2424731952526044e-05,1.2899765180782329e-05,2.367866299340471e-06,1.6544403386122727e-06,2.1467862360625567e-06,3.149359000732367e-05,6.439021862870881e-07,7.051316286005321e-07,1.4812686425335684e-07,9.223273970912072e-08,8.735369115284804e-08,1.2746877134985002e-07,1.8042158813527957e-06,1.1438113287678595e-07,7.77892440546435e-09,5.570520680371586e-10,4.1500242719686194e-11,3.1900853860267864e-12
20,3.224788102966149e-12,3.58309789218461e-13,3.224788102966149e-12,3.58309789218461e-13,0.5097952028432391,0.45099493054348383,0.9607901333867229,0.008882004374805984,0.008286862138448602,0.0012921761257999318,0.018461042639054518,0.00030949683823655415,0.00030453594686262995,4.912413728994693e-05,4.6877521807306625e-05,0.0007100344441964376,1.4379380874903947e-05,1.4921955802984799e-05,2.7393872159527895e-06,1.9142544368202006e-06,2.484217733510888e-06,3.643919606417262e-05,7.828984752454807e-07,8.568291334945194e-07,1.8001560825554804e-07,1.121020993889988e-07,1.0618476279721586e-07,1.54966221422899e-07,2.192996300604662e-06,1.4605135729893173e-07,1.0434500451148321e-08,7.84960814888858e-10,6.143305689753958e-11,4.960807575092044e-12
21,4.905830154502661e-12,5.450922393891845e-13,4.905830154502661e-12,5.450922393891845e-13,0.5088054308408896,0.45006511359393325,0.9588705444348229,0.00928992631487393,0.008665363654062126,0.0013513588672102138,0.01930664883614627,0.000339236673606871,0.00033367850557236843,5.3831552935676467e-05,5.1375838173612685e-05,0.0007781225702885285,1.6517033873648682e-05,1.7132013462018577e-05,3.145490558693229e-06,2.1982998348870373e-06,2.8531803621834497e-06,4.1846018091430974e-05,9.424159163164992e-07,1.0307892283991614e-06,2.1658985607917473e-07,1.3489442461398607e-07,1.2778937879282303e-07,1.865184960786461e-07,2.638997300280291e-06,1.8417105111178737e-07,1.3787999436140211e-08,1.086902448233613e-09,8.913677959163491e-11,7.542558734698803e-12
22,7.312243025814009e-12,8.124714473126677e-13,7.312243025814009e-12,8.124714473126677e-13,0.5078175804898446,0.44913721364943326,0.9569547941392779,0.009694549732204169,0.009040606352101804,0.0014100475738291636,0.020145203658135137,0.00037014982592576627,0.00036395364592281814,5.872284048475614e-05,5.605074249981228e-05,0.0008488770548331527,1.884370048705351e-05,1.9535895598376786e-05,3.5872827430087097e-06,2.5073586143308387e-06,3.2547006886552625e-06,4.772893813142511e-05,1.124180700714692e-06,1.2288584679223011e-06,2.582393448580191e-07,1.6085353224515806e-07,1.5239954302710638e-07,2.2246572764759998e-07,3.146997316414877e-06,2.296188910102347e-07,1.7972787168214738e-08,1.4812618522379325e-09,1.2700608753911838e-10,1.1236004624704497e-11
23,1.0698050594972745e-11,1.188672288330305e-12,1.0698050594972745e-11,1.188672288330305e-12,0.5068316480592009,0.4482112267576916,0.9550428748168924,0.01009589407973456,0.009412610657507562,0.0014682452506035394,0.020976749987845662,0.00040221275707437145,0.0003953369933668426,6.379413293496224e-05,6.089860691099393e-05,0.0009222424902871701,2.1365134601679015e-05,2.213928299827224e-05,4.065819907553022e-06,2.842178085760412e-06,3.689760631176012e-06,5.410217622444069e-05,1.3299542903188297e-06,1.4529174434017094e-06,3.0536115261382527e-07,1.9022792943440035e-07,1.802518152352973e-07,2.6315486318539236e-07,3.721867494189454e-06,2.833366487803654e-07,2.31387704791185e-08,1.98969068192104e-09,1.7799441583502274e-10,1.6429378912066725e-11
24,1.5387318119557307e-11,1.7097020132841452e-12,1.5387318119557307e-11,1.7097020132841452e-12,0.5058476298252985,0.44728714897456456,0.9531347787998631,0.010493978709115443,0.009781396882246166,0.0015259548863467115,0.02180133047770832,0.00043540221463684984,0.00042780448840239654,6.904161224895651e-05,6.591584851719911e-05,0.0009981641638054021,2.4086839861923462e-05,2.494758604869926e-05,4.582109032613704e-06,3.203471549744422e-06,4.159298420525579e-06,6.097930491350643e-05,1.5615299065463804e-06,1.7048768402730225e-06,3.58358873893726e-07,2.2327030280644905e-07,2.1158682962291117e-07,3.089389656657049e-07,4.368561718808193e-06,3.4632926170757456e-07,2.9453349136670832e-08,2.6374675189547937e-09,2.457051787517249e-10,2.361754454407417e-11
25,2.1788607169515884e-11,2.4209563521684315e-12,2.1788607169515884e-11,2.4209563521684315e-12,0.5048655220717072,0.4463649763640398,0.951230498435747,0.010888822871202743,0.01014698522589536,0.0015831794538196443,0.02261898755091775,0.00046969522907364477,0.0004613323832583453,7.44615088494106e-05,7.109892895896555e-05,0.0010765880501403663,2.701407499219432e-05,2.7965950884890556e-05,5.1371090395920165e-06,3.5919190449900383e-06,4.664209545094764e-06,6.837326350676169e-05,1.8207291394916039e-06,1.9866736407096794e-06,4.1764182534968053e-07,2.602370259279634e-07,2.4664883047156955e-07,3.601765394671692e-07,5.092107001417665e-06,4.196647302658496e-07,3.7102341459916705e-08,3.4538722909050227e-09,3.3449160464003655e-10,3.3423867263481746e-11
26,3.041145202552076e-11,3.379050225057862e-12,3.041145202552076e-11,3.379050225057862e-12,0.5038853210892122,0.44544470499822003,0.9493300260874322,0.011280445716548765,0.010509395776225122,0.0016399219098114886,0.023429763402585378,0.0005050691109196816,0.0004958972386113773,8.005010111877407e-05,7.644435395696689e-05,0.0011574608046068,3.01518590328945e-05,3.11992654317588e-05,5.731731871811727e-06,4.008168084013047e-06,5.205347680413848e-06,7.629637210089193e-05,2.109398674399578e-06,2.3002674677598496e-06,4.836242804917446e-07,3.0138768460048356e-07,2.856852243036017e-07,4.172308795548955e-07,5.897594211110154e-06,5.044738529066034e-07,4.629088055684072e-08,4.472573739595825e-09,4.4956531932771616e-10,4.66251143478702e-11
27,4.1885001560424074e-11,4.653889062269341e-12,4.1885001560424074e-11,4.653889062269341e-12,0.5029070231758003,0.44452633095730604,0.9474333541331064,0.011668866295890711,0.010868648509776039,0.0016961851952197865,0.024233700000886538,0.0005415014480073235,0.0005314759203337376,8.580371490364658e-05,8.194867286571399e-05,0.0012407297561104218,3.35049764914225e-05,3.46521653408913e-05,6.366843556928785e-06,4.452834376478888e-06,5.783525603348702e-06,8.476034536907017e-05,2.4294071326076775e-06,2.647637067286596e-06,5.567247328633069e-07,3.469846195238444e-07,3.289461481896741e-07,4.804694437695478e-07,6.790169144240646e-06,6.019498074080611e-07,5.724427839896588e-08,5.732028680210859e-09,5.971137671768044e-10,6.417958730419804e-11
28,5.6978967389527556e-11,6.330996376614173e-12,5.6978967389527556e-11,6.330996376614173e-12,0.5019306246366452,0.4436098503295802,0.9455404749662254,0.012054103560636898,0.011224763292434813,0.0017519722351302851,0.025030839088201997,0.0005789701027138758,0.0005680455962715154,9.171872302371385e-05,8.76084782312837e-05,0.0013263429002403886,3.707798240937017e-05,3.832903982464511e-05,7.043265251210357e-06,4.926502540391802e-06,6.3995160911813924e-06,9.377630611679882e-05,2.782642024144078e-06,3.0307769240971665e-06,6.373651869024523e-07,3.972924858861586e-07,3.766840537923293e-07,5.502632476489299e-07,7.775023922471115e-06,7.133475878992311e-07,7.02088552268091e-08,7.275891757891926e-09,7.844265139691766e-10,8.725869135544364e-11
29,7.662701486505904e-11,8.514112762784337e-12,7.662701486505904e-11,8.514112762784337e-12,0.5009561217840949,0.4426952592113897,0.9436513809954845,0.012436176363350714,0.011577759880006904,0.0018072859388963745,0.025821222182253994,0.0006174532092334372,0.0006055837330532171,9.779154478520993e-05,9.342040535304195e-05,0.0014142488924249062,4.087520734708632e-05,4.22340373888691e-05,7.761774265948253e-06,5.429726801307041e-06,7.054052805789521e-06,0.00010335479860900023,3.171006809229954e-06,3.451694008725477e-06,7.259704757693381e-07,4.525778294458529e-07,4.291533067468091e-07,6.269862812188792e-07,8.85738871113631e-06,8.399833063356459e-07,8.545273204524354e-08,9.153434382282328e-09,1.020030431341933e-09,1.1728213719397783e-10
30,1.0195272834959396e-10,1.1328080927732661e-11,1.0195272834959396e-10,1.1328080927732661e-11,0.49998351093765664,0.4417825537071295,0.9417660646447861,0.012815103458232323,0.011927657918786338,0.0018621292002181393,0.0266048905772368,0.0006569291708728996,0.0006440680929283627,0.00010401864549886561,9.938113184932713e-05,0.0015043970411494554,4.490076228676116e-05,4.6371071465759275e-05,8.523105076268114e-06,5.963031679738639e-06,7.747831163135637e-06,0.00011350580167166283,3.5964180659880328e-06,3.912404651408523e-06,8.229676054348698e-07,5.13108678680418e-07,4.866098009888448e-07,7.110149472018633e-07,1.0042523749702552e-05,9.832333668770462e-07,1.0326658421889477e-07,1.141997150205162e-08,1.3138337188417656e-09,1.5595696172769926e-10
31,1.3429827618447907e-10,1.492203068716434e-11,1.3429827618447907e-10,1.492203068716434e-11,0.49901278842398344,0.4408717299292267,0.9398845183532101,0.013190903501598102,0.012274476946122707,0.001916504897221022,0.02738188534494183,0.0006973766573718948,0.0006834767306358419,0.00011039653600230502,0.00010548737722706038,0.001596737301237102,4.915854345516988e-05,5.0743825948333184e-05,9.327950312592289e-06,6.526912666933123e-06,8.481509188275415e-06,0.0001242387415713039,4.060802761715214e-06,4.41493153987262e-06,9.287851243411053e-07,5.791541525855547e-07,5.493105876472733e-07,8.027275201030755e-07,1.1335711686264843e-05,1.1445335212997963e-06,1.2396435441532924e-07,1.4137294870324623e-08,1.6772786770329051e-09,2.0532054449778522e-10
32,1.7525589392831207e-10,1.9472877103145786e-11,1.7525589392831207e-10,1.9472877103145786e-11,0.4980439505768601,0.439962783998123,0.9380067345749831,0.013563595052357857,0.012618236390985322,0.0019704158925341244,0.028152247335877303,0.0007387746022464955,0.0007237879903017687,0.00011692177218685324,0.00011173590245525088,0.0016912202671903681,5.365223706720138e-05,5.535576062798907e-05,1.0176961735011198e-05,7.121836889177374e-06,9.255708356090771e-06,0.0001355625046754698,4.566095625130975e-06,4.961300837619145e-06,1.043852517958672e-06,6.509840837172612e-07,6.175135181273721e-07,9.025036256450405e-07,1.2742250208198466e-05,1.3253778132688075e-06,1.478839233685168e-07,1.7374111447547916e-08,2.123503103672659e-09,2.6778778519359746e-10
33,2.2670229683556e-10,2.5189144092839998e-11,2.2670229683556e-10,2.5189144092839998e-11,0.49707699373718944,0.43905571204225874,0.9361327057794482,0.013933196572489788,0.012958955574524589,0.002023865033368115,0.02891601718038249,0.0007811022001564695,0.0007649805023665807,0.0001235909545287153,0.00011812350954236165,0.001787797166594127,5.838532399128204e-05,6.0210116536596434e-05,1.1070751190814075e-05,7.748243760806415e-06,1.0071014417951083e-05,0.00014748544989745004,5.11423661706634e-06,5.553539419471798e-06,1.1685996275809976e-06,7.288686560780581e-07,6.914769010186433e-07,1.0107237400326784e-06,1.4267444961248517e-05,1.5273174189948155e-06,1.753877371473754e-07,2.1206485590117727e-08,2.6675101449330858e-09,3.4620259532677365e-10
34,2.908361242368938e-10,3.231512491521042e-11,2.908361242368938e-10,3.231512491521042e-11,0.4961119142529785,0.4381505101980563,0.9342624244510348,0.014299726427513268,0.013296653710630603,0.0020768551515927703,0.029673235289736644,0.0008243389042959018,0.0008070331805411233,0.00013040072762449077,0.00012464704111750548,0.0018864198535790213,6.336108433779218e-05,6.53099211945442e-05,1.2009891555427163e-05,8.40654562607503e-06,1.0927978214503426e-05,0.000160015420928342,5.70716849711033e-06,6.193672221218328e-06,1.3034560927094982e-06,8.130780574571031e-07,7.7145917246854e-07,1.127768708541616e-06,1.5916602749505416e-05,1.7519593915129027e-06,2.0686338981464577e-07,2.5718283680552668e-08,3.3263463951455693e-09,4.438938437512993e-10
35,3.702185095325241e-10,4.1135389948058235e-11,3.702185095325241e-10,4.1135389948058235e-11,0.49514870847932463,0.43724717460990353,0.9323958830892282,0.014663202886959369,0.013631349906488954,0.0021293890638141404,0.030423941857262462,0.0008684644238069802,0.0008499252187914669,0.00013734777973098587,0.00013130338001543702,0.00198704080234487,6.858260197155701e-05,7.06579937661542e-05,1.2994917657003865e-05,9.097128390054748e-06,1.182711647478995e-05,0.00017315975825955978,6.346834483781853e-06,6.883719700249236e-06,1.4488508163978312e-06,9.038821458422781e-07,8.577185796711816e-07,1.2540192829330805e-06,1.769502500887546e-05,2.0009653155367703e-06,2.427241605503671e-07,3.1001619867634724e-08,4.11928800170377e-09,5.647358814293393e-10
36,4.678168599804617e-10,5.197965110894019e-11,4.678168599804617e-10,5.197965110894019e-11,0.49418737277840186,0.43634570143013746,0.9305330742085394,0.015023644124839221,0.013963063163133772,0.0021814695714513434,0.031168176859424336,0.0009134587212167659,0.0008936360883522038,0.00014442884230928644,0.00013808944886531044,0.0020896131007435664,7.405276894948182e-05,7.625695012384838e-05,1.4026327184908125e-05,9.820352138715742e-06,1.2768912601887997e-05,0.00018692531099884205,7.035176005845364e-06,7.625695404164226e-06,1.6052114529370911e-06,1.0015501295305534e-06,9.505128771275584e-07,1.389855677209128e-06,1.960800154681392e-05,2.2760498795704188e-06,2.834095044923138e-07,3.715730160230708e-08,5.0680344966872505e-09,7.132137557445514e-10
