k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.2380800536503769e-22,1.3756445040559744e-23,1.2380800536503769e-22,1.3756445040559744e-23,0.49871593735951525,0.49928622424692404,0.9980021616064393,0.0005684973398231983,0.0002848991242502977,0.00014228685563337599,0.000995683319706872,1.2960854112551516e-06,3.25134189796692e-07,1.8267908633721942e-07,3.446663668196249e-07,2.148565054208688e-06,3.939830557028025e-09,4.947353051268209e-10,3.2622955690632277e-10,5.205998387382448e-10,1.20371575772095e-09,6.485111015520364e-09,1.4034687780402998e-11,8.821947231954112e-13,6.764487668259032e-13,1.0243101511400532e-12,2.042983452164998e-12,4.9310675877490926e-12,2.3591692461478455e-11,9.646381687455897e-14,4.2687578112411404e-16,1.9990792844903937e-18,9.767500527368226e-21,4.932249802991735e-23
2,6.185110344471513e-20,6.872344827190569e-21,6.185110344471513e-20,6.872344827190569e-21,0.4974351723527599,0.49857346744549946,0.9960086397982594,0.0011311622888681525,0.0005681725769986285,0.0002834376899789552,0.001982772555845736,5.144502017038918e-06,1.2949749568795525e-06,7.267603468992642e-07,1.3696353684571407e-06,8.535872689274876e-06,3.119611425495149e-08,3.93533046550455e-09,2.5920016516245094e-09,4.131613239098928e-09,9.542084111487524e-09,5.139714372266701e-08,2.2168634958450598e-10,1.4014652540722031e-11,1.0733872988082498e-11,1.623516410399721e-11,3.234399926773763e-11,7.797825068035685e-11,3.729922891654022e-10,3.04249133906832e-12,2.685943824608816e-14,2.5093510785803195e-16,2.4459920868254116e-18,2.464108959709969e-20
3,2.320051084826639e-18,2.5778345386962653e-19,2.320051084826639e-18,2.5778345386962653e-19,0.49615769651099734,0.4978617281411203,0.9940194246521177,0.0016880397243662153,0.0008498273154649536,0.0004234593055503671,0.002961326345381536,1.1486179217115942e-05,2.90123311469187e-06,1.6263579727906077e-06,3.0614949354040887e-06,1.9075265240002507e-05,1.0420948520212577e-07,1.320606109439153e-08,8.6882244483992e-09,1.3833086151204425e-08,3.1911434348965755e-08,1.7184829124508667e-07,1.107950102822315e-09,7.044420426741814e-11,5.389184453605501e-11,8.141922093409486e-11,1.620196320785225e-10,3.901674855615874e-10,1.865892490199993e-09,2.2772020428764717e-11,3.007882881859643e-13,4.204580798762936e-15,6.13222110981191e-17,9.243303196841213e-19
4,3.014914089037501e-17,3.349904543375001e-18,3.014914089037501e-17,3.349904543375001e-18,0.4948835013872399,0.4971510048812571,0.992034506268497,0.002239174216609103,0.001129870270403366,0.0005623584686536322,0.0039314029556661014,2.0262955456272843e-05,5.135690425673741e-06,2.875649943020978e-06,5.407008886849766e-06,3.368130471181733e-05,2.444873714469441e-07,3.112489028077048e-08,2.0453574750876952e-08,3.252826771599491e-08,7.495348711265959e-08,4.0354759130724604e-07,3.4569361835660432e-09,2.2105386399531155e-10,1.6891940956037383e-10,2.549101405168316e-10,5.066773319214273e-10,1.218761064929243e-09,5.827257994489231e-09,9.458279819044262e-11,1.661539974206499e-12,3.088996019295081e-14,5.991856923578144e-16,1.2012208676874572e-17
5,2.1917641675926846e-16,2.4352935195474274e-17,2.1917641675926846e-16,2.4352935195474274e-17,0.4936125785561926,0.4964412962154539,0.9900538747716465,0.002784610030917013,0.0014083083461964758,0.0007001419095678378,0.004893060286681327,3.141756657402899e-05,7.990199095386668e-06,4.468877448678796e-06,8.3931150095397e-06,5.2269758127634154e-05,4.7262799385400926e-07,6.044441593712465e-08,3.967539343230977e-08,6.302554630591988e-08,1.4506117443713737e-07,7.808345239665009e-07,8.331968669307802e-09,5.358411463636089e-10,4.089979834745264e-10,6.164990161581635e-10,1.2239971706155646e-09,2.94083849111372e-09,1.4058142477033385e-08,2.8449859665426827e-10,6.23145320583951e-12,1.4444814204768158e-13,3.493625332001341e-15,8.732952717841474e-17
6,1.1034529018443585e-15,1.226058779827065e-16,1.1034529018443585e-15,1.226058779827065e-16,0.4923449196141979,0.49573260069532554,0.9880775203095234,0.0033243911295946283,0.0016851484209494732,0.0008368163227249497,0.005846355873269052,4.4893634288691264e-05,1.145668126988397e-05,6.400344321782054e-06,1.2006923155515239e-05,7.475758303587253e-05,8.083438725384541e-07,1.0385280733571318e-07,6.809056860640235e-08,1.0804035465016736e-07,2.4838435360254093e-07,1.3367119567332781e-06,1.7056457097411642e-08,1.103211905770102e-09,8.411001510381935e-10,1.2663757789804498e-09,2.5113907192151556e-09,6.02710432048738e-09,2.8805639972902924e-08,6.977587023004336e-10,1.8293478607192184e-11,5.075820285441516e-13,1.469474799895449e-14,4.3968488278323226e-16
7,4.3112546117723124e-15,4.790282901969236e-16,4.3112546117723124e-15,4.790282901969236e-16,0.4910805161791798,0.4950249168745543,0.9861054330537341,0.003858561173875077,0.0019603973465838697,0.0009723883668887615,0.0067913468873477085,6.063565481430695e-05,1.5527128536307526e-05,8.66441646877119e-06,1.6235713358561078e-05,0.00010106291317794674,1.2704848496906994e-06,1.6397473094124497e-07,1.0738640668556385e-07,1.7019704447604287e-07,3.9083541649791717e-07,2.102878448291468e-06,3.119551778872889e-08,2.029289438812491e-09,1.5453840640168962e-09,2.3241008926273575e-09,4.603735144016187e-09,1.1035916793827506e-08,5.2733944122029326e-08,1.4864801476062233e-09,4.535211414551246e-11,1.4644021459470813e-12,4.933707140490892e-14,1.7179595823438281e-15
8,1.3991360892329049e-14,1.5545956547032276e-15,1.3991360892329049e-14,1.5545956547032276e-15,0.4898193598905885,0.49431824330888735,0.9841376031994759,0.004387163525851924,0.0022340619489309176,0.0011068646653329861,0.007728090140115827,7.85889876090841e-05,2.0193601426691575e-05,1.1255521308608724e-05,2.106693396918905e-05,0.00013110504431357344,1.8770606374791829e-06,2.433722656468673e-07,1.5920149147171967e-07,2.520307310926027e-07,5.780947961632292e-07,3.1097599218536017e-06,5.2538322280690414e-08,3.4372385949388226e-09,2.6146031339881915e-09,3.9276066696780155e-09,7.771180658736755e-09,1.8607531192444942e-08,8.889648253047715e-08,2.856536356056579e-09,9.935065726871576e-11,3.6570560670090834e-12,1.4045814011343592e-13,5.5756032262688066e-15
9,3.9405915804699847e-14,4.378435089411094e-15,3.9405915804699847e-14,4.378435089411094e-15,0.48856144240934524,0.4936125785561334,0.9821740209654786,0.00491024125039926,0.0025061490278247105,0.0012402518060184947,0.008656642084242465,9.869984425386289e-05,2.5448228924954325e-05,1.4168147215450754e-05,2.648819980798807e-05,0.00016480442020225602,2.6452628995760456e-06,3.445458075194073e-07,2.2512653142324878e-07,3.559891083372051e-07,8.156163721545535e-07,4.38654071901046e-06,8.308115085531949e-08,5.466604643929569e-09,4.153530722875714e-09,6.232227553769789e-09,1.2317029509871547e-08,2.9458552001892002e-08,1.4070909528765813e-07,5.073694135307987e-09,1.980197151996686e-10,8.179522537933493e-12,3.525381582757886e-13,1.5704244792909732e-14
