k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
15,3.696266258806877e-13,4.106962509785419e-14,3.696266258806877e-13,4.106962509785419e-14,0.4852227667742541,0.4852227667742541,0.9704455335485082,0.006356910601693679,0.006356910601693679,0.0014126468003763735,0.01412646800376373,0.00016656395851568132,0.00016656395851568132,3.907055817034501e-05,3.907055817034501e-05,0.00041126903337205265,5.81908498530127e-06,5.81908498530127e-06,1.5645276503690668e-06,1.197342589568163e-06,1.5645276503690668e-06,1.5964567860908837e-05,2.382372435933902e-07,2.382372435933902e-07,7.357068190663614e-08,5.130325205429496e-08,5.130325205429496e-08,7.357068190663614e-08,7.262223551086428e-07,3.653471904712904e-08,1.9705404342566e-09,1.1185039081423579e-10,6.6015369863517045e-12,4.018277402358425e-13
16,6.47643290481234e-13,7.1960365609026e-14,6.47643290481234e-13,7.1960365609026e-14,0.4842532910395988,0.4842532910395988,0.9685065820791976,0.0067536359966212526,0.0067536359966212526,0.0015008079992491676,0.015008079992491673,0.00018837909837200696,0.00018837909837200696,4.4187689741581886e-05,4.4187689741581886e-05,0.0004651335762271777,7.0059416332582416e-06,7.0059416332582416e-06,1.883627654483698e-06,1.4415517763905848e-06,1.883627654483698e-06,1.9220690351874464e-05,3.0533852634629815e-07,3.0533852634629815e-07,9.429240893168136e-08,6.57531926694342e-08,6.57531926694342e-08,9.429240893168136e-08,9.307682558948274e-07,4.98468657562868e-08,2.862052326220682e-09,1.729377719337616e-10,1.086569596935745e-11,7.040646470554403e-13
17,1.0954950751292556e-12,1.2172167501436173e-13,1.0954950751292556e-12,1.2172167501436173e-13,0.4832857523187533,0.4832857523187533,0.9665715046375066,0.007147092622865684,0.007147092622865684,0.0015882428050812637,0.015882428050812632,0.0002113901877501674,0.0002113901877501674,4.958535268213806e-05,4.958535268213806e-05,0.0005219510808646109,8.336408259042801e-06,8.336408259042801e-06,2.2413388460526614e-06,1.7153103413668322e-06,2.2413388460526614e-06,2.2870804551557757e-05,3.8526043911093045e-07,3.8526043911093045e-07,1.1897330908267624e-07,8.296399469761498e-08,8.296399469761496e-08,1.1897330908267622e-07,1.1743954857824433e-06,6.66915814636921e-08,4.060421130512895e-09,2.601619138327241e-10,1.7332921019135204e-11,1.1909323616226071e-12
18,1.7961259743791968e-12,1.9956955270879963e-13,1.7961259743791968e-12,1.9956955270879963e-13,0.48232014674156154,0.48232014674156154,0.9646402934831231,0.007537300256070766,0.007537300256070766,0.0016749556124601708,0.016749556124601703,0.0002355733864072033,0.0002355733864072033,5.525795483625758e-05,5.525795483625758e-05,0.0005816626824869217,9.816922681948414e-06,9.816922681948414e-06,2.6393921065320845e-06,2.0199429386725133e-06,2.6393921065320845e-06,2.693257251563351e-05,4.794085833364271e-07,4.794085833364271e-07,1.4804744991153815e-07,1.0323834769461534e-07,1.0323834769461537e-07,1.4804744991153815e-07,1.461388761885161e-06,8.769551863049087e-08,5.641991906114452e-09,3.8199712392272256e-10,2.6893239975292157e-11,1.9526007893615942e-12
19,2.8640511268396092e-12,3.182279029821788e-13,2.8640511268396092e-12,3.182279029821788e-13,0.48135647044559976,0.48135647044559976,0.9627129408911995,0.007924278566082719,0.007924278566082719,0.0017609507924628268,0.017609507924628263,0.00026090514887957503,0.00026090514887957503,6.11999731939744e-05,6.11999731939744e-05,0.0006442102441470988,1.1453660400620945e-05,1.1453660400620945e-05,3.0794477894673607e-06,2.3567202470413467e-06,3.0794477894673607e-06,3.1422936627217955e-05,5.892332475284055e-07,5.892332475284055e-07,1.819626988999014e-07,1.2688856436030087e-07,1.2688856436030087e-07,1.819626988999014e-07,1.796169021577216e-06,1.1354587105848813e-07,7.695536655178887e-09,5.488820803082228e-10,4.070751516348006e-11,3.1135613931377467e-12
20,4.454330415061534e-12,4.949256016735038e-13,4.454330415061534e-12,4.949256016735038e-13,0.4803947195761616,0.4803947195761616,0.9607894391523232,0.008308047117479723,0.008308047117479723,0.0018462326927732723,0.018462326927732718,0.00028736222149635906,0.00028736222149635906,6.740595319050401e-05,6.740595319050401e-05,0.0007095363493737262,1.3252540206002524e-05,1.3252540206002524e-05,3.563097229597388e-06,2.726860124691878e-06,3.563097229597388e-06,3.63581349958917e-05,7.162256627926189e-07,7.162256627926189e-07,2.2117956712351492e-07,1.542357741878427e-07,1.542357741878427e-07,2.2117956712351492e-07,2.1832820082079532e-06,1.4499124735178726e-07,1.032326691973802e-08,7.735085233763386e-10,6.026545646177772e-11,4.842382554783038e-12
21,6.7732987451232096e-12,7.525887494581344e-13,6.7732987451232096e-12,7.525887494581344e-13,0.47943489028624225,0.47943489028624225,0.9588697805724845,0.008688625370098927,0.008688625370098927,0.0019308056377997625,0.019308056377997616,0.00031492163941950407,0.00031492163941950407,7.387050801198247e-05,7.387050801198247e-05,0.0007775842948629731,1.5219229701700431e-05,1.5219229701700431e-05,4.0918642270689795e-06,3.1315287452058506e-06,4.0918642270689795e-06,4.175371660274468e-05,8.619143859438365e-07,8.619143859438365e-07,2.661700923103988e-07,1.856091445834977e-07,1.856091445834977e-07,2.661700923103988e-07,2.627387245675466e-06,1.8284233029074623e-07,1.3641836129629952e-08,1.0711282791274388e-09,8.745115348586222e-11,7.363374654653989e-12
22,1.0091246533545166e-11,1.1212496148383518e-12,1.0091246533545166e-11,1.1212496148383518e-12,0.47847697873652334,0.47847697873652334,0.9569539574730467,0.009066032679560923,0.009066032679560923,0.002014673928791317,0.020146739287913162,0.0003435607237109174,0.0003435607237109174,8.058831790749918e-05,8.058831790749918e-05,0.0008482980832368332,1.735915073309823e-05,1.735915073309823e-05,4.667206507115576e-06,3.5718417146292665e-06,4.667206507115575e-06,4.762455619505687e-05,1.0278618070303369e-06,1.0278618070303369e-06,3.174167603201199e-07,2.2134512877869585e-07,2.213451287786958e-07,3.174167603201199e-07,3.133247392258305e-06,2.2797233332577675e-07,1.7783327317137632e-08,1.4598777054668752e-09,1.2461643711198592e-10,1.097037525658699e-11
23,1.475724622071425e-11,1.6396940245238054e-12,1.475724622071425e-11,1.6396940245238054e-12,0.47752098109535734,0.47752098109535734,0.9550419621907147,0.009440288297791685,0.009440288297791685,0.0020978418439537086,0.02097841843953708,0.0003732570784261571,0.0003732570784261571,8.755412950737021e-05,8.755412950737021e-05,0.0009216224158670546,1.967748472650932e-05,1.967748472650932e-05,5.290517155549835e-06,4.048865170063648e-06,5.290517155549835e-06,5.3984868934181956e-05,1.2156607781893558e-06,1.2156607781893558e-06,3.754114640916047e-07,2.617867398701689e-07,2.617867398701689e-07,3.7541146409160467e-07,3.705717964302259e-06,2.8131726500436107e-07,2.289622216978581e-08,1.9611185648885317e-09,1.746623387603372e-10,1.604286727679527e-11
24,2.1216321363716906e-11,2.3573690404129896e-12,2.1216321363716906e-11,2.3573690404129896e-12,0.47656689353875237,0.47656689353875237,0.9531337870775047,0.009811411373542028,0.009811411373542028,0.0021803136385648955,0.02180313638564895,0.0004039885877345027,0.0004039885877345027,9.476275514759941e-05,9.476275514759941e-05,0.0009975026857642043,2.217917793965641e-05,2.217917793965641e-05,5.9631260304151684e-06,4.563616860011607e-06,5.9631260304151684e-06,6.084822480015476e-05,1.4269313608126134e-06,1.4269313608126134e-06,4.4065449912660446e-07,3.0728285033758964e-07,3.072828503375896e-07,4.406544991266044e-07,4.349737420553615e-06,3.438760117617104e-07,2.9146347731358875e-08,2.59979425124715e-09,2.4112887283153535e-10,2.306464381289375e-11
25,3.0029154061103756e-11,3.336572673455973e-12,3.0029154061103756e-11,3.336572673455973e-12,0.475614712250357,0.475614712250357,0.951229424500714,0.010179420952904545,0.010179420952904545,0.0022620935450898996,0.02262093545089899,0.00043573341306518557,0.00043573341306518557,0.00010220907220047564,0.00010220907220047564,0.0010758849705313225,2.4868946624743707e-05,2.4868946624743707e-05,6.686301150136855e-06,5.1170672067373874e-06,6.686301150136855e-06,6.822756275649851e-05,1.663317688063636e-06,1.663317688063636e-06,5.136535945952589e-07,3.58187516401669e-07,3.58187516401669e-07,5.136535945952589e-07,5.070317598121128e-06,4.1671024913346654e-07,3.671779738313004e-08,3.4048002338318208e-09,3.282933238448148e-10,3.264523243913245e-11
26,4.189452416429155e-11,4.654947129365728e-12,4.189452416429155e-11,4.654947129365728e-12,0.47466443342144476,0.47466443342144476,0.9493288668428895,0.010544335979828097,0.010544335979828097,0.002343185773295133,0.02343185773295133,0.00046846999027955487,0.00046846999027955487,0.00010988802241125364,0.00010988802241125364,0.001156716025381617,2.7751282105372136e-05,2.7751282105372136e-05,7.4612500585088355e-06,5.710140350899617e-06,7.461250058508834e-06,7.613520467866157e-05,1.9264849398500274e-06,1.9264849398500274e-06,5.949229791691719e-07,4.1485932659888844e-07,4.1485932659888844e-07,5.949229791691719e-07,5.872534491236176e-06,5.009441910874674e-07,4.581382304316763e-08,4.409367527950741e-09,4.412771755478582e-10,4.554428927592237e-11
