x,A-cycles,B-cycles,all
0.05,0.0327230148098784,0.005637274645674898,0.021871868036305385
0.1,0.09895057277627653,0.18491816336057526,0.02322580008434939
0.15000000000000002,0.053583943701903586,0.07631331303101206,0.021045933035943813
0.2,0.07695377946452367,0.13305373916377508,0.027535542271728046
0.25,0.09601660151349785,0.21018171242779535,0.0284022374388783
0.3,0.14914593262833523,0.34844965442128834,0.04607930781221865
0.35,0.1428676938632319,0.3605908023395241,0.04530419884562777
0.39999999999999997,0.040922074059988774,0.7167090726118761,0.09657168800175672
0.44999999999999996,0.0321347269213543,0.6573881832539406,0.08462239603960042
0.49999999999999994,0.02195717842072549,0.5395628720905438,0.06662738240705582
0.5499999999999999,0.010593849179256098,0.3932979428565016,0.04869771934349656
0.6,0.10543892817753592,0.2698573817778112,0.05416108706585201
0.65,0.0027845970679467704,0.09662360173003835,0.009797582884774173
0.7000000000000001,0.041013647943573615,0.04426413260741106,0.030965099904935383
0.7500000000000001,0.023206964157666026,0.30245180892831974,0.012510564927778797
0.8000000000000002,0.05692417212811615,0.6126447605947748,0.011450427744497208
0.8500000000000002,0.035938838983047554,0.8468122812102632,0.11284908368840864
0.9000000000000002,0.05882833422880249,1.1039137034733384,0.1509231955406395
0.9500000000000003,0.039767451134331944,1.5213747946730647,0.08831382590264443
1.0000000000000002,0.03896775471619486,1.8083795217232264,0.1736760579657065
1.0500000000000003,0.0915023119411357,2.239735247496224,0.24344233754127517
1.1000000000000003,0.167134981042733,2.441567597178904,0.31616270280619274
1.1500000000000004,0.05117903511734176,3.2654041569169356,0.24773785020682498
1.2000000000000004,0.036093204282903614,3.3938166568350074,0.22620310684756317
1.2500000000000004,0.15859820920036574,3.803966548981087,0.34990342857567736
1.3000000000000005,0.1174917905510634,4.778462486364892,0.3457746157294594
1.3500000000000005,0.14515267320753072,5.957309245577245,0.41116157169133094
1.4000000000000006,0.31573097523311744,5.73029246887035,0.5436648939638221
1.4500000000000006,0.1948926726138507,6.838685329881215,0.4563350649620377
1.5000000000000007,0.4500462897130361,7.336359838051207,0.7008272170981066
1.5500000000000007,0.49367500734867553,8.377344203741588,0.761387168077807
1.6000000000000008,0.5020646121481358,7.75517342803999,0.727784908363244
1.6500000000000008,0.4661375568217603,8.497279593353532,0.6985576531639599
1.7000000000000008,0.5220475378437407,10.99829274902139,0.8091187618560484
1.7500000000000009,0.4342713896287519,13.210596072557815,0.7653845398347237
1.800000000000001,0.4447053840420324,14.206013910993235,0.7772002414790947
1.850000000000001,0.35244256085448544,16.815542201581188,0.7307020051862593
1.900000000000001,0.4033338768002453,19.010564556493144,0.8076442214694554
1.950000000000001,0.39960669500731005,20.071475642143753,0.7986957057799154
2.000000000000001,0.7745697762015415,20.944946035561955,1.1543455562615783
