n,k,all-cycles,1-cycles,2-cycles,3-cycles,4-cycles,5-cycles,max_cycle_len
1000,415,586.96,454.24,74.42,24.95,10.95,6.29,77.46
1000,416,586.01,453.4,74.22,25.05,10.9,6.3,78.3
1000,417,585.07,452.66,74.12,24.97,10.89,6.28,78.37
1000,418,584.07,451.87,73.95,24.88,10.92,6.3,79.83
1000,419,583.08,451.06,73.82,24.95,10.83,6.26,81.07
1000,420,582.12,450.27,73.69,24.94,10.82,6.26,80.96
1000,421,581.19,449.54,73.52,24.92,10.82,6.27,81.31
1000,422,580.2,448.66,73.49,24.86,10.79,6.26,81.96
1000,423,579.24,447.87,73.44,24.77,10.85,6.21,82.51
1000,424,578.25,447.04,73.36,24.71,10.83,6.21,83.01
1000,425,577.28,446.23,73.15,24.78,10.86,6.22,83.65
1000,426,576.32,445.51,73.0,24.78,10.8,6.22,85.59
1000,427,575.37,444.73,73.03,24.63,10.79,6.2,85.43
1000,428,574.39,443.9,72.91,24.7,10.74,6.25,86.53
1000,429,573.43,443.1,72.88,24.66,10.73,6.2,87.68
1000,430,572.44,442.23,72.76,24.66,10.73,6.14,88.42
1000,431,571.44,441.35,72.72,24.61,10.74,6.07,89.05
1000,432,570.49,440.48,72.7,24.59,10.72,6.05,89.53
1000,433,569.6,439.65,72.58,24.63,10.67,6.04,89.27
1000,434,568.67,438.82,72.55,24.57,10.66,6.05,90.14
1000,435,567.72,438.04,72.45,24.56,10.62,6.05,91.88
1000,436,566.8,437.34,72.21,24.6,10.65,6.02,92.26
1000,437,565.85,436.6,72.07,24.58,10.65,6.03,93.51
1000,438,564.89,435.63,72.19,24.5,10.63,6.05,94.2
1000,439,563.94,434.89,72.08,24.39,10.59,6.07,95.19
1000,440,562.99,434.2,71.94,24.39,10.58,5.97,96.5
1000,441,562.01,433.37,71.81,24.4,10.55,5.99,97.21
1000,442,561.04,432.61,71.66,24.34,10.54,6.06,98.52
1000,443,560.05,431.83,71.59,24.24,10.55,6.1,100.35
1000,444,559.07,431.03,71.39,24.27,10.55,6.11,102.11
1000,445,558.12,430.13,71.42,24.18,10.57,6.13,103.51
1000,446,557.17,429.34,71.36,24.2,10.48,6.12,105.26
1000,447,556.21,428.62,71.15,24.25,10.47,6.13,105.54
1000,448,555.26,427.96,70.98,24.26,10.45,6.09,106.05
1000,449,554.32,427.26,70.93,24.18,10.48,6.04,107.45
1000,450,553.35,426.53,70.71,24.17,10.47,6.04,108.88
1000,451,552.42,425.87,70.58,24.08,10.5,6.04,110.48
1000,452,551.48,425.18,70.37,24.05,10.51,6.01,110.13
1000,453,550.53,424.52,70.22,23.96,10.5,6.02,112.69
1000,454,549.58,423.76,70.1,23.95,10.48,6.04,113.96
1000,455,548.64,422.87,70.08,23.98,10.38,6.04,114.28
1000,456,547.69,422.17,69.9,23.87,10.39,6.06,113.8
1000,457,546.77,421.35,69.81,23.91,10.37,6.0,115.49
1000,458,545.82,420.59,69.63,23.93,10.42,5.96,117.43
1000,459,544.82,419.74,69.48,23.99,10.37,5.96,118.03
1000,460,543.89,418.99,69.29,24.02,10.36,5.93,119.3
1000,461,542.93,418.3,69.07,23.93,10.34,5.97,120.13
1000,462,542.01,417.51,69.0,23.87,10.42,6.0,122.18
1000,463,541.09,416.68,69.04,23.82,10.36,5.99,123.44
1000,464,540.14,415.82,69.03,23.85,10.33,5.93,123.72
1000,465,539.2,415.05,68.94,23.84,10.33,5.92,124.42
1000,466,538.31,414.24,68.88,23.84,10.33,5.87,124.7
1000,467,537.41,413.5,68.78,23.77,10.41,5.84,125.23
1000,468,536.48,412.92,68.54,23.67,10.46,5.84,127.57
1000,469,535.62,412.23,68.49,23.63,10.41,5.84,128.48
1000,470,534.68,411.45,68.48,23.62,10.39,5.77,132.4
1000,471,533.69,410.65,68.36,23.61,10.46,5.67,133.92
1000,472,532.76,409.91,68.28,23.57,10.5,5.62,134.73
1000,473,531.81,409.11,68.27,23.5,10.5,5.65,137.74
1000,474,530.92,408.43,68.11,23.47,10.55,5.68,138.14
1000,475,529.96,407.66,68.06,23.41,10.53,5.67,139.45
1000,476,529.02,407.02,68.0,23.35,10.49,5.66,142.09
1000,477,528.04,406.4,67.8,23.33,10.43,5.64,144.6
1000,478,527.12,405.58,67.74,23.33,10.4,5.62,145.38
1000,479,526.23,405.0,67.6,23.25,10.37,5.6,146.79
1000,480,525.3,404.32,67.47,23.17,10.35,5.55,146.87
1000,481,524.4,403.62,67.29,23.13,10.33,5.56,146.6
1000,482,523.54,402.91,67.28,23.08,10.27,5.52,147.35
1000,483,522.69,402.18,67.27,22.98,10.29,5.49,147.43
1000,484,521.74,401.55,67.0,22.99,10.29,5.5,151.05
1000,485,520.87,400.77,66.87,23.09,10.26,5.46,151.11
1000,486,519.99,400.07,66.75,22.98,10.33,5.47,152.85
1000,487,519.06,399.14,66.72,23.01,10.36,5.47,153.61
1000,488,518.17,398.46,66.54,22.96,10.4,5.47,153.08
1000,489,517.25,397.77,66.36,22.99,10.33,5.46,153.8
1000,490,516.26,396.99,66.3,22.97,10.29,5.46,156.73
1000,491,515.31,396.21,66.17,22.96,10.31,5.43,158.18
1000,492,514.35,395.51,66.06,22.94,10.3,5.44,162.3
1000,493,513.49,394.77,66.01,22.9,10.3,5.41,165.89
1000,494,512.6,394.09,65.91,22.84,10.31,5.38,164.45
1000,495,511.72,393.41,65.88,22.79,10.23,5.41,165.97
1000,496,510.84,392.63,65.83,22.75,10.26,5.38,165.4
1000,497,509.94,391.93,65.71,22.7,10.29,5.33,165.36
1000,498,509.01,391.19,65.67,22.62,10.26,5.3,167.31
1000,499,508.04,390.51,65.49,22.58,10.26,5.28,168.14
1000,500,507.12,389.86,65.42,22.38,10.22,5.31,168.2
1000,501,506.24,389.15,65.35,22.3,10.2,5.4,169.3
1000,502,505.36,388.46,65.27,22.28,10.14,5.39,171.59
1000,503,504.49,387.74,65.26,22.23,10.12,5.38,174.13
1000,504,503.58,386.92,65.27,22.16,10.05,5.36,175.58
1000,505,502.66,386.23,65.17,22.08,10.1,5.36,177.41
1000,506,501.8,385.62,65.03,22.01,10.07,5.37,176.31
1000,507,500.9,384.95,64.88,22.0,10.03,5.34,175.61
1000,508,499.99,384.23,64.93,21.99,9.99,5.32,181.59
1000,509,499.06,383.5,64.83,21.92,10.04,5.3,182.77
1000,510,498.21,382.84,64.75,21.85,10.03,5.34,185.95
1000,511,497.35,382.28,64.63,21.84,9.9,5.33,186.31
1000,512,496.47,381.61,64.57,21.77,9.87,5.27,186.73
1000,513,495.69,381.02,64.4,21.76,9.82,5.3,185.31
1000,514,494.72,380.4,64.16,21.75,9.74,5.34,187.73
1000,515,493.85,379.74,64.08,21.71,9.68,5.41,190.14
1000,516,492.98,379.05,63.97,21.67,9.7,5.41,190.23
1000,517,492.1,378.33,63.91,21.7,9.67,5.36,189.35
1000,518,491.18,377.65,63.74,21.69,9.69,5.34,190.22
1000,519,490.25,376.99,63.61,21.66,9.67,5.32,193.67
1000,520,489.36,376.25,63.6,21.64,9.67,5.27,196.11
1000,521,488.43,375.62,63.49,21.63,9.61,5.22,200.41
1000,522,487.62,374.98,63.35,21.66,9.58,5.21,199.74
1000,523,486.72,374.26,63.23,21.61,9.61,5.15,200.66
1000,524,485.88,373.81,63.03,21.51,9.55,5.14,203.5
1000,525,484.99,373.2,62.92,21.45,9.59,5.12,205.72
1000,526,484.18,372.59,62.85,21.39,9.54,5.14,204.94
1000,527,483.25,371.73,62.86,21.38,9.51,5.13,206.5
1000,528,482.4,371.18,62.8,21.33,9.44,5.1,215.08
1000,529,481.55,370.62,62.63,21.25,9.41,5.08,215.49
1000,530,480.74,369.97,62.63,21.18,9.41,5.03,214.4
1000,531,479.82,369.33,62.44,21.23,9.31,4.98,215.68
1000,532,478.87,368.64,62.31,21.18,9.24,4.97,217.52
1000,533,478.05,368.02,62.2,21.04,9.25,4.98,216.68
1000,534,477.14,367.38,62.15,20.95,9.23,4.96,222.98
1000,535,476.24,366.77,61.96,20.89,9.21,4.97,226.51
1000,536,475.34,366.08,61.84,20.84,9.17,4.97,225.51
1000,537,474.4,365.4,61.83,20.79,9.14,4.94,231.41
1000,538,473.54,364.67,61.72,20.79,9.15,4.9,230.77
1000,539,472.68,364.04,61.6,20.77,9.07,4.9,231.38
1000,540,471.79,363.32,61.53,20.74,9.06,4.88,233.6
1000,541,470.95,362.73,61.27,20.77,9.06,4.85,232.87
1000,542,470.07,362.08,61.24,20.66,8.99,4.87,234.48
1000,543,469.25,361.4,61.16,20.65,9.0,4.87,235.82
1000,544,468.57,360.87,61.07,20.61,9.0,4.87,235.44
1000,545,467.66,360.35,60.86,20.57,9.0,4.83,243.4
1000,546,466.86,359.73,60.78,20.5,8.97,4.86,244.44
1000,547,466.1,359.16,60.68,20.48,8.96,4.84,240.16
1000,548,465.29,358.48,60.59,20.43,8.99,4.81,241.4
1000,549,464.48,357.84,60.49,20.41,8.95,4.82,238.75
1000,550,463.59,357.21,60.39,20.38,8.94,4.78,242.91
1000,551,462.73,356.5,60.36,20.37,8.9,4.79,243.99
1000,552,462.0,356.06,60.16,20.35,8.86,4.77,245.2
1000,553,461.17,355.44,60.13,20.2,8.87,4.74,248.67
1000,554,460.32,354.65,60.09,20.21,8.86,4.73,248.39
1000,555,459.54,354.09,59.94,20.2,8.85,4.69,253.78
1000,556,458.66,353.4,59.85,20.16,8.84,4.67,252.25
1000,557,457.93,352.82,59.76,20.16,8.76,4.64,246.11
1000,558,457.06,352.23,59.71,20.09,8.75,4.6,246.78
1000,559,456.27,351.62,59.57,20.13,8.75,4.64,249.75
1000,560,455.49,351.17,59.4,20.1,8.69,4.58,251.35
1000,561,454.73,350.7,59.21,20.14,8.69,4.55,254.57
1000,562,453.82,350.11,59.01,20.1,8.67,4.55,258.67
1000,563,452.97,349.48,58.92,20.04,8.67,4.53,262.88
1000,564,452.17,348.92,58.76,20.0,8.63,4.49,261.49
1000,565,451.27,348.2,58.71,19.92,8.65,4.45,260.19
1000,566,450.35,347.58,58.46,19.94,8.62,4.42,261.89
1000,567,449.51,347.03,58.26,19.89,8.63,4.43,260.17
1000,568,448.64,346.37,58.2,19.88,8.58,4.4,263.76
1000,569,447.82,345.79,58.07,19.88,8.56,4.4,266.89
1000,570,446.96,345.17,57.89,19.83,8.6,4.38,265.07
1000,571,446.26,344.64,57.88,19.71,8.54,4.45,263.72
1000,572,445.41,344.0,57.79,19.64,8.54,4.42,266.39
1000,573,444.52,343.36,57.7,19.52,8.5,4.42,266.5
1000,574,443.75,342.83,57.57,19.47,8.47,4.39,265.27
1000,575,443.0,342.26,57.52,19.46,8.4,4.37,265.59
1000,576,442.13,341.6,57.38,19.48,8.4,4.34,270.33
1000,577,441.29,340.82,57.35,19.46,8.37,4.31,267.42
1000,578,440.43,340.2,57.23,19.45,8.36,4.28,271.25
1000,579,439.58,339.63,57.04,19.45,8.32,4.23,277.51
1000,580,438.73,338.96,57.03,19.38,8.3,4.22,283.47
1000,581,437.83,338.34,56.78,19.45,8.26,4.21,284.76
1000,582,436.94,337.76,56.63,19.3,8.31,4.19,289.49
1000,583,436.13,337.22,56.55,19.2,8.35,4.16,292.38
1000,584,435.32,336.69,56.38,19.19,8.34,4.14,292.8
1000,585,434.59,336.18,56.23,19.12,8.33,4.14,290.71
1000,586,433.83,335.57,56.05,19.13,8.34,4.14,287.82
1000,587,433.07,335.12,55.85,19.09,8.3,4.11,288.01
1000,588,432.28,334.53,55.76,19.08,8.22,4.1,289.16
1000,589,431.6,334.02,55.6,19.07,8.2,4.12,287.68
1000,590,430.84,333.47,55.55,18.98,8.14,4.09,285.25
1000,591,430.06,332.88,55.46,18.97,8.15,4.04,286.84
1000,592,429.31,332.4,55.26,18.99,8.14,4.04,288.86
1000,593,428.49,331.78,55.19,18.97,8.15,4.0,292.51
1000,594,427.77,331.24,55.03,18.89,8.13,4.01,288.13
1000,595,426.96,330.58,55.01,18.87,8.14,3.99,292.4
1000,596,426.2,329.99,54.9,18.86,8.11,4.0,289.34
1000,597,425.47,329.4,54.78,18.82,8.1,4.01,288.77
1000,598,424.66,328.86,54.59,18.79,8.08,3.98,292.05
1000,599,423.84,328.26,54.52,18.72,8.05,3.99,293.86
1000,600,423.18,327.68,54.42,18.7,8.05,4.01,289.54
1000,601,422.29,327.23,54.19,18.6,8.07,4.03,302.58
1000,602,421.62,326.78,53.95,18.56,8.1,4.03,295.62
1000,603,420.87,326.19,53.89,18.46,8.16,3.98,294.94
1000,604,420.09,325.64,53.8,18.39,8.13,3.98,295.62
1000,605,419.39,325.09,53.77,18.32,8.13,3.96,297.74
1000,606,418.58,324.44,53.68,18.27,8.14,3.94,291.98
1000,607,417.67,323.9,53.55,18.21,8.12,3.93,303.28
1000,608,416.91,323.31,53.53,18.16,8.13,3.87,304.87
1000,609,416.21,322.82,53.41,18.07,8.1,3.87,301.22
1000,610,415.48,322.23,53.25,18.04,8.12,3.87,297.23
1000,611,414.73,321.65,53.15,18.0,8.04,3.89,296.34
1000,612,414.0,321.14,53.01,18.0,8.05,3.86,291.48
1000,613,413.16,320.55,52.93,17.95,8.04,3.86,296.17
1000,614,412.38,319.98,52.76,17.94,8.02,3.86,298.24
1000,615,411.64,319.52,52.6,17.85,7.98,3.84,299.96
1000,616,410.78,318.93,52.57,17.69,7.99,3.83,308.47
1000,617,410.07,318.32,52.5,17.62,8.0,3.83,304.92
1000,618,409.31,317.8,52.38,17.57,8.03,3.86,310.93
1000,619,408.54,317.32,52.25,17.57,7.95,3.84,314.35
1000,620,407.81,316.82,52.19,17.46,7.94,3.82,318.28
1000,621,407.02,316.18,52.05,17.41,7.98,3.81,322.04
1000,622,406.32,315.49,52.06,17.43,7.95,3.81,316.19
1000,623,405.5,314.77,52.02,17.44,7.91,3.81,320.77
1000,624,404.76,314.23,51.86,17.37,7.94,3.82,322.74
1000,625,404.09,313.65,51.75,17.34,7.96,3.8,320.28
1000,626,403.36,313.1,51.68,17.34,7.93,3.83,324.4
1000,627,402.63,312.43,51.65,17.31,7.9,3.82,320.35
1000,628,401.85,311.87,51.54,17.26,7.87,3.8,323.09
1000,629,401.08,311.4,51.46,17.18,7.82,3.82,330.05
1000,630,400.36,310.89,51.34,17.11,7.79,3.83,327.57
1000,631,399.65,310.35,51.28,17.04,7.8,3.82,328.71
1000,632,398.87,309.74,51.15,17.03,7.77,3.81,329.58
1000,633,398.22,309.27,51.02,17.05,7.76,3.79,323.84
1000,634,397.46,308.64,50.95,17.04,7.73,3.71,325.43
1000,635,396.77,308.27,50.82,17.04,7.6,3.71,320.56
1000,636,396.03,307.77,50.75,16.96,7.56,3.71,322.31
1000,637,395.18,307.17,50.63,16.97,7.5,3.74,328.27
1000,638,394.4,306.55,50.5,16.92,7.47,3.77,328.12
1000,639,393.64,306.02,50.41,16.87,7.44,3.73,328.08
1000,640,392.99,305.68,50.22,16.84,7.38,3.72,322.21
1000,641,392.33,305.11,50.18,16.79,7.36,3.71,322.25
1000,642,391.63,304.5,50.14,16.76,7.37,3.68,319.47
1000,643,390.91,303.98,50.06,16.76,7.36,3.65,329.26
1000,644,390.26,303.43,49.98,16.68,7.34,3.66,323.39
1000,645,389.51,302.84,49.84,16.63,7.33,3.68,318.86
1000,646,388.7,302.31,49.74,16.52,7.32,3.67,323.4
1000,647,387.98,301.74,49.68,16.46,7.24,3.71,327.1
1000,648,387.31,301.23,49.63,16.45,7.16,3.69,328.57
1000,649,386.52,300.8,49.5,16.34,7.12,3.73,339.14
1000,650,385.81,300.24,49.43,16.27,7.1,3.71,341.68
1000,651,385.0,299.77,49.25,16.23,7.08,3.66,343.2
1000,652,384.33,299.26,49.14,16.2,7.08,3.65,338.6
1000,653,383.63,298.74,49.08,16.13,7.06,3.65,342.33
1000,654,382.87,298.3,48.85,16.18,7.01,3.64,344.36
1000,655,382.18,297.87,48.65,16.18,6.99,3.62,343.68
1000,656,381.45,297.39,48.57,16.07,6.99,3.64,339.53
1000,657,380.85,296.89,48.45,16.08,6.96,3.66,340.63
1000,658,380.22,296.45,48.28,16.04,6.95,3.66,339.34
1000,659,379.51,295.97,48.15,16.08,6.94,3.65,352.79
1000,660,378.79,295.53,48.03,16.03,6.86,3.66,355.72
1000,661,378.21,294.95,48.07,15.99,6.86,3.63,345.9
1000,662,377.51,294.5,47.9,15.95,6.85,3.6,352.67
1000,663,376.87,293.96,47.87,15.87,6.82,3.62,348.92
1000,664,376.25,293.53,47.74,15.8,6.76,3.6,345.42
1000,665,375.59,293.02,47.73,15.78,6.75,3.55,346.95
1000,666,374.95,292.53,47.71,15.68,6.75,3.5,348.59
1000,667,374.27,292.02,47.64,15.66,6.69,3.49,347.97
1000,668,373.62,291.55,47.51,15.62,6.69,3.47,342.08
1000,669,372.87,291.05,47.41,15.58,6.67,3.47,348.64
1000,670,372.14,290.49,47.3,15.55,6.67,3.48,348.43
1000,671,371.39,289.98,47.18,15.5,6.65,3.49,356.72
1000,672,370.66,289.43,47.09,15.45,6.64,3.49,360.28
1000,673,370.0,289.0,46.95,15.44,6.63,3.49,361.03
1000,674,369.35,288.5,46.83,15.41,6.61,3.51,356.46
1000,675,368.62,288.06,46.75,15.33,6.55,3.48,356.06
1000,676,367.95,287.52,46.64,15.31,6.54,3.48,354.93
1000,677,367.36,287.07,46.57,15.3,6.52,3.47,354.25
1000,678,366.63,286.58,46.42,15.25,6.53,3.47,359.93
1000,679,366.01,286.13,46.27,15.24,6.54,3.43,359.54
1000,680,365.31,285.72,46.12,15.2,6.52,3.39,358.78
1000,681,364.71,285.16,46.04,15.22,6.52,3.38,358.45
1000,682,363.94,284.64,45.99,15.16,6.52,3.35,368.18
1000,683,363.24,284.25,45.81,15.11,6.52,3.34,368.6
1000,684,362.51,283.79,45.65,15.06,6.53,3.33,366.4
1000,685,361.71,283.29,45.54,15.02,6.56,3.31,374.4
1000,686,360.98,282.8,45.41,15.0,6.54,3.3,378.99
1000,687,360.37,282.32,45.3,15.0,6.48,3.31,376.3
1000,688,359.65,281.89,45.16,14.97,6.46,3.3,378.46
1000,689,359.03,281.36,45.09,14.9,6.51,3.26,378.67
1000,690,358.25,280.83,45.01,14.8,6.5,3.23,386.31
1000,691,357.62,280.35,44.96,14.75,6.5,3.23,392.34
1000,692,356.88,279.8,44.88,14.73,6.49,3.21,396.27
1000,693,356.26,279.27,44.78,14.74,6.48,3.18,388.61
1000,694,355.5,278.79,44.66,14.7,6.46,3.19,390.36
1000,695,354.89,278.36,44.59,14.65,6.43,3.2,385.24
1000,696,354.2,277.88,44.51,14.56,6.42,3.16,381.6
1000,697,353.65,277.48,44.4,14.54,6.38,3.16,382.58
1000,698,353.1,276.98,44.31,14.52,6.38,3.16,375.6
1000,699,352.47,276.42,44.31,14.53,6.36,3.16,376.93
1000,700,351.76,275.9,44.19,14.43,6.38,3.18,374.33
1000,701,351.03,275.45,44.11,14.4,6.34,3.15,382.32
1000,702,350.32,274.94,44.03,14.36,6.34,3.09,381.96
1000,703,349.8,274.48,43.92,14.35,6.34,3.07,374.57
1000,704,349.14,274.06,43.75,14.34,6.3,3.06,377.37
1000,705,348.48,273.55,43.77,14.31,6.31,3.04,387.22
1000,706,347.84,272.99,43.81,14.26,6.3,3.0,391.06
1000,707,347.12,272.54,43.68,14.25,6.3,2.99,397.49
1000,708,346.5,272.07,43.65,14.21,6.27,3.0,399.1
1000,709,345.79,271.58,43.63,14.14,6.25,2.97,410.1
1000,710,345.09,271.07,43.51,14.11,6.25,2.95,409.92
1000,711,344.57,270.55,43.44,14.12,6.22,2.97,400.56
1000,712,343.86,270.18,43.3,14.03,6.16,2.97,407.47
1000,713,343.25,269.74,43.2,14.01,6.15,2.94,411.76
1000,714,342.73,269.32,43.12,13.97,6.16,2.91,404.23
1000,715,342.19,268.92,43.03,13.9,6.15,2.92,398.19
1000,716,341.45,268.35,43.02,13.84,6.14,2.91,406.38
1000,717,340.73,267.9,42.88,13.82,6.08,2.85,409.23
1000,718,340.01,267.45,42.77,13.78,6.08,2.83,415.71
1000,719,339.36,267.02,42.68,13.74,6.05,2.82,418.34
1000,720,338.81,266.68,42.53,13.72,5.98,2.78,413.57
1000,721,338.32,266.19,42.44,13.72,5.91,2.8,399.02
1000,722,337.75,265.77,42.4,13.64,5.89,2.8,402.43
1000,723,337.1,265.28,42.37,13.58,5.91,2.75,401.91
1000,724,336.43,264.84,42.29,13.59,5.88,2.76,408.98
1000,725,335.65,264.39,42.18,13.6,5.85,2.73,421.38
1000,726,335.02,263.9,42.06,13.59,5.85,2.71,424.07
1000,727,334.36,263.43,41.94,13.57,5.81,2.69,421.12
1000,728,333.8,263.0,41.89,13.52,5.79,2.67,420.63
1000,729,333.28,262.55,41.89,13.45,5.8,2.64,411.08
1000,730,332.72,262.14,41.81,13.35,5.86,2.64,412.41
1000,731,332.09,261.65,41.77,13.33,5.85,2.58,409.06
1000,732,331.46,261.26,41.71,13.24,5.84,2.57,409.8
1000,733,330.74,260.76,41.69,13.18,5.8,2.55,418.4
1000,734,330.23,260.4,41.52,13.2,5.79,2.5,418.72
1000,735,329.57,259.88,41.41,13.17,5.78,2.51,424.51
1000,736,328.98,259.47,41.23,13.19,5.77,2.5,422.12
1000,737,328.5,259.03,41.18,13.2,5.75,2.51,419.82
1000,738,327.94,258.69,41.0,13.22,5.72,2.49,415.28
1000,739,327.3,258.34,40.92,13.14,5.69,2.48,421.2
1000,740,326.78,257.96,40.81,13.12,5.67,2.5,420.78
1000,741,326.24,257.55,40.74,13.09,5.66,2.48,422.27
1000,742,325.7,257.11,40.64,13.09,5.62,2.45,413.87
1000,743,325.1,256.59,40.62,13.05,5.62,2.42,415.97
1000,744,324.35,256.06,40.55,13.0,5.57,2.44,426.97
1000,745,323.88,255.62,40.44,12.97,5.59,2.44,416.99
1000,746,323.34,255.19,40.39,12.96,5.55,2.42,415.32
1000,747,322.65,254.75,40.29,12.96,5.53,2.39,423.69
1000,748,322.11,254.41,40.22,12.91,5.54,2.4,424.58
1000,749,321.52,254.02,40.12,12.85,5.53,2.4,428.0
1000,750,320.94,253.56,40.09,12.85,5.5,2.37,431.84
1000,751,320.38,253.11,40.01,12.8,5.48,2.38,418.93
1000,752,319.74,252.7,39.82,12.8,5.46,2.4,429.44
1000,753,319.05,252.3,39.73,12.72,5.42,2.39,440.06
1000,754,318.46,251.78,39.62,12.67,5.46,2.38,437.72
1000,755,317.82,251.39,39.51,12.63,5.47,2.33,441.26
1000,756,317.22,250.95,39.41,12.61,5.42,2.36,437.27
1000,757,316.81,250.54,39.39,12.58,5.36,2.36,423.96
1000,758,316.26,250.22,39.2,12.53,5.37,2.35,421.55
1000,759,315.72,249.87,39.11,12.49,5.37,2.28,421.19
1000,760,315.13,249.44,39.08,12.41,5.35,2.3,425.85
1000,761,314.62,248.99,39.09,12.37,5.31,2.3,427.0
1000,762,314.04,248.57,39.06,12.36,5.25,2.3,434.62
1000,763,313.33,248.06,38.94,12.34,5.26,2.29,443.36
1000,764,312.67,247.62,38.91,12.29,5.22,2.24,446.55
1000,765,312.08,247.21,38.77,12.25,5.21,2.24,448.15
1000,766,311.52,246.86,38.66,12.16,5.2,2.24,445.31
1000,767,310.95,246.45,38.54,12.15,5.2,2.25,445.76
1000,768,310.44,246.04,38.43,12.15,5.19,2.23,437.86
1000,769,309.87,245.65,38.35,12.1,5.19,2.22,444.58
1000,770,309.23,245.17,38.29,12.09,5.15,2.24,440.78
1000,771,308.67,244.84,38.16,11.99,5.16,2.26,446.47
1000,772,308.07,244.45,38.04,11.94,5.18,2.24,446.32
1000,773,307.65,244.01,38.02,11.91,5.19,2.22,429.65
1000,774,307.21,243.65,37.97,11.89,5.15,2.23,428.18
1000,775,306.57,243.14,37.92,11.89,5.13,2.25,447.05
1000,776,306.09,242.79,37.89,11.86,5.07,2.25,449.95
1000,777,305.64,242.51,37.77,11.85,5.06,2.23,449.65
1000,778,305.11,242.13,37.69,11.85,5.06,2.21,451.27
1000,779,304.52,241.68,37.61,11.81,5.07,2.19,448.27
1000,780,303.93,241.32,37.42,11.8,5.05,2.18,449.29
1000,781,303.43,241.0,37.33,11.7,5.04,2.21,450.31
1000,782,302.91,240.67,37.23,11.7,5.02,2.18,449.74
1000,783,302.33,240.28,37.19,11.62,5.0,2.19,452.98
1000,784,301.81,239.87,37.12,11.63,5.0,2.19,459.82
1000,785,301.35,239.52,37.04,11.63,4.98,2.16,451.62
1000,786,300.84,239.1,36.95,11.62,5.01,2.13,459.38
1000,787,300.44,238.8,36.92,11.57,4.98,2.13,457.52
1000,788,299.85,238.37,36.84,11.56,4.97,2.1,458.46
1000,789,299.17,237.91,36.72,11.55,4.98,2.08,464.18
1000,790,298.67,237.52,36.63,11.54,4.94,2.06,453.99
1000,791,298.07,237.16,36.55,11.5,4.92,2.04,454.75
1000,792,297.51,236.77,36.41,11.46,4.88,2.01,450.28
1000,793,296.97,236.46,36.31,11.35,4.9,2.02,453.12
1000,794,296.51,236.06,36.22,11.31,4.94,2.01,445.69
1000,795,295.84,235.63,36.1,11.28,4.92,2.02,460.21
1000,796,295.32,235.22,36.08,11.23,4.89,2.01,455.92
1000,797,294.84,234.83,36.0,11.23,4.87,2.02,458.19
1000,798,294.21,234.45,35.83,11.15,4.87,2.01,460.1
1000,799,293.59,233.99,35.74,11.12,4.84,2.0,460.16
1000,800,293.04,233.63,35.67,11.07,4.82,2.0,467.05
1000,801,292.53,233.33,35.57,11.03,4.8,1.99,471.12
1000,802,292.13,233.03,35.48,10.99,4.77,2.01,464.37
1000,803,291.61,232.61,35.4,10.95,4.76,2.01,458.52
1000,804,291.14,232.2,35.36,10.93,4.74,2.0,451.5
1000,805,290.48,231.73,35.29,10.91,4.7,1.98,459.08
1000,806,290.06,231.41,35.24,10.87,4.71,1.98,465.81
1000,807,289.41,231.0,35.17,10.87,4.65,2.01,491.12
1000,808,288.91,230.63,35.08,10.81,4.64,1.95,482.94
1000,809,288.46,230.17,35.12,10.76,4.65,1.91,473.1
1000,810,288.03,229.81,35.05,10.75,4.61,1.92,466.93
1000,811,287.56,229.39,34.98,10.76,4.59,1.91,456.38
1000,812,287.1,229.0,34.93,10.7,4.6,1.89,457.84
1000,813,286.66,228.65,34.88,10.71,4.58,1.89,455.79
1000,814,286.26,228.31,34.81,10.7,4.56,1.9,449.76
1000,815,285.79,227.94,34.73,10.69,4.53,1.88,445.97
1000,816,285.15,227.54,34.61,10.64,4.53,1.85,451.73
1000,817,284.69,227.23,34.51,10.65,4.51,1.82,451.72
1000,818,284.19,226.85,34.4,10.58,4.52,1.85,449.68
1000,819,283.62,226.49,34.35,10.53,4.52,1.81,457.19
1000,820,283.17,226.21,34.23,10.5,4.54,1.81,457.24
1000,821,282.7,225.89,34.07,10.52,4.52,1.82,452.69
1000,822,282.17,225.56,34.03,10.48,4.5,1.82,461.21
1000,823,281.71,225.26,33.98,10.46,4.46,1.83,468.15
1000,824,281.16,224.85,33.89,10.44,4.47,1.81,471.37
1000,825,280.6,224.49,33.79,10.41,4.46,1.79,475.01
1000,826,280.03,224.13,33.8,10.38,4.46,1.74,486.78
1000,827,279.54,223.84,33.68,10.31,4.4,1.76,478.74
1000,828,279.12,223.58,33.54,10.31,4.37,1.78,477.55
1000,829,278.53,223.15,33.51,10.26,4.39,1.75,480.8
1000,830,278.09,222.83,33.44,10.22,4.39,1.75,482.82
1000,831,277.63,222.38,33.41,10.11,4.42,1.74,473.46
1000,832,277.14,222.02,33.36,10.08,4.43,1.74,481.99
1000,833,276.58,221.7,33.27,10.01,4.42,1.75,487.83
1000,834,276.03,221.36,33.15,9.99,4.42,1.74,494.24
1000,835,275.48,220.99,33.06,9.92,4.4,1.74,497.95
1000,836,274.93,220.63,32.94,9.92,4.42,1.75,508.53
