n,k,all-cycles,1-cycles,2-cycles,3-cycles,4-cycles,5-cycles,max_cycle_len
1000,0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,998.0,1.0,0.0,0.0,0.0,2.0
1000,2,998.0,996.0,2.0,0.0,0.0,0.0,2.0
1000,3,997.0,994.01,2.98,0.01,0.0,0.0,2.01
1000,4,996.0,992.02,3.96,0.02,0.0,0.0,2.02
1000,5,995.0,990.05,4.9,0.05,0.0,0.0,2.05
1000,6,994.0,988.07,5.86,0.07,0.0,0.0,2.07
1000,7,993.0,986.07,6.86,0.07,0.0,0.0,2.07
1000,8,992.0,984.1,7.8,0.1,0.0,0.0,2.1
1000,9,991.0,982.15,8.7,0.15,0.0,0.0,2.14
1000,10,990.0,980.2,9.6,0.2,0.0,0.0,2.17
1000,11,989.0,978.29,10.43,0.27,0.01,0.0,2.24
1000,12,988.0,976.37,11.27,0.35,0.01,0.0,2.3
1000,13,987.0,974.43,12.16,0.39,0.02,0.0,2.36
1000,14,986.0,972.52,13.0,0.44,0.04,0.0,2.43
1000,15,985.0,970.6,13.84,0.52,0.04,0.0,2.49
1000,16,984.0,968.66,14.73,0.56,0.05,0.0,2.54
1000,17,983.0,966.76,15.55,0.63,0.05,0.01,2.6
1000,18,982.0,964.84,16.41,0.67,0.07,0.01,2.65
1000,19,981.0,962.99,17.13,0.78,0.09,0.01,2.73
1000,20,980.0,961.12,17.88,0.89,0.1,0.01,2.79
1000,21,979.0,959.28,18.62,0.94,0.14,0.02,2.89
1000,22,978.0,957.38,19.44,1.01,0.14,0.03,2.94
1000,23,977.0,955.49,20.23,1.1,0.15,0.03,2.95
1000,24,976.0,953.61,21.01,1.18,0.17,0.03,2.99
1000,25,975.0,951.68,21.89,1.21,0.19,0.03,3.01
1000,26,974.0,949.89,22.54,1.29,0.24,0.04,3.12
1000,27,973.0,948.07,23.22,1.4,0.27,0.03,3.17
1000,28,972.0,946.2,23.97,1.51,0.28,0.03,3.21
1000,29,971.0,944.39,24.64,1.61,0.31,0.04,3.28
1000,30,970.0,942.54,25.39,1.68,0.33,0.04,3.38
1000,31,969.0,940.71,26.07,1.81,0.35,0.04,3.4
1000,32,968.01,938.92,26.73,1.92,0.36,0.06,3.46
1000,33,967.01,937.16,27.29,2.08,0.4,0.06,3.52
1000,34,966.01,935.37,27.93,2.19,0.42,0.08,3.57
1000,35,965.01,933.53,28.62,2.33,0.43,0.08,3.58
1000,36,964.01,931.73,29.25,2.47,0.46,0.08,3.6
1000,37,963.01,929.89,29.98,2.54,0.5,0.08,3.64
1000,38,962.01,928.04,30.72,2.61,0.54,0.08,3.66
1000,39,961.01,926.25,31.35,2.74,0.57,0.07,3.69
1000,40,960.01,924.45,32.0,2.84,0.62,0.07,3.71
1000,41,959.01,922.7,32.55,3.01,0.64,0.08,3.75
1000,42,958.01,920.96,33.06,3.22,0.66,0.07,3.78
1000,43,957.01,919.11,33.8,3.3,0.68,0.08,3.81
1000,44,956.01,917.35,34.4,3.42,0.69,0.11,3.86
1000,45,955.01,915.67,34.83,3.61,0.74,0.12,3.91
1000,46,954.01,914.0,35.28,3.76,0.77,0.16,3.97
1000,47,953.01,912.25,35.84,3.91,0.8,0.16,4.0
1000,48,952.03,910.62,36.23,4.13,0.82,0.18,4.04
1000,49,951.03,908.87,36.82,4.25,0.83,0.2,4.12
1000,50,950.03,907.13,37.34,4.44,0.85,0.21,4.15
1000,51,949.03,905.41,37.88,4.54,0.92,0.21,4.2
1000,52,948.03,903.72,38.38,4.67,0.94,0.24,4.25
1000,53,947.03,901.99,38.93,4.78,1.0,0.24,4.27
1000,54,946.03,900.25,39.51,4.88,1.03,0.26,4.31
1000,55,945.03,898.5,40.09,5.0,1.06,0.27,4.34
1000,56,944.03,896.8,40.59,5.13,1.1,0.3,4.43
1000,57,943.03,895.02,41.23,5.23,1.11,0.32,4.47
1000,58,942.03,893.29,41.78,5.35,1.15,0.33,4.51
1000,59,941.03,891.67,42.14,5.52,1.22,0.34,4.55
1000,60,940.03,890.0,42.58,5.71,1.22,0.37,4.6
1000,61,939.03,888.39,43.0,5.81,1.27,0.39,4.69
1000,62,938.04,886.85,43.28,5.99,1.32,0.4,4.75
1000,63,937.04,885.16,43.78,6.1,1.36,0.44,4.79
1000,64,936.05,883.54,44.22,6.21,1.39,0.46,4.86
1000,65,935.05,881.83,44.76,6.32,1.42,0.48,4.92
1000,66,934.05,880.11,45.3,6.43,1.47,0.49,4.93
1000,67,933.05,878.52,45.67,6.52,1.55,0.53,4.98
1000,68,932.05,876.84,46.15,6.65,1.59,0.55,5.01
1000,69,931.05,875.13,46.7,6.76,1.61,0.57,5.08
1000,70,930.05,873.48,47.14,6.88,1.65,0.62,5.1
1000,71,929.05,871.89,47.53,6.95,1.74,0.64,5.14
1000,72,928.05,870.22,48.0,7.07,1.8,0.63,5.18
1000,73,927.05,868.65,48.36,7.19,1.83,0.66,5.28
1000,74,926.05,867.05,48.68,7.38,1.91,0.66,5.3
1000,75,925.05,865.48,49.03,7.52,1.92,0.7,5.4
1000,76,924.07,863.91,49.37,7.7,1.96,0.7,5.44
1000,77,923.09,862.26,49.84,7.83,1.99,0.74,5.45
1000,78,922.09,860.66,50.23,7.94,2.04,0.77,5.49
1000,79,921.1,859.08,50.58,8.11,2.06,0.78,5.54
1000,80,920.1,857.51,50.97,8.18,2.11,0.79,5.61
1000,81,919.1,855.85,51.45,8.31,2.12,0.79,5.66
1000,82,918.1,854.37,51.74,8.37,2.16,0.84,5.77
1000,83,917.1,852.77,52.15,8.46,2.19,0.88,5.8
1000,84,916.1,851.29,52.32,8.64,2.26,0.93,5.82
1000,85,915.1,849.8,52.57,8.75,2.34,0.93,5.88
1000,86,914.1,848.24,52.98,8.79,2.34,0.99,5.95
1000,87,913.12,846.72,53.31,8.88,2.44,0.94,6.02
1000,88,912.12,845.23,53.6,8.95,2.5,0.97,6.1
1000,89,911.12,843.64,54.02,9.0,2.6,0.95,6.17
1000,90,910.14,842.05,54.47,9.08,2.64,0.96,6.23
1000,91,909.14,840.49,54.81,9.18,2.7,1.01,6.27
1000,92,908.14,838.96,55.14,9.29,2.78,1.0,6.42
1000,93,907.14,837.49,55.38,9.38,2.85,1.05,6.45
1000,94,906.14,835.98,55.72,9.45,2.89,1.07,6.57
1000,95,905.14,834.43,55.99,9.64,2.95,1.09,6.62
1000,96,904.14,832.82,56.46,9.69,3.0,1.1,6.69
1000,97,903.14,831.29,56.79,9.81,3.01,1.13,6.8
1000,98,902.14,829.7,57.17,9.96,3.03,1.13,6.85
1000,99,901.14,828.27,57.32,10.13,3.07,1.16,6.91
1000,100,900.14,826.78,57.59,10.25,3.12,1.18,7.06
1000,101,899.15,825.42,57.64,10.43,3.21,1.19,7.14
1000,102,898.15,823.78,58.13,10.51,3.24,1.19,7.21
1000,103,897.17,822.16,58.62,10.58,3.27,1.22,7.24
1000,104,896.17,820.73,58.79,10.74,3.3,1.24,7.34
1000,105,895.17,819.27,59.16,10.71,3.37,1.21,7.48
1000,106,894.17,817.89,59.33,10.81,3.38,1.27,7.63
1000,107,893.17,816.4,59.57,10.97,3.39,1.3,7.66
1000,108,892.18,814.97,59.85,11.03,3.42,1.34,7.77
1000,109,891.18,813.51,60.19,11.05,3.4,1.38,7.84
1000,110,890.19,812.08,60.39,11.18,3.43,1.44,7.88
1000,111,889.19,810.57,60.77,11.23,3.44,1.47,8.03
1000,112,888.19,809.25,60.86,11.36,3.39,1.55,8.09
1000,113,887.19,807.83,61.12,11.39,3.48,1.54,8.27
1000,114,886.22,806.5,61.24,11.53,3.51,1.59,8.43
1000,115,885.22,805.07,61.51,11.57,3.57,1.57,8.55
1000,116,884.22,803.62,61.74,11.68,3.62,1.59,8.64
1000,117,883.22,802.18,61.93,11.85,3.66,1.56,8.72
1000,118,882.22,800.7,62.28,11.84,3.74,1.57,8.82
1000,119,881.24,799.14,62.76,11.9,3.69,1.61,8.88
1000,120,880.24,797.82,62.89,11.95,3.76,1.62,9.0
1000,121,879.24,796.35,63.13,12.07,3.82,1.65,9.1
1000,122,878.24,794.95,63.36,12.14,3.77,1.75,9.17
1000,123,877.24,793.38,63.85,12.18,3.76,1.78,9.36
1000,124,876.24,792.07,63.91,12.31,3.84,1.74,9.55
1000,125,875.24,790.61,64.19,12.42,3.83,1.75,9.63
1000,126,874.24,789.2,64.38,12.54,3.84,1.81,9.73
1000,127,873.24,787.75,64.62,12.67,3.85,1.81,9.81
1000,128,872.24,786.37,64.84,12.71,3.86,1.82,9.87
1000,129,871.24,784.8,65.24,12.76,3.94,1.85,9.95
1000,130,870.26,783.3,65.58,12.88,3.98,1.84,10.01
1000,131,869.26,781.85,65.88,12.88,4.06,1.9,10.2
1000,132,868.28,780.52,66.02,13.02,4.04,1.91,10.31
1000,133,867.28,779.27,66.11,13.1,4.03,1.91,10.49
1000,134,866.29,777.99,66.22,13.24,3.98,1.91,10.59
1000,135,865.29,776.61,66.41,13.36,4.01,1.91,10.82
1000,136,864.29,775.26,66.57,13.49,4.02,1.9,11.01
1000,137,863.31,773.9,66.75,13.6,4.07,1.89,11.12
1000,138,862.32,772.6,66.85,13.73,4.08,1.89,11.2
1000,139,861.32,771.29,66.87,13.88,4.19,1.89,11.34
1000,140,860.32,769.87,67.13,13.96,4.23,1.91,11.48
1000,141,859.33,768.44,67.45,14.03,4.2,1.92,11.53
1000,142,858.33,767.15,67.56,14.09,4.27,1.91,11.68
1000,143,857.37,765.89,67.67,14.14,4.35,1.93,11.82
1000,144,856.37,764.49,67.81,14.29,4.4,1.94,11.86
1000,145,855.37,763.2,67.98,14.3,4.4,1.99,11.98
