n,k,all-cycles,1-cycles,2-cycles,3-cycles,4-cycles,5-cycles,max_cycle_len
1000,407,593.88,445.44,79.24,27.56,13.74,7.64,33.3
1000,408,592.92,444.58,79.12,27.44,13.76,7.62,33.38
1000,409,591.92,443.68,79.08,27.38,13.7,7.62,33.56
1000,410,590.96,442.92,78.9,27.24,13.7,7.62,33.74
1000,411,589.96,442.16,78.7,27.18,13.6,7.7,33.9
1000,412,588.96,441.34,78.58,26.96,13.68,7.68,34.0
1000,413,587.96,440.38,78.52,26.82,13.8,7.66,34.58
1000,414,586.96,439.62,78.32,26.82,13.8,7.6,35.72
1000,415,585.96,438.6,78.26,26.94,13.72,7.62,35.8
1000,416,584.96,437.72,78.1,26.98,13.74,7.62,36.26
1000,417,583.96,436.82,77.98,26.94,13.8,7.64,36.54
