x,interval_begins,interval_ends,mean,analytical
0.001,0.0,0.0,0.0,5.737830957490475e-14
0.002,0.0,0.0,0.0,1.814120655033234e-12
0.003,0.0,0.0,0.0,1.3611028635846216e-11
0.004,0.0,0.0,0.0,5.666999298637075e-11
0.005,0.0,0.0,0.0,1.7087235143614713e-10
0.006,0.0,0.0,0.0,4.2009415797474057e-10
0.007,0.0,0.0,0.0,8.971173377866722e-10
0.008,0.0,0.0,0.0,1.7281350891565657e-09
0.009,0.0,0.0,0.0,3.0768692973288114e-09
0.01,0.0,0.0,0.0,5.148317145238434e-09
0.011,0.0,0.0,0.0,8.192143541817711e-09
0.012,0.0,0.0,0.0,1.2505735439842962e-08
0.013,0.0,0.0,0.0,1.843693358164164e-08
0.014,0.0,0.0,0.0,2.6386456692065648e-08
0.015,0.0,0.0,0.0,3.6810032633591934e-08
0.016,0.0,0.0,0.0,5.022025054788733e-08
0.017,0.0,0.0,0.0,6.718814753132576e-08
0.018,0.0,0.0,0.0,8.834454292843859e-08
0.019,0.0,0.0,0.0,1.1438113287678595e-07
0.02,0.0,0.0,0.0,1.4605135729893173e-07
0.021,0.0,0.0,0.0,1.8417105111178737e-07
0.022,0.0,0.0,0.0,2.296188910102347e-07
0.023,0.0,0.0,0.0,2.833366487803654e-07
0.024,0.0,0.0,0.0,3.4632926170757456e-07
0.025,0.0,0.0,0.0,4.196647302658496e-07
0.026,0.0,0.0,0.0,5.044738529066034e-07
0.027,0.0,0.0,0.0,6.019498074080611e-07
0.028,0.0,0.0,0.0,7.133475878992311e-07
0.029,0.0,0.0,0.0,8.399833063356459e-07
0.03,0.0,0.0,0.0,9.832333668770462e-07
0.031,0.0,0.0,1e-06,1.1445335212997963e-06
0.032,0.0,0.0,1e-06,1.3253778132688075e-06
0.033,0.0,0.0,1e-06,1.5273174189948155e-06
0.034,0.0,0.0,1e-06,1.7519593915129027e-06
0.035,0.0,0.0,1e-06,2.0009653155367703e-06
0.036,0.0,0.0,1e-06,2.2760498795704188e-06
0.037,0.0,0.0,1e-06,2.578979371694223e-06
0.038,0.0,0.0,1e-06,2.9115701051857027e-06
0.039,0.0,0.0,1e-06,3.275686779886536e-06
0.04,0.0,0.0,1e-06,3.673240784986079e-06
0.041,0.0,0.0,1e-06,4.1061884486578255e-06
0.042,0.0,0.0,1e-06,4.5765292397587205e-06
0.043,0.0,0.0,1e-06,5.086303926581559e-06
