x,AAAA,AAAB,AABB,ABBB,BBBB,all
0.0,0,0,0,0,0,0
0.001,0,0,0,0,0,0
0.002,0,0,0,0,0,0
0.003,0,0,0,0,323.79404011291206,351.5003134142481
0.004,0,0,0,0,96.93148722914908,110.00080287323915
0.005,26.993478128689116,0,0,0,109.45310602684262,101.20714323702728
0.006,9.175122524207138,0,0,0,112.86090481211788,100.66257748412838
0.007,72.50138425851316,0,0,0,55.3072264280159,56.31864747686867
0.008,28.10525855364307,0,0,0,39.83898075342966,39.00085773915918
0.009000000000000001,45.19211755340208,0,0,0,49.24313336245535,48.96566652621884
0.010000000000000002,98.17279677098217,0,0,0,55.062642628405804,57.38039285112495
0.011000000000000003,64.03277759454267,0,0,0,57.544619482014774,57.973588613421576
0.012000000000000004,41.264680037637426,0,0,0,48.07112678899852,47.576112479808636
0.013000000000000005,42.96786229445536,0,0,0,39.769004456306725,39.99012366170871
0.014000000000000005,21.140560692325963,0,0,0,32.94042221503297,32.01986564233952
0.015000000000000006,35.89992475515926,0,0,0,29.01246103203312,29.488827399050493
0.016000000000000007,9.406381793971788,0,0,0,27.107113498027463,25.611277015994595
0.017000000000000008,4.4595104922306925,0,0,0,20.666928769244546,19.28561471154449
0.01800000000000001,2.5941763066189862,0,0,0,15.921604947186905,14.277680443344341
0.01900000000000001,1.5563611502902688,0,0,0,14.628675605756563,13.200584127281854
0.02000000000000001,4.553014975109625,0,0,0,13.134184984918226,11.526257715824785
0.02100000000000001,4.556943639292379,0,0,0,12.558464637574028,10.988401983143737
0.022000000000000013,1.620855273953737,0,0,0,12.495075651136876,11.218702308760724
0.023000000000000013,4.261547732040689,0,0,0,14.913646243009902,13.077061105789149
0.024000000000000014,3.972524144909096,0,0,0,14.512203592076414,12.728118839522654
0.025000000000000015,3.6002929048914623,0,0,0,12.821923309641837,11.242252414893308
0.026000000000000016,4.306762810889049,0,0,0,12.213199646951837,10.599621918511566
0.027000000000000017,7.6602755060373084,0,0,0,9.490586592948263,7.775500383049701
0.028000000000000018,9.22682656262073,0,0,0,7.503269629708581,5.809376395256381
0.02900000000000002,6.881052671795982,0,0,0,8.37588303304457,6.834514528617179
0.03000000000000002,4.695228988366953,0,0,0,7.329524659848939,6.134108837286561
0.03100000000000002,5.083837230601284,0,0,0,7.225362909025693,5.981560657457477
0.03200000000000002,6.172554849311654,0,0,0,5.988947068106038,4.743467849606041
0.03300000000000002,4.683570934035665,0,0,0,6.234765543515403,5.115022381512175
0.03400000000000002,5.107022803616307,0,0,0,5.8589806907877415,4.718190387283001
0.035000000000000024,5.563287768997105,0,0,0,5.704969218829938,4.513307518199321
0.036000000000000025,5.595041221888623,0,0,0,5.401992268024136,4.225985204939706
0.037000000000000026,2.33406345127646,0,0,0,4.403193204108347,3.700841628007165
0.03800000000000003,1.525821185459506,0,0,0,2.565116638240551,2.1428262822457005
0.03900000000000003,2.598720703174799,0,0,0,1.8433939498674383,1.3770255168650083
0.04000000000000003,3.051420594673383,0,0,0,1.780468972542789,1.2644686261196556
0.04100000000000003,2.3610397635100027,0,0,0,1.4674089457415103,1.0568018236570706
0.04200000000000003,0.22832666228181675,0,0,0,1.499648577728236,1.3153586516376998
0.04300000000000003,0.4475098436385326,0,0,0,1.5279970995151053,1.4118813876279017
0.04400000000000003,0.5444580923592977,0,0,0,1.7065847688079772,1.4588524158113962
0.04500000000000003,0.2601279134264297,0,0,0,2.028696419536668,1.8323042646278305
0.046000000000000034,0.9512358151429049,0,0,0,2.4408423995202666,2.2736309697364465
0.047000000000000035,0.35142473714344974,0,0,0,2.383504368443419,2.1512355401810668
