x,AAAA,AAAB,AABB,ABBB,BBBB,all
0.0,0,0,0,0,0,0
0.001,0,0,0,0,0,0
0.002,0,0,0,0,0,0
0.003,29.707428897430535,0,0,0,29.707428897430535,29.707428897430535
0.004,65.29179000818306,0,0,0,65.29179000818306,65.29179000818306
0.005,220.26314638410778,0,0,0,220.26314638410778,220.26314638410778
0.006,83.0016871188809,0,0,0,449.00506135664267,174.50253067832136
0.007,72.97062592554985,0,0,0,188.2843765425831,116.21328240693731
0.008,16.42631751751115,0,0,0,82.95564181323182,42.29883252140252
0.009000000000000001,13.059503841061533,0,0,0,50.74600512141539,29.21086153264175
0.010000000000000002,17.22112335068398,0,0,0,44.80256413908021,29.56018896654545
0.011000000000000003,20.38298537469111,0,0,0,41.31915674420261,30.01362420466641
0.012000000000000004,7.338517590887236,0,0,0,61.00777638633087,28.806221109064687
0.013000000000000005,17.332857981297142,0,0,0,46.66607247662141,30.369842201441276
0.014000000000000005,14.772278015484577,0,0,0,36.29208014338795,24.609901845383252
0.015000000000000006,7.868701762897658,0,0,0,35.29294797380384,20.03434481886355
0.016000000000000007,14.408871142110035,0,0,0,28.137935679163242,20.884844980342667
0.017000000000000008,14.354022757788897,0,0,0,25.663761272295485,19.74243220710878
0.01800000000000001,13.162069393418278,0,0,0,22.4207841619707,17.609486967832105
0.01900000000000001,11.428853288007074,0,0,0,15.525502305948526,13.440204430389882
0.02000000000000001,12.216466036702887,0,0,0,10.176166654217376,11.18695717398084
0.02100000000000001,10.459567732128912,0,0,0,9.302923043834358,9.878201586170325
0.022000000000000013,14.482106238117707,0,0,0,4.439816217230168,9.230633474901278
0.023000000000000013,14.861423264217093,0,0,0,7.969737868364056,11.309008111715528
0.024000000000000014,9.834340794503362,0,0,0,10.232291304628372,10.032956238978045
0.025000000000000015,8.642615854297135,0,0,0,11.119809049671979,9.867250815617723
0.026000000000000016,6.631939325856707,0,0,0,11.963536292149545,9.232718333804433
0.027000000000000017,6.259885740540883,0,0,0,12.178871418395977,9.139185870284587
0.028000000000000018,5.147960028022987,0,0,0,12.477986087668826,8.689528948827482
0.02900000000000002,6.772466535965462,0,0,0,10.667599435346176,8.685145072436919
0.03000000000000002,9.127564541024938,0,0,0,8.500394629869621,8.813075882405261
0.03100000000000002,7.255838847501573,0,0,0,7.070595602514519,7.163137171747464
0.03200000000000002,7.544606394846601,0,0,0,7.887651391321375,7.715855768086783
0.03300000000000002,8.389455452697492,0,0,0,6.816313864124216,7.597134871902901
0.03400000000000002,7.181816117673522,0,0,0,6.325503339103559,6.751942523618671
0.035000000000000024,7.0771678311913835,0,0,0,7.343198061827871,7.210017915349173
0.036000000000000025,8.090774345321833,0,0,0,4.109752522335651,6.062920136455649
0.037000000000000026,8.84814616542068,0,0,0,3.0429117032649056,5.866005174587227
0.03800000000000003,7.537586889447315,0,0,0,3.3184088392393427,5.385785492440321
0.03900000000000003,8.010975803421287,0,0,0,3.289711027000556,5.597597867093128
0.04000000000000003,7.0202380488573555,0,0,0,2.505736691957664,4.7143520579440725
0.04100000000000003,6.856367352400688,0,0,0,2.393688437451243,4.577440086591207
0.04200000000000003,6.4756091778786375,0,0,0,2.9057272375124414,4.660235559575294
0.04300000000000003,6.298561588745994,0,0,0,1.558220328707322,3.8743373092514415
0.04400000000000003,7.579284238712004,0,0,0,1.6901572848423514,4.551856737229929
0.04500000000000003,7.9842976020769925,0,0,0,1.1547417871484866,4.458008154812622
0.046000000000000034,6.489496932391876,0,0,0,1.6682407045529648,4.023034930483559
0.047000000000000035,6.614490967958078,0,0,0,2.145963135878159,4.332402522430992
