empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,species1,species2,cycles,cycles_with_types,total A-edges,total B-edges,A-edges in non-trivial cycles,B-edges in non-trivial cycles
39.0,39.80178584179084,0.261,0.26,0.27,0.47,0.4125216000978372,0.065305318920954,macaca_mulatta,homo_sapiens,"defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f9194248160>, {'7': 1, '1': 627, '3': 6, '2': 14, '4': 1, '5': 1})","defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f919471e550>, {'AAAAABB': 1, 'A': 386, 'B': 241, 'AAA': 3, 'AAB': 2, 'AA': 6, 'AAAB': 1, 'AB': 6, 'AAABB': 1, 'ABB': 1, 'BB': 2})",429,260,43,19
