empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,species1,species2,cycles,cycles_with_types,total A-edges,total B-edges,A-edges in non-trivial cycles,B-edges in non-trivial cycles
205.0,233.74710901305443,0.401,0.05,0.0,0.95,0.5815978550334295,0.013053488716733333,mus_musculus,homo_sapiens,"defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f829b87f160>, {'173': 1, '2': 16, '1': 462, '6': 2, '3': 2, '4': 1})","defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f829b87ff70>, {'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB': 1, 'BA': 5, 'A': 292, 'BB': 4, 'B': 170, 'AA': 7, 'AAAABB': 1, 'AAABBB': 1, 'AAA': 2, 'BBAA': 1})",429,260,137,90
