empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,species1,species2,cycles,cycles_with_types,total A-edges,total B-edges,A-edges in non-trivial cycles,B-edges in non-trivial cycles
209.0,231.15050900123381,0.331,0.06999999999999999,0.0,0.93,0.6404431463945942,0.010967584722733471,rattus_norvegicus,homo_sapiens,"defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f9194248160>, {'170': 1, '1': 452, '4': 1, '2': 21, '3': 3, '6': 2})","defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f9193b5c550>, {'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB': 1, 'A': 287, 'B': 165, 'AABB': 1, 'AB': 6, 'BB': 5, 'AAA': 2, 'AA': 10, 'AAAABB': 1, 'AAABBB': 1, 'BBB': 1})",429,260,142,95
