empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,species1,species2,cycles,cycles_with_types,total A-edges,total B-edges,A-edges in non-trivial cycles,B-edges in non-trivial cycles
287.0,328.5802453962389,0.6789999999999999,0.09999999999999999,0.0,0.9,0.35013326836803105,0.013093226374703849,monodelphis_domestica,homo_sapiens,"defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f9193b5c0d0>, {'236': 1, '1': 368, '4': 4, '2': 22, '3': 6, '7': 1})","defaultdict(<function get_graph_statistic.<locals>.<lambda> at 0x7f9193b5c160>, {'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB': 1, 'A': 212, 'AABB': 2, 'B': 156, 'BB': 5, 'AAA': 2, 'AA': 11, 'AB': 6, 'AAAB': 1, 'AAB': 3, 'ABB': 1, 'AAAABBB': 1, 'AAAA': 1})",429,260,217,104
