k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
19,0.002452250902623127,0.0016212320659687695,0.002036739757844578,99.99999999355022,99.9999999992832,0.005107252024520773,0.5258375212677983,0.1934731833448704,0.23883717517743416,1.0127070255506063,1.2618432469458398,9.288696675057395,4.285882866025744,3.5153043621476687,0.5436125246881236,7.016711283030585,18.07168437677143,17.679452859207228,12.97566095910209,1.8033230399438849,0,3.007131253317299,19.425221813687582,19.425221813687614,51.50356562665865,0,7.770141294632904,0,0,0,0,0
20,0.005701104327440172,0.001446100417017833,0.00212737425158314,99.9999999904683,99.99999999893907,0.20093825656087996,0.39171020036518284,0.10364187399132882,0.23240005908540212,1.2387745869835465,1.7570217502354761,8.46627593156968,2.8493807133373843,3.080341313374253,0.6921378581968579,12.567687326453333,13.846410205885867,8.27818069696394,19.44628971344253,0.06826145658263155,0,41.051542834994756,45.16392108973865,45.16392108973865,41.051542834994756,0,9.164100410397603,0,0,0,0,0
21,0.004148866064311505,0.0011590765359099353,0.0026539489536060194,99.99999998617655,99.99999999846298,0.2804718936068752,0.28002427321469836,0.2185695431192327,0.2597173758194499,0.5089866849304936,1.7277700714887905,9.447415355159952,0.3172891640921943,2.764444255018489,2.786618944030958,18.500102002958922,30.741325112344292,5.1999183976328744,15.90185722761103,6.153516786639034,0,29.060733370533306,74.69196987359221,12.654015063203893,29.060733370533306,0,12.602310528948614,0,0,0,0,0
22,0.00452401753768641,0.0006922157032764045,0.002608079914681293,99.99999998032239,99.99999999781174,0.22510138496306756,0.42404791353528554,0.07649414841997423,0.24226671771257008,0.6335287126240691,2.023857052298964,10.115951468577734,2.5213200496899417,2.4514593281199777,0.49063566669998254,8.129579374285688,27.820907073518764,7.317503393469399,12.070693791637511,3.5316439022975783,0,15.402545802360248,108.32603186142892,4.163015930714455,15.402545802360248,0,34.282031096784564,0,0,0,0,0
23,0.008931873772423786,0.0029356810794389132,0.0029977442599145522,99.99999997247217,99.99999999693364,0.30710674009351496,0.6034836560612998,0.14067288368474049,0.25792367648541586,0.2948409043104179,1.8870060082240006,9.113034803133496,2.514033634580145,2.2510076775578405,0.32763661481234707,11.427641475178852,35.23209668012579,10.314337349246296,4.314531150219862,5.852684184670489,0,0.054118461574248516,146.3889447760077,23.194472388003827,0.0541184615742644,9.360512946182805,38.96442366133474,0,0,0,0,0
24,0.008301770465564587,0.001001555117132519,0.003649891302446592,99.99999996202699,99.9999999957728,0.3233880227745658,0.5926984646664798,0.029084956433065277,0.29661429646537196,0.4988827690792901,2.7878489772920245,8.692111842828362,2.1132076799054444,2.4480676923181517,0.13849776200741357,18.41717464947431,23.587678208963023,9.899975810182568,3.704979984792889,5.517152832638332,0,17.442597452166936,189.20906108533595,44.604530542667945,17.44259745216695,28.366357093372606,63.11515327076063,0,0,0,0,0
25,0.010172906203136357,0.001952750416934133,0.004109710329337099,99.99999994836766,99.99999999424949,0.3777353401159855,0.6348808829039083,0.09440809429105684,0.3073123270992825,0.5801595856268179,3.1004138706655557,7.032730013527639,2.3434036857453115,2.044100904014143,7.973150289983672,16.180888369495044,22.078603360734878,3.1825930254207817,2.4758642542082856,8.297718661108755,0,36.898210410822664,237.11961210073065,68.55980605036531,36.898210410822664,49.63160679579354,90.13690992954237,0,0,0,0,0
26,0.005850107403862644,0.0015660616918678342,0.0037080386669415383,99.99999993060656,99.99999999228343,0.29209066227211455,0.5054604270818268,0.014637364744177796,0.26167253284054914,1.0793701759315197,3.369543687491746,4.601466743355683,2.827967167771109,1.2590626245944347,20.487345070007002,12.73597226170284,30.035468900032225,1.6834259615359006,11.219851001047465,10.340876345886315,73.30606118500488,58.55800881664169,290.45809486713847,30.152698289046143,58.55800881664169,73.30606118500488,76.1760347370853,0,0,0,0,0
27,0.009722644646932494,0.001044232597001734,0.004338916223432361,99.99999990797588,99.99999998975525,0.37973519372069336,0.6243933632238597,0.08146973593801121,0.3087281328544871,1.2004287736130332,4.328477277132923,4.963336165229065,2.2539787037522183,1.7180702395127008,17.12413070325874,17.57667082413126,24.635345275837267,4.750124916044205,12.837856220830718,10.325481368874458,0.22942475874459398,21.707024290451372,124.78284063540708,12.391420317703526,82.56053643567707,99.54115048251082,44.88970066066842,0,0,0,0,0
28,0.013659247352610473,0.004533092804616238,0.004562249908649447,99.99999987929316,99.99999998654573,0.44107659222103857,0.5893084637364162,0.09688589016969681,0.31231482042875014,2.227264695137723,4.670023342333013,4.373787427213212,1.3523408892776423,1.623931468352567,15.186691386588965,15.894545119212937,23.380062886566023,8.037287822995113,7.850646890728818,11.40676717254797,14.244841670864808,4.522799081837031,2.9573297602897415,2.9573297602897415,109.0455981636741,128.4896833417296,22.249213523213335,0,0,0,0,0
29,0.021900001427231367,0.011378549627320112,0.005257957390710352,99.99999984338439,99.99999998250111,0.6586403244210863,0.5173816279201768,0.14346374034814732,0.34558216249019047,2.9546586531034937,4.490674503170578,5.330331708999618,0.9094459798285468,1.7551750800202897,8.818079776917523,11.514329920078774,23.03391318939282,15.170537458442038,6.727360191213545,11.304535259434344,30.152801778369867,19.077018719244755,17.293566483524025,2.2553612637299625,138.1540374384895,160.30560355673975,32.30815108513389,150.2644991914732,0,0,0,0
30,0.023422546821899266,0.012046827269696633,0.005684714763739086,99.9999997984823,99.99999997748047,0.6466117649203272,0.5897746831807583,0.14318460013265868,0.3659202849066543,3.629999276455374,5.721058407754119,4.314959542813073,0.43379593477842426,1.9543205610503842,11.540670091421774,8.669656538938991,18.230167518302974,20.55540022288546,13.45982492906932,9.6203987034681,47.57187794915661,35.01376100154131,32.99161939520004,5.005986146285688,170.02752200308262,195.14375589831326,42.87208541718844,2.347639992489932,0,0,0,0
31,0.021874897953159403,0.011466058057795875,0.00520164104394418,99.99999974287768,99.99999997128168,0.5366649980079354,0.6245667916123194,0.21022085090810433,0.318714340371724,3.303225644079306,5.878234650628202,1.6754344965574755,0.5426687905311804,1.3841073415040985,9.881029598088746,8.272708730577422,16.470992381681558,26.048825089328943,8.432475334926048,11.033805708398441,11.053220280927833,52.40416890228784,25.101304949349203,24.93921703039049,52.40416890228784,233.15966084278352,20.956011867716427,13.677209801887562,0,0,0,0
32,0.02868606203979077,0.019789915049657734,0.0044421989554774945,99.99999967506838,99.99999996363091,0.6072552934875048,0.5933095528757567,0.4146686105314798,0.2645833063103034,4.047229808527279,5.0466294387482105,1.058469438566502,1.2211041083762566,0.9694424534627142,17.54740500064145,7.15332478354153,18.222410239307777,26.235423717596905,11.83944624951892,11.503666080810552,37.58178367262747,37.05567632775999,6.247949761841991,23.293777077870693,14.213063606466678,274.5092979642352,0.18716482876092558,31.644674180628293,0,0,0,0
33,0.029869162796397487,0.020413459085778234,0.004721531298965942,99.9999995922151,99.99999995435567,0.5530495171192136,0.7021748225119838,0.4601626844067577,0.26812140007821966,3.896858215065054,4.072047894043885,1.5907660982049538,1.3466209616065867,0.9281984636149149,14.426310561167469,6.65808392299392,22.906055221477047,12.650111109678965,10.653428739910327,9.57286389932725,30.10851703910741,53.465206639596246,4.976883469441316,21.267337397918997,27.887672199663562,319.34889776535556,9.30599395837481,51.70907765393291,0,0,0,0
34,0.02888753819240037,0.01878421023874395,0.005045982774833181,99.99999949182612,99.99999994315272,0.46006965111522424,0.8237908027025638,0.49480646456678445,0.26667057193017235,3.061298839275974,2.852072565866861,1.3288287352068873,0.9160734529178596,0.6414058105883388,17.942431289114364,2.6210234096884877,23.72704213455976,18.23726610246722,10.423469907001744,10.392331347004559,22.027543045492315,42.674265778279114,5.403042870151747,18.9207362537294,42.674265778279114,367.8347417270462,13.233845957058973,74.03032050756114,0,0,0,0
35,0.02830290903074242,0.01446033409357914,0.006916716047576555,99.99999937113695,99.99999992971347,0.36021011335349146,1.133687932303883,0.42324061158033777,0.36171904198633775,2.486517798125083,3.3409862908375203,2.0683140458764497,1.3272763677457997,1.2025515182754918,12.617385312240591,4.173388111063903,21.37957521773486,22.620758922398174,10.953695334507438,10.312265242261262,34.98462870480471,58.62046208199219,17.18356687318475,9.858794712934792,35.96039607027901,420.1229703615623,17.496951626016138,98.7737462113701,0,0,0,0
36,0.02689824195053969,0.012081698551990415,0.007404473391253696,99.99999922677671,99.99999991363705,0.24733496315828335,1.2541404065896018,0.36026610977230583,0.38573809583272495,3.236255379895557,4.947109027055344,1.583419635162548,1.9462489174394597,1.447501738474372,13.245383255969529,0.06000614234684499,19.831926841708423,23.37495902988399,8.14541135904693,9.743927364720653,35.95895566016243,50.66323974177372,18.050792997668015,7.245805501832285,5.464267819241603,476.36939905853814,12.67580000866548,35.666000339244675,0,0,0,0
37,0.02538611614448253,0.010512781650066192,0.007433445659629759,99.99999905513303,99.99999989452348,0.17835822263087295,1.2271132947347878,0.2801009833679183,0.3799846416909723,3.376483535564332,4.174405390407912,1.7989044888468788,2.6752356518633658,1.4295220882653423,14.148991104274588,3.6844501737400157,16.155122217505177,15.985995109607476,6.277670461753501,9.005611837992534,29.25229538691703,66.44135790069396,4.3633658145676755,2.4678223415346308,5.9172277549870795,218.36467075887342,11.598908951865164,9.806378522385188,0,0,0,0
38,0.024124936528991,0.008536753946813755,0.007791424533876271,99.99999885217207,99.99999987193553,0.22973591514339284,1.187801276438012,0.22101949624897682,0.4031041135789034,2.6882634483951193,4.638483915810096,2.29583129082927,2.323779169981856,1.7798522534214658,12.569053929974245,3.5787051668503116,11.147608950149563,11.425576770399571,7.1032079218659145,6.547109115465375,22.07139549257134,60.41827747487788,1.2402219979589721,7.049620703961383,16.667838163547547,250.67872028342902,13.170162171382122,8.475947064572866,0,0,0,0
39,0.02585559209718352,0.010259535402133037,0.007794767845694369,99.99999861384883,99.99999984529677,0.2948025363566248,1.1339206868774319,0.3052528166985195,0.3787529250214981,2.3369753662966626,4.4883183535525335,1.2247033722325051,1.371747088147778,1.3182930957224854,11.536956531974917,4.460127138637691,13.005852201353855,11.080839422072485,4.099065411759902,7.542816775170983,22.959249383320326,56.63269596247453,2.1015330682767748,8.645996728383935,28.15402396929735,156.80250205559895,13.502255999703568,22.046960692730014,0,0,0,0
40,0.027777386237971286,0.010649774486996067,0.008560114574893956,99.9999983348538,99.99999981412918,0.3375601981742411,1.1578310419466629,0.323097658033729,0.395220599490185,1.6567917670267875,4.373020214203823,0.09666016731410398,1.5021112853050653,1.1604483086257613,9.8293502381977,5.516241152880451,12.888449574452505,9.627263535460239,2.6442525590632706,8.393092414498488,15.596763958845544,40.4012064799706,11.85898017275713,13.563515321051302,28.70110593997307,181.34412013718156,14.401287856749137,36.86498573324947,0,0,0,0
41,0.02960103804078995,0.01281122040083227,0.008390412198300834,99.99999800964682,99.9999997777506,0.265020443563821,1.1957502326929594,0.3250251773149257,0.3833423750055253,1.9593608377587108,3.3532160925482004,0.054207826940188344,2.403103199905409,1.0049636347126787,8.640535872343888,4.859573712673654,15.022973319008791,7.3562302296421045,6.665253401937621,8.66897878218132,7.7616310666602795,53.434618024254576,1.0415238767407253,13.411333392148132,20.555771304771454,130.59592233334936,11.626011575920055,36.00273034448983,0,0,0,0
42,0.025883865032881297,0.010883504953107278,0.0074968006946047735,99.99999763071817,99.9999997356407,0.16225350944657205,1.0627098868980949,0.25256132193023645,0.32790607751181744,2.384949557522231,2.7268339807430446,0.22868957755210434,2.3807683933731396,0.6528607331668741,8.802721712343136,4.529929362147344,13.47783242144914,5.101131161940486,6.03655082135135,7.639129176518567,16.19900822260082,41.54400480129061,7.88766375392942,9.374362446699294,22.671470827785182,151.40297533219757,13.584997835068577,24.026099591051803,0,0,0,0
43,0.02727779547812894,0.011598057011582601,0.007836091199699058,99.99999719407454,99.99999968687936,0.1824221283310249,1.0972882902454062,0.28252791138505945,0.33646534406003487,2.267492337551827,3.0548175653635536,0.4721002311138277,2.4742465786855634,0.7188190951146785,5.718305718814245,4.468545530489323,12.393118222880231,4.468545530489345,4.066457191957794,6.474261690545379,15.856462152014656,53.96613049467481,23.2238585209171,11.982958199344926,33.437313095384845,173.46649800595236,19.567803416622024,26.35976726500397,10.83995787029247,0,0,0
44,0.0289325920949569,0.012569744886251016,0.00817711784668796,99.99999669139176,99.99999963071626,0.10218949711536901,1.1919355157408897,0.24827194137887937,0.353250697188056,2.636176769907813,2.8577468002766704,0.1626134235448104,3.312422351721853,0.8453610293047494,8.075623741584119,1.2235272118506575,12.201925865894408,4.129465792095165,8.075623741584119,6.503491396324716,20.847105639837093,55.17953657914439,11.457037782484612,7.759692869667911,35.782094506751385,97.8822359004073,16.0533814286557,12.049100651517007,25.464700645122303,0,0,0
45,0.02085040225434573,0.008550028895236058,0.006148025849070491,99.99999611072043,99.99999956650765,0.07615029981540039,1.109796947527228,0.2605264177980683,0.2622737528333031,2.0474073064419365,2.320617824411725,0.36579221885467617,2.033950722456304,0.5099789357690222,2.2084653847686053,0.45095511083040607,10.308063590734452,2.191939886227186,9.668937310664134,4.543893464703322,19.62250243596874,38.42354562816196,15.897784456273289,14.781040840975507,47.0750172299221,114.33999350408335,14.678681545790976,32.72699170995092,5.613648960459115,54.590555166493544,0,0
46,0.0155506484277896,0.004332330497612843,0.005608170688407193,99.99999544767103,99.99999949314167,0.18547675327797553,1.0257722169709238,0.16710228482950035,0.22843405919815324,2.1262195256700833,1.9148234493436551,0.5432335169670476,1.7421251311724881,0.2694522163272362,2.0566249257356373,1.714979347393339,9.31603859570523,2.827605640752334,12.91371268379262,4.5476903927903365,7.3166908557407035,27.194174698511855,11.86531194850076,10.507750441199391,33.888604945801966,73.78120464548621,13.06178985107438,28.080306999017637,6.19424493974515,47.87876400301702,0,0
47,0.018689507390693468,0.008630758984299977,0.005027508304652764,99.99999469637169,99.99999940907321,0.2162339619186532,1.0578574482356469,0.25238700447345824,0.20101330844112947,2.2853031182079633,1.8091228094041154,1.1927092308021223,2.598170858299908,0.2018985145991921,0.3161464433925788,1.5361858654202984,8.223764017420795,2.355664495630288,10.108308830501006,3.4992581102734173,6.245965018642617,24.764691413771477,9.020692352751757,6.121070474019309,37.2411605551486,66.67383996685754,13.798943787164133,32.630076049990976,78.71140747013402,80.12418602733653,0,0
48,0.019892772303744567,0.011298081002372073,0.004294913581887963,99.99999384216795,99.99999931367624,0.20792281648179298,1.0446509935034682,0.36548643938311426,0.161975635472778,1.975975291973123,1.538336132148743,1.378633852495752,1.8008582552360544,0.022144775610029557,2.7216454748570325,1.56639523753497,7.442479954775492,3.2624231093029543,7.890538655158558,2.8364324841508495,4.963244316926991,28.533731105249853,7.058778881234796,4.21056626415835,34.376173428215736,101.95310582653016,15.660551323872824,30.269486877273923,99.95507397419351,77.33373992031802,0,0
49,0.01848581039959068,0.010340630941130496,0.004070512404530079,99.99999287334903,99.9999992059309,0.2349564062672147,1.0368380701544702,0.36496283480970987,0.15055735701019024,1.607061837339862,0.8820487784408635,1.2849483037133433,2.1496826913931932,0.014405515626567387,3.65640087012328,1.7729667130444486,6.206540173280564,2.771344435462408,4.955317487854536,1.8362380187077423,2.180501051961893,38.19538505933876,5.773263521720326,2.9897565869382317,22.24976370633814,57.91531980757748,16.17333058620784,35.55919690046541,123.14202104107439,74.22996226133031,0,0
50,0.018063748483933374,0.013913856256477158,0.0020723897487589693,99.99999178037783,99.99999908392817,0.3006919192730506,0.9719448366604018,0.4978770703688452,0.0629741455993883,1.7752989160920416,0.44440886671977875,2.2239435509919447,1.8791959568106897,0.4989854027062045,1.971236349490175,2.4401372020249825,4.946982207454834,8.322694636897541,1.0296441704234032,2.2608765881982773,9.678317689220263,17.64571968995599,5.019607157110896,2.458153324010612,13.724195700290798,69.50285461061314,12.82192330964172,23.482618121156055,148.3961071673282,70.78648512660094,0,0
51,0.023653952618995486,0.019388185674035028,0.0021282520071041924,99.99999055538822,99.99999894638499,0.28964769261925327,1.0407074509308194,0.6175345093998299,0.05067509019877422,2.236909379746658,0.5137069835254718,2.3712665909635007,1.3393150087476884,0.7423597924347908,3.0400028036122224,1.097578671984481,5.536159380513177,8.625032238227229,3.7134298369322005,3.019110370418043,5.165633676650477,26.07642137852536,4.693487578074601,4.693487578074601,17.94245870894308,66.51225332136327,14.759132493681378,11.482936024217684,175.8453664115908,66.97549599899202,0,0
52,0.025005263174784288,0.019824915220606244,0.0025851497449941286,99.99998917678451,99.9999987924929,0.22216951260556053,0.9937407803694503,0.5877345709050137,0.06680569523970553,1.5784018184976936,0.6418577414276851,2.7069437676362984,1.2985372052692887,0.6635858303960823,5.104805332752241,0.6020602187662074,6.523594405975398,7.654637654435323,4.884162526958039,2.991060066363926,1.8117434712898368,18.551664620535675,0.35444441238215174,12.023565855682392,15.064850955225797,94.36787389973514,14.392261864937964,10.004568364790124,103.74798227332514,62.76770862715356,0,0
53,0.027207908975295136,0.022381736863528585,0.002406938371783789,99.99998763450088,99.99999861995069,0.26746065371382155,1.036881829567305,0.616053187816469,0.057197870167228715,1.3540996722273684,0.4073344889083035,2.907193342825703,1.3288924007709078,0.7284271355978829,7.157304217244013,1.1362051945899052,7.574128479866694,7.906215062002505,10.167409349873118,3.5098690751077246,0.6800499813473646,19.42650171942022,9.707817302230257,11.88379160375816,7.177629748197651,90.36323753575087,9.537177588505601,15.930539194402979,68.93110118336905,58.1323355621759,0,0
54,0.026996551882761424,0.022914821187877122,0.0020346376116311764,99.99998590957712,99.99999842753229,0.2842364277201353,1.0537080098721263,0.6441525304870187,0.048150802879419,0.8698071181552653,0.3310732360740113,3.09338398420487,1.0942276831781113,0.7452644075792278,9.854522451239088,1.233020348335167,9.846176408504837,8.269342125440177,10.821045793889553,3.6523247557415033,1.5504150364886884,11.490375992105438,3.6661831748162856,7.667207039911197,3.711977667074836,87.47768929813297,8.66537332978435,9.220991916801285,86.35319008567605,53.037062430474045,72.31072430980173,0
55,0.026887422475402142,0.021115302444325544,0.002880299527790136,99.99998398821636,99.99999821355544,0.2783483899945044,1.0231605144745426,0.5321250177797706,0.07651722887709253,0.6569639643617081,0.39740711218437613,3.1126169955541227,1.467834492221021,0.6058366713173491,12.377966442394627,1.204803521183838,9.278231732135437,9.340751159139216,11.55404272311875,3.3408651551128883,3.8250533374647064,10.499850309962818,0.8691598847500389,10.385118364443393,1.095607730391518,62.2952224930283,8.185478660101287,12.373222766150585,105.149416899951,47.44802399692393,68.50470125903188,0
56,0.026507297287475296,0.018013293700189018,0.00424204679652102,99.99998185255184,99.99999797603124,0.20815228836447677,1.0825044776723172,0.5551739985602884,0.11236382066309777,0.030028616491786824,0.4314076012729698,3.206470034995648,0.7808126519111384,0.6329562589791835,10.114257211758025,0.3424055793602527,9.684184157005786,8.983839887811934,11.413000514837725,4.011017372838012,7.899313194641957,17.576382746040323,0.40448502777122264,17.45430324003425,1.1156891615946993,72.68878776004637,10.581756960332994,5.652590415108261,125.39391608165897,11.99467310138242,64.27015505496918,92.51984484578075
57,0.026078020475685425,0.021145329049551062,0.0024607707387143654,99.99997948442055,99.99999771156133,0.24479518786954932,1.0083361064112712,0.598490430965403,0.06074847169092889,0.2897063901630329,0.0859204326407349,2.7590381595816833,0.6910505961632349,0.7203333624842108,7.8421228656910325,0.6054559709219858,9.40710856340393,9.054371837530603,9.642375562952562,4.104555151921614,16.1080191562356,7.4540814455419415,0.23173241341722597,14.056798953198909,8.937219113947483,54.5378594490397,4.001517359542769,7.069188444980177,147.16276128524143,1.9679579150978208,59.569560703882544,91.40182709132529
58,0.025373786385608423,0.021120217799536455,0.0021213801769069548,99.99997686386315,99.9999974195843,0.23536504709268277,0.8949506396024935,0.568861281899684,0.03504868435746723,0.761136089476154,0.020372082567210358,3.1699134748379763,0.629029466736221,0.9390441543675689,5.868864176599064,0.2994916687973784,7.828660761809582,8.697871278164824,10.237223701929612,4.186254470645072,13.432355743085452,7.593654150619353,1.7582637808409636,11.449526998063902,3.348073390121569,48.40167586899637,5.250625010696189,4.717915043232537,170.53393098907893,8.966073802639366,54.36308671628199,90.14404922247365
59,0.02446721076222415,0.018669645612317643,0.0028941307388489273,99.99997397022996,99.99999709782766,0.2227543270250648,0.8467924959981451,0.4845285633841174,0.050636136973522816,0.9709513222394183,0.2310025439946005,2.9608228407922756,0.6539835322253866,0.977029396212105,5.6858876744552855,0.9489180740332879,7.191719812103628,9.758139698418281,8.511935686379404,4.363236439539761,15.287671275284445,14.061685522921556,3.3806861141080895,11.095662689787808,5.542666676330554,57.322896203043165,6.281389577180582,3.1504890886641386,195.5872716017334,20.86782797445032,48.608522169028305,88.73246803105538
