k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.0,1.1810883240693156e-14,0.0,0,0,-100.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0009451844653214432,0.0014925183359551716,0.0002004479181169477,100.0,100.0,-100.0,-100.0,0.5195432334413457,4.054969558458469,0.7793989572144345,0.3995602522162281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.006692519314687342,0.008474985271808054,0.00043472475077660825,100.0,100.0,-100.0,-100.0,1.4807836522276556,0.6394644417161098,2.554498233418545,0.43244163631491567,106.24517867472406,0,64.39002434123077,104.26339582439208,115.76955469580486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.004619694417854969,0.006135418615466491,0.0004339526274237675,100.00000000000001,99.99999999999999,-100.00000000000001,-100.0,0.7531787340761373,0.4045304015875021,1.3524496121411085,0.2853827319140623,15.338503709530471,12.473027478989605,267.6388101413029,42.736208951175,29.47063701548177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.00742065633589617,0.009648617851316214,0.0005991285036060283,99.99999999999994,100.0,-100.00000000000021,-100.00000000000001,0.8023612857640934,0.16388222643350311,1.4550177681463152,0.29248190308062205,27.408905453612736,3.1202123417672145,7.196541997652413,22.27248653600681,20.261827054754736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.008520596615814897,0.011453221743505762,0.0008631082581073599,99.99999999999967,99.99999999999996,-100.00000000000163,-100.00000000000017,0.5328352871499578,1.0973892206906983,1.4734138585765795,0.340832584647402,34.75345604016376,6.779588578358405,22.392758551120494,18.221893446777994,19.418714939406495,0,86.89141337661663,0,0,0,92.64191622227072,0,0,0,0,0,0,0,0,0,0,0,0
6,0.008482988177481266,0.01275852033826731,0.0014955735731648268,99.99999999999864,99.99999999999984,-100.00000000000834,-100.00000000000094,0.378641768365351,0.4956423421483001,1.546730097315737,0.48832838235926906,27.705586204487872,25.05937017779873,23.99925243970124,31.8676995939137,23.395073778143388,0,77.52647084007317,0,0,0,230.22630478000946,0,0,0,0,0,0,0,0,0,0,0,0
7,0.01010662353706632,0.014640089082450257,0.0015176093517379685,99.99999999999538,99.99999999999947,-100.00000000003277,-100.00000000000364,0.6819786584321305,0.39452275764906347,1.566825080620637,0.41625943014245476,7.627921380924217,9.488689548035083,21.857300600618554,34.77504420207644,14.69191960533891,0,64.59347391449722,0,0,0,420.1986155034352,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0011388764862691918,0.0038309970190633716,0.0011957098038332932,99.99999999998693,99.99999999999847,-100.00000000010691,-100.00000000001188,0.0654572831293067,1.6920240752781772,0.41747719510830295,0.2767455282792978,4.133447955827155,9.848737501104583,15.461520672812238,14.095330381844205,6.794168322962074,0,47.563845999530976,0,0,216.33689876372563,285.1520525986379,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0027390464557106925,0.0009585059653317683,0.0010021610702167618,99.99999999996713,99.9999999999961,-100.00000000030258,-100.00000000003361,0.19553142373131946,2.0917513283185425,0.059156671925002666,0.21663830634739098,4.959399715380636,12.60941674336,8.845930797826114,5.906219479289319,4.733079687299121,328.1887558636485,25.926977013380935,0,59.050884994127,123.35320296440447,81.33670910810488,0,0,0,0,0,0,0,0,0,0,0,0
