k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.0,0.0,0.0,0,0,-100.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.003749132359341035,0.003846175946130139,0.0002005877806317483,100.0,100.0,-100.0,-100.0,2.5466592289014924,6.91573787870495,1.6946151516414367,0.3998383791399768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.007218198739965809,0.007370094855173611,0.00036834979668926005,100.0,100.0,-100.0,-100.0,2.589788893676834,7.432112296046092,1.5321408873171143,0.366329854076143,99.98450460001101,16.837508708009953,8.798237569624241,130.97333446652905,82.69902718626459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.012851590282342324,0.012761678558286511,0.00046874562514876745,99.99999999999999,100.00000000000001,-100.00000000000004,-100.0,2.793371678237482,6.098475132102695,1.9221509696267587,0.30857253453985717,39.73800729846283,30.644180343616444,62.232542973299985,21.57657013542629,32.79710398430043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.01450289408830151,0.014926572632503654,0.0008029755386753758,99.99999999999989,99.99999999999997,-100.00000000000044,-100.00000000000004,2.385692127178235,6.201548561244019,1.7087085850784602,0.3945072554155856,27.419520764991876,53.89749136843427,72.0249957475862,21.772572804324945,30.370725761014352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.017129151335973862,0.017988469667687437,0.0011359569024574471,99.99999999999936,99.99999999999993,-100.00000000000314,-100.00000000000036,1.9246025899764423,4.467128929232218,1.8028697029309058,0.44343779999759647,30.498490679162046,59.33660725574656,66.99999401392557,9.139478406976467,25.678546176694113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.018136440504990557,0.0200706381687789,0.001736766462211341,99.99999999999729,99.99999999999972,-100.00000000001589,-100.00000000000175,1.54254868161304,3.8705311896425756,1.8450244012758026,0.5631835131057581,25.38727330687126,71.0387756166127,139.05828750713513,9.802049079093154,27.24019738286776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.015120589088747367,0.01661683862215226,0.0013892455848778257,99.99999999999093,99.999999999999,-100.00000000006234,-100.00000000000692,1.0943466876220718,2.8118065952132314,1.266809934870395,0.37931893656679583,17.54640821401338,15.69468834580973,36.19420403064422,3.734766436357323,12.929739475003622,104.75538127996279,0,0,0,0,421.16200312634527,0,0,0,0,0,0,0,0,0,0,0,0
8,0.012857168859999426,0.01488795369700703,0.001577251787604202,99.9999999999742,99.99999999999719,-100.00000000020313,-100.00000000002257,0.6061242916851197,1.6795008783269285,1.0510893852348362,0.37725265137045666,16.741793006905837,12.645497089072473,34.394336805394445,1.2720112088258588,11.072074498003616,203.10426315024432,0,0,0,29.79709953158339,157.24002742035225,0,0,0,0,0,0,0,0,0,0,0,0
9,0.01686956704335601,0.01809000627991528,0.001318945799688845,99.999999999935,99.99999999999292,-100.00000000057435,-100.0000000000638,0.8515354645638098,1.5729956363444975,1.0986852297336276,0.28023994119608353,8.277436170708125,10.596214031192902,45.76487368951586,1.2728365475345262,6.987542773040228,327.9869150329275,0,59.214539046611826,0,8.303695637146605,55.71504661952145,0,0,0,0,0,0,0,0,0,0,0,0
