k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
15,0.025651178816815227,0.018592789755460307,0.0035243008815020187,100.0,100.0,1.2135104631906986,0,0.25882188618687163,0.4827896881737985,7.28757392314418,0,0,8.993560080932687,8.13383874812953,19.734258956816237,0,0,0,8.849326324378413,14.032627577920241,0,0,0,0,0,8.933353266296367,117.86670653259273,0,0,0,0,0
16,0.03070087589848663,0.02402620045733197,0.0033298503382404284,100.0,100.0,1.2799509351977534,0,0.4422432906683883,0.42629989279471714,6.033490021393061,0,0,6.845385044527755,6.437889296836963,10.888598183891126,0,0,0,20.129314699215385,15.32414211124676,0,0,0,0,0,30.192380807887943,39.61523838422411,0,0,0,0,0
17,0.035827181531156924,0.027425731594793543,0.004190723060792758,100.0,100.0,1.4452402423408337,0,0.4623516750398557,0.5005864797588038,6.957188701764507,0,0,7.103504965378413,7.030296828013144,14.354022757788762,0,0,0,27.060025286431987,20.37265553451449,0,0,0,0,0,11.920338566316762,76.15932286736647,79.99252556089237,0,0,0,0
18,0.046494213094801666,0.03727528672299377,0.004591920671770371,100.0,100.0,1.7198631399524424,0,0.6664563943527319,0.541015055213358,7.185998001275503,0,0,8.384350773960579,7.781843573858272,22.420784161970484,0,0,0,9.186104793108813,15.425310781286443,9.604157141387098,0,0,0,0,26.930561905741936,12.31667428689034,73.69134441085274,0,0,0,0
19,0.047625045677390065,0.039566138798547756,0.004010448448586851,100.0,100.0,1.5495270706582327,0,0.6717809548837307,0.4512629571779899,4.128811015156054,0,0,8.088967138774972,6.071939211926259,14.961963270309562,0,0,0,4.743122090726505,9.614895211225399,34.71267661829118,0,0,0,0,10.191548921139221,7.770141294632916,65.93623868245356,0,0,0,0
20,0.04200802097523444,0.03453197525635397,0.0037233774793358405,100.0,100.0,1.306163964365388,0,0.49530207061389897,0.413577173889019,3.3305363165620343,0,0,7.397025636790019,5.324544686847017,11.300413252729673,0,0,0,6.935691164387323,9.074404987675063,9.164100410397582,0,0,0,0,9.164100410397582,9.164100410397582,78.25131289723193,0,0,0,0
21,0.049086766109802456,0.04102656144286215,0.004009802122088699,99.99999999999999,99.99999999999999,1.409025847642876,0,0.5977234004738803,0.4157598356550837,2.7644442550184607,0,0,7.007013054537567,4.8428262736592735,11.840312328780358,0,0,0,9.878201586170182,10.850575051534516,1.4729782871699901,0,0,0,0,31.369362283773338,12.602310528948559,72.57365045638805,0,0,0,0
22,0.050110141238809074,0.039767618041617075,0.005151067613835,100.00000000000001,100.0,1.389711767050369,0,0.4190500826402085,0.49354977981645,2.6167036173588545,0,0,8.109356402315196,5.2914459954695685,11.620053582164557,0,0,0,13.391800464421113,12.498951641866618,17.496777209686453,0,0,0,0,56.66236961291526,34.28203109678449,65.80415000113348,0,0,0,0
23,0.05265669415906193,0.03970720868196262,0.0064534163930114125,100.00000000000001,100.0,1.4696820011096376,0,0.31760921737317804,0.5840686855521152,3.5530804345005023,0,0,8.76739762396394,6.0962105756394305,10.927812878456061,0,0,0,10.927812878456061,10.927812878456061,38.96442366133469,0,0,0,0,85.28589821511291,58.816484184382475,57.802410249345854,0,0,0,0
24,0.05729518716430867,0.04539583904239577,0.005923312012253958,99.99999999999999,100.0,1.4295048721377395,0,0.419751223512108,0.5134695773999685,1.6476921634719162,0,0,8.267295849949809,4.853120437722943,18.535502857444325,0,0,0,8.657544285990632,13.381785341903269,8.743435513840371,0,0,0,0,63.115153270760565,30.492122616608423,65.61239882382897,0,0,0,0
25,0.062213429372067273,0.04888565442761119,0.006633032012348348,100.0,100.0,1.5025017377906917,0,0.4155046501982338,0.5527456730700836,1.6264140930090405,0,0,8.895239932320093,5.135339139868642,19.001562947381103,0,0,0,4.429942994640574,11.24059145081279,52.10952794363378,0,0,0,0,90.13690992954227,69.01058660403756,74.99738505199203,0,0,0,0
26,0.0655137245932845,0.053321504546103994,0.0060608076464446275,100.00000000000001,100.0,1.4640128975974662,0,0.4911556479499918,0.49603204873032014,1.1704978467886558,0,0,8.239178919053368,4.585535748789951,10.876511667953704,0,0,0,1.9667919803502667,6.235169319062611,46.81336228090436,0,0,0,0,120.22004342135655,76.1760347370852,69.94334853475198,0,0,0,0
27,0.07007412248521304,0.05765532327749094,0.006168615108046252,100.0,100.0,1.445176741310997,0,0.5112600719749396,0.4765723405808853,0.26495495037680244,0,0,7.821154453883448,3.905861135725666,11.29324874930314,0,0,0,6.617061827063508,8.904981608760162,26.77848807808489,0,0,0,0,102.84558092493577,56.03506224995063,64.13414879076262,0,0,0,0
28,0.06982929288286482,0.05695768315125045,0.0063956201087841755,100.0,100.0,1.358502600638348,0,0.45172364306733587,0.46161908860407747,0.636071005581335,0,0,7.358111186734214,3.2064479199749663,14.124005396268647,0,0,0,9.666036435476913,11.850618834589994,45.170941058815785,0,0,0,0,65.90964692436086,54.849003796070136,57.49490955843499,0,0,0,0
29,0.07246075543127717,0.05882045747127145,0.006777065026239782,100.0,100.0,1.37823099157251,0,0.4191222415099779,0.4876694880218245,0.18507190243773228,0,0,7.781854234480056,3.645518102773037,12.111089862763547,0,0,0,8.953030993389934,10.509502864724055,10.256792570944864,0,0,0,0,47.00905676125981,26.007762938222697,64.24792868693244,0,0,0,0
30,0.06692633263770026,0.052017050141217845,0.007419275063896141,100.0,100.0,1.2777786378943226,0,0.2623147995882257,0.5136918993654103,0.010180523744310953,0,0,7.8025607461966775,3.7602747094747877,13.27441199358368,0,0,0,4.883714808873786,8.91770383998432,15.396684375421431,0,0,0,0,50.015689688047836,30.448425815693803,58.14898856820997,0,0,0,0
31,0.0724252760947032,0.05739758246056565,0.007471715046276844,100.0,100.0,1.280551307262872,0,0.2909385249472963,0.5010110429030284,0.4293355102782245,0,0,7.87195918580043,3.555214117798479,10.048298557140447,0,0,0,5.074364159077602,7.503829226339505,20.95601186771637,0,0,0,0,53.944015104366315,35.47073329184234,57.37104632429218,0,0,0,0
32,0.07827682030846861,0.061333794353724776,0.008422789295683124,100.0,100.0,1.391668731600309,0,0.30152994571534547,0.5522759782353542,0.3698614412687278,0,0,8.070873828066832,4.078107553630869,6.249566631976549,0,0,0,3.5391185036098074,4.8768332129587675,26.903742116430443,0,0,0,0,46.42739474972746,35.96829512474691,50.63324718226441,0,0,0,0
33,0.0886913050074624,0.07121446762067943,0.008674499638606614,100.0,100.0,1.4698604087834917,0,0.37225058176911113,0.5573351601738237,0.03176761651270946,0,0,8.728126174494712,4.164333859358503,5.1377717891163766,0,0,0,1.2795049344699145,3.172579793058132,12.182467483595206,0,0,0,0,52.24763444202205,29.179811041715695,43.10909587977516,0,0,0,0
34,0.08446676249673975,0.06626801544438958,0.009042576261167976,100.0,100.0,1.4086636908934642,0,0.28605536839841467,0.5685248731286029,0.46264665284303513,0,0,8.311892120931885,4.2397163021574515,2.8117420699570213,0,0,0,0.2306941518827933,1.504813145338927,25.153198163065124,0,0,0,0,39.877103829308076,32.10615361656874,34.738629809664594,0,0,0,0
35,0.0809132181903149,0.06040077153064146,0.01020630434040667,100.0,100.0,1.2968851053452253,0,0.08180720646722846,0.6123199772718992,0.1040541938149745,0,0,9.037229280396701,4.266611968513745,4.952964906604826,0,0,0,0.2946833387254174,2.2618632423328977,32.184070579268074,0,0,0,0,46.8711895325201,39.14112692554536,33.74208459621003,0,0,0,0
36,0.08054531182640026,0.059189651265326465,0.010629020842544265,100.0,100.0,1.2774984794099375,0,0.02339913833415259,0.631307203916558,0.24636331789083116,0,0,9.115250912019805,4.492957094199095,4.032347501872708,0,0,0,1.8080649894604948,1.0278031696886671,17.182832009012067,0,0,0,0,46.47854001126507,30.20314667668009,15.20874978797206,15.803996391903228,0,0,0
37,0.0814398977156502,0.05857692492518586,0.011382480220816223,100.0,100.0,1.280932889321615,0,0.03774433664657368,0.6632280520011177,0.16319736061037138,0,0,9.462875251994825,4.606754693033706,5.75456727440322,0,0,0,2.7740268606292884,1.3110980611930125,29.4547343841635,0,0,0,0,29.4547343841635,29.4547343841635,23.13553503433042,2.139665680032423,0,0,0
38,0.08691829107010533,0.06359603459732999,0.011604498434489676,100.0,100.0,1.311486904150052,0,0.017700267006939864,0.6688062926153674,0.05251794624849866,0,0,9.729885256353342,4.667990701280303,4.148942672351987,0,0,0,3.886287326108394,0.02987292869916131,32.03185586661251,0,0,0,0,32.03185586661251,32.03185586661251,13.219242348341739,43.377660163384846,0,0,0
39,0.08848810544566557,0.06261976269747932,0.012877094786945814,100.0,100.0,1.3691740334918059,0,0.06147513686910296,0.7196305780164065,0.7810205395352785,0,0,9.291282261850757,4.8637713353143415,4.000987480180294,0,0,0,2.6993562510357973,0.5393048288863018,30.527594399659012,0,0,0,0,35.028545930681744,32.73992650812782,24.894178035243097,34.74801139023452,0,0,0
40,0.09205715334553333,0.06679275548833066,0.012569123662553095,100.0,100.0,1.341796584646737,0,0.03787569802792287,0.6941161908622218,0.3938775091586628,0,0,8.781726681632296,4.419627575206217,2.4210212070881183,0,0,0,0.21248166623446127,1.3047157988364686,38.38865466542232,0,0,0,0,26.177891018473282,32.00148598855667,21.791436723857455,25.099289952201115,0,0,0
41,0.09488193120104527,0.0668961440374203,0.01392747237206309,100.0,100.0,1.413450788288609,0,0.06770749213580583,0.7451404831140832,0.7726496370861852,0,0,8.778862904805047,4.622811894380013,3.9751616358305357,0,0,0,0.9513422820766336,1.4521372794055256,37.8909554761365,0,0,0,0,26.710607734828148,32.06457707573638,23.4984641812245,14.3457327084126,0,0,0
42,0.09593991564146566,0.06602011345269665,0.014894333275692801,100.0,100.0,1.4666205640453254,0,0.0651287526579847,0.7708230047260177,1.2350271686158665,0,0,8.127738008960646,4.567920525253926,4.582709459160611,0,0,0,0.5727762184036308,1.9398251045969825,46.037854359373796,0,0,0,0,24.666461038489835,34.508550067844304,28.195416026233197,2.3973782316649217,0,0,0
43,0.09303582764358766,0.06539304445052335,0.013758650999379292,100.0,100.00000000000001,1.3610318953661922,0,0.04848406270799071,0.7090955026131162,1.0751356721021135,0,0,7.596930768193057,4.234117779329431,2.7149198768700686,0,0,0,0.23927029657974422,1.2162734589134856,42.56161176597236,0,0,0,0,15.831309559852537,27.81385882466486,31.076490582725143,10.839957870292421,0,0,0
44,0.09249059912242845,0.0610183425740353,0.015677225055324668,99.99999999999999,100.0,1.3724640491689282,0,0.20772591185835565,0.7935135276038818,1.4186066013221377,0,0,8.52531188141478,4.851676500379592,2.4072032656967832,0,0,0,2.785859780231048,0.2568759035461275,37.153996233865776,0,0,0,0,28.399485835959446,32.63243591846361,26.924499575097624,16.3568662365852,0,0,0
45,0.09256359983923984,0.061470985256520304,0.015486999877958449,99.99999999999999,100.0,1.2890395674477706,0,0.2287395677563905,0.7617216502048718,0.9255805896927756,0,0,8.17659034514538,4.425364289492977,1.3159445629046973,0,0,0,1.6235896120345181,0.1754579576483689,36.18093433562677,0,0,0,0,30.733696962201694,33.40173159408338,22.57592150252865,5.613648960459126,0,0,0
46,0.09193967358540021,0.059845832498610745,0.015989332684829695,100.0,100.0,1.2700449519446422,0,0.2423049475342815,0.7588356934082253,0.8150792062025856,0,0,7.713427649203038,4.1501510156185875,2.0726030255367607,0,0,0,1.6526744571470673,0.1753427462516809,33.32758237154993,0,0,0,0,41.32723731384293,37.210910013439744,24.10055881539698,6.194244939745108,0,0,0
47,0.0961169170846071,0.06505512564466644,0.015465964735939931,99.99999999999999,100.0,1.3170652906330016,0,0.15837145803455457,0.7410997478417051,1.1856620931332023,0,0,7.3576397637624655,4.180319037115061,0.3005398273415199,0,0,0,0.3005398273415199,0.3005398273415199,38.62780424981806,0,0,0,0,19.13326927718741,28.14334846621836,24.84295690500513,19.14093831342266,0,0,0
48,0.09460970576486939,0.059916986265666335,0.017286673856550396,100.0,100.0,1.369205883444601,0,0.19970351287157934,0.7879010728935498,1.6346759277555176,0,0,6.56697770010803,4.042403644975969,1.1109889860945912,0,0,0,0.9416238454143523,1.026235432879082,36.864985733249455,0,0,0,0,24.42271430295406,30.347605460237574,17.495991644393204,20.01797041032265,0,0,0
49,0.10057033644617853,0.06405170090043862,0.018191579103532352,100.0,100.0,1.414866200788591,0,0.21816804484441274,0.8201268127439321,1.5747694960455578,0,0,6.915486314798014,4.17672361471004,1.7547690282927306,0,0,0,0.7872117950601559,1.2686793673295502,27.959030790605677,0,0,0,0,29.8407812434087,28.893038314624697,24.689335055297025,10.743191583570322,0,0,0
50,0.09964761940839223,0.06324007510856071,0.01813745321989391,100.0,100.0,1.3767523034135747,0,0.21319799654080873,0.7983869192577437,1.4634159078320839,0,0,6.378262590711936,3.8627283879406487,1.8723474218297254,0,0,0,0.9518141619939048,1.4099918359515282,28.06812916229593,0,0,0,0,31.625577194581915,29.822487096026006,24.010696540827094,0.641557133068808,0,0,0
51,0.10082380047851064,0.06298316042113326,0.01885325091728126,100.00000000000001,100.0,1.370954314896611,0,0.23369733111374,0.8055853587198234,1.269383003453427,0,0,6.289766770550272,3.7188590544394926,3.0191103704180073,0,0,0,0.524345589367994,1.756439226728683,25.38497809494812,0,0,0,0,30.20747725244613,27.75073239862638,21.146215982870483,10.33814656463623,0,0,0
52,0.09803275877238649,0.059886523928833195,0.01901078306126025,100.0,100.0,1.3237144270719732,0,0.25639791619107055,0.7929267622458219,1.2763799588618803,0,0,5.93816515589779,3.5548335714696826,2.2108247628308177,0,0,0,0.5488601325408792,1.373031117233846,26.36354508336163,0,0,0,0,29.37220091867977,27.850175025518837,16.186995531588543,1.8739911366624835,0,0,0
53,0.09808260880656344,0.05911602307622588,0.019421526374650465,100.0,100.0,1.3018623769789608,0,0.2610172662695376,0.7841695491634819,1.0466166441957006,0,0,5.697443509219033,3.3197185604481576,2.5564887020475138,0,0,0,0.3126530418997515,1.4221618914198007,26.20587852588689,0,0,0,0,30.460009262714514,28.297688667199917,13.052095604197802,12.62073412224605,0,0,0
54,0.09466435758598458,0.05653233806246018,0.019008869554188422,100.0,100.0,1.2713721325892893,0,0.24827754328970986,0.7624616796644984,1.4591584403280826,0,0,5.169433516270948,3.28098466109795,0.9650422620741282,0,0,0,0.46889954825558355,0.7163598919704981,27.709820202014633,0,0,0,0,29.04013082911895,28.37152911497841,18.619653081599058,24.235460057117344,0,0,0
55,0.09536168340263565,0.05680836994810305,0.01921877857139781,100.0,100.0,1.2339810070791792,0,0.2849513804773073,0.7617350681928292,1.197966199701108,0,0,5.3485044549447744,3.2315329255495384,2.1707361694471072,0,0,0,0.02479305270259982,1.0863769412336288,23.351667257311703,0,0,0,0,25.701222824117636,24.515362231437287,19.73341230989247,36.7662779333006,57.65592800922817,0,0
56,0.09541705482776637,0.055269736762952874,0.020016904152294318,100.0,100.0,1.2291163508389997,0,0.3081346888987798,0.770762463013326,1.0851628254017025,0,0,5.066013119510363,3.037152176512925,2.467474877579014,0,0,0,1.8859341575019402,2.175877054933661,25.391813696091837,0,0,0,0,22.120722904019907,23.73465316266334,22.85683874452418,28.79652347523361,76.01065379723514,0,0
57,0.0961732751387164,0.05519018945099876,0.020434277332420356,100.0,100.00000000000001,1.2123763265829295,0,0.3081119876809971,0.7623040523515375,0.8119387201565424,0,0,4.810232384201505,2.7722124283858003,3.0760798540431296,0,0,0,2.8502834031032767,2.9630578366593014,27.557416590550275,0,0,0,0,14.801674931495242,20.84386834894236,19.286304095322706,23.581380642620612,96.0640841698042,0,0
58,0.10018427686117441,0.05732713000286253,0.021366562109060242,100.0,100.0,1.2322465851339752,0,0.3015929941737523,0.7691018142985824,0.6774492618757934,0,0,4.516718374238304,2.561166648756018,3.5268477967801974,0,0,0,3.7457206251031816,3.636168649786292,23.75171143835758,0,0,0,0,14.784196116737457,19.09939145947193,15.600486383066366,54.590817708044895,8.966073802639304,0,0
59,0.10145573506250956,0.05689903816935598,0.022215671824386038,100.0,100.0,1.2690487286309016,0,0.3072418835089611,0.7904763591738678,0.8625331511267149,0,0,4.381661693141279,2.5919278338915177,3.415437117687191,0,0,0,4.1511160402723535,3.7819728441802454,21.684489515902353,0,0,0,0,12.701070826808897,17.02062406407334,13.058873482411725,47.79363580086659,20.867827974450243,0,0
60,0.10275693470248808,0.05704470786421119,0.022792286595039686,100.0,100.0,1.2421952432242818,0,0.35537798422242567,0.800768557350901,0.7744325473737463,0,0,4.506301270001877,2.606445449269892,3.0113392139702704,0,0,0,4.829186376569724,3.9123130263373302,19.338906103667476,0,0,0,0,11.134356309040314,15.090595530397755,13.941381353003807,43.29087028396515,33.800173712589846,0,0
61,0.10272872779190032,0.05528573721688895,0.023659088663422586,100.0,100.0,1.2342515188373466,0,0.3888916963527256,0.8133728087055154,0.6968232297671983,0,0,4.347914407662807,2.489862578996539,3.114108400467453,0,0,0,5.455393737847975,4.271610085037711,21.34112484544099,0,0,0,0,9.987569304347087,15.3857322149899,14.399657953166288,75.53447628100027,1.4476921344741625,0,0
62,0.10158917631126203,0.056812913629765725,0.022325417325999936,100.0,100.0,1.2014338857857993,0,0.30979172123628773,0.7576155005200657,0.704752024187117,0,0,3.930358540846279,2.292133111874569,2.6579027364253753,0,0,0,4.505929788386223,3.57367350124631,16.8948199886756,0,0,0,0,8.590816382922684,12.58991160382352,7.124305949336544,52.66638394794131,8.680360067031,0,0
63,0.10190709505918392,0.05681262062857372,0.02248427154196113,100.0,100.0,1.148503092048222,0,0.34377468011423407,0.7477700261943189,0.4560400323629428,0,0,4.0428407476220105,2.21798510935252,1.9785578767664938,0,0,0,4.446491861683927,3.197772061458845,15.88256726769906,0,0,0,0,7.562793207453986,11.567790826880477,4.139305511483508,65.71295281477411,19.63117727130845,0,0
64,0.10179232675072192,0.058833604534632725,0.021414873235137098,100.0,100.0,1.1155077384961303,0,0.311698183694379,0.715229845088588,0.46504593905022645,0,0,3.9074236769990636,2.1572437102682103,1.355996779987639,0,0,0,4.473346639388739,2.8910650897950574,17.01718112875424,0,0,0,0,4.81633759874196,10.58123616667275,4.354853541079689,38.15592919720179,1.4099924273253985,0,0
65,0.10230653975057749,0.06304021317248804,0.019564827833700754,100.0,100.0,1.069180660813636,0,0.20770221168700084,0.6403087205628766,0.38245273440447236,0,0,3.2695052258031096,1.805514968435127,0.7063719267939182,0,0,0,4.7443178741393055,2.685663827870844,13.092759633429772,0,0,0,0,5.416780472789723,9.119946063168763,3.253063890529248,49.51669939191841,8.147844240433328,0,0
66,0.10215681283153004,0.06139251245820621,0.020315292859116006,100.0,100.0,1.0497938127779762,0,0.26579333348999423,0.659340389873898,0.3062443260694071,0,0,3.5785125722502067,1.916119155336524,0.18337145067300661,0,0,0,3.9450459342614907,2.0295486605575452,16.751400276520094,0,0,0,0,4.331038544975397,10.192332845254915,1.9828239082415133,40.037756754787495,18.435857139633157,0,0
67,0.10706723976376292,0.0658087033392528,0.020554568393015376,100.0,100.0,1.0793288027102255,0,0.21776456583140003,0.6504145304610247,0.2020209343999607,0,0,3.2687265269589725,1.7122630788811737,0.9156089482910659,0,0,0,4.589356970925742,2.719645737224414,12.570976721774352,0,0,0,0,5.219402731780927,8.7711125286343,1.3696071659106255,25.94153417106967,3.5954193730001784,0,0
68,0.1123225530820164,0.07075695581186658,0.0206990207800094,100.0,100.0,1.130900746630399,0,0.16427324901598686,0.6499381453467223,0.14750849011356523,0,0,3.2641554575658853,1.6819555448011447,1.4611389139869007,0,0,0,4.28755635516226,2.854934059335798,14.747546628790293,0,0,0,0,3.756402315687769,8.975537241024178,2.5461158633926786,16.344732941153936,13.091668419386258,0,0
69,0.1165432650383906,0.07433064508821235,0.021015247071190343,100.0,100.0,1.1390217595371586,0,0.1384198385315354,0.6412398995641799,0.03259786958071567,0,0,2.944897905692163,1.4678551983559294,1.4233338668057234,0,0,0,5.378561371360821,3.3631244052419045,14.609732340974176,0,0,0,0,5.2711615576355495,9.74213753112585,4.77046237986307,25.22979582300415,2.726360003992726,50.20857726014536,0
70,0.11249689830648724,0.07208143752547026,0.02012257469339594,100.0,100.0,1.0334810904008331,0,0.17448317795714105,0.6058380370346323,0.2315024141996104,0,0,2.83846093783364,1.2802207443122209,1.1877127954259952,0,0,0,5.762325991980335,3.424458673780828,14.644357154151402,0,0,0,0,6.076629395300237,10.194206506762896,1.2759751980554648,5.763470132877549,11.80876047641185,17.236465288565984,0
71,0.11445760193294331,0.07464007106312237,0.019819388403929803,100.0,100.0,0.9933464306939325,0,0.16730466575775535,0.5820413680602516,0.34226171031201225,0,0,2.704361462940381,1.1581159554585874,0.2763388191599919,0,0,0,5.769489401060447,2.6576379254835127,17.863259541311802,0,0,0,0,6.599876376954358,11.94897411629974,1.5185222867442785,1.1814770384873432,8.859680756752203,8.944915980070682,0
72,0.11235172654974225,0.07158063639286297,0.020300984531223993,100.0,100.0,0.9804197297294457,0,0.19443380932746168,0.5889803302275501,0.29128751523394303,0,0,2.5442233009080923,1.106591490160333,0.0923283887053178,0,0,0,5.902103916630173,2.915287987651045,19.35136892649104,0,0,0,0,6.522068683578328,12.572375510700674,0.7598427970613545,6.992282004813713,1.0807379623844264,0.018440909668018,0
73,0.1010523192767611,0.0617133684725918,0.019603256754174014,100.0,100.0,0.8714332778729443,0,0.2620512171802475,0.5676759051988005,0.41676360483041686,0,0,2.573307720616108,1.0561591785636906,0.493564837793236,0,0,0,5.310914123100083,2.8458586517741895,17.977307246967044,0,0,0,0,5.596972535865569,11.444361894529132,2.4955039999995563,5.7573762614386625,7.2172593801472456,9.694711255844236,0
74,0.0995599069197533,0.06422106725117482,0.017602371162656023,100.0,100.0,0.8450176423905329,0,0.17241876323720381,0.5098549588292421,0.3876176070402675,0,0,2.2609794599826345,0.9193060079602656,0.13530548032786996,0,0,0,4.939925169846231,2.48133263729554,17.270595806795683,0,0,0,0,3.076460291275744,9.7163549726156,0.7680073139722788,6.72567043009007,16.05878172292473,20.12662221474626,0
75,0.10156717241661638,0.06664757593241052,0.017389070087190754,100.0,100.0,0.8505539970576388,0,0.13294929278365783,0.4930453982529314,0.4719724482709656,0,0,2.0676822103721055,0.7818578992874751,0.22939782561357602,0,0,0,5.420561856422256,2.7594602949980005,16.401658550009067,0,0,0,0,1.2599793890322715,8.304151868269303,0.43311511890323995,2.7397436382146774,25.468903133711613,31.358540406911015,0
76,0.09768464034533182,0.059846926076227464,0.018856828383628406,100.0,100.0,0.8356748890452217,0,0.2240213802652471,0.5307884167594311,0.41053528070676015,0,0,2.155391770473983,0.856110650109355,0.41827917614225724,0,0,0,5.226419125687878,2.7661400437381793,15.402142360915287,0,0,0,0,2.918005588362443,8.803135615033106,4.7673237971748526,9.415214697207945,8.378635490430545,4.375674345997575,0
77,0.09434383832332634,0.05922019498501832,0.017502877240061197,100.0,100.0,0.7533068737972384,0,0.21076481854713902,0.4827752902620457,0.6541900660745187,0,0,1.976588957564782,0.6440106026026682,0.1823109466606109,0,0,0,4.813480475013156,2.445583097364183,14.945744165822038,0,0,0,0,4.335367781284602,9.383853319088706,8.570828602196551,10.964005131332359,10.093406039487736,4.272106679313815,0
