x,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0.0,0.0,1.8503717077085944e-14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0.0004941392433461427,0.00038925801540063153,0.00022942751392750815,100.0,100.0,1.286683613527426,1.704108171358323,1.0084426995111784,0.45718124903433227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.0011252362606188615,0.003915086689779168,0.00038328147457203035,100.0,100.0,0.014957513434840093,0.7501783422008019,1.586722467502109,0.38076404345447207,81.2188121184702,54.040780686847675,48.371495017107144,92.31115499958992,69.32450178121496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.0005850417088491106,0.0006151756462986974,0.0005940502792158092,100.0,100.0,0.7028843979298256,0.5310138011526628,0.6839655827494102,0.39071107227714025,73.96211814255533,14.820339081718483,84.01723987064823,12.791818873275293,37.5072180945777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.0035798523430632476,0.00710041593319119,0.00039046535833906187,100.0,100.0,1.4801781940742391,1.7105157042737864,0.001552522852578977,0.18468251808557712,34.69637015199559,17.007666164016626,32.78647456723849,0.688559781749963,8.939902404044002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.005897512035427354,0.011826687671216703,0.0006105601371649877,99.99999999999996,100.0,1.3901962359296625,0.2603431751177628,0.7997369192806499,0.22771674027438873,34.09159824365756,5.489234583102801,22.40322205694117,4.248128722338768,8.2182763571406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0.007678688293300859,0.0156899888444846,0.0007159187167194334,99.9999999999998,99.99999999999997,1.386704323249676,0.07427150934891263,1.0343416227645803,0.23130740500238142,33.48954169476621,5.633375118228057,19.82883386402874,3.124189630084505,8.061484435607598,56.456530882903834,0,18.557240816689557,0,52.59102024793661,53.741673273247436,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0.009786905607206084,0.019480267484669318,0.001076499964443824,99.99999999999929,99.9999999999999,1.3381395899788708,0.7370401923851672,1.2859037877250015,0.29425602569303955,38.54508994402411,6.964157192788797,9.233716877998948,3.051681695919722,8.379880027422919,31.26821412856427,0,28.126638528879244,0,19.629499727298253,81.19964873265347,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0.008656232907347365,0.017959832008326657,0.0007442592597114075,99.99999999999797,99.99999999999974,0.9370805023155071,0.3597693326441616,0.8971702838328928,0.16622950055325686,7.17450204629855,1.0363838543650143,2.372845822438266,6.8564567562581695,2.852094361269418,1.9829810121002032,0,5.260331133374674,217.23451889494712,76.32466365219489,78.44650491746981,0,0,0,0,0,0,0,0,0,0,0,0
0.009000000000000001,0.010933710007683905,0.023651934462140558,0.0006641364193590316,99.9999999999949,99.99999999999936,0.8460534949741518,0.7152781275614143,1.1262485047427901,0.1422599705535817,1.5967899760646438,5.656639255949384,2.3097186294671803,9.751594119938444,3.109104418964986,51.88746409692742,0,33.63986080820348,48.91536521871832,17.367990705730175,7.759840883684615,0,0,0,0,0,0,0,0,0,0,0,0
0.010000000000000002,0.01102597991843755,0.02287182689460104,0.0009724861465561499,99.99999999998832,99.99999999999852,0.577594104139836,1.2547786177079314,1.083289428042697,0.18456317979028028,1.4223864060390687,2.681963840569861,1.8705351977794313,11.398184472358356,3.415330806003844,34.396810721750235,0,21.07760231567599,51.52908707526897,16.057676749409403,13.777152430724717,0,0,0,0,0,0,0,0,0,0,0,0
0.011000000000000003,0.010472297637191288,0.020160977841666084,0.0013978626494391487,99.99999999997534,99.99999999999692,0.5256718858538336,1.020633985292255,0.7268717575769837,0.22436054275516995,3.7020285983174954,1.726862175995865,1.351102904928608,10.802775390568678,2.589550797908429,13.20449355774983,0,59.65717936582975,99.47883487107799,10.320945920662595,49.86673249021685,0,0,0,0,0,0,0,0,0,0,0,0
0.012000000000000004,0.010142317371825716,0.017580689217827582,0.0019397831390819181,99.99999999995127,99.99999999999389,0.5952466998928326,0.6902529698498063,0.3685793093959438,0.290957189365191,2.0396302148027585,3.5859912051919136,2.0052740648969936,12.02441524388388,3.4576536230102617,12.010092875703982,257.8542175090729,105.35284304724543,70.76309092076261,2.8536949390680726,44.41300896384355,0,0,0,0,0,0,0,0,0,0,0,0
0.013000000000000005,0.0055687910545242246,0.008306040616573794,0.0014687964419827452,99.99999999990875,99.99999999998862,0.23067520492534108,0.5625837341288856,0.12880244800246973,0.19128491066341569,0.6355599204921577,0.24267528953094603,5.096363492003319,9.23771658421218,1.3988275363657867,6.1693045611707555,351.50531567705264,29.331295491188328,114.73512367619267,11.227621571325324,32.14966981166109,0,0,0,0,0,0,0,0,0,0,0,0
0.014000000000000005,0.003347074702211508,0.0008683857698990135,0.0021029584764877167,99.99999999983731,99.99999999997975,0.12392390341775977,0.5467221850063237,0.22462788650991178,0.2641514060490859,1.4109352626409073,4.103153316832218,4.087815916286023,9.7645789113922,2.3584947510190415,31.809664873797306,459.61239704677666,6.687368644788539,127.36997177276386,16.587424598329868,28.340268099749572,0,0,0,0,0,0,0,0,0,0,0,0
0.015000000000000006,0.0003213460866212069,0.006574956841149965,0.0021646815955763733,99.99999999972155,99.99999999996541,0.0869811725458332,0.8091680951118521,0.26722569546234304,0.25870809937958233,1.5599535478179891,1.6603378222515774,2.862790419820862,6.230475400801308,1.8614269374828978,28.920252093770177,583.0419949837092,2.498673989890677,115.13004559953859,11.36031783044578,28.650626471353323,0,0,0,0,0,0,0,0,0,0,0,0
0.016000000000000007,4.637786919047223e-07,0.01004554322958314,0.002957172789802422,99.99999999954066,99.99999999994294,0.10824938925709784,0.3611574800721465,0.6218003988252044,0.3466019444399666,4.710289814359959,1.608862158183944,2.6375741927635836,8.40190134423202,3.253338839498377,29.604566546021925,311.3144717205676,17.24855189799486,132.40876892011158,15.022630251294578,21.237534494055897,0,0,0,4.49210831316615,0,0,386.3606928151444,0,0,0,0,0
0.017000000000000008,0.0026377089657328803,0.00258234975862347,0.0026214287067238,99.99999999926652,99.9999999999086,0.26400741440799375,0.30825697095370186,0.30481824514332556,0.28891613623781726,6.421263991838966,2.8326118234535924,5.065294010607934,6.62938895647044,2.4921641358356594,7.284444737845298,95.83540320310311,12.015874088958597,83.81071653241321,8.505212653277338,14.079508431401162,0,0,0,20.206051585442527,0,77.3276689218332,205.79554130511772,0,0,0,0,0
0.01800000000000001,0.003258682084239752,0.00019554938712684753,0.002358904020319,99.99999999885976,99.99999999985772,0.21194899337401993,0.3986361957615961,0.16768075907219462,0.24361071777993107,4.002583679090395,4.675871526520698,5.335772791933357,5.6922219623652985,1.9398974792511143,8.833277520416983,64.77993642568512,18.084889941823825,54.147435610877515,6.86854605891187,7.740335918831339,0,0,0,49.207957703593436,0,119.37872629143199,279.24051437292235,0,0,0,0,0
0.01900000000000001,0.0023429176204205118,0.002103694491098083,0.0022727312536725804,99.9999999982698,99.99999999978405,0.16805830641660285,0.45117813554464126,0.1176482325517981,0.2218202430266264,4.486205995681329,5.493485132240679,4.862129339621949,3.705822112698342,1.675627176136462,14.736363876694048,49.58001004785841,21.010905496709448,44.826588022076294,4.422922180910088,4.8456066202507575,0,0,0,82.93116000675181,183.14062339979722,168.06651278905258,209.6987277742265,0,0,0,0,0
0.02000000000000001,0.0018951130438486113,0.0034910493041542855,0.0023627920960669468,99.99999999743271,99.99999999967943,0.21478607557289003,0.45645274527035773,0.04552518700549775,0.21814019696566084,6.6716033872802685,5.772683032178113,5.528550159119142,1.8115516663939486,1.3100883178852987,1.147588876367771,29.84774580704646,11.769315721154314,24.10964909014494,7.571604888392012,8.565205721681847,48.60845668459115,0,0,10.900777398124445,242.73247534644236,61.972698851838594,87.58966422208606,0,0,0,0,0
0.02100000000000001,0.003194812349266573,0.0014991699994079135,0.002698488774398354,99.99999999626826,99.99999999953333,0.2134972293936789,0.8834578043710494,0.17646746755792972,0.2507430830144379,7.26390134538471,5.631497060012969,4.1097964025415585,1.2631637960325235,1.6564478364532638,13.749473991383667,62.72762336853119,15.675673057301482,21.30547233892782,8.204956293640992,10.560090963659059,38.00000597555085,0,44.22877661266008,33.12606825888942,105.36666619085341,29.190752106118055,49.993030938370005,38.99862144104096,0,0,0,0
0.022000000000000013,0.006988034928930154,0.007480349995690275,0.002757669588940311,99.99999999467703,99.99999999933223,0.36744681596953077,0.8122995747349011,0.26227519949634115,0.2681586645930401,6.786168956118256,4.7218609701995,2.356388854676386,2.2478714586565514,2.2854659315890444,8.33593661654999,45.8836088668849,13.552560179293389,13.116814026108639,5.900560705562833,6.935489990503509,25.877854210679644,0,42.71520642300229,5.5739352311154144,143.88831446669195,8.099073023987849,14.603446388770148,49.51331540467782,0,0,0,0
0.023000000000000013,0.005348970862881435,0.00415877244392554,0.0025724067631495134,99.99999999251963,99.9999999990618,0.1518804211078177,1.0953517333427836,0.251470231272528,0.2543230288283651,5.000493324747622,2.8586945286776397,0.27591259829774456,2.1240995621811303,2.338275424140034,0.6774171544568974,44.743951921614126,16.713172459024033,8.338641013973662,0.43649871951890235,2.1942982818826446,12.115680242798447,0,32.30523010147766,24.551410401968415,91.49959015141616,8.059805993029489,26.082845054972207,37.96786660042233,0,0,0,0
0.024000000000000014,0.006546975163976132,0.007481937306901314,0.002454786945636424,99.99999998965424,99.9999999987005,0.0995683316083632,1.1316788412702672,0.30352937619351206,0.22479885436043573,2.4674144760887606,2.837550899284213,0.3532735353865817,1.8577112855660447,1.7433217786347441,7.352131499088688,53.60031744774321,16.862854299881317,12.23502276524805,0.9715640955224971,2.843775044427032,3.4160175995100115,0,20.606694809992714,45.83225507070426,67.88435629208846,5.084879585207606,30.147321850519308,24.499400440658423,0,0,0,0
