x,A-cycles,B-cycles,all
0.05,0.14485261425155807,0.1469179130235949,0.0008198264822667703
0.1,0.16574362838446569,0.07954638641475058,0.043249103819291285
0.15000000000000002,0.23859455665740276,0.10380659167865557,0.06768727651784694
0.2,0.029820730829904753,0.00446840670704466,0.017146175894855672
0.25,0.0048371615943293,0.1349041388600695,0.06991297334507468
0.3,0.0434138796054162,0.0033460098707524502,0.023383959262140517
0.35,0.12564031467397244,0.0574861558350812,0.03416094625931801
0.39999999999999997,0.5799393478876744,0.15579968286152185,0.21342598831383097
0.44999999999999996,0.6549395869030757,0.16004625064031391,0.24911129197610557
0.49999999999999994,0.8678412364747106,0.11414607615589077,0.3792674470747421
0.5499999999999999,0.7540000900179994,0.21709579951214975,0.27081605929754543
0.6,0.5795636533414295,0.5220478297240361,0.03179265418628751
0.65,0.47772676233836536,0.561526524487148,0.03920089346154721
0.7000000000000001,0.7578219810019096,0.7628668089757819,0.0032586761799463966
0.7500000000000001,0.4105511499978616,0.8178927112008862,0.1999057630418736
0.8000000000000002,0.35706347119960463,0.9886544591113291,0.3112823543773792
0.8500000000000002,0.10743435436647339,0.9245478441713586,0.4059051101896644
0.9000000000000002,0.5541521949305487,0.9335581740162726,0.18418026096939047
0.9500000000000003,0.9151247282974635,0.9303051640697695,0.0009231646486601416
1.0000000000000002,0.9983297464428451,0.8384496212000768,0.08838120659065596
1.0500000000000003,0.8530254611109698,0.7623041660346012,0.05188683236871861
1.1000000000000003,1.0155812378650915,0.4379608070466163,0.2941074756287035
1.1500000000000004,1.174131372298013,0.39940288684524344,0.3935783390753863
1.2000000000000004,1.6500940054071556,0.09704655126605573,0.7842146996090775
1.2500000000000004,1.8239461501032017,0.5697116195769647,0.6415316541805693
1.3000000000000005,1.8064804146829607,0.1531529319495923,0.8363441731190747
1.3500000000000005,2.061333809749801,0.1572470040979048,0.964466932287528
1.4000000000000006,2.6104057892089996,0.8626017999965169,0.9043222924828479
1.4500000000000006,3.1110757943173777,1.0527457417945931,1.0729592657188807
1.5000000000000007,3.737300139474337,0.5799360966946924,1.6260257501207807
1.5500000000000007,4.068989792253527,0.7136203745981365,1.735843835624935
1.6000000000000008,4.8056889809291015,1.0466137292170423,1.9668013988307915
1.6500000000000008,5.282055980380201,1.3552278132452507,2.075753614124656
1.7000000000000008,4.865250968283854,1.623842753733322,1.7277091863191398
1.7500000000000009,5.396668476445973,2.0871650517865117,1.797127081891222
1.800000000000001,6.168535551880116,3.030627629308114,1.7838876804726358
1.850000000000001,6.9144334701078956,2.928919526808257,2.2399111493106245
1.900000000000001,6.7107095239134775,2.9961871830826405,2.0972785288159868
1.950000000000001,7.232303181464954,2.5426111742874826,2.589454062539238
2.000000000000001,6.07364672444027,2.4364591092513836,2.003002200459341
